CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 3.707, None, None, None, None, None, 8.87, None, 3.869, 121.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 00:00:00, None, None,1
None, 3.421, None, None, None, None, None, 6.045, None, 5.17, 114.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 01:00:00, None, None,1
None, 3.701, None, None, None, None, None, 5.145, None, 9.42, 116.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 02:00:00, None, None,1
None, 3.822, None, None, None, None, None, 7.495, None, 12.53, 111.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 03:00:00, None, None,1
None, 3.59, None, None, None, None, None, 4.851, None, 15.72, 117.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 04:00:00, None, None,1
None, 3.692, None, None, None, None, None, 3.753, None, 18.2, 124.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 05:00:00, None, None,1
None, 3.484, None, None, None, None, None, 5.397, None, 18.9, 117.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 06:00:00, None, None,1
None, 3.557, None, None, None, None, None, 8.37, None, 19.15, 119.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 07:00:00, None, None,1
None, 3.87, None, None, None, None, None, 5.686, None, 19.92, 117.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 08:00:00, None, None,1
None, 4.144, None, None, None, None, None, 5.646, None, 19.21, 118.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 09:00:00, None, None,1
None, 4.77, None, None, None, None, None, 5.591, None, 13.22, 112.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 10:00:00, None, None,1
None, 5.035, None, None, None, None, None, 6.386, None, 11.61, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 11:00:00, None, None,1
None, 5.777, None, None, None, None, None, 6.925, None, 9.48, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 12:00:00, None, None,1
None, 5.481, None, None, None, None, None, 5.872, None, 8.76, 105.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 13:00:00, None, None,1
None, 5.52, None, None, None, None, None, 4.601, None, 9.28, 95.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 14:00:00, None, None,1
None, 4.304, None, None, None, None, None, 7.311, None, 9.99, 96.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 15:00:00, None, None,1
None, 4.347, None, None, None, None, None, 7.557, None, 14.2, 98.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 16:00:00, None, None,1
None, 3.901, None, None, None, None, None, 8.21, None, 18.22, 107.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 17:00:00, None, None,1
None, 3.569, None, None, None, None, None, 6.643, None, 20.73, 117.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 18:00:00, None, None,1
None, 3.504, None, None, None, None, None, 9.29, None, 21.94, 119.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 19:00:00, None, None,1
None, 2.049, None, None, None, None, None, 10.64, None, 22.36, 118.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 20:00:00, None, None,1
None, 3.545, None, None, None, None, None, 8.28, None, 26.75, 118.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 21:00:00, None, None,1
None, 1.699, None, None, None, None, None, 6.989, None, 20.61, 124.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 22:00:00, None, None,1
None, 1.922, None, None, None, None, None, 6.67, None, 25.08, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 23:00:00, None, None,1
None, 1.468, None, None, None, None, None, 12.35, None, 22.89, 121.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 00:00:00, None, None,1
None, 0.983, None, None, None, None, None, 10.77, None, 22.33, 117.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 01:00:00, None, None,1
None, 0.967, None, None, None, None, None, 9.1, None, 25.67, 124.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 02:00:00, None, None,1
None, 2.625, None, None, None, None, None, 6.478, None, 30.59, 125.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 03:00:00, None, None,1
None, 1.422, None, None, None, None, None, 6.992, None, 24.71, 121.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 04:00:00, None, None,1
None, 1.219, None, None, None, None, None, 9.62, None, 23.3, 126.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 05:00:00, None, None,1
None, -0.647, None, None, None, None, None, 11.96, None, 25.53, 128.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 06:00:00, None, None,1
None, -0.425, None, None, None, None, None, 6.637, None, 31.9, 128.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 07:00:00, None, None,1
None, -0.546, None, None, None, None, None, 7.376, None, 34.37, 130.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 08:00:00, None, None,1
None, -0.212, None, None, None, None, None, 4.632, None, 38.61, 125.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 09:00:00, None, None,1
None, -1.308, None, None, None, None, None, 8.02, None, 29.12, 110.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 10:00:00, None, None,1
None, -1.479, None, None, None, None, None, 10.26, None, 25.78, 102.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 11:00:00, None, None,1
None, -1.307, None, None, None, None, None, 12.24, None, 22.18, 96.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 12:00:00, None, None,1
None, -1.627, None, None, None, None, None, 11.83, None, 25.01, 103.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 13:00:00, None, None,1
None, -2.395, None, None, None, None, None, 9.86, None, 28.85, 115.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 14:00:00, None, None,1
None, -2.352, None, None, None, None, None, 8.81, None, 35.81, 126.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 15:00:00, None, None,1
None, -2.355, None, None, None, None, None, 6.814, None, 44.19, 118.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 16:00:00, None, None,1
None, -2.325, None, None, None, None, None, 6.184, None, 42.83, 118.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 17:00:00, None, None,1
None, -4.815, None, None, None, None, None, 5.153, None, 43.27, 120.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 18:00:00, None, None,1
None, -5.764, None, None, None, None, None, 7.092, None, 39.25, 116.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 19:00:00, None, None,1
None, -4.922, None, None, None, None, None, 7.161, None, 34.58, 109.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 20:00:00, None, None,1
