pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 4.028, None, None, None, None, None, None, None, -6999.0, None, 4.0, 2.8, -0.2, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 00:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 4.246, None, None, None, None, None, None, None, -6999.0, None, 4.2, 2.8, 0.2, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 01:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 4.265, None, None, None, None, None, None, None, -6999.0, None, 4.3, 2.8, -0.2, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 02:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 4.188, None, None, None, None, None, None, None, -6999.0, None, 4.2, 2.8, 0.2, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 03:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 4.046, None, None, None, None, None, None, None, -6999.0, None, 4.0, 2.8, 0.1, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 04:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 3.553, None, None, None, None, None, None, None, -6999.0, None, 3.6, 2.8, 0.0, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 05:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 3.582, None, None, None, None, None, None, None, -6999.0, None, 3.6, 2.8, -0.2, None, None, None, 6.9, None, None, -6999.0, None,2021-06-11 06:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 4.35, None, None, None, None, None, None, None, -6999.0, None, 4.4, 3.6, 0.0, None, None, None, 4.4, None, None, -6999.0, None,2021-06-11 07:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 5.415, None, None, None, None, None, None, None, -6999.0, None, 5.4, 3.6, -0.1, None, None, None, 5.4, None, None, -6999.0, None,2021-06-11 08:00:00, -6999.0, None, -6999.0, -6999.0,24
None, 6.197, None, None, None, None, None, None, None, -6999.0, None, 6.2, 3.6, -0.1, None, None, None, 6.2, None, None, -6999.0, None,2021-06-11 09:00:00, -6999.0, None, -6999.0, -6999.0,24
