max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
7.0, -6999.0, None, None, -6999.0,3.7, 3.6, 0.0, None,-1.0,2021-06-11 00:00:00,129.0, -6999.0,24
7.0, -6999.0, None, None, -6999.0,3.4, -6999.0, 0.0, None,0.0,2021-06-11 01:00:00,129.0, -6999.0,24
7.0, -6999.0, None, None, -6999.0,3.5, -6999.0, 0.0, None,1.0,2021-06-11 02:00:00,130.0, -6999.0,24
7.0, -6999.0, None, None, -6999.0,3.3, -6999.0, 0.0, None,0.0,2021-06-11 03:00:00,130.0, -6999.0,24
7.0, -6999.0, None, None, -6999.0,3.2, -6999.0, 0.0, None,-1.0,2021-06-11 04:00:00,129.0, -6999.0,24
7.0, -6999.0, None, None, -6999.0,3.7, -6999.0, 0.0, None,1.0,2021-06-11 05:00:00,130.0, -6999.0,24
7.0, -6999.0, None, None, -6999.0,3.2, -6999.0, 0.0, None,0.0,2021-06-11 06:00:00,129.0, -6999.0,24
3.7, -6999.0, None, None, -6999.0,3.6, 3.0, 0.0, None,0.0,2021-06-11 07:00:00,129.0, -6999.0,24
4.5, -6999.0, None, None, -6999.0,4.5, -6999.0, 0.0, None,1.0,2021-06-11 08:00:00,130.0, -6999.0,24
5.5, -6999.0, None, None, -6999.0,5.5, -6999.0, 0.0, None,-2.0,2021-06-11 09:00:00,129.0, -6999.0,24
6.6, -6999.0, None, None, -6999.0,6.6, -6999.0, 0.0, None,-2.0,2021-06-11 10:00:00,127.0, -6999.0,24
9.0, -6999.0, None, None, -6999.0,8.9, -6999.0, 0.0, None,1.0,2021-06-11 11:00:00,129.0, -6999.0,24
10.7, -6999.0, None, None, -6999.0,10.5, -6999.0, 0.0, None,-1.0,2021-06-11 12:00:00,128.0, -6999.0,24
11.2, -6999.0, None, None, -6999.0,10.3, -6999.0, 0.0, None,1.0,2021-06-11 13:00:00,129.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,9.8, -6999.0, 0.0, None,-2.0,2021-06-11 14:00:00,128.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,11.2, -6999.0, 0.0, None,0.0,2021-06-11 15:00:00,127.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,11.9, -6999.0, 0.0, None,-2.0,2021-06-11 16:00:00,125.0, -6999.0,24
12.4, -6999.0, None, None, -6999.0,11.8, -6999.0, 0.0, None,-2.0,2021-06-11 17:00:00,124.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,12.4, -6999.0, 0.0, None,2.0,2021-06-11 18:00:00,126.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,11.7, 11.7, 0.0, None,0.0,2021-06-11 19:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,11.0, 10.5, 0.0, None,0.0,2021-06-11 20:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,8.9, 8.7, 0.0, None,0.0,2021-06-11 21:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,8.2, 8.2, 0.0, None,-1.0,2021-06-11 22:00:00,124.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,7.9, 7.9, 0.0, None,1.0,2021-06-11 23:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,8.0, 7.6, 0.0, None,1.0,2021-06-12 00:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,7.2, 7.1, 0.0, None,0.0,2021-06-12 01:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,6.9, 6.8, 0.0, None,0.0,2021-06-12 02:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,6.9, -6999.0, 0.0, None,0.0,2021-06-12 03:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,6.6, -6999.0, 0.0, None,0.0,2021-06-12 04:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,6.1, -6999.0, 0.0, None,0.0,2021-06-12 05:00:00,125.0, -6999.0,24
12.5, -6999.0, None, None, -6999.0,5.7, -6999.0, 0.0, None,0.0,2021-06-12 06:00:00,125.0, -6999.0,24
5.9, -6999.0, None, None, -6999.0,4.9, 4.7, 0.0, None,0.0,2021-06-12 07:00:00,125.0, -6999.0,24
5.9, -6999.0, None, None, -6999.0,5.0, 4.5, 0.0, None,-2.0,2021-06-12 08:00:00,123.0, -6999.0,24
5.9, -6999.0, None, None, -6999.0,5.4, 4.5, 0.0, None,0.0,2021-06-12 09:00:00,124.0, -6999.0,24
6.1, -6999.0, None, None, -6999.0,6.0, -6999.0, 0.0, None,1.0,2021-06-12 10:00:00,124.0, -6999.0,24
7.7, -6999.0, None, None, -6999.0,7.7, -6999.0, 0.0, None,0.0,2021-06-12 11:00:00,125.0, -6999.0,24
9.6, -6999.0, None, None, -6999.0,8.6, -6999.0, 0.0, None,-2.0,2021-06-12 12:00:00,123.0, -6999.0,24
10.2, -6999.0, None, None, -6999.0,10.0, -6999.0, 0.0, None,-2.0,2021-06-12 13:00:00,121.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,10.2, -6999.0, 0.0, None,1.0,2021-06-12 14:00:00,122.0, -6999.0,24
11.7, -6999.0, None, None, -6999.0,11.2, -6999.0, 0.0, None,-2.0,2021-06-12 15:00:00,120.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,11.5, -6999.0, 0.0, None,-2.0,2021-06-12 16:00:00,118.0, -6999.0,24
12.2, -6999.0, None, None, -6999.0,11.2, -6999.0, 0.0, None,1.0,2021-06-12 17:00:00,119.0, -6999.0,24
12.2, -6999.0, None, None, -6999.0,11.9, -6999.0, 0.0, None,-1.0,2021-06-12 18:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,9.9, 9.9, 0.0, None,1.0,2021-06-12 19:00:00,118.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,10.3, 9.9, 0.0, None,-1.0,2021-06-12 20:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,9.2, 9.1, 0.0, None,0.0,2021-06-12 21:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,8.4, 8.1, 0.0, None,1.0,2021-06-12 22:00:00,118.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,7.9, -6999.0, 0.0, None,0.0,2021-06-12 23:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,7.8, -6999.0, 0.0, None,-1.0,2021-06-13 00:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,7.1, -6999.0, 0.0, None,-1.0,2021-06-13 01:00:00,116.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,6.6, -6999.0, 0.0, None,0.0,2021-06-13 02:00:00,116.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,6.9, -6999.0, 0.0, None,1.0,2021-06-13 03:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,7.4, -6999.0, 0.0, None,0.0,2021-06-13 04:00:00,117.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,7.8, -6999.0, 0.0, None,-1.0,2021-06-13 05:00:00,116.0, -6999.0,24
12.1, -6999.0, None, None, -6999.0,7.3, -6999.0, 0.0, None,1.0,2021-06-13 06:00:00,117.0, -6999.0,24
8.6, -6999.0, None, None, -6999.0,8.6, 6.8, 0.0, None,0.0,2021-06-13 07:00:00,117.0, -6999.0,24
9.1, -6999.0, None, None, -6999.0,9.1, -6999.0, 0.0, None,-1.0,2021-06-13 08:00:00,116.0, -6999.0,24
10.7, -6999.0, None, None, -6999.0,10.5, -6999.0, 0.0, None,-1.0,2021-06-13 09:00:00,115.0, -6999.0,24
11.5, -6999.0, None, None, -6999.0,11.3, -6999.0, 0.0, None,1.0,2021-06-13 10:00:00,117.0, -6999.0,24
13.2, -6999.0, None, None, -6999.0,9.7, -6999.0, 0.0, None,-3.0,2021-06-13 11:00:00,114.0, -6999.0,24
13.2, -6999.0, None, None, -6999.0,9.3, -6999.0, 0.0, None,1.0,2021-06-13 12:00:00,115.0, -6999.0,24
13.2, -6999.0, None, None, -6999.0,8.4, -6999.0, 0.0, None,0.0,2021-06-13 13:00:00,115.0, -6999.0,24
13.2, -6999.0, None, None, -6999.0,10.3, -6999.0, 0.0, None,-1.0,2021-06-13 14:00:00,114.0, -6999.0,24
13.2, -6999.0, None, None, -6999.0,11.3, -6999.0, 0.0, None,1.0,2021-06-13 15:00:00,115.0, -6999.0,24
13.3, -6999.0, None, None, -6999.0,11.8, -6999.0, 0.0, None,-1.0,2021-06-13 16:00:00,114.0, -6999.0,24
13.3, -6999.0, None, None, -6999.0,12.3, -6999.0, 0.0, None,0.0,2021-06-13 17:00:00,114.0, -6999.0,24
13.3, -6999.0, None, None, -6999.0,10.2, -6999.0, 0.0, None,-1.0,2021-06-13 18:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,9.0, -6999.0, 0.0, None,0.0,2021-06-13 19:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,8.4, -6999.0, 0.0, None,0.0,2021-06-13 20:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,8.4, -6999.0, 0.0, None,0.0,2021-06-13 21:00:00,112.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.9, -6999.0, 0.0, None,1.0,2021-06-13 22:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.8, -6999.0, 0.0, None,0.0,2021-06-13 23:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.3, -6999.0, 0.0, None,0.0,2021-06-14 00:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.1, -6999.0, 0.0, None,0.0,2021-06-14 01:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.5, -6999.0, 0.0, None,-1.0,2021-06-14 02:00:00,112.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.3, -6999.0, 0.0, None,1.0,2021-06-14 03:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,7.5, -6999.0, 0.0, None,0.0,2021-06-14 04:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,6.0, -6999.0, 0.0, None,0.0,2021-06-14 05:00:00,113.0, -6999.0,24
10.3, -6999.0, None, None, -6999.0,6.8, -6999.0, 0.0, None,1.0,2021-06-14 06:00:00,114.0, -6999.0,24
10.0, -6999.0, None, None, -6999.0,9.7, 6.8, 0.0, None,-2.0,2021-06-14 07:00:00,112.0, -6999.0,24
10.0, -6999.0, None, None, -6999.0,8.9, -6999.0, 0.0, None,0.0,2021-06-14 08:00:00,112.0, -6999.0,24
10.1, -6999.0, None, None, -6999.0,9.8, -6999.0, 0.0, None,1.0,2021-06-14 09:00:00,113.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,10.6, -6999.0, 0.0, None,0.0,2021-06-14 10:00:00,113.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,9.9, -6999.0, 0.0, None,2.0,2021-06-14 11:00:00,114.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,9.7, -6999.0, 0.0, None,-2.0,2021-06-14 12:00:00,112.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,9.9, -6999.0, 0.0, None,0.0,2021-06-14 13:00:00,113.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,8.7, -6999.0, 0.0, None,0.0,2021-06-14 14:00:00,113.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,7.3, -6999.0, 0.0, None,0.0,2021-06-14 15:00:00,113.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,7.0, -6999.0, 0.0, None,0.0,2021-06-14 16:00:00,113.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,6.6, -6999.0, 0.0, None,0.0,2021-06-14 17:00:00,112.0, -6999.0,24
11.6, -6999.0, None, None, -6999.0,7.1, -6999.0, 0.0, None,0.0,2021-06-14 18:00:00,112.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,7.2, 7.0, 0.0, None,-1.0,2021-06-14 19:00:00,111.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,6.6, 6.4, 0.0, None,1.0,2021-06-14 20:00:00,112.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,6.3, -6999.0, 0.0, None,0.0,2021-06-14 21:00:00,112.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,5.8, -6999.0, 0.0, None,-1.0,2021-06-14 22:00:00,111.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,5.9, -6999.0, 0.0, None,0.0,2021-06-14 23:00:00,111.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,6.0, -6999.0, 0.0, None,0.0,2021-06-15 00:00:00,111.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,5.7, -6999.0, 0.0, None,-1.0,2021-06-15 01:00:00,110.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,5.4, -6999.0, 0.0, None,1.0,2021-06-15 02:00:00,111.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,5.5, -6999.0, 0.0, None,1.0,2021-06-15 03:00:00,112.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,4.7, -6999.0, 0.0, None,-1.0,2021-06-15 04:00:00,110.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,4.9, -6999.0, 0.0, None,1.0,2021-06-15 05:00:00,111.0, -6999.0,24
7.5, -6999.0, None, None, -6999.0,5.1, -6999.0, 0.0, None,0.0,2021-06-15 06:00:00,111.0, -6999.0,24
5.8, -6999.0, None, None, -6999.0,5.8, 5.1, 0.0, None,0.0,2021-06-15 07:00:00,111.0, -6999.0,24
