CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 10.16, 34.96, None,2016-05-06 00:00:00, None, None,17.35, 12.99,29.59, None, None, None, None, None, None,19
None, 10.14, 32.87, None,2016-05-06 01:00:00, None, None,18.43, 11.83,32.17, None, None, None, None, None, None,19
None, 9.94, 31.71, None,2016-05-06 02:00:00, None, None,17.21, 13.77,28.06, None, None, None, None, None, None,19
None, 9.1, 34.7, None,2016-05-06 03:00:00, None, None,17.48, 10.94,35.96, None, None, None, None, None, None,19
None, 8.78, 34.15, None,2016-05-06 04:00:00, None, None,16.61, 15.89,24.17, None, None, None, None, None, None,19
None, 8.11, 35.41, None,2016-05-06 05:00:00, None, None,17.04, 16.05,31.04, None, None, None, None, None, None,19
None, 8.01, 34.48, None,2016-05-06 06:00:00, None, None,16.14, 16.45,29.02, None, None, None, None, None, None,19
None, 6.683, 40.77, None,2016-05-06 07:00:00, None, None,12.11, 14.48,27.39, None, None, None, None, None, None,19
None, 8.95, 34.92, None,2016-05-06 08:00:00, None, None,12.34, 16.44,30.78, None, None, None, None, None, None,19
None, 10.35, 32.53, None,2016-05-06 09:00:00, None, None,16.34, 15.05,34.35, None, None, None, None, None, None,19
None, 12.66, 25.85, None,2016-05-06 10:00:00, None, None,17.02, 14.76,37.29, None, None, None, None, None, None,19
None, 15.3, 20.11, None,2016-05-06 11:00:00, None, None,17.39, 13.44,37.1, None, None, None, None, None, None,19
None, 17.68, 20.69, None,2016-05-06 12:00:00, None, None,19.03, 12.41,29.32, None, None, None, None, None, None,19
None, 19.1, 19.45, None,2016-05-06 13:00:00, None, None,19.93, 12.9,29.0, None, None, None, None, None, None,19
None, 21.15, 18.4, None,2016-05-06 14:00:00, None, None,20.91, 12.26,20.01, None, None, None, None, None, None,19
None, 23.17, 15.95, None,2016-05-06 15:00:00, None, None,19.86, 11.14,11.71, None, None, None, None, None, None,19
None, 23.7, 14.94, None,2016-05-06 16:00:00, None, None,25.77, 8.08,20.69, None, None, None, None, None, None,19
None, 25.19, 14.29, None,2016-05-06 17:00:00, None, None,37.87, 7.775,330.5, None, None, None, None, None, None,19
None, 24.78, 14.46, None,2016-05-06 18:00:00, None, None,35.18, 8.13,335.3, None, None, None, None, None, None,19
None, 23.42, 14.81, None,2016-05-06 19:00:00, None, None,24.76, 7.333,1.329, None, None, None, None, None, None,19
None, 21.39, 14.85, None,2016-05-06 20:00:00, None, None,23.62, 5.609,6.633, None, None, None, None, None, None,19
None, 19.02, 18.92, None,2016-05-06 21:00:00, None, None,18.65, 8.37,43.69, None, None, None, None, None, None,19
None, 17.76, 21.34, None,2016-05-06 22:00:00, None, None,70.38, 7.389,77.11, None, None, None, None, None, None,19
None, 16.25, 24.43, None,2016-05-06 23:00:00, None, None,43.03, 5.138,7.939, None, None, None, None, None, None,19
None, 15.05, 25.69, None,2016-05-07 00:00:00, None, None,11.49, 8.84,18.39, None, None, None, None, None, None,19
None, 13.74, 28.52, None,2016-05-07 01:00:00, None, None,10.94, 10.92,29.35, None, None, None, None, None, None,19
