station_observations
wind_speed, temperature, wind_direction, relative_humidity, time, precipitation
6.7, 8.1, 76.0, 58.0, 2021-04-17 17:00:00, 0.0
4.4, 3.4, 67.0, 76.0, 2021-04-17 18:00:00, 0.0
5.7, 2.5, 80.0, 80.0, 2021-04-17 19:00:00, 0.0
4.0, 2.3, 70.0, 82.0, 2021-04-17 20:00:00, 0.0
4.3, 2.1, 70.0, 83.0, 2021-04-17 21:00:00, 0.0
3.1, 2.1, 87.0, 84.0, 2021-04-17 22:00:00, 0.0
4.3, 1.7, 75.0, 86.0, 2021-04-17 23:00:00, 0.0
4.2, 1.4, 75.0, 87.0, 2021-04-18 00:00:00, 0.0
3.1, 1.5, 64.0, 86.0, 2021-04-18 01:00:00, 0.0
3.5, 1.4, 69.0, 88.0, 2021-04-18 02:00:00, 0.0
3.7, 1.2, 70.0, 88.0, 2021-04-18 03:00:00, 0.0
2.9, 1.4, 68.0, 87.0, 2021-04-18 04:00:00, 0.0
3.2, 1.1, 66.0, 89.0, 2021-04-18 05:00:00, 0.0
4.1, 1.8, 83.0, 87.0, 2021-04-18 06:00:00, 0.0
4.5, 6.7, 68.0, 67.0, 2021-04-18 07:00:00, 0.0
5.4, 8.7, 84.0, 56.0, 2021-04-18 08:00:00, 0.0
4.2, 11.5, 73.0, 49.0, 2021-04-18 09:00:00, 0.0
1.9, 14.2, 135.0, 43.0, 2021-04-18 10:00:00, 0.0
3.1, 17.0, 182.0, 31.0, 2021-04-18 11:00:00, 0.0
4.6, 19.5, 242.0, 20.0, 2021-04-18 12:00:00, 0.0
2.7, 21.1, 255.0, 21.0, 2021-04-18 13:00:00, 0.0
4.2, 18.2, 203.0, 27.0, 2021-04-18 16:00:00, 0.0
3.9, 14.5, 248.0, 34.0, 2021-04-18 17:00:00, 0.0
6.9, 5.0, 74.0, 70.0, 2021-04-18 18:00:00, 0.0
6.4, 4.1, 75.0, 74.0, 2021-04-18 19:00:00, 0.0
6.6, 3.1, 50.0, 77.0, 2021-04-18 20:00:00, 0.0
6.6, 3.8, 60.0, 68.0, 2021-04-18 21:00:00, 0.0
5.7, 2.1, 86.0, 78.0, 2021-04-18 22:00:00, 0.0
4.3, 2.1, 61.0, 77.0, 2021-04-18 23:00:00, 0.0
5.4, 1.5, 79.0, 81.0, 2021-04-19 00:00:00, 0.0
6.1, 1.4, 84.0, 79.0, 2021-04-19 01:00:00, 0.0
