station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
345.0, None, None, 0.0, None, 0.2, None, -1.9, None, None, None, 97.0, 2021-01-01 16:00:00
None, 97.0, 0.2, None, -2.3, None, -1.9, None, 345.0, 0.0, None, None, 2021-01-01 17:00:00
276.0, None, None, 0.0, None, 3.3, None, 0.3, None, None, None, 99.0, 2021-01-02 17:00:00
112.0, None, None, 0.0, None, 3.2, None, 0.1, None, None, None, 97.0, 2021-01-04 10:00:00
78.0, None, None, 0.0, None, 2.3, None, 0.4, None, None, None, 97.0, 2021-01-04 11:00:00
147.0, 97.0, 2.3, 0.0, 0.0, 0.0, 0.4, 0.6, 78.0, 0.0, None, 96.0, 2021-01-04 12:00:00
249.0, 96.0, 0.0, 0.0, 0.0, 0.5, 0.6, 0.4, 147.0, 0.0, None, 96.0, 2021-01-04 13:00:00
153.0, 96.0, 0.5, 0.0, -0.2, 0.0, 0.4, 0.1, 249.0, 0.0, None, 98.0, 2021-01-04 14:00:00
4.0, 98.0, 0.0, 0.0, -0.2, 0.0, 0.1, -0.1, 153.0, 0.0, None, 98.0, 2021-01-04 15:00:00
4.0, 98.0, 0.0, 0.0, -0.4, 0.2, -0.1, -0.3, 4.0, 0.0, None, 98.0, 2021-01-04 16:00:00
4.0, 98.0, 0.2, 0.0, -0.6, 0.0, -0.3, -0.4, 4.0, 0.0, None, 98.0, 2021-01-04 17:00:00
4.0, 98.0, 0.0, 0.0, -0.7, 0.0, -0.4, -0.5, 4.0, 0.0, None, 99.0, 2021-01-04 18:00:00
4.0, 99.0, 0.0, 0.0, -0.6, 0.1, -0.5, -0.5, 4.0, 0.0, None, 99.0, 2021-01-04 19:00:00
4.0, 99.0, 0.1, 0.0, -0.6, 1.8, -0.5, -0.3, 4.0, 0.0, None, 99.0, 2021-01-04 20:00:00
4.0, 99.0, 1.8, 0.0, -0.4, 0.1, -0.3, -0.4, 4.0, 0.0, None, 99.0, 2021-01-04 21:00:00
4.0, 99.0, 0.1, 0.0, -0.5, 0.0, -0.4, -0.3, 4.0, 0.0, None, 99.0, 2021-01-04 22:00:00
5.0, 99.0, 0.0, 0.0, -0.4, 0.0, -0.3, -0.5, 4.0, 0.0, None, 99.0, 2021-01-04 23:00:00
5.0, 99.0, 0.0, 0.0, -0.6, 0.0, -0.5, -0.9, 5.0, 0.0, None, 99.0, 2021-01-05 00:00:00
5.0, 99.0, 0.0, 0.0, -1.0, 0.3, -0.9, -2.0, 5.0, 0.0, None, 98.0, 2021-01-05 01:00:00
5.0, 98.0, 0.3, 0.0, -2.3, 0.0, -2.0, -1.2, 5.0, 0.0, None, 99.0, 2021-01-05 02:00:00
5.0, 99.0, 0.0, 0.0, -1.3, 0.0, -1.2, -1.3, 5.0, 0.0, None, 99.0, 2021-01-05 03:00:00
6.0, 99.0, 0.0, 0.0, -1.4, 0.0, -1.3, -1.7, 5.0, 0.0, None, 98.0, 2021-01-05 04:00:00
6.0, 98.0, 0.0, 0.0, -2.0, 0.0, -1.7, -2.0, 6.0, 0.0, None, 98.0, 2021-01-05 05:00:00
6.0, 98.0, 0.0, 0.0, -2.3, 0.4, -2.0, -2.6, 6.0, 0.0, None, 97.0, 2021-01-05 06:00:00
6.0, 97.0, 0.4, 0.0, -3.0, 0.1, -2.6, -3.5, 6.0, 0.0, None, 96.0, 2021-01-05 07:00:00
6.0, 96.0, 0.1, 0.0, -4.0, 0.0, -3.5, -3.1, 6.0, 0.0, None, 95.0, 2021-01-05 08:00:00
6.0, 95.0, 0.0, 0.0, -3.8, 0.2, -3.1, -1.7, 6.0, 0.0, None, 95.0, 2021-01-05 09:00:00
6.0, 95.0, 0.2, 0.0, -2.4, 0.2, -1.7, -0.2, 6.0, 0.0, 0.0, 92.0, 2021-01-05 10:00:00
7.0, 92.0, 0.2, 0.0, -1.3, 0.5, -0.2, 0.2, 6.0, 0.0, 0.0, 92.0, 2021-01-05 11:00:00
10.0, 92.0, 0.5, 0.0, -0.9, 0.0, 0.2, 0.5, 7.0, 0.0, 0.0, 92.0, 2021-01-05 12:00:00
13.0, 92.0, 0.0, 0.0, -0.6, 0.2, 0.5, 0.0, 10.0, 0.0, 0.0, 95.0, 2021-01-05 13:00:00
13.0, 95.0, 0.2, 0.2, -0.7, 1.0, 0.0, -0.4, 13.0, 0.0, 0.0, 97.0, 2021-01-05 14:00:00
13.0, 97.0, 1.0, 0.0, -0.8, 0.2, -0.4, -0.6, 13.0, 0.2, 0.2, 98.0, 2021-01-05 15:00:00
13.0, 98.0, 0.2, 0.0, -0.9, 2.0, -0.6, -0.4, 13.0, 0.0, 0.2, 98.0, 2021-01-05 16:00:00
13.0, 98.0, 2.0, 0.0, -0.7, 0.4, -0.4, -0.6, 13.0, 0.0, 0.2, 98.0, 2021-01-05 17:00:00
13.0, 98.0, 0.4, 0.0, -0.9, 0.1, -0.6, -0.6, 13.0, 0.0, 0.2, 98.0, 2021-01-05 18:00:00
13.0, 98.0, 0.1, 0.0, -0.9, 1.2, -0.6, -0.3, 13.0, 0.0, 0.2, 97.0, 2021-01-05 19:00:00
13.0, 97.0, 1.2, 0.0, -0.7, 0.5, -0.3, -0.6, 13.0, 0.0, 0.2, 98.0, 2021-01-05 20:00:00
13.0, 98.0, 0.5, 0.0, -0.9, 0.3, -0.6, -0.4, 13.0, 0.0, 0.2, 98.0, 2021-01-05 21:00:00
13.0, 98.0, 0.3, 0.0, -0.7, 0.0, -0.4, -0.6, 13.0, 0.0, 0.2, 98.0, 2021-01-05 22:00:00
13.0, 98.0, 0.0, 0.0, -0.9, 0.0, -0.6, -0.6, 13.0, 0.0, 0.2, 98.0, 2021-01-05 23:00:00
13.0, 98.0, 0.0, 0.0, -0.9, 3.0, -0.6, 0.1, 13.0, 0.0, 0.2, 97.0, 2021-01-06 00:00:00
70.0, 97.0, 3.0, 0.0, -0.3, 0.0, 0.1, -0.4, 13.0, 0.0, 0.2, 98.0, 2021-01-06 01:00:00
