station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
153.0, 100.0, 5.5, 0.8, 5.6, 7.2, 5.6, 5.6, 147.0, 0.4, 7.8, 100.0, 2021-01-01 00:00:00
145.0, None, None, 0.2, None, 5.7, None, 5.5, None, None, None, 100.0, 2021-01-01 01:00:00
153.0, None, None, 1.2, None, 4.2, None, 5.6, None, None, None, 100.0, 2021-01-01 02:00:00
162.0, 100.0, 4.2, 2.2, 5.6, 5.9, 5.6, 5.6, 153.0, 1.2, None, 100.0, 2021-01-01 03:00:00
192.0, 100.0, 5.9, 1.8, 5.6, 3.5, 5.6, 5.6, 162.0, 2.2, 8.2, 100.0, 2021-01-01 04:00:00
143.0, 100.0, 3.5, 1.4, 5.6, 6.9, 5.6, 5.5, 192.0, 1.8, 9.8, 100.0, 2021-01-01 05:00:00
133.0, 100.0, 6.9, 0.8, 5.5, 8.5, 5.5, 5.7, 143.0, 1.4, 11.2, 100.0, 2021-01-01 06:00:00
121.0, 100.0, 8.5, 2.6, 5.7, 10.0, 5.7, 6.1, 133.0, 0.8, 12.0, 100.0, 2021-01-01 07:00:00
131.0, 100.0, 10.0, 1.4, 6.1, 11.0, 6.1, 6.6, 121.0, 2.6, 14.6, 100.0, 2021-01-01 08:00:00
130.0, 100.0, 11.0, 2.6, 6.6, 13.7, 6.6, 6.9, 131.0, 1.4, 16.0, 100.0, 2021-01-01 09:00:00
121.0, 100.0, 13.7, 6.0, 6.9, 16.0, 6.9, 7.3, 130.0, 2.6, 18.6, 100.0, 2021-01-01 10:00:00
131.0, 100.0, 16.0, 3.8, 7.3, 18.2, 7.3, 7.4, 121.0, 6.0, 24.6, 100.0, 2021-01-01 11:00:00
122.0, 100.0, 18.2, 6.0, 7.4, 18.2, 7.4, 7.5, 131.0, 3.8, 28.4, 100.0, 2021-01-01 12:00:00
133.0, 100.0, 18.2, 4.4, 7.5, 20.4, 7.5, 7.6, 122.0, 6.0, 34.4, 100.0, 2021-01-01 13:00:00
148.0, 100.0, 20.4, 3.0, 7.6, 10.6, 7.6, 8.1, 133.0, 4.4, 38.8, 100.0, 2021-01-01 14:00:00
222.0, 100.0, 10.6, 0.4, 8.1, 9.3, 8.1, 8.5, 148.0, 3.0, 41.6, 88.0, 2021-01-01 15:00:00
213.0, 88.0, 9.3, 0.6, 6.6, 11.6, 8.5, 7.9, 222.0, 0.4, 41.4, 89.0, 2021-01-01 16:00:00
202.0, 89.0, 11.6, 0.8, 6.2, 18.3, 7.9, 7.9, 213.0, 0.6, 42.0, 90.0, 2021-01-01 17:00:00
135.0, 90.0, 18.3, 0.8, 6.4, 11.1, 7.9, 8.2, 202.0, 0.8, 42.8, 91.0, 2021-01-01 18:00:00
163.0, 91.0, 11.1, 2.6, 6.8, 10.9, 8.2, 7.9, 135.0, 0.8, 43.6, 96.0, 2021-01-01 19:00:00
157.0, 96.0, 10.9, 1.4, 7.3, 12.1, 7.9, 7.8, 163.0, 2.6, 46.0, 91.0, 2021-01-01 20:00:00
165.0, 91.0, 12.1, 2.6, 6.4, 9.9, 7.8, 7.5, 157.0, 1.4, 46.6, 99.0, 2021-01-01 21:00:00
193.0, 99.0, 9.9, 1.2, 7.4, 15.2, 7.5, 7.8, 165.0, 2.6, 48.4, 95.0, 2021-01-01 22:00:00
145.0, 95.0, 15.2, 2.4, 7.0, 12.9, 7.8, 7.9, 193.0, 1.2, 49.0, 95.0, 2021-01-01 23:00:00
144.0, 95.0, 12.9, 1.4, 7.1, 11.2, 7.9, 7.9, 145.0, 2.4, 51.0, 96.0, 2021-01-02 00:00:00
127.0, 96.0, 11.2, 2.4, 7.3, 12.1, 7.9, 7.9, 144.0, 1.4, 51.6, 93.0, 2021-01-02 01:00:00
130.0, 93.0, 12.1, 0.2, 6.8, 11.4, 7.9, 7.9, 127.0, 2.4, 53.8, 92.0, 2021-01-02 02:00:00
138.0, 92.0, 11.4, 0.6, 6.7, 9.8, 7.9, 7.7, 130.0, 0.2, 52.8, 90.0, 2021-01-02 03:00:00
136.0, 90.0, 9.8, 5.4, 6.2, 12.6, 7.7, 7.1, 138.0, 0.6, 51.2, 94.0, 2021-01-02 04:00:00
157.0, 94.0, 12.6, 7.6, 6.2, 18.8, 7.1, 6.4, 136.0, 5.4, 54.8, 92.0, 2021-01-02 05:00:00
130.0, 92.0, 18.8, 5.2, 5.2, 13.4, 6.4, 6.0, 157.0, 7.6, 61.0, 96.0, 2021-01-02 06:00:00
132.0, 96.0, 13.4, 9.0, 5.4, 10.4, 6.0, 6.1, 130.0, 5.2, 65.4, 100.0, 2021-01-02 07:00:00
127.0, 100.0, 10.4, 7.0, 6.1, 11.4, 6.1, 6.7, 132.0, 9.0, 71.8, 99.0, 2021-01-02 08:00:00
126.0, 99.0, 11.4, 9.4, 6.6, 12.4, 6.7, 6.5, 127.0, 7.0, 77.4, 100.0, 2021-01-02 09:00:00
124.0, 100.0, 12.4, 8.4, 6.5, 15.4, 6.5, 6.6, 126.0, 9.4, 84.2, 100.0, 2021-01-02 10:00:00
112.0, 100.0, 15.4, 6.4, 6.6, 10.3, 6.6, 7.4, 124.0, 8.4, 86.6, 100.0, 2021-01-02 11:00:00
111.0, 100.0, 10.3, 2.8, 7.4, 7.9, 7.4, 7.5, 112.0, 6.4, 89.2, 100.0, 2021-01-02 12:00:00
355.0, 100.0, 7.9, 0.4, 7.5, 3.6, 7.5, 8.2, 111.0, 2.8, 86.0, 100.0, 2021-01-02 13:00:00
20.0, 100.0, 3.6, 0.6, 8.2, 2.5, 8.2, 7.0, 355.0, 0.4, 82.0, 97.0, 2021-01-02 14:00:00
101.0, 97.0, 2.5, 0.2, 6.6, 5.0, 7.0, 6.3, 20.0, 0.6, 79.6, 100.0, 2021-01-02 15:00:00
92.0, 100.0, 5.0, 0.0, 6.3, 7.7, 6.3, 5.7, 101.0, 0.2, 79.4, 98.0, 2021-01-02 16:00:00
137.0, 98.0, 7.7, 0.0, 5.4, 6.5, 5.7, 6.2, 92.0, 0.0, 78.8, 92.0, 2021-01-02 17:00:00
346.0, 92.0, 6.5, 0.0, 5.0, 3.4, 6.2, 6.0, 137.0, 0.0, 78.0, 98.0, 2021-01-02 18:00:00
111.0, 98.0, 3.4, 0.2, 5.7, 6.2, 6.0, 4.9, 346.0, 0.0, 77.2, 95.0, 2021-01-02 19:00:00
199.0, 95.0, 6.2, 0.0, 4.2, 4.7, 4.9, 3.6, 111.0, 0.2, 74.8, 96.0, 2021-01-02 20:00:00
166.0, 96.0, 4.7, 0.0, 3.0, 6.5, 3.6, 3.8, 199.0, 0.0, 73.4, 93.0, 2021-01-02 21:00:00
257.0, 93.0, 6.5, 0.0, 2.8, 6.0, 3.8, 4.9, 166.0, 0.0, 70.8, 84.0, 2021-01-02 22:00:00
199.0, 84.0, 6.0, 0.0, 2.4, 8.9, 4.9, 4.0, 257.0, 0.0, 69.6, 77.0, 2021-01-02 23:00:00
209.0, 77.0, 8.9, 0.0, 0.3, 3.3, 4.0, 3.1, 199.0, 0.0, 67.2, 79.0, 2021-01-03 00:00:00
223.0, 79.0, 3.3, 0.0, -0.2, 8.1, 3.1, 4.4, 209.0, 0.0, 65.8, 74.0, 2021-01-03 01:00:00
214.0, 74.0, 8.1, 0.0, 0.2, 6.4, 4.4, 4.6, 223.0, 0.0, 63.4, 76.0, 2021-01-03 02:00:00
136.0, 76.0, 6.4, 0.0, 0.7, 8.4, 4.6, 3.7, 214.0, 0.0, 63.2, 89.0, 2021-01-03 03:00:00
111.0, 89.0, 8.4, 0.0, 2.1, 4.7, 3.7, 4.3, 136.0, 0.0, 62.6, 86.0, 2021-01-03 04:00:00
127.0, 86.0, 4.7, 0.0, 2.2, 6.2, 4.3, 4.8, 111.0, 0.0, 57.2, 83.0, 2021-01-03 05:00:00
154.0, 83.0, 6.2, 0.0, 2.2, 5.9, 4.8, 4.5, 127.0, 0.0, 49.6, 87.0, 2021-01-03 06:00:00
127.0, 87.0, 5.9, 3.0, 2.5, 12.1, 4.5, 4.1, 154.0, 0.0, 44.4, 98.0, 2021-01-03 07:00:00
101.0, 98.0, 12.1, 1.0, 3.8, 7.7, 4.1, 4.3, 127.0, 3.0, 38.4, 100.0, 2021-01-03 08:00:00
98.0, 100.0, 7.7, 0.2, 4.3, 6.8, 4.3, 4.6, 101.0, 1.0, 32.4, 100.0, 2021-01-03 09:00:00
207.0, 100.0, 6.8, 0.0, 4.6, 11.3, 4.6, 7.4, 98.0, 0.2, 23.2, 79.0, 2021-01-03 10:00:00
71.0, 79.0, 11.3, 0.0, 4.0, 7.1, 7.4, 8.5, 207.0, 0.0, 14.8, 84.0, 2021-01-03 11:00:00
153.0, 84.0, 7.1, 0.0, 6.0, 5.9, 8.5, 7.4, 71.0, 0.0, 8.4, 78.0, 2021-01-03 12:00:00
156.0, 78.0, 5.9, 0.0, 3.8, 3.8, 7.4, 7.3, 153.0, 0.0, 5.6, 81.0, 2021-01-03 13:00:00
143.0, 81.0, 3.8, 0.0, 4.3, 7.3, 7.3, 6.5, 156.0, 0.0, 5.2, 85.0, 2021-01-03 14:00:00
153.0, 85.0, 7.3, 0.0, 4.2, 8.7, 6.5, 6.7, 143.0, 0.0, 4.6, 85.0, 2021-01-03 15:00:00
