WDIR_VECT,time,week_of_year
96.9,2021-07-16 00:00:00,29
81.3,2021-07-16 01:00:00,29
103.8,2021-07-16 02:00:00,29
128.4,2021-07-16 03:00:00,29
126.3,2021-07-16 04:00:00,29
132.3,2021-07-16 05:00:00,29
116.7,2021-07-16 06:00:00,29
118.1,2021-07-16 07:00:00,29
128.6,2021-07-16 08:00:00,29
110.6,2021-07-16 09:00:00,29
98.4,2021-07-16 10:00:00,29
81.4,2021-07-16 11:00:00,29
84.4,2021-07-16 12:00:00,29
138.2,2021-07-16 13:00:00,29
170.8,2021-07-16 14:00:00,29
167.8,2021-07-16 15:00:00,29
175.4,2021-07-16 16:00:00,29
155.4,2021-07-16 17:00:00,29
181.3,2021-07-16 18:00:00,29
22.5,2021-07-16 19:00:00,29
12.6,2021-07-16 20:00:00,29
16.4,2021-07-16 21:00:00,29
9.9,2021-07-16 22:00:00,29
11.4,2021-07-16 23:00:00,29
14.6,2021-07-17 00:00:00,29
41.6,2021-07-17 01:00:00,29
13.7,2021-07-17 02:00:00,29
23.3,2021-07-17 03:00:00,29
47.4,2021-07-17 04:00:00,29
89.1,2021-07-17 05:00:00,29
95.6,2021-07-17 06:00:00,29
116.6,2021-07-17 07:00:00,29
52.2,2021-07-17 08:00:00,29
99.0,2021-07-17 09:00:00,29
302.3,2021-07-17 10:00:00,29
5.2,2021-07-17 11:00:00,29
78.5,2021-07-17 12:00:00,29
153.8,2021-07-17 13:00:00,29
93.9,2021-07-17 14:00:00,29
146.3,2021-07-17 15:00:00,29
191.5,2021-07-17 16:00:00,29
198.8,2021-07-17 17:00:00,29
197.5,2021-07-17 18:00:00,29
255.5,2021-07-17 19:00:00,29
304.1,2021-07-17 20:00:00,29
352.0,2021-07-17 21:00:00,29
9.8,2021-07-17 22:00:00,29
13.9,2021-07-17 23:00:00,29
19.7,2021-07-18 00:00:00,29
26.0,2021-07-18 01:00:00,29
24.9,2021-07-18 02:00:00,29
28.3,2021-07-18 03:00:00,29
22.1,2021-07-18 04:00:00,29
358.6,2021-07-18 05:00:00,29
350.0,2021-07-18 06:00:00,29
69.2,2021-07-18 07:00:00,29
76.7,2021-07-18 08:00:00,29
184.8,2021-07-18 09:00:00,29
106.9,2021-07-18 10:00:00,29
188.6,2021-07-18 11:00:00,29
263.1,2021-07-18 12:00:00,29
275.8,2021-07-18 13:00:00,29
275.6,2021-07-18 14:00:00,29
274.0,2021-07-18 15:00:00,29
271.5,2021-07-18 16:00:00,29
269.7,2021-07-18 17:00:00,29
263.6,2021-07-18 18:00:00,29
239.9,2021-07-18 19:00:00,29
239.0,2021-07-18 20:00:00,29
255.3,2021-07-18 21:00:00,29
347.5,2021-07-18 22:00:00,29
39.5,2021-07-18 23:00:00,29
58.4,2021-07-19 00:00:00,29
67.5,2021-07-19 01:00:00,29
67.9,2021-07-19 02:00:00,29
23.3,2021-07-19 03:00:00,29
16.5,2021-07-19 04:00:00,29
