wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
184.0, None, None,0.0, None,8.9, None,-0.4, None, None, None,79.0,2016-03-04 00:00:00, None,10
129.0, None, None,0.0, None,5.7, None,-0.9, None, None, None,78.0,2016-03-04 01:00:00, None,10
110.0, None, None,0.0, None,4.8, None,-0.8, None, None, None,80.0,2016-03-04 02:00:00, None,10
170.0, None, None,0.0, None,8.3, None,-0.6, None, None, None,76.0,2016-03-04 03:00:00, None,10
104.0, None, None,0.0, None,6.8, None,-0.6, None, None, None,76.0,2016-03-04 04:00:00, None,10
142.0, None, None,0.0, None,7.4, None,-1.6, None, None, None,84.0,2016-03-04 05:00:00, None,10
139.0, None, None,0.0, None,6.6, None,-1.4, None, None, None,82.0,2016-03-04 06:00:00, None,10
112.0, None, None,0.0, None,6.1, None,-1.1, None, None, None,80.0,2016-03-04 07:00:00, None,10
167.0, None, None,0.0, None,9.5, None,0.2, None, None, None,74.0,2016-03-04 08:00:00, None,10
168.0, None, None,0.0, None,10.3, None,2.2, None, None, None,68.0,2016-03-04 09:00:00, None,10
165.0, None, None,0.0, None,9.8, None,2.8, None, None, None,68.0,2016-03-04 10:00:00, None,10
175.0, None, None,0.0, None,13.3, None,4.7, None, None, None,63.0,2016-03-04 11:00:00, None,10
189.0, None, None,0.0, None,16.6, None,7.7, None, None, None,53.0,2016-03-04 12:00:00, None,10
189.0, None, None,0.0, None,13.3, None,8.1, None, None, None,51.0,2016-03-04 13:00:00, None,10
184.0, None, None,0.0, None,13.0, None,7.7, None, None, None,54.0,2016-03-04 14:00:00, None,10
182.0, None, None,0.0, None,12.1, None,5.4, None, None, None,62.0,2016-03-04 15:00:00, None,10
179.0, None, None,0.0, None,10.1, None,4.6, None, None, None,65.0,2016-03-04 16:00:00, None,10
188.0, None, None,0.0, None,10.3, None,3.8, None, None, None,68.0,2016-03-04 17:00:00, None,10
172.0, None, None,0.0, None,8.3, None,3.1, None, None, None,72.0,2016-03-04 18:00:00, None,10
162.0, None, None,0.0, None,6.8, None,2.3, None, None, None,78.0,2016-03-04 19:00:00, None,10
132.0, None, None,0.0, None,5.7, None,2.2, None, None, None,80.0,2016-03-04 20:00:00, None,10
182.0, None, None,0.0, None,8.3, None,2.4, None, None, None,79.0,2016-03-04 21:00:00, None,10
158.0, None, None,0.0, None,7.1, None,2.5, None, None, None,84.0,2016-03-04 22:00:00, None,10
159.0, None, None,0.0, None,6.9, None,1.9, None, None, None,89.0,2016-03-04 23:00:00, None,10
