wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
78.0, None, None,0.2, None,2.7, None,4.4, None, None,100.0,2018-01-15 00:00:00, None,3
112.0, None, None,0.0, None,2.5, None,4.4, None, None,100.0,2018-01-15 01:00:00, None,3
80.0, None, None,0.0, None,1.8, None,4.3, None, None,100.0,2018-01-15 02:00:00, None,3
137.0, None, None,0.0, None,6.2, None,4.9, None, None,100.0,2018-01-15 03:00:00, None,3
128.0, None, None,0.0, None,4.1, None,4.7, None, None,100.0,2018-01-15 04:00:00, None,3
44.0, None, None,0.0, None,1.8, None,4.0, None, None,100.0,2018-01-15 05:00:00, None,3
134.0, None, None,0.0, None,2.9, None,3.6, None, None,100.0,2018-01-15 06:00:00, None,3
173.0, None, None,0.0, None,4.7, None,4.3, None, None,100.0,2018-01-15 07:00:00, None,3
36.0, None, None,0.0, None,3.7, None,3.9, None, None,100.0,2018-01-15 08:00:00, None,3
93.0, None, None,0.0, None,3.8, None,3.2, None, None,100.0,2018-01-15 09:00:00, None,3
255.0, None, None,0.0, None,4.3, None,4.6, None, None,100.0,2018-01-15 10:00:00, None,3
26.0, None, None,0.0, None,3.5, None,5.5, None, None,100.0,2018-01-15 11:00:00, None,3
70.0, None, None,0.0, None,3.5, None,6.4, None, None,100.0,2018-01-15 12:00:00, None,3
309.0, None, None,0.0, None,3.8, None,7.1, None, None,100.0,2018-01-15 13:00:00, None,3
284.0, None, None,0.0, None,3.1, None,8.9, None, None,96.0,2018-01-15 14:00:00, None,3
225.0, None, None,0.0, None,3.2, None,8.2, None, None,88.0,2018-01-15 15:00:00, None,3
358.0, None, None,0.0, None,3.8, None,6.4, None, None,95.0,2018-01-15 16:00:00, None,3
127.0, None, None,0.0, None,5.7, None,4.7, None, None,100.0,2018-01-15 17:00:00, None,3
178.0, None, None,0.0, None,4.9, None,5.5, None, None,100.0,2018-01-15 18:00:00, None,3
10.0, None, None,0.0, None,2.7, None,5.6, None, None,100.0,2018-01-15 19:00:00, None,3
118.0, None, None,0.2, None,5.6, None,5.6, None, None,100.0,2018-01-15 20:00:00, None,3
5.0, None, None,0.0, None,4.5, None,6.3, None, None,99.0,2018-01-15 21:00:00, None,3
144.0, None, None,0.6, None,10.1, None,8.8, None, None,91.0,2018-01-15 22:00:00, None,3
122.0, None, None,3.0, None,4.4, None,8.0, None, None,100.0,2018-01-15 23:00:00, None,3
153.0, None, None,2.6, None,4.5, None,7.8, None, None,100.0,2018-01-16 00:00:00, None,3
116.0, None, None,1.6, None,5.7, None,7.7, None, None,100.0,2018-01-16 01:00:00, None,3
88.0, None, None,3.2, None,2.7, None,7.4, None, None,100.0,2018-01-16 02:00:00, None,3
152.0, None, None,0.0, None,2.4, None,7.1, None, None,100.0,2018-01-16 03:00:00, None,3
120.0, None, None,0.0, None,3.6, None,7.0, None, None,100.0,2018-01-16 04:00:00, None,3
117.0, None, None,0.0, None,4.4, None,6.8, None, None,100.0,2018-01-16 05:00:00, None,3
156.0, None, None,0.2, None,5.0, None,6.2, None, None,100.0,2018-01-16 06:00:00, None,3
118.0, None, None,0.2, None,3.3, None,6.3, None, None,100.0,2018-01-16 07:00:00, None,3
108.0, None, None,0.2, None,5.7, None,4.5, None, None,95.0,2018-01-21 15:00:00, None,3
139.0, None, None,0.0, None,3.5, None,4.0, None, None,98.0,2018-01-21 16:00:00, None,3
105.0, None, None,0.2, None,6.3, None,3.4, None, None,95.0,2018-01-21 17:00:00, None,3
96.0, None, None,1.4, None,7.2, None,2.8, None, None,95.0,2018-01-21 18:00:00, None,3
128.0, None, None,0.0, None,4.3, None,3.0, None, None,98.0,2018-01-21 19:00:00, None,3
105.0, None, None,0.0, None,5.6, None,2.8, None, None,99.0,2018-01-21 20:00:00, None,3
110.0, None, None,0.2, None,4.8, None,2.9, None, None,97.0,2018-01-21 21:00:00, None,3
107.0, None, None,1.4, None,6.0, None,2.4, None, None,97.0,2018-01-21 22:00:00, None,3
73.0, None, None,0.4, None,4.4, None,2.6, None, None,98.0,2018-01-21 23:00:00, None,3
