RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
74.44, None, None, None, 4.753, 99.6, None, None,9.0, 992.0, None, None, None, None, None, None, None, None,13.13, None, None, None, None, 28.41, None, None, None, None, None, None,2017-05-21 00:00:00, None,21
78.63, None, None, None, 5.489, 87.1, None, None,8.0, 993.0, None, None, None, None, None, None, None, None,11.64, None, None, None, None, 27.22, None, None, None, None, None, None,2017-05-21 01:00:00, None,21
77.59, None, None, None, 4.69, 90.5, None, None,8.0, 993.0, None, None, None, None, None, None, None, None,11.73, None, None, None, None, 26.12, None, None, None, None, None, None,2017-05-21 02:00:00, None,21
76.15, None, None, None, 5.389, 89.4, None, None,8.0, 994.0, None, None, None, None, None, None, None, None,11.7, None, None, None, None, 26.22, None, None, None, None, None, None,2017-05-21 03:00:00, None,21
85.2, None, None, None, 4.473, 94.4, None, None,8.0, 994.0, None, None, None, None, None, None, None, None,9.91, None, None, None, None, 28.14, None, None, None, None, None, None,2017-05-21 04:00:00, None,21
87.2, None, None, None, 3.22, 105.7, None, None,7.0, 994.0, None, None, None, None, None, None, None, None,9.06, None, None, None, None, 36.29, None, None, None, None, None, None,2017-05-21 05:00:00, None,21
82.7, None, None, None, 3.427, 107.5, None, None,7.0, 994.0, None, None, None, None, None, None, None, None,10.2, None, None, None, None, 35.86, None, None, None, None, None, None,2017-05-21 06:00:00, None,21
80.1, None, None, None, 4.617, 93.9, None, None,7.0, 995.0, None, None, None, None, None, None, None, None,10.58, None, None, None, None, 24.64, None, None, None, None, None, None,2017-05-21 07:00:00, None,21
72.69, None, None, None, 3.107, 104.2, None, None,8.0, 995.0, None, None, None, None, None, None, None, None,13.3, None, None, None, None, 30.88, None, None, None, None, None, None,2017-05-21 08:00:00, None,21
61.51, None, None, None, 2.373, 153.4, None, None,9.0, 995.0, None, None, None, None, None, None, None, None,16.52, None, None, None, None, 72.96, None, None, None, None, None, None,2017-05-21 09:00:00, None,21
52.78, None, None, None, 1.861, 246.9, None, None,9.0, 994.0, None, None, None, None, None, None, None, None,19.29, None, None, None, None, 37.85, None, None, None, None, None, None,2017-05-21 10:00:00, None,21
46.6, None, None, None, 2.101, 230.5, None, None,10.0, 994.0, None, None, None, None, None, None, None, None,22.05, None, None, None, None, 44.67, None, None, None, None, None, None,2017-05-21 11:00:00, None,21
44.29, None, None, None, 1.93, 252.1, None, None,9.0, 993.0, None, None, None, None, None, None, None, None,21.94, None, None, None, None, 32.07, None, None, None, None, None, None,2017-05-21 12:00:00, None,21
34.22, None, None, None, 2.428, 260.1, None, None,8.0, 992.0, None, None, None, None, None, None, None, None,25.13, None, None, None, None, 39.72, None, None, None, None, None, None,2017-05-21 13:00:00, None,21
34.25, None, None, None, 2.149, 299.1, None, None,9.0, 992.0, None, None, None, None, None, None, None, None,26.08, None, None, None, None, 42.54, None, None, None, None, None, None,2017-05-21 14:00:00, None,21
32.58, None, None, None, 2.312, 17.87, None, None,10.0, 991.0, None, None, None, None, None, None, None, None,26.61, None, None, None, None, 70.04, None, None, None, None, None, None,2017-05-21 15:00:00, None,21
34.43, None, None, None, 2.25, 48.01, None, None,9.0, 991.0, None, None, None, None, None, None, None, None,26.54, None, None, None, None, 51.3, None, None, None, None, None, None,2017-05-21 16:00:00, None,21
38.61, None, None, None, 2.649, 46.9, None, None,9.0, 991.0, None, None, None, None, None, None, None, None,24.9, None, None, None, None, 56.94, None, None, None, None, None, None,2017-05-21 17:00:00, None,21
42.75, None, None, None, 2.362, 62.58, None, None,11.0, 991.0, None, None, None, None, None, None, None, None,24.34, None, None, None, None, 57.25, None, None, None, None, None, None,2017-05-21 18:00:00, None,21
57.97, None, None, None, 2.515, 155.2, None, None,11.0, 990.0, None, None, None, None, None, None, None, None,19.71, None, None, None, None, 51.26, None, None, None, None, None, None,2017-05-21 19:00:00, None,21
61.32, None, None, None, 3.079, 152.6, None, None,11.0, 991.0, None, None, None, None, None, None, None, None,17.92, None, None, None, None, 31.99, None, None, None, None, None, None,2017-05-21 20:00:00, None,21
71.1, None, None, None, 3.807, 124.3, None, None,10.0, 991.0, None, None, None, None, None, None, None, None,15.59, None, None, None, None, 23.56, None, None, None, None, None, None,2017-05-21 21:00:00, None,21
62.18, None, None, None, 4.173, 111.9, None, None,9.0, 992.0, None, None, None, None, None, None, None, None,16.23, None, None, None, None, 21.7, None, None, None, None, None, None,2017-05-21 22:00:00, None,21
