BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,75.7, None,2020-11-04 00:00:00, None,45
None, None, None,88.2, None,2020-11-04 01:00:00, None,45
None, None, None,92.8, None,2020-11-04 02:00:00, None,45
None, None, None,92.8, None,2020-11-04 03:00:00, None,45
None, None, None,89.3, None,2020-11-04 04:00:00, None,45
None, None, None,83.5, None,2020-11-04 05:00:00, None,45
None, None, None,83.1, None,2020-11-04 06:00:00, None,45
None, None, None,81.2, None,2020-11-04 07:00:00, None,45
None, None, None,83.0, None,2020-11-04 08:00:00, None,45
None, None, None,84.1, None,2020-11-04 09:00:00, None,45
None, None, None,80.4, None,2020-11-04 10:00:00, None,45
None, None, None,74.3, None,2020-11-04 11:00:00, None,45
None, None, None,73.1, None,2020-11-04 12:00:00, None,45
None, None, None,72.3, None,2020-11-04 13:00:00, None,45
None, None, None,72.3, None,2020-11-04 14:00:00, None,45
None, None, None,73.2, None,2020-11-04 15:00:00, None,45
None, None, None,76.4, None,2020-11-04 16:00:00, None,45
None, None, None,89.5, None,2020-11-04 17:00:00, None,45
None, None, None,95.2, None,2020-11-04 18:00:00, None,45
None, None, None,94.5, None,2020-11-04 19:00:00, None,45
None, None, None,90.3, None,2020-11-04 20:00:00, None,45
None, None, None,91.0, None,2020-11-04 21:00:00, None,45
None, None, None,88.0, None,2020-11-04 22:00:00, None,45
None, None, None,87.6, None,2020-11-04 23:00:00, None,45
None, None, None,90.3, None,2020-11-05 00:00:00, None,45
None, None, None,88.3, None,2020-11-05 01:00:00, None,45
None, None, None,90.6, None,2020-11-05 02:00:00, None,45
None, None, None,92.5, None,2020-11-05 03:00:00, None,45
None, None, None,89.1, None,2020-11-05 04:00:00, None,45
None, None, None,89.3, None,2020-11-05 05:00:00, None,45
None, None, None,90.2, None,2020-11-05 06:00:00, None,45
None, None, None,90.0, None,2020-11-05 07:00:00, None,45
None, None, None,90.5, None,2020-11-05 08:00:00, None,45
None, None, None,90.0, None,2020-11-05 09:00:00, None,45
None, None, None,88.1, None,2020-11-05 10:00:00, None,45
None, None, None,84.1, None,2020-11-05 11:00:00, None,45
None, None, None,81.3, None,2020-11-05 12:00:00, None,45
None, None, None,76.5, None,2020-11-05 13:00:00, None,45
None, None, None,72.9, None,2020-11-05 14:00:00, None,45
None, None, None,70.8, None,2020-11-05 15:00:00, None,45
None, None, None,73.5, None,2020-11-05 16:00:00, None,45
None, None, None,70.5, None,2020-11-05 17:00:00, None,45
None, None, None,67.9, None,2020-11-05 18:00:00, None,45
None, None, None,72.5, None,2020-11-05 19:00:00, None,45
None, None, None,80.6, None,2020-11-05 20:00:00, None,45
None, None, None,66.4, None,2020-11-05 21:00:00, None,45
None, None, None,65.6, None,2020-11-05 22:00:00, None,45
None, None, None,73.3, None,2020-11-05 23:00:00, None,45
None, None, None,65.4, None,2020-11-06 00:00:00, None,45
None, None, None,65.3, None,2020-11-06 01:00:00, None,45
None, None, None,65.6, None,2020-11-06 02:00:00, None,45
None, None, None,70.5, None,2020-11-06 03:00:00, None,45
None, None, None,74.1, None,2020-11-06 04:00:00, None,45
None, None, None,76.1, None,2020-11-06 05:00:00, None,45
None, None, None,75.0, None,2020-11-06 06:00:00, None,45
None, None, None,75.7, None,2020-11-06 07:00:00, None,45
None, None, None,75.9, None,2020-11-06 08:00:00, None,45
None, None, None,73.8, None,2020-11-06 09:00:00, None,45
None, None, None,72.9, None,2020-11-06 10:00:00, None,45
None, None, None,69.8, None,2020-11-06 11:00:00, None,45
None, None, None,63.6, None,2020-11-06 12:00:00, None,45
None, None, None,60.8, None,2020-11-06 13:00:00, None,45
None, None, None,62.9, None,2020-11-06 14:00:00, None,45
None, None, None,64.4, None,2020-11-06 15:00:00, None,45
None, None, None,69.3, None,2020-11-06 16:00:00, None,45
None, None, None,70.2, None,2020-11-06 17:00:00, None,45
None, None, None,72.8, None,2020-11-06 18:00:00, None,45
None, None, None,74.3, None,2020-11-06 19:00:00, None,45
None, None, None,75.5, None,2020-11-06 20:00:00, None,45
None, None, None,76.9, None,2020-11-06 21:00:00, None,45
None, None, None,79.0, None,2020-11-06 22:00:00, None,45
None, None, None,81.4, None,2020-11-06 23:00:00, None,45
None, None, None,79.9, None,2020-11-07 00:00:00, None,45
None, None, None,82.3, None,2020-11-07 01:00:00, None,45
None, None, None,83.6, None,2020-11-07 02:00:00, None,45
None, None, None,81.1, None,2020-11-07 03:00:00, None,45
None, None, None,88.3, None,2020-11-07 04:00:00, None,45
None, None, None,90.0, None,2020-11-07 05:00:00, None,45
None, None, None,86.7, None,2020-11-07 06:00:00, None,45
None, None, None,87.0, None,2020-11-07 07:00:00, None,45
None, None, None,85.8, None,2020-11-07 08:00:00, None,45
None, None, None,83.9, None,2020-11-07 09:00:00, None,45
None, None, None,82.2, None,2020-11-07 10:00:00, None,45
None, None, None,81.0, None,2020-11-07 11:00:00, None,45
None, None, None,78.2, None,2020-11-07 12:00:00, None,45
None, None, None,73.9, None,2020-11-07 13:00:00, None,45
None, None, None,76.5, None,2020-11-07 14:00:00, None,45
None, None, None,79.6, None,2020-11-07 15:00:00, None,45
None, None, None,88.6, None,2020-11-07 16:00:00, None,45
None, None, None,89.7, None,2020-11-07 17:00:00, None,45
None, None, None,90.2, None,2020-11-07 18:00:00, None,45
None, None, None,89.2, None,2020-11-07 19:00:00, None,45
None, None, None,95.6, None,2020-11-07 20:00:00, None,45
None, None, None,95.6, None,2020-11-07 21:00:00, None,45
None, None, None,94.0, None,2020-11-07 22:00:00, None,45
None, None, None,88.9, None,2020-11-07 23:00:00, None,45
None, None, None,87.5, None,2020-11-08 00:00:00, None,45
None, None, None,89.1, None,2020-11-08 01:00:00, None,45
None, None, None,92.2, None,2020-11-08 02:00:00, None,45
None, None, None,94.5, None,2020-11-08 03:00:00, None,45
None, None, None,95.0, None,2020-11-08 04:00:00, None,45
None, None, None,93.4, None,2020-11-08 05:00:00, None,45
None, None, None,90.5, None,2020-11-08 06:00:00, None,45
None, None, None,89.7, None,2020-11-08 07:00:00, None,45
None, None, None,89.6, None,2020-11-08 08:00:00, None,45
None, None, None,94.6, None,2020-11-08 09:00:00, None,45
None, None, None,93.8, None,2020-11-08 10:00:00, None,45
