air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
4.6,4.5, None,6.4,69.0,2021-09-03 00:00:00, None,0.0,36
4.1,4.2, None,6.4,70.0,2021-09-03 01:00:00, None,-1.0,36
3.5,3.4, None,6.4,72.0,2021-09-03 02:00:00, None,-1.0,36
3.3,3.1, None,6.4,71.0,2021-09-03 03:00:00, None,-2.0,36
3.6,3.1, None,6.4,74.0,2021-09-03 04:00:00, None,-1.0,36
3.5,3.1, None,6.4,71.0,2021-09-03 05:00:00, None,-1.0,36
3.4,3.1, None,6.4,71.0,2021-09-03 06:00:00, None,-1.0,36
4.1,3.3, None,4.1,76.0,2021-09-03 07:00:00, None,0.0,36
5.4,3.3, None,5.8,65.0,2021-09-03 08:00:00, None,-1.0,36
7.7,3.3, None,7.7,62.0,2021-09-03 09:00:00, None,1.0,36
9.3,3.3, None,9.3,53.0,2021-09-03 10:00:00, None,1.0,36
11.6,3.3, None,11.8,45.0,2021-09-03 11:00:00, None,0.0,36
12.3,3.3, None,12.8,45.0,2021-09-03 12:00:00, None,1.0,36
11.7,3.3, None,12.9,49.0,2021-09-03 13:00:00, None,1.0,36
12.2,3.3, None,12.9,47.0,2021-09-03 14:00:00, None,1.0,36
12.5,3.3, None,12.9,44.0,2021-09-03 15:00:00, None,1.0,36
13.5,3.3, None,14.2,38.0,2021-09-03 16:00:00, None,0.0,36
13.7,3.3, None,14.2,35.0,2021-09-03 17:00:00, None,-1.0,36
12.2,3.3, None,14.2,35.0,2021-09-03 18:00:00, None,-3.0,36
9.9,9.8, None,12.2,44.0,2021-09-03 19:00:00, None,-2.0,36
8.9,8.9, None,12.2,46.0,2021-09-03 20:00:00, None,-2.0,36
8.5,8.3, None,12.2,49.0,2021-09-03 21:00:00, None,-1.0,36
8.2,7.9, None,12.2,52.0,2021-09-03 22:00:00, None,-1.0,36
7.4,7.4, None,12.2,55.0,2021-09-03 23:00:00, None,-1.0,36
7.8,7.2, None,12.2,51.0,2021-09-04 00:00:00, None,-2.0,36
7.1,6.6, None,12.2,56.0,2021-09-04 01:00:00, None,-1.0,36
7.3,6.6, None,12.2,53.0,2021-09-04 02:00:00, None,-2.0,36
7.4,6.6, None,12.2,55.0,2021-09-04 03:00:00, None,-1.0,36
6.8,6.6, None,12.2,59.0,2021-09-04 04:00:00, None,0.0,36
6.3,6.4, None,12.2,61.0,2021-09-04 05:00:00, None,0.0,36
6.8,5.8, None,12.2,55.0,2021-09-04 06:00:00, None,-2.0,36
6.3,6.4, None,7.1,61.0,2021-09-04 07:00:00, None,0.0,36
7.6,6.2, None,7.8,58.0,2021-09-04 08:00:00, None,0.0,36
9.6,6.2, None,9.8,52.0,2021-09-04 09:00:00, None,0.0,36
11.5,6.2, None,11.8,49.0,2021-09-04 10:00:00, None,1.0,36
13.6,6.2, None,14.3,42.0,2021-09-04 11:00:00, None,1.0,36
14.2,6.2, None,15.0,38.0,2021-09-04 12:00:00, None,0.0,36
15.8,6.2, None,16.4,35.0,2021-09-04 13:00:00, None,0.0,36
14.2,6.2, None,16.4,35.0,2021-09-04 14:00:00, None,-1.0,36
15.1,6.2, None,16.4,33.0,2021-09-04 15:00:00, None,-1.0,36
