station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -11.6, 250.0, None, None, 751.0, 722.0, None, 2019-01-01 00:00:00, None
None, None, None, None, -11.7, 250.0, None, None, 751.0, 722.0, None, 2019-01-01 01:00:00, None
None, None, None, None, -11.9, 251.0, None, None, 751.0, 722.0, None, 2019-01-01 02:00:00, None
None, None, None, None, -11.6, 250.0, None, None, 751.0, 722.0, None, 2019-01-01 03:00:00, None
None, None, None, None, -11.5, None, None, None, 752.0, 723.0, None, 2019-01-01 04:00:00, None
None, None, None, None, -11.7, None, None, None, 752.0, 723.0, None, 2019-01-01 05:00:00, None
None, None, None, None, -11.5, 251.0, None, None, 752.0, 723.0, None, 2019-01-01 06:00:00, None
None, None, None, None, -11.6, 250.0, None, None, 752.0, 723.0, None, 2019-01-01 07:00:00, None
None, None, None, None, -11.1, 251.0, None, None, 752.0, 723.0, None, 2019-01-01 08:00:00, None
None, None, None, None, -11.0, 250.0, None, None, 752.0, 723.0, None, 2019-01-01 09:00:00, None
None, None, None, None, -10.8, 250.0, None, None, 752.0, 723.0, None, 2019-01-01 10:00:00, None
None, None, None, None, -10.7, 250.0, None, None, 753.0, 723.0, None, 2019-01-01 11:00:00, None
None, None, None, None, -10.1, 250.0, None, None, 753.0, 723.0, None, 2019-01-01 12:00:00, None
None, None, None, None, -9.9, 249.0, None, None, 753.0, 723.0, None, 2019-01-01 13:00:00, None
None, None, None, None, -9.2, 250.0, None, None, 753.0, 724.0, None, 2019-01-01 14:00:00, None
None, None, None, None, -8.8, 249.0, None, None, 753.0, 723.0, None, 2019-01-01 15:00:00, None
None, None, None, None, -9.0, 248.0, None, None, 753.0, 723.0, None, 2019-01-01 16:00:00, None
None, None, None, None, -9.1, None, None, None, 753.0, 723.0, None, 2019-01-01 17:00:00, None
None, None, None, None, -7.5, 248.0, None, None, 753.0, 723.0, None, 2019-01-01 18:00:00, None
None, None, None, None, -6.7, 248.0, None, None, 753.0, 724.0, None, 2019-01-01 19:00:00, None
None, None, None, None, -7.0, 247.0, None, None, 753.0, 724.0, None, 2019-01-01 20:00:00, None
