station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, 490.0, 345.0, None, None, None, 2019-01-01 00:00:00, -19.0, None, 115.0, None
None, None, 490.0, 345.0, None, None, None, 2019-01-01 01:00:00, -19.0, None, 115.0, None
None, None, 490.0, 345.0, None, None, None, 2019-01-01 02:00:00, -18.8, None, 114.0, None
None, None, 490.0, 345.0, None, None, None, 2019-01-01 03:00:00, -19.1, None, 114.0, None
None, None, 490.0, 344.0, None, None, None, 2019-01-01 04:00:00, -19.6, None, 116.0, None
None, None, 490.0, 344.0, None, None, None, 2019-01-01 05:00:00, -20.5, None, 115.0, None
None, None, 490.0, 344.0, None, None, None, 2019-01-01 06:00:00, -21.2, None, 115.0, None
None, None, 488.0, 343.0, None, None, None, 2019-01-01 07:00:00, -21.0, None, 116.0, None
None, None, 489.0, 343.0, None, None, None, 2019-01-01 08:00:00, -20.0, None, 112.0, None
None, None, 488.0, 343.0, None, None, None, 2019-01-01 09:00:00, -18.7, None, 115.0, None
None, None, 489.0, 343.0, None, None, None, 2019-01-01 10:00:00, -17.3, None, 114.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 11:00:00, -16.1, None, 117.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 12:00:00, -17.4, None, 118.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 13:00:00, -18.4, None, 116.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 14:00:00, -19.2, None, 117.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 15:00:00, -19.6, None, 118.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 16:00:00, -20.5, None, 115.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 17:00:00, -20.9, None, 121.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 18:00:00, -20.6, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 19:00:00, -20.4, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 20:00:00, -20.4, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 21:00:00, -20.5, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-01 22:00:00, -20.6, None, 119.0, None
None, None, 488.0, 344.0, None, None, None, 2019-01-01 23:00:00, -20.3, None, 118.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 00:00:00, -20.1, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 01:00:00, -19.8, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 02:00:00, -19.7, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 03:00:00, -20.0, None, 120.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 04:00:00, -20.1, None, 120.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 05:00:00, -20.4, None, 120.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 06:00:00, -20.8, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 07:00:00, -20.6, None, 120.0, None
None, None, 485.0, 344.0, None, None, None, 2019-01-02 08:00:00, -18.9, None, 119.0, None
None, None, 483.0, 344.0, None, None, None, 2019-01-02 09:00:00, -15.9, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 10:00:00, -15.5, None, 119.0, None
None, None, 489.0, 344.0, None, None, None, 2019-01-02 11:00:00, -15.8, None, 120.0, None
None, None, 488.0, 345.0, None, None, None, 2019-01-02 12:00:00, -15.3, None, 120.0, None
None, None, 488.0, 345.0, None, None, None, 2019-01-02 13:00:00, -15.3, None, 120.0, None
None, None, 488.0, 345.0, None, None, None, 2019-01-02 14:00:00, -16.0, None, 117.0, None
None, None, 489.0, 345.0, None, None, None, 2019-01-02 15:00:00, -16.0, None, 119.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 16:00:00, -15.4, None, 119.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 17:00:00, -15.4, None, 117.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 18:00:00, -16.2, None, 119.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 19:00:00, -16.2, None, 122.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 20:00:00, -16.2, None, 122.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 21:00:00, -16.2, None, 123.0, None
None, None, 488.0, 346.0, None, None, None, 2019-01-02 22:00:00, -16.0, None, 123.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-02 23:00:00, -16.1, None, 126.0, None
None, None, 488.0, 346.0, None, None, None, 2019-01-03 00:00:00, -16.0, None, 128.0, None
None, None, 488.0, 346.0, None, None, None, 2019-01-03 01:00:00, -16.2, None, 128.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-03 02:00:00, -16.2, None, 126.0, None
None, None, 488.0, 346.0, None, None, None, 2019-01-03 03:00:00, -16.0, None, 127.0, None
None, None, 488.0, 346.0, None, None, None, 2019-01-03 04:00:00, -15.6, None, 127.0, None
None, None, 488.0, 346.0, None, None, None, 2019-01-03 05:00:00, -15.9, None, 128.0, None
None, None, 486.0, 346.0, None, None, None, 2019-01-03 06:00:00, -16.0, None, 128.0, None
None, None, 486.0, 346.0, None, None, None, 2019-01-03 07:00:00, -15.3, None, 128.0, None
None, None, 487.0, 346.0, None, None, None, 2019-01-03 08:00:00, -14.5, None, 127.0, None
None, None, 489.0, 346.0, None, None, None, 2019-01-03 09:00:00, -13.9, None, 127.0, None
None, None, 490.0, 347.0, None, None, None, 2019-01-03 10:00:00, -13.4, None, 127.0, None
None, None, 491.0, 347.0, None, None, None, 2019-01-03 11:00:00, -13.7, None, 127.0, None
None, None, 492.0, 347.0, None, None, None, 2019-01-03 12:00:00, -13.7, None, 127.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 13:00:00, -14.1, None, 127.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 14:00:00, -14.7, None, 127.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 15:00:00, -15.2, None, 126.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 16:00:00, -15.6, None, 126.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 17:00:00, -15.9, None, 126.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 18:00:00, -16.0, None, 126.0, None
None, None, 493.0, 347.0, None, None, None, 2019-01-03 19:00:00, -16.2, None, 126.0, None
None, None, 493.0, 346.0, None, None, None, 2019-01-03 20:00:00, -16.3, None, 126.0, None
None, None, 493.0, 346.0, None, None, None, 2019-01-03 21:00:00, -16.2, None, 126.0, None
None, None, 493.0, 346.0, None, None, None, 2019-01-03 22:00:00, -16.1, None, 126.0, None
None, None, 493.0, 346.0, None, None, None, 2019-01-03 23:00:00, -15.8, None, 125.0, None
None, None, 491.0, 346.0, None, None, None, 2019-01-04 00:00:00, -15.5, None, 126.0, None
None, None, 491.0, 347.0, None, None, None, 2019-01-04 01:00:00, -15.2, None, 125.0, None
None, None, 491.0, 347.0, None, None, None, 2019-01-04 02:00:00, -14.9, None, 126.0, None
None, None, 491.0, 347.0, None, None, None, 2019-01-04 03:00:00, -14.5, None, 126.0, None
None, None, 491.0, 347.0, None, None, None, 2019-01-04 04:00:00, -14.3, None, 125.0, None
None, None, 491.0, 348.0, None, None, None, 2019-01-04 05:00:00, -13.8, None, 127.0, None
None, None, 493.0, 348.0, None, None, None, 2019-01-04 06:00:00, -13.4, None, 126.0, None
None, None, 493.0, 348.0, None, None, None, 2019-01-04 07:00:00, -12.8, None, 129.0, None
None, None, 493.0, 348.0, None, None, None, 2019-01-04 08:00:00, -11.7, None, 133.0, None
None, None, 493.0, 349.0, None, None, None, 2019-01-04 09:00:00, -10.9, None, 134.0, None
None, None, 493.0, 351.0, None, None, None, 2019-01-04 10:00:00, -10.6, None, 133.0, None
None, None, 489.0, 352.0, None, None, None, 2019-01-04 11:00:00, -10.6, None, 137.0, None
None, None, 490.0, 354.0, None, None, None, 2019-01-04 12:00:00, -10.7, None, 140.0, None
None, None, 492.0, 356.0, None, None, None, 2019-01-04 13:00:00, -10.7, None, 142.0, None
None, None, 493.0, 358.0, None, None, None, 2019-01-04 14:00:00, -11.9, None, 141.0, None
None, None, 494.0, 358.0, None, None, None, 2019-01-04 15:00:00, -12.2, None, 143.0, None
None, None, 497.0, 358.0, None, None, None, 2019-01-04 16:00:00, -12.0, None, 143.0, None
None, None, 500.0, 358.0, None, None, None, 2019-01-04 17:00:00, -12.0, None, 142.0, None
None, None, 500.0, 358.0, None, None, None, 2019-01-04 18:00:00, -12.1, None, 142.0, None
None, None, 500.0, 358.0, None, None, None, 2019-01-04 19:00:00, -12.0, None, 141.0, None
None, None, 501.0, 358.0, None, None, None, 2019-01-04 20:00:00, -13.6, None, 141.0, None
None, None, 501.0, 358.0, None, None, None, 2019-01-04 21:00:00, -15.1, None, 141.0, None
None, None, 501.0, 357.0, None, None, None, 2019-01-04 22:00:00, -15.5, None, 141.0, None
None, None, 501.0, 357.0, None, None, None, 2019-01-04 23:00:00, -14.9, None, 140.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 00:00:00, -14.4, None, 140.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 01:00:00, -14.3, None, 141.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 02:00:00, -14.0, None, 140.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 03:00:00, -13.8, None, 141.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 04:00:00, -13.6, None, 140.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 05:00:00, -13.6, None, 139.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 06:00:00, -13.8, None, 140.0, None
None, None, 500.0, 356.0, None, None, None, 2019-01-05 07:00:00, -14.2, None, 139.0, None
