station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, None, 283.0, 1011.0, None, None, 2019-12-10 10:00:00, None, None, 116.0, None
None, None, 0.0, 283.0, 1011.0, None, None, 2019-12-10 18:00:00, -6.5, None, 115.0, None
None, None, None, 283.0, 1010.0, None, None, 2019-12-10 19:00:00, -6.2, None, 115.0, None
None, None, 0.0, 283.0, 1010.0, None, None, 2019-12-10 20:00:00, -6.2, None, 115.0, None
None, None, 0.0, 283.0, 1010.0, None, None, 2019-12-10 21:00:00, -6.4, None, 115.0, None
None, None, 0.0, 283.0, 1010.0, None, None, 2019-12-10 22:00:00, -6.3, None, 115.0, None
None, None, None, 283.0, 1009.0, None, None, 2019-12-10 23:00:00, -5.8, None, 114.0, None
None, None, 0.0, 283.0, 1009.0, None, None, 2019-12-11 00:00:00, -5.8, None, 115.0, None
None, None, 0.0, 283.0, 1009.0, None, None, 2019-12-11 01:00:00, -5.7, None, 111.0, None
None, None, None, 283.0, 1008.0, None, None, 2019-12-11 02:00:00, -5.5, None, 115.0, None
None, None, 0.0, 283.0, 1008.0, None, None, 2019-12-11 03:00:00, -5.5, None, 116.0, None
None, None, 0.0, 284.0, 1008.0, None, None, 2019-12-11 04:00:00, -5.3, None, 115.0, None
None, None, 0.0, 284.0, 1008.0, None, None, 2019-12-11 05:00:00, -5.3, None, 115.0, None
None, None, 0.0, 284.0, 1008.0, None, None, 2019-12-11 06:00:00, -5.0, None, 115.0, None
None, None, None, 284.0, 1007.0, None, None, 2019-12-11 07:00:00, -4.8, None, 116.0, None
None, None, 0.0, 284.0, 1007.0, None, None, 2019-12-11 08:00:00, -4.6, None, 116.0, None
None, None, 0.0, 284.0, 1007.0, None, None, 2019-12-11 09:00:00, -4.2, None, 116.0, None
None, None, None, 285.0, 1006.0, None, None, 2019-12-11 10:00:00, -3.4, None, 116.0, None
None, None, 0.0, 285.0, 1006.0, None, None, 2019-12-11 11:00:00, -2.5, None, 116.0, None
0.0, None, 3.0, 285.0, 1009.0, None, None, 2019-12-11 12:00:00, -1.9, None, 116.0, None
2.0, None, 1.0, 285.0, 1010.0, None, None, 2019-12-11 13:00:00, -1.7, None, 115.0, None
1.0, None, 0.0, 285.0, 1010.0, None, None, 2019-12-11 14:00:00, -1.5, None, 115.0, None
0.0, None, 0.0, 285.0, 1010.0, None, None, 2019-12-11 15:00:00, -2.0, None, 115.0, None
0.0, None, 1.0, 285.0, 1011.0, None, None, 2019-12-11 16:00:00, -2.5, None, 115.0, None
0.0, None, 0.0, 285.0, 1011.0, None, None, 2019-12-11 17:00:00, -2.8, None, 115.0, None
0.0, None, 0.0, 285.0, 1011.0, None, None, 2019-12-11 18:00:00, -3.0, None, 115.0, None
1.0, None, 0.0, 285.0, 1011.0, None, None, 2019-12-11 19:00:00, -3.9, None, 115.0, None
1.0, None, 0.0, 285.0, 1011.0, None, None, 2019-12-11 20:00:00, -4.2, None, 115.0, None
0.0, None, None, 285.0, 1010.0, None, None, 2019-12-11 21:00:00, -5.2, None, 114.0, None
0.0, None, 0.0, 285.0, 1010.0, None, None, 2019-12-11 22:00:00, -5.1, None, 114.0, None
1.0, None, 0.0, 285.0, 1010.0, None, None, 2019-12-11 23:00:00, -5.4, None, 114.0, None
0.0, None, None, 284.0, 1009.0, None, None, 2019-12-12 00:00:00, -5.0, None, 114.0, None
None, None, None, 284.0, 1008.0, None, None, 2019-12-12 01:00:00, -4.6, None, 114.0, None
0.0, None, 0.0, 285.0, 1008.0, None, None, 2019-12-12 02:00:00, -4.2, None, 114.0, None
0.0, None, 0.0, 285.0, 1008.0, None, None, 2019-12-12 03:00:00, -4.0, None, 114.0, None
None, None, None, 285.0, 1007.0, None, None, 2019-12-12 04:00:00, -3.4, None, 114.0, None
None, None, 0.0, 285.0, 1007.0, None, None, 2019-12-12 05:00:00, -3.5, None, 114.0, None
None, None, 0.0, 285.0, 1007.0, None, None, 2019-12-12 06:00:00, -3.7, None, 113.0, None
0.0, None, 0.0, 285.0, 1007.0, None, None, 2019-12-12 07:00:00, -3.7, None, 113.0, None
0.0, None, 0.0, 285.0, 1007.0, None, None, 2019-12-12 08:00:00, -3.3, None, 113.0, None
0.0, None, 0.0, 285.0, 1007.0, None, None, 2019-12-12 09:00:00, -3.3, None, 114.0, None
1.0, None, 0.0, 285.0, 1007.0, None, None, 2019-12-12 10:00:00, -2.4, None, 112.0, None
2.0, None, 1.0, 286.0, 1008.0, None, None, 2019-12-12 11:00:00, -1.8, None, 114.0, None
0.0, None, 1.0, 286.0, 1009.0, None, None, 2019-12-12 12:00:00, -1.3, None, 113.0, None
None, None, None, 287.0, 1009.0, None, None, 2019-12-12 14:00:00, -1.6, None, 118.0, None
0.0, None, 1.0, 288.0, 1010.0, None, None, 2019-12-12 15:00:00, -2.2, None, 117.0, None
None, None, 0.0, 289.0, 1010.0, None, None, 2019-12-12 16:00:00, -2.7, None, 120.0, None
None, None, 0.0, 290.0, 1010.0, None, None, 2019-12-12 17:00:00, -3.1, None, 122.0, None
None, None, 0.0, 290.0, 1010.0, None, None, 2019-12-12 18:00:00, -3.3, None, 121.0, None
None, None, 0.0, 291.0, 1010.0, None, None, 2019-12-12 19:00:00, -3.7, None, 120.0, None
None, None, None, 291.0, 1009.0, None, None, 2019-12-12 20:00:00, -3.9, None, 122.0, None
None, None, 0.0, 291.0, 1009.0, None, None, 2019-12-12 21:00:00, -4.5, None, 122.0, None
None, None, 0.0, 292.0, 1009.0, None, None, 2019-12-12 22:00:00, -4.8, None, 119.0, None
None, None, 0.0, 292.0, 1009.0, None, None, 2019-12-12 23:00:00, -4.9, None, 122.0, None
None, None, None, 293.0, 1008.0, None, None, 2019-12-13 00:00:00, -5.0, None, 121.0, None
0.0, None, 0.0, 294.0, 1008.0, None, None, 2019-12-13 01:00:00, -5.1, None, 123.0, None
0.0, None, 0.0, 294.0, 1008.0, None, None, 2019-12-13 02:00:00, -5.4, None, 122.0, None
0.0, None, 0.0, 294.0, 1008.0, None, None, 2019-12-13 03:00:00, -5.1, None, 125.0, None
