time,tasmin,tasmax,pcp,week_of_year
2016-04-15, -1.4, 8.0,0.7,16
2016-04-16, 0.1, 8.4,11.5,16
2016-04-17, 1.3, 16.0,7.2,16
2016-04-18, 2.4, 17.4,0.8,16
2016-04-19, -1.6, 13.5,0.0,16
2016-04-20, -1.0, 19.2,0.1,16
2016-04-21, 2.1, 10.4,4.2,16
