WDIR_VECT,time,HUMIDITY,week_of_year
81.5,2022-10-22 00:00:00,88.0,43
81.0,2022-10-22 01:00:00,88.3,43
77.9,2022-10-22 02:00:00,88.3,43
64.9,2022-10-22 03:00:00,90.0,43
92.7,2022-10-22 04:00:00,91.0,43
226.4,2022-10-22 05:00:00,94.0,43
166.1,2022-10-22 06:00:00,93.4,43
52.4,2022-10-22 07:00:00,89.8,43
32.5,2022-10-22 08:00:00,86.9,43
28.3,2022-10-22 09:00:00,84.6,43
97.0,2022-10-22 10:00:00,77.1,43
96.7,2022-10-22 11:00:00,72.0,43
175.9,2022-10-22 12:00:00,72.8,43
290.6,2022-10-22 13:00:00,79.4,43
266.6,2022-10-22 14:00:00,74.8,43
241.0,2022-10-22 15:00:00,70.2,43
250.8,2022-10-22 16:00:00,69.6,43
284.4,2022-10-22 17:00:00,74.4,43
292.4,2022-10-22 18:00:00,82.8,43
93.1,2022-10-22 19:00:00,84.7,43
205.2,2022-10-22 20:00:00,87.6,43
73.7,2022-10-22 21:00:00,86.3,43
32.9,2022-10-22 22:00:00,87.2,43
240.7,2022-10-22 23:00:00,90.3,43
192.5,2022-10-23 00:00:00,93.0,43
200.7,2022-10-23 01:00:00,92.4,43
0.0,2022-10-23 02:00:00,92.4,43
229.8,2022-10-23 03:00:00,92.3,43
215.4,2022-10-23 04:00:00,90.2,43
0.0,2022-10-23 05:00:00,89.9,43
0.0,2022-10-23 06:00:00,88.1,43
66.6,2022-10-23 07:00:00,88.3,43
78.4,2022-10-23 08:00:00,84.4,43
136.3,2022-10-23 09:00:00,77.4,43
102.8,2022-10-23 10:00:00,76.4,43
146.2,2022-10-23 11:00:00,70.4,43
82.1,2022-10-23 12:00:00,62.9,43
142.6,2022-10-23 13:00:00,60.6,43
175.5,2022-10-23 14:00:00,66.1,43
177.2,2022-10-23 15:00:00,60.6,43
169.9,2022-10-23 16:00:00,68.9,43
155.8,2022-10-23 17:00:00,71.1,43
120.3,2022-10-23 18:00:00,70.8,43
126.2,2022-10-23 19:00:00,77.1,43
80.9,2022-10-23 20:00:00,87.4,43
54.1,2022-10-23 21:00:00,92.6,43
187.8,2022-10-23 22:00:00,93.9,43
47.2,2022-10-23 23:00:00,95.3,43
54.3,2022-10-24 00:00:00,96.0,43
70.7,2022-10-24 01:00:00,94.2,43
74.2,2022-10-24 02:00:00,94.8,43
77.5,2022-10-24 03:00:00,97.0,43
80.7,2022-10-24 04:00:00,97.4,43
71.6,2022-10-24 05:00:00,98.1,43
75.7,2022-10-24 06:00:00,96.5,43
62.5,2022-10-24 07:00:00,96.1,43
60.1,2022-10-24 08:00:00,96.1,43
53.1,2022-10-24 09:00:00,94.9,43
64.6,2022-10-24 10:00:00,95.3,43
69.2,2022-10-24 11:00:00,91.4,43
64.7,2022-10-24 12:00:00,85.6,43
87.3,2022-10-24 13:00:00,83.2,43
73.5,2022-10-24 14:00:00,84.7,43
46.0,2022-10-24 15:00:00,83.6,43
47.4,2022-10-24 16:00:00,75.0,43
273.6,2022-10-24 17:00:00,79.9,43
