pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,10.1,10.0, 1003.7, -0.4, None,17.4,55.0,2022-05-28 00:00:00, None,1.0, 910.0,22
None,9.0,8.9, 1003.7, 0.0, None,17.4,61.0,2022-05-28 01:00:00, None,2.0, 910.0,22
None,8.2,8.1, 1004.8, 0.1, None,17.4,66.0,2022-05-28 02:00:00, None,2.0, 911.0,22
None,7.0,6.8, 1004.9, 0.1, None,17.4,72.0,2022-05-28 03:00:00, None,2.0, 911.0,22
None,6.3,6.2, 1005.0, -0.1, None,17.4,75.0,2022-05-28 04:00:00, None,2.0, 911.0,22
None,5.3,5.1, 1006.1, 0.0, None,17.4,80.0,2022-05-28 05:00:00, None,2.0, 912.0,22
None,4.4,4.3, 1006.2, 0.0, None,17.4,84.0,2022-05-28 06:00:00, None,2.0, 912.0,22
None,6.2,4.4, 1005.9, 0.1, None,6.2,78.0,2022-05-28 07:00:00, None,2.0, 912.0,22
None,7.0,4.4, 1006.1, 0.0, None,7.3,76.0,2022-05-28 08:00:00, None,3.0, 912.0,22
None,8.3,4.4, 1007.2, 0.0, None,8.4,71.0,2022-05-28 09:00:00, None,4.0, 913.0,22
None,9.5,4.4, 1007.2, 0.1, None,9.7,62.0,2022-05-28 10:00:00, None,3.0, 913.0,22
None,11.4,4.4, 1007.1, 0.0, None,11.9,53.0,2022-05-28 11:00:00, None,2.0, 913.0,22
None,14.6,4.4, 1005.8, -0.1, None,14.5,38.0,2022-05-28 12:00:00, None,0.0, 912.0,22
None,15.7,4.4, 1005.8, 0.0, None,15.8,32.0,2022-05-28 13:00:00, None,-2.0, 912.0,22
None,15.4,4.4, 1005.9, -0.1, None,16.6,32.0,2022-05-28 14:00:00, None,-1.0, 912.0,22
None,12.2,4.4, 1007.4, -0.1, None,16.6,50.0,2022-05-28 15:00:00, None,3.0, 913.0,22
None,13.5,4.4, 1007.3, -0.2, None,16.6,46.0,2022-05-28 16:00:00, None,2.0, 913.0,22
None,14.0,4.4, 1007.4, 0.1, None,16.6,40.0,2022-05-28 17:00:00, None,0.0, 913.0,22
None,12.9,4.4, 1007.6, -0.1, None,16.6,49.0,2022-05-28 18:00:00, None,2.0, 913.0,22
None,13.1,12.6, 1008.5, -0.1, None,13.4,46.0,2022-05-28 19:00:00, None,1.0, 914.0,22
None,11.0,10.8, 1008.6, 0.0, None,13.4,53.0,2022-05-28 20:00:00, None,2.0, 914.0,22
None,11.6,10.8, 1009.5, -0.1, None,13.4,47.0,2022-05-28 21:00:00, None,1.0, 915.0,22
None,8.8,8.7, 1009.7, -0.1, None,13.4,64.0,2022-05-28 22:00:00, None,2.0, 915.0,22
None,7.7,7.8, 1010.7, -0.1, None,13.4,69.0,2022-05-28 23:00:00, None,3.0, 916.0,22
None,7.9,7.5, 1010.4, 0.0, None,13.4,74.0,2022-05-29 00:00:00, None,4.0, 916.0,22
None,5.7,5.7, 1011.6, 0.0, None,13.4,86.0,2022-05-29 01:00:00, None,4.0, 917.0,22
None,5.5,4.9, 1011.7, 0.0, None,13.4,88.0,2022-05-29 02:00:00, None,3.0, 917.0,22
None,4.3,4.3, 1012.1, -0.1, None,13.4,89.0,2022-05-29 03:00:00, None,2.0, 917.0,22
None,4.3,3.8, 1013.1, 0.0, None,13.4,92.0,2022-05-29 04:00:00, None,3.0, 918.0,22
None,4.0,3.8, 1013.0, 0.1, None,13.4,91.0,2022-05-29 05:00:00, None,3.0, 918.0,22
None,4.7,3.7, 1013.1, 0.0, None,13.4,89.0,2022-05-29 06:00:00, None,3.0, 918.0,22
None,5.6,4.5, 1014.1, 0.1, None,5.5,88.0,2022-05-29 07:00:00, None,3.0, 919.0,22
None,6.9,4.5, 1014.2, 0.0, None,6.9,78.0,2022-05-29 08:00:00, None,4.0, 919.0,22
None,8.4,4.5, 1014.0, 0.2, None,8.7,73.0,2022-05-29 09:00:00, None,4.0, 919.0,22
None,10.5,4.5, 1015.1, 0.0, None,10.7,65.0,2022-05-29 10:00:00, None,4.0, 920.0,22
None,13.0,4.5, 1015.0, 0.1, None,13.5,48.0,2022-05-29 11:00:00, None,2.0, 920.0,22
None,14.1,4.5, 1014.9, -0.3, None,14.3,47.0,2022-05-29 12:00:00, None,4.0, 920.0,22
None,15.0,4.5, 1015.0, 0.1, None,15.7,43.0,2022-05-29 13:00:00, None,2.0, 920.0,22
