CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,8.94, 47.09, None, None, None, None,0.377,0.022,120.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-07-08 00:00:00, None, None, None, None,28
None,8.84, 50.71, None, None, None, None,2.377,0.018,149.9, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-07-08 01:00:00, None, None, None, None,28
None,8.32, 66.16, None, None, None, None,5.98,0.66,120.3, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-08 02:00:00, None, None, None, None,28
None,8.16, 62.05, None, None, None, None,14.66,1.155,110.8, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-07-08 03:00:00, None, None, None, None,28
None,8.36, 58.06, None, None, None, None,10.42,1.16,111.6, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-07-08 04:00:00, None, None, None, None,28
None,7.92, 67.32, None, None, None, None,1.94,0.24,114.2, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-08 05:00:00, None, None, None, None,28
None,8.28, 65.32, None, None, None, None,1.733,0.112,114.5, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-08 06:00:00, None, None, None, None,28
None,8.56, 66.63, None, None, None, None,6.601,0.008,169.1, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2016-07-08 07:00:00, None, None, None, None,28
None,8.98, 69.2, None, None, None, None,7.48,0.058,94.0, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-08 08:00:00, None, None, None, None,28
None,9.0, 70.9, None, None, None, None,1.444,0.025,157.2, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-08 09:00:00, None, None, None, None,28
None,10.06, 69.54, None, None, None, None,6.001,0.116,178.9, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-07-08 10:00:00, None, None, None, None,28
None,12.89, 54.09, None, None, None, None,19.22,3.231,180.6, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-08 11:00:00, None, None, None, None,28
None,13.35, 55.17, None, None, None, None,19.86,5.985,188.9, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-07-08 12:00:00, None, None, None, None,28
None,13.85, 51.23, None, None, None, None,24.39,3.006,201.9, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-08 13:00:00, None, None, None, None,28
None,16.7, 36.84, None, None, None, None,26.03,8.58,202.1, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-08 14:00:00, None, None, None, None,28
None,15.98, 37.77, None, None, None, None,24.15,6.967,198.3, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-08 15:00:00, None, None, None, None,28
None,17.56, 31.51, None, None, None, None,29.54,7.15,189.2, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-07-08 16:00:00, None, None, None, None,28
None,16.37, 29.83, None, None, None, None,24.5,4.602,191.6, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-07-08 17:00:00, None, None, None, None,28
None,16.48, 30.56, None, None, None, None,25.57,5.891,188.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-07-08 18:00:00, None, None, None, None,28
None,15.45, 35.66, None, None, None, None,23.83,0.744,234.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-07-08 19:00:00, None, None, None, None,28
None,13.6, 43.87, None, None, None, None,13.97,0.127,174.1, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-08 20:00:00, None, None, None, None,28
None,11.79, 46.4, None, None, None, None,6.865,1.249,106.9, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-07-08 21:00:00, None, None, None, None,28
None,11.6, 46.3, None, None, None, None,9.62,2.073,104.1, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-07-08 22:00:00, None, None, None, None,28
None,11.81, 46.15, None, None, None, None,4.657,0.806,115.7, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2016-07-08 23:00:00, None, None, None, None,28
None,11.51, 46.33, None, None, None, None,13.17,4.091,114.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2016-07-09 00:00:00, None, None, None, None,28
None,10.16, 56.13, None, None, None, None,15.2,2.668,107.2, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-09 01:00:00, None, None, None, None,28
None,8.91, 76.2, None, None, None, None,28.35,0.641,63.81, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-07-09 02:00:00, None, None, None, None,28
None,9.27, 81.6, None, None, None, None,21.47,2.01,132.1, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 03:00:00, None, None, None, None,28
None,8.53, 85.9, None, None, None, None,11.5,0.348,115.4, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 04:00:00, None, None, None, None,28
None,8.89, 86.6, None, None, None, None,23.66,0.445,81.8, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 05:00:00, None, None, None, None,28
None,9.18, 85.4, None, None, None, None,9.32,0.357,141.0, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 06:00:00, None, None, None, None,28
None,8.96, 94.3, None, None, None, None,20.05,1.839,142.1, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2016-07-09 07:00:00, None, None, None, None,28
None,9.97, 83.9, None, None, None, None,17.45,0.491,78.0, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 08:00:00, None, None, None, None,28
None,10.27, 79.9, None, None, None, None,12.93,0.744,130.2, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 09:00:00, None, None, None, None,28
None,10.53, 77.1, None, None, None, None,25.35,5.174,128.4, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 10:00:00, None, None, None, None,28
None,11.9, 72.0, None, None, None, None,21.29,11.76,146.1, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 11:00:00, None, None, None, None,28
None,11.03, 72.2, None, None, None, None,21.42,14.65,148.3, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 12:00:00, None, None, None, None,28
None,13.89, 45.54, None, None, None, None,26.0,14.75,153.4, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2016-07-09 13:00:00, None, None, None, None,28
None,16.33, 41.66, None, None, None, None,34.38,8.88,184.7, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2016-07-09 14:00:00, None, None, None, None,28
None,17.65, 25.56, None, None, None, None,28.46,12.6,183.6, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-07-09 15:00:00, None, None, None, None,28
None,9.64, 67.39, None, None, None, None,50.64,7.25,137.0, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-09 16:00:00, None, None, None, None,28
None,9.45, 74.7, None, None, None, None,23.91,4.795,106.5, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-07-09 17:00:00, None, None, None, None,28
None,11.88, 58.08, None, None, None, None,15.22,1.782,156.2, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-09 18:00:00, None, None, None, None,28
None,10.4, 79.0, None, None, None, None,8.06,0.018,176.1, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-07-09 19:00:00, None, None, None, None,28
None,8.56, 81.6, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 20:00:00, None, None, None, None,28
None,8.3, 84.2, None, None, None, None,0.801,0.001,314.5, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 21:00:00, None, None, None, None,28
None,7.46, 91.4, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 22:00:00, None, None, None, None,28
None,6.932, 92.2, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-09 23:00:00, None, None, None, None,28
None,5.936, 95.1, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-07-10 00:00:00, None, None, None, None,28
None,6.0, 101.0, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-07-10 01:00:00, None, None, None, None,28
None,5.384, 94.4, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2016-07-10 02:00:00, None, None, None, None,28
None,5.113, 89.8, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2016-07-10 03:00:00, None, None, None, None,28
None,4.686, 90.0, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2016-07-10 04:00:00, None, None, None, None,28
