CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 10.1, 17.42, None, None, None, None, 0.0, 0.0, 0.0, -14.0, None, 10.1, 10.1, -0.1, -14.0, None, None, 13.6, None, None, 17.0, None,2022-10-08 00:00:00, None, None, None, None,41
None, 9.36, 17.64, None, None, None, None, 0.0, 0.0, 0.0, -14.0, None, 9.4, 9.4, -0.1, -14.0, None, None, 13.6, None, None, 18.0, None,2022-10-08 01:00:00, None, None, None, None,41
None, 8.98, 17.76, None, None, None, None, 0.0, 0.0, 0.0, -14.0, None, 9.0, 9.0, -0.1, -14.0, None, None, 13.6, None, None, 18.0, None,2022-10-08 02:00:00, None, None, None, None,41
None, 8.88, 17.78, None, None, None, None, 0.0, 0.0, 0.0, -14.0, None, 8.9, 8.9, 0.0, -14.0, None, None, 13.6, None, None, 18.0, None,2022-10-08 03:00:00, None, None, None, None,41
None, 8.33, 17.95, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 8.3, 8.3, -0.1, -15.0, None, None, 13.6, None, None, 18.0, None,2022-10-08 04:00:00, None, None, None, None,41
None, 8.08, 18.03, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 8.1, 8.1, 0.0, -15.0, None, None, 13.6, None, None, 18.0, None,2022-10-08 05:00:00, None, None, None, None,41
None, 7.64, 18.16, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 7.6, 7.6, -0.1, -15.0, None, None, 13.6, None, None, 18.0, None,2022-10-08 06:00:00, None, None, None, None,41
None, 7.31, 18.26, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 7.3, 7.3, 0.0, -15.0, None, None, 7.6, None, None, 18.0, None,2022-10-08 07:00:00, None, None, None, None,41
None, 7.53, 18.13, None, None, None, None, 0.0, 0.0, 0.0, -15.0, None, 7.5, 7.3, 0.0, -15.0, None, None, 7.6, None, None, 18.0, None,2022-10-08 08:00:00, None, None, None, None,41
None, 11.69, 16.94, None, None, None, None, 0.0, 0.0, 0.0, -13.0, None, 11.7, 7.3, 0.4, -13.0, None, None, 11.7, None, None, 17.0, None,2022-10-08 09:00:00, None, None, None, None,41
