snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
4.0, None, None,2020-07-15 00:00:00, 15.7, None, None,29
4.0, None, None,2020-07-15 01:00:00, 13.4, None, None,29
4.0, None, None,2020-07-15 02:00:00, 12.3, None, None,29
3.0, None, None,2020-07-15 03:00:00, 11.3, None, None,29
2.0, None, None,2020-07-15 04:00:00, 9.4, None, None,29
2.0, None, None,2020-07-15 05:00:00, 9.1, None, None,29
1.0, None, None,2020-07-15 06:00:00, 9.0, None, None,29
1.0, None, None,2020-07-15 07:00:00, 9.3, None, None,29
1.0, None, None,2020-07-15 08:00:00, 9.1, None, None,29
1.0, None, None,2020-07-15 09:00:00, 9.4, None, None,29
1.0, None, None,2020-07-15 10:00:00, 9.2, None, None,29
1.0, None, None,2020-07-15 11:00:00, 8.6, None, None,29
1.0, None, None,2020-07-15 12:00:00, 8.8, None, None,29
1.0, None, None,2020-07-15 13:00:00, 8.6, None, None,29
1.0, None, None,2020-07-15 14:00:00, 9.6, None, None,29
1.0, None, None,2020-07-15 15:00:00, 10.1, None, None,29
1.0, 1444.0, None,2020-07-15 16:00:00, 11.9, None, None,29
1.0, None, None,2020-07-15 17:00:00, 14.5, None, None,29
1.0, None, None,2020-07-15 18:00:00, 16.0, None, None,29
1.0, None, None,2020-07-15 19:00:00, 18.3, None, None,29
2.0, None, None,2020-07-15 20:00:00, 17.5, None, None,29
3.0, None, None,2020-07-15 21:00:00, 17.6, None, None,29
4.0, None, None,2020-07-15 22:00:00, 16.6, None, None,29
4.0, None, None,2020-07-15 23:00:00, 17.2, None, None,29
5.0, None, None,2020-07-16 00:00:00, 17.0, None, None,29
5.0, None, None,2020-07-16 01:00:00, 15.5, None, None,29
4.0, None, None,2020-07-16 02:00:00, 14.4, None, None,29
4.0, None, None,2020-07-16 03:00:00, 13.2, None, None,29
3.0, None, None,2020-07-16 04:00:00, 11.5, None, None,29
2.0, None, None,2020-07-16 05:00:00, 11.3, None, None,29
2.0, None, None,2020-07-16 06:00:00, 11.6, None, None,29
2.0, None, None,2020-07-16 07:00:00, 10.8, None, None,29
1.0, None, None,2020-07-16 08:00:00, 10.5, None, None,29
1.0, None, None,2020-07-16 09:00:00, 10.3, None, None,29
1.0, None, None,2020-07-16 10:00:00, 10.2, None, None,29
1.0, None, None,2020-07-16 11:00:00, 11.0, None, None,29
1.0, None, None,2020-07-16 12:00:00, 11.0, None, None,29
1.0, None, None,2020-07-16 13:00:00, 11.3, None, None,29
1.0, None, None,2020-07-16 14:00:00, 11.3, None, None,29
1.0, None, None,2020-07-16 15:00:00, 11.3, None, None,29
1.0, 1435.0, None,2020-07-16 16:00:00, 12.8, None, None,29
1.0, None, None,2020-07-16 17:00:00, 12.7, None, None,29
1.0, None, None,2020-07-16 18:00:00, 15.3, None, None,29
