RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
30.74, None, None, 24.5, 11.72, 165.6, 0.0, 17.2, None, None, 166.0, None, None, None, None, None, None, None, 17.21, None, 21.9, 31.0, None, 16.38, 11.7, 17.2, 16.0, None,2020-08-19 00:00:00,34
31.94, None, None, 19.3, 9.99, 172.9, 0.0, 16.6, None, None, 173.0, None, None, None, None, None, None, None, 16.63, None, 21.9, 32.0, None, 14.98, 10.0, 16.6, -9.3, None,2020-08-19 01:00:00,34
32.52, None, None, 13.4, 6.024, 155.7, 0.0, 16.3, None, None, 156.0, None, None, None, None, None, None, None, 16.38, None, 21.9, 33.0, None, 20.25, 6.0, 16.4, -6.7, None,2020-08-19 02:00:00,34
33.88, None, None, 7.2, 2.317, 219.2, 0.0, 15.7, None, None, 219.0, None, None, None, None, None, None, None, 15.85, None, 21.9, 34.0, None, 39.78, 2.3, 15.9, 0.1, None,2020-08-19 03:00:00,34
33.74, None, None, 4.5, 1.062, 219.0, 0.0, 15.5, None, None, 219.0, None, None, None, None, None, None, None, 15.74, None, 21.9, 34.0, None, 50.19, 1.1, 15.7, 0.1, None,2020-08-19 04:00:00,34
37.15, None, None, 11.0, 4.749, 35.67, 1.0, 15.4, None, None, 36.0, None, None, None, None, None, None, None, 15.4, None, 21.9, 37.0, None, 31.21, 4.7, 15.4, 0.0, None,2020-08-19 05:00:00,34
36.22, None, None, 17.6, 7.57, 52.67, 1.0, 15.1, None, None, 53.0, None, None, None, None, None, None, None, 15.82, None, 21.9, 36.0, None, 22.43, 7.6, 15.8, 0.0, None,2020-08-19 06:00:00,34
38.33, None, None, 18.2, 8.24, 54.56, 2.0, 15.0, None, None, 55.0, None, None, None, None, None, None, None, 16.16, None, 16.2, 38.0, None, 21.23, 8.2, 16.2, -0.5, None,2020-08-19 07:00:00,34
35.76, None, None, 15.0, 3.228, 69.77, 3.0, 15.0, None, None, 70.0, None, None, None, None, None, None, None, 19.13, None, 19.0, 36.0, None, 33.79, 3.2, 19.1, 0.2, None,2020-08-19 08:00:00,34
35.31, None, None, 14.9, 4.919, 124.3, 3.0, 15.0, None, None, 124.0, None, None, None, None, None, None, None, 18.88, None, 19.2, 35.0, None, 33.08, 4.9, 18.9, -0.4, None,2020-08-19 09:00:00,34
