pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,16.29, None, None, None, None,36.46, None,0.82,35.4, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 00:00:00, None, None, None, None,28
None,15.15, None, None, None, None,48.54, None,0.856,145.2, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 01:00:00, None, None, None, None,28
None,14.75, None, None, None, None,76.0, None,0.102,127.8, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 02:00:00, None, None, None, None,28
None,13.76, None, None, None, None,69.88, None,0.607,359.7, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 03:00:00, None, None, None, None,28
None,13.82, None, None, None, None,60.06, None,0.394,320.1, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 04:00:00, None, None, None, None,28
None,13.61, None, None, None, None,47.82, None,0.437,274.3, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 05:00:00, None, None, None, None,28
None,12.84, None, None, None, None,71.7, None,0.179,61.3, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 06:00:00, None, None, None, None,28
None,12.92, None, None, None, None,17.64, None,1.27,336.5, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 07:00:00, None, None, None, None,28
None,12.69, None, None, None, None,29.81, None,1.095,118.9, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 08:00:00, None, None, None, None,28
None,13.02, None, None, None, None,50.46, None,0.612,186.6, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 09:00:00, None, None, None, None,28
None,13.5, None, None, None, None,31.95, None,0.981,136.9, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 10:00:00, None, None, None, None,28
None,13.88, None, None, None, None,22.18, None,2.121,124.5, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 11:00:00, None, None, None, None,28
None,14.63, None, None, None, None,28.0, None,3.07,129.2, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 12:00:00, None, None, None, None,28
None,16.72, None, None, None, None,24.98, None,4.174,126.5, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 13:00:00, None, None, None, None,28
None,17.87, None, None, None, None,37.33, None,3.933,136.7, None, None, None, None, None, None, None, None, None, None, None,2019-07-09 14:00:00, None, None, None, None,28
None,14.23, None, None, None, None,29.14, None,1.602,334.0, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 08:00:00, None, None, None, None,28
None,14.76, None, None, None, None,55.53, None,0.307,117.0, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 09:00:00, None, None, None, None,28
None,15.84, None, None, None, None,38.7, None,1.4,114.7, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 10:00:00, None, None, None, None,28
None,15.37, None, None, None, None,19.25, None,2.694,128.7, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 11:00:00, None, None, None, None,28
None,16.27, None, None, None, None,41.04, None,1.999,156.9, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 12:00:00, None, None, None, None,28
None,16.45, None, None, None, None,22.91, None,3.658,129.0, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 13:00:00, None, None, None, None,28
None,16.42, None, None, None, None,20.56, None,3.289,131.8, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 14:00:00, None, None, None, None,28
None,15.23, None, None, None, None,27.08, None,3.955,100.0, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 16:00:00, None, None, None, None,28
None,13.75, None, None, None, None,46.9, None,0.889,110.1, None, None, None, None, None, None, None, None, None, None, None,2019-07-10 22:00:00, None, None, None, None,28
None,16.45, None, None, None, None,31.14, None,2.823,119.9, None, None, None, None, None, None, None, None, None, None, None,2019-07-15 14:00:00, None, None, None, None,28
None,16.47, None, None, None, None,23.22, None,3.991,132.0, None, None, None, None, None, None, None, None, None, None, None,2019-07-15 15:00:00, None, None, None, None,28
None,16.88, None, None, None, None,70.0, None,0.579,15.5, None, None, None, None, None, None, None, None, None, None, None,2019-07-15 20:00:00, None, None, None, None,28
None,15.96, None, None, None, None,67.18, None,0.591,53.54, None, None, None, None, None, None, None, None, None, None, None,2019-07-15 21:00:00, None, None, None, None,28
None,14.06, None, None, None, None,67.66, None,0.518,41.43, None, None, None, None, None, None, None, None, None, None, None,2019-07-15 22:00:00, None, None, None, None,28
None,13.2, None, None, None, None,18.18, None,2.982,343.0, None, None, None, None, None, None, None, None, None, None, None,2019-07-15 23:00:00, None, None, None, None,28
