wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
340.0, 84.0, 5.5,0.0, -7.5,3.5, -5.2,-4.8, 287.0, 0.0, 0.0,79.0,2022-01-08 00:00:00,2,,,,,,
298.0, None, None,0.0, None,9.1, None,-5.6, None, None, None,81.0,2022-01-08 01:00:00,2,,,,,,
262.0, None, None,0.0, None,5.7, None,-6.0, None, None, None,73.0,2022-01-08 02:00:00,2,,,,,,
279.0, None, None,0.0, None,7.1, None,-7.0, None, None, None,75.0,2022-01-08 03:00:00,2,,,,,,
273.0, None, None,0.0, None,8.4, None,-7.2, None, None, None,76.0,2022-01-08 04:00:00,2,,,,,,
226.0, 76.0, 8.4,0.0, -10.7,0.0, -7.2,-8.1, 273.0, 0.0, 0.0,80.0,2022-01-08 05:00:00,2,,,,,,
170.0, 80.0, 0.0,0.0, -10.9,3.7, -8.1,-8.5, 226.0, 0.0, 0.0,82.0,2022-01-08 06:00:00,2,,,,,,
312.0, 82.0, 3.7,0.0, -11.0,3.2, -8.5,-8.2, 170.0, 0.0, 0.0,81.0,2022-01-08 07:00:00,2,,,,,,
144.0, None, None,0.0, None,1.1, None,-7.5, None, None, None,78.0,2022-01-08 08:00:00,2,,,,,,
112.0, None, None,0.0, None,2.0, None,-6.1, None, None, None,74.0,2022-01-08 09:00:00,2,,,,,,
99.0, None, None,0.0, None,3.8, None,-5.2, None, None, None,75.0,2022-01-08 10:00:00,2,,,,,,
65.0, None, None,0.0, None,2.6, None,-4.3, None, None, None,73.0,2022-01-08 11:00:00,2,,,,,,
72.0, None, None,0.0, None,3.8, None,-3.5, None, None, None,68.0,2022-01-08 12:00:00,2,,,,,,
91.0, None, None,0.0, None,1.9, None,-4.5, None, None, None,74.0,2022-01-08 13:00:00,2,,,,,,
319.0, 74.0, 1.9,0.0, -8.4,4.2, -4.5,-5.9, 91.0, 0.0, None,88.0,2022-01-08 14:00:00,2,,,,,,
281.0, None, None,0.0, None,3.5, None,-6.2, None, None, None,90.0,2022-01-08 15:00:00,2,,,,,,
131.0, None, None,0.0, None,2.6, None,-6.3, None, None, None,93.0,2022-01-08 16:00:00,2,,,,,,
149.0, None, None,0.0, None,0.2, None,-6.3, None, None, None,90.0,2022-01-08 17:00:00,2,,,,,,
140.0, None, None,0.0, None,0.3, None,-6.2, None, None, None,90.0,2022-01-08 18:00:00,2,,,,,,
110.0, 90.0, 0.3,0.0, -7.6,6.7, -6.2,-5.6, 140.0, 0.0, 0.0,87.0,2022-01-08 19:00:00,2,,,,,,
111.0, 87.0, 6.7,0.0, -7.4,7.1, -5.6,-4.4, 110.0, 0.0, 0.0,80.0,2022-01-08 20:00:00,2,,,,,,
103.0, 80.0, 7.1,0.0, -7.3,7.3, -4.4,-3.4, 111.0, 0.0, 0.0,75.0,2022-01-08 21:00:00,2,,,,,,
103.0, None, None,0.0, None,9.3, None,-2.8, None, None, None,73.0,2022-01-08 22:00:00,2,,,,,,
109.0, None, None,0.0, None,10.7, None,-2.2, None, None, None,73.0,2022-01-08 23:00:00,2,,,,,,
90.0, None, None,0.0, None,10.9, None,-2.1, None, None, None,73.0,2022-01-09 00:00:00,2,,,,,,
86.0, None, None,0.0, None,9.7, None,-1.5, None, None, None,72.0,2022-01-09 01:00:00,2,,,,,,
85.0, None, None,0.0, None,8.3, None,-1.5, None, None, None,73.0,2022-01-09 02:00:00,2,,,,,,
92.0, None, None,0.0, None,4.4, None,-2.2, None, None, None,78.0,2022-01-09 03:00:00,2,,,,,,
98.0, 78.0, 4.4,0.0, -5.5,4.4, -2.2,-2.7, 92.0, 0.0, 0.0,82.0,2022-01-09 04:00:00,2,,,,,,
157.0, 82.0, 4.4,0.0, -5.3,1.1, -2.7,-3.3, 98.0, 0.0, 0.0,85.0,2022-01-09 05:00:00,2,,,,,,
135.0, None, None,0.0, None,4.2, None,-3.3, None, None, None,84.0,2022-01-09 06:00:00,2,,,,,,
107.0, None, None,0.0, None,6.2, None,-3.3, None, None, None,86.0,2022-01-09 07:00:00,2,,,,,,
103.0, None, None,0.0, None,4.5, None,-2.0, None, None, None,80.0,2022-01-09 08:00:00,2,,,,,,
104.0, 80.0, 4.5,0.0, -5.0,9.9, -2.0,-1.9, 103.0, 0.0, None,79.0,2022-01-09 09:00:00,2,,,,,,
88.0, 79.0, 9.9,0.0, -5.1,9.0, -1.9,-0.8, 104.0, 0.0, 0.0,76.0,2022-01-09 10:00:00,2,,,,,,
84.0, None, None,0.0, None,5.8, None,-0.7, None, None, None,76.0,2022-01-09 11:00:00,2,,,,,,
104.0, None, None,0.0, None,7.7, None,-0.1, None, None, None,76.0,2022-01-09 12:00:00,2,,,,,,
95.0, None, None,0.4, None,5.1, None,1.8, None, None, None,69.0,2022-01-09 13:00:00,2,,,,,,
92.0, None, None,1.0, None,5.7, None,1.0, None, None, None,72.0,2022-01-09 14:00:00,2,,,,,,
113.0, None, None,0.4, None,5.5, None,-1.0, None, None, None,79.0,2022-01-09 15:00:00,2,,,,,,
107.0, None, None,0.0, None,4.0, None,-1.6, None, None, None,79.0,2022-01-09 16:00:00,2,,,,,,
135.0, None, None,0.0, None,2.5, None,-2.4, None, None, None,83.0,2022-01-09 17:00:00,2,,,,,,
124.0, 83.0, 2.5,0.0, -4.9,1.7, -2.4,-2.8, 135.0, 0.0, 1.8,84.0,2022-01-09 18:00:00,2,,,,,,
133.0, 84.0, 1.7,0.0, -5.1,2.2, -2.8,-2.5, 124.0, 0.0, 1.8,82.0,2022-01-09 19:00:00,2,,,,,,
160.0, None, None,0.0, None,0.9, None,-2.4, None, None, None,82.0,2022-01-09 20:00:00,2,,,,,,
282.0, None, None,0.0, None,5.5, None,-3.0, None, None, None,86.0,2022-01-09 21:00:00,2,,,,,,
271.0, None, None,0.0, None,1.3, None,-3.2, None, None, None,88.0,2022-01-09 22:00:00,2,,,,,,
252.0, None, None,0.0, None,0.3, None,-3.4, None, None, None,89.0,2022-01-09 23:00:00,2,,,,,,
164.0, None, None,0.0, None,1.4, None,-3.5, None, None, None,90.0,2022-01-10 00:00:00,2,,,,,,
157.0, None, None,0.0, None,1.7, None,-3.6, None, None, None,88.0,2022-01-10 01:00:00,2,,,,,,
140.0, None, None,0.0, None,2.3, None,-3.8, None, None, None,89.0,2022-01-10 02:00:00,2,,,,,,
172.0, None, None,0.0, None,1.7, None,-4.2, None, None, None,92.0,2022-01-10 03:00:00,2,,,,,,
150.0, 92.0, 1.7,0.0, -5.3,2.2, -4.2,-4.5, 172.0, 0.0, 1.8,93.0,2022-01-10 04:00:00,2,,,,,,
181.0, None, None,0.0, None,2.3, None,-4.9, None, None, None,94.0,2022-01-10 05:00:00,2,,,,,,
