RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.09, 79.9, None, -0.9, None, 967.0, None, None, None, 199.0, None, 199.0, None, None, -0.443, None, 1.3, None, None, 51.39, None, -0.4, 1011.9, 0.0, 0.0,2022-03-12 00:00:00, 967.0,11
None, None, None, None, 0.585, 50.83, None, -0.9, None, 967.0, None, None, None, 199.0, None, 199.0, None, None, -0.376, None, 1.3, None, None, 35.42, None, -0.4, 1011.9, 0.2, 0.0,2022-03-12 01:00:00, 967.0,11
None, None, None, None, 1.038, 113.0, None, -0.9, None, 968.0, None, None, None, 201.0, None, 200.5, None, None, -0.529, None, 1.3, None, None, 34.76, None, -0.5, 1013.0, 0.0, 1.0,2022-03-12 02:00:00, 968.0,11
None, None, None, None, 0.533, 83.0, None, -1.0, None, 968.0, None, None, None, 200.0, None, 200.1, None, None, -0.657, None, 1.3, None, None, 41.54, None, -0.7, 1013.0, 0.0, 0.0,2022-03-12 03:00:00, 968.0,11
None, None, None, None, 0.35, 14.61, None, -1.0, None, 968.0, None, None, None, 199.0, None, 199.3, None, None, -0.715, None, 1.3, None, None, 40.78, None, -0.7, 1013.0, 0.1, -1.0,2022-03-12 04:00:00, 968.0,11
None, None, None, None, 0.171, 76.1, None, -1.0, None, 968.0, None, None, None, 199.0, None, 199.2, None, None, -0.915, None, 1.3, None, None, 37.14, None, -0.9, 1013.0, 0.0, 0.0,2022-03-12 05:00:00, 968.0,11
None, None, None, None, 0.348, 64.08, None, -1.4, None, 968.0, None, None, None, 199.0, None, 198.9, None, None, -1.436, None, 1.3, None, None, 51.15, None, -1.4, 1013.1, 0.0, 0.0,2022-03-12 06:00:00, 968.0,11
None, None, None, None, 0.221, 54.96, None, -1.5, None, 968.0, None, None, None, 199.0, None, 198.9, None, None, -1.475, None, -1.2, None, None, 27.98, None, -1.5, 1013.1, -0.1, 0.0,2022-03-12 07:00:00, 968.0,11
None, None, None, None, 0.632, 103.2, None, -1.5, None, 968.0, None, None, None, 199.0, None, 198.9, None, None, -1.389, None, -0.8, None, None, 29.12, None, -1.4, 1013.1, 0.0, 0.0,2022-03-12 08:00:00, 968.0,11
None, None, None, None, 0.33, 96.6, None, -1.6, None, 968.0, None, None, None, 199.0, None, 198.8, None, None, -0.64, None, -0.6, None, None, 29.96, None, -0.6, 1013.1, 0.3, 0.0,2022-03-12 09:00:00, 968.0,11
