TempC,time,RH,week_of_year
-31.261,2021-02-12 00:00:00,80.4,7
-31.994,2021-02-12 01:00:00,80.1,7
-31.551,2021-02-12 02:00:00,80.2,7
-32.369,2021-02-12 03:00:00,79.7,7
-32.828,2021-02-12 04:00:00,79.6,7
-32.828,2021-02-12 05:00:00,79.4,7
-33.139,2021-02-12 06:00:00,79.3,7
-32.445,2021-02-12 07:00:00,79.5,7
-32.445,2021-02-12 08:00:00,79.3,7
-25.844,2021-02-12 09:00:00,79.9,7
-20.98,2021-02-12 10:00:00,76.6,7
-19.058,2021-02-12 11:00:00,73.3,7
-16.87,2021-02-12 12:00:00,70.2,7
-15.104,2021-02-12 13:00:00,67.7,7
-14.197,2021-02-12 14:00:00,66.7,7
-13.581,2021-02-12 15:00:00,66.5,7
-16.997,2021-02-12 16:00:00,74.9,7
-20.69,2021-02-12 17:00:00,84.2,7
-23.515,2021-02-12 18:00:00,85.0,7
-25.556,2021-02-12 19:00:00,84.3,7
-27.153,2021-02-12 20:00:00,83.2,7
-28.34,2021-02-12 21:00:00,82.6,7
-29.722,2021-02-12 22:00:00,82.0,7
-29.927,2021-02-12 23:00:00,81.7,7
-30.063,2021-02-13 00:00:00,81.7,7
-30.549,2021-02-13 01:00:00,81.4,7
-31.478,2021-02-13 02:00:00,80.8,7
-31.405,2021-02-13 03:00:00,80.6,7
-29.995,2021-02-13 04:00:00,81.2,7
-31.188,2021-02-13 05:00:00,80.5,7
-31.045,2021-02-13 06:00:00,80.5,7
-31.698,2021-02-13 07:00:00,80.4,7
-30.973,2021-02-13 08:00:00,80.1,7
-26.019,2021-02-13 09:00:00,81.5,7
-21.766,2021-02-13 10:00:00,80.8,7
-17.381,2021-02-13 11:00:00,78.6,7
-14.159,2021-02-13 12:00:00,73.9,7
-12.123,2021-02-13 13:00:00,71.7,7
-11.218,2021-02-13 14:00:00,70.4,7
-10.651,2021-02-13 15:00:00,71.8,7
-12.676,2021-02-13 16:00:00,78.8,7
-16.955,2021-02-13 17:00:00,85.0,7
-20.883,2021-02-13 18:00:00,86.7,7
-22.729,2021-02-13 19:00:00,86.7,7
-24.598,2021-02-13 20:00:00,85.7,7
-25.327,2021-02-13 21:00:00,85.5,7
-26.136,2021-02-13 22:00:00,84.8,7
-25.902,2021-02-13 23:00:00,84.5,7
-21.916,2021-02-14 00:00:00,86.0,7
-20.026,2021-02-14 01:00:00,87.2,7
-18.787,2021-02-14 02:00:00,87.5,7
-18.385,2021-02-14 03:00:00,87.8,7
-18.208,2021-02-14 04:00:00,87.6,7
-17.553,2021-02-14 05:00:00,88.1,7
-16.744,2021-02-14 06:00:00,88.4,7
-16.243,2021-02-14 07:00:00,88.9,7
