wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
25.0, None, None,0.0, None,4.0, None,-4.6, None, None, None,54.0,2019-03-12 00:00:00, None,11
202.0, None, None,0.0, None,7.6, None,-6.0, None, None, None,64.0,2019-03-12 01:00:00, None,11
202.0, None, None,0.0, None,8.1, None,-7.1, None, None, None,69.0,2019-03-12 02:00:00, None,11
211.0, None, None,0.0, None,8.4, None,-6.8, None, None, None,65.0,2019-03-12 03:00:00, None,11
229.0, None, None,0.0, None,8.0, None,-6.5, None, None, None,60.0,2019-03-12 04:00:00, None,11
213.0, None, None,0.0, None,6.8, None,-8.0, None, None, None,66.0,2019-03-12 05:00:00, None,11
273.0, None, None,0.0, None,7.1, None,-5.9, None, None, None,54.0,2019-03-12 06:00:00, None,11
239.0, None, None,0.0, None,7.7, None,-6.8, None, None, None,57.0,2019-03-12 07:00:00, None,11
294.0, None, None,0.0, None,10.3, None,-0.9, None, None, None,42.0,2019-03-12 08:00:00, None,11
330.0, None, None,0.0, None,12.5, None,1.8, None, None, None,38.0,2019-03-12 09:00:00, None,11
334.0, None, None,0.0, None,18.4, None,2.6, None, None, None,40.0,2019-03-12 10:00:00, None,11
313.0, None, None,0.0, None,15.1, None,2.8, None, None, None,41.0,2019-03-12 11:00:00, None,11
327.0, None, None,0.0, None,19.4, None,3.7, None, None, None,37.0,2019-03-12 12:00:00, None,11
311.0, None, None,0.0, None,17.5, None,3.8, None, None, None,35.0,2019-03-12 13:00:00, None,11
302.0, None, None,0.0, None,16.5, None,3.8, None, None, None,34.0,2019-03-12 14:00:00, None,11
321.0, None, None,0.0, None,17.5, None,4.5, None, None, None,34.0,2019-03-12 15:00:00, None,11
331.0, None, None,0.0, None,14.2, None,4.2, None, None, None,34.0,2019-03-12 16:00:00, None,11
325.0, None, None,0.0, None,7.9, None,2.4, None, None, None,37.0,2019-03-12 17:00:00, None,11
25.0, None, None,0.0, None,1.7, None,0.4, None, None, None,46.0,2019-03-12 18:00:00, None,11
157.0, None, None,0.0, None,0.0, None,-2.7, None, None, None,59.0,2019-03-12 19:00:00, None,11
12.0, None, None,0.0, None,1.6, None,-3.1, None, None, None,59.0,2019-03-12 20:00:00, None,11
197.0, None, None,0.0, None,5.6, None,-3.6, None, None, None,64.0,2019-03-12 21:00:00, None,11
201.0, None, None,0.0, None,5.5, None,-4.2, None, None, None,69.0,2019-03-12 22:00:00, None,11
208.0, None, None,0.0, None,8.0, None,-3.2, None, None, None,57.0,2019-03-12 23:00:00, None,11
203.0, None, None,0.0, None,5.8, None,-4.8, None, None, None,64.0,2019-03-13 00:00:00, None,11
215.0, None, None,0.0, None,9.3, None,12.9, None, None, None,37.0,2019-03-18 18:00:00, None,11
203.0, None, None,0.0, None,7.9, None,6.8, None, None, None,52.0,2019-03-18 19:00:00, None,11
208.0, None, None,0.0, None,10.5, None,8.3, None, None, None,48.0,2019-03-18 20:00:00, None,11
199.0, None, None,0.0, None,7.9, None,4.7, None, None, None,61.0,2019-03-18 21:00:00, None,11
193.0, None, None,0.0, None,8.4, None,4.8, None, None, None,58.0,2019-03-18 22:00:00, None,11
196.0, None, None,0.0, None,7.7, None,3.0, None, None, None,65.0,2019-03-18 23:00:00, None,11
