wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
75.0, 92.0, None, 0.0, -8.6, 1.9, -7.5, -7.4, 170.0, 0.0, 0.0, 92.0,2022-11-12 00:00:00,46,,,,,,
139.0, 92.0, 1.9, 0.0, -8.5, 1.7, -7.4, -7.7, 75.0, 0.0, 0.0, 91.0,2022-11-12 01:00:00,46,,,,,,
52.0, 91.0, 1.7, 0.0, -8.9, 2.1, -7.7, -9.1, 139.0, 0.0, 0.0, 90.0,2022-11-12 02:00:00,46,,,,,,
158.0, 90.0, 2.1, 0.0, -10.4, 1.7, -9.1, -8.5, 52.0, 0.0, 0.0, 90.0,2022-11-12 03:00:00,46,,,,,,
180.0, 90.0, 1.7, 0.0, -9.8, 1.6, -8.5, -9.0, 158.0, 0.0, 0.0, 89.0,2022-11-12 04:00:00,46,,,,,,
89.0, 89.0, 1.6, 0.0, -10.5, 2.0, -9.0, -9.0, 180.0, 0.0, 0.0, 90.0,2022-11-12 05:00:00,46,,,,,,
326.0, 90.0, None, 0.0, -10.3, 2.0, -9.0, -9.5, 89.0, 0.0, 0.0, 89.0,2022-11-12 06:00:00,46,,,,,,
62.0, 89.0, None, 0.0, -11.0, 1.8, -9.5, -11.6, 326.0, 0.0, 0.0, 88.0,2022-11-12 07:00:00,46,,,,,,
118.0, 88.0, 1.8, 0.0, -13.2, 0.0, -11.6, -6.6, 62.0, 0.0, 0.0, 86.0,2022-11-12 08:00:00,46,,,,,,
161.0, 86.0, None, 0.0, -8.5, 1.8, -6.6, -6.7, 118.0, 0.0, 0.0, 87.0,2022-11-12 09:00:00,46,,,,,,
182.0, 87.0, 1.8, 0.0, -8.5, 0.0, -6.7, -5.0, 161.0, 0.0, 0.0, 91.0,2022-11-12 10:00:00,46,,,,,,
170.0, 91.0, None, 1.2, -6.2, 2.1, -5.0, -2.6, 182.0, 0.0, 0.0, 90.0,2022-11-12 11:00:00,46,,,,,,
99.0, 90.0, 2.1, 0.0, -4.0, 0.0, -2.6, -3.7, 170.0, 1.2, 1.2, 89.0,2022-11-12 12:00:00,46,,,,,,
175.0, 89.0, None, 0.4, -5.2, 2.1, -3.7, -2.2, 99.0, 0.0, 1.2, 92.0,2022-11-12 13:00:00,46,,,,,,
160.0, 92.0, 2.1, 0.2, -3.3, 2.1, -2.2, -2.3, 175.0, 0.4, 1.6, 94.0,2022-11-12 14:00:00,46,,,,,,
141.0, 94.0, 2.1, 0.0, -3.1, 2.6, -2.3, -3.1, 160.0, 0.2, 1.8, 95.0,2022-11-12 15:00:00,46,,,,,,
351.0, 95.0, 2.6, 0.0, -3.8, 4.0, -3.1, -3.1, 141.0, 0.0, 1.8, 95.0,2022-11-12 16:00:00,46,,,,,,
83.0, 95.0, None, 0.0, -3.8, 2.3, -3.1, -3.7, 351.0, 0.0, 1.8, 95.0,2022-11-12 17:00:00,46,,,,,,
40.0, 95.0, 2.3, 0.0, -4.4, 2.0, -3.7, -4.4, 83.0, 0.0, 1.8, 94.0,2022-11-12 18:00:00,46,,,,,,
314.0, 94.0, None, 0.0, -5.2, 6.2, -4.4, -3.1, 40.0, 0.0, 1.8, 89.0,2022-11-12 19:00:00,46,,,,,,
329.0, None, None, 0.0, None, 7.0, None, -2.6, None, None, None, 89.0,2022-11-12 20:00:00,46,,,,,,
308.0, 89.0, None, 0.0, -4.2, 8.5, -2.6, -2.8, 329.0, 0.0, 1.8, 87.0,2022-11-12 21:00:00,46,,,,,,
303.0, None, None, 0.0, None, 7.8, None, -2.8, None, None, None, 89.0,2022-11-12 22:00:00,46,,,,,,
, 89.0, 7.8, None, -4.4, None, -2.8, None, 303.0, 0.0, 1.8, None,2022-11-12 23:00:00,46,,,,,,
296.0, 89.0, 9.6, 0.0, -4.4, 4.7, -2.8, -3.8, 298.0, 0.0, 1.8, 91.0,2022-11-13 00:00:00,46,,,,,,
293.0, 91.0, 4.7, 0.0, -5.1, 6.9, -3.8, -3.6, 296.0, 0.0, 1.8, 91.0,2022-11-13 01:00:00,46,,,,,,
26.0, 91.0, 6.9, 0.0, -4.9, 10.4, -3.6, -3.8, 293.0, 0.0, 1.8, 92.0,2022-11-13 02:00:00,46,,,,,,
353.0, 92.0, 10.4, 0.0, -4.9, 15.8, -3.8, -4.9, 26.0, 0.0, 1.8, 93.0,2022-11-13 03:00:00,46,,,,,,
6.0, 93.0, 15.8, 0.0, -5.9, 15.7, -4.9, -5.4, 353.0, 0.0, 1.8, 89.0,2022-11-13 04:00:00,46,,,,,,
