max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
20.5, None, None, None, None,15.5, 15.5, 0.0, None,-9.0,2022-08-13 00:00:00,5.0, None,33
20.5, None, None, None, None,14.7, 14.6, 0.0, None,-1.0,2022-08-13 01:00:00,4.0, None,33
20.5, None, None, None, None,14.3, 14.2, 0.0, None,1.0,2022-08-13 02:00:00,5.0, None,33
20.5, None, None, None, None,13.6, 13.6, 0.0, None,2.0,2022-08-13 03:00:00,6.0, None,33
20.5, None, None, None, None,12.9, 12.7, 0.0, None,-1.0,2022-08-13 04:00:00,5.0, None,33
20.5, None, None, None, None,12.3, 12.3, 0.0, None,3.0,2022-08-13 05:00:00,8.0, None,33
20.5, None, None, None, None,11.7, 11.6, 0.0, None,-2.0,2022-08-13 06:00:00,5.0, None,33
12.5, None, None, None, None,12.2, 11.7, 0.0, None,-5.0,2022-08-13 07:00:00,1.0, None,33
12.5, None, None, None, None,11.9, 11.7, 0.0, None,5.0,2022-08-13 08:00:00,6.0, None,33
12.8, None, None, None, None,12.8, 11.7, 0.0, None,1.0,2022-08-13 09:00:00,7.0, None,33
13.3, None, None, None, None,13.0, 11.7, 0.0, None,2.0,2022-08-13 10:00:00,9.0, None,33
13.4, None, None, None, None,12.9, 11.7, 0.0, None,1.0,2022-08-13 11:00:00,10.0, None,33
13.8, None, None, None, None,12.9, 11.7, 0.0, None,0.0,2022-08-13 12:00:00,10.0, None,33
14.8, None, None, None, None,14.7, 11.7, 0.0, None,0.0,2022-08-13 13:00:00,10.0, None,33
15.5, None, None, None, None,14.1, 11.7, 0.0, None,2.0,2022-08-13 14:00:00,12.0, None,33
15.5, None, None, None, None,14.8, 11.7, 0.0, None,-1.0,2022-08-13 15:00:00,10.0, None,33
15.5, None, None, None, None,14.0, 11.7, 0.0, None,3.0,2022-08-13 16:00:00,13.0, None,33
15.5, None, None, None, None,13.2, 11.7, 0.0, None,-2.0,2022-08-13 17:00:00,11.0, None,33
15.5, None, None, None, None,12.5, 11.7, 0.0, None,-2.0,2022-08-13 18:00:00,9.0, None,33
12.6, None, None, None, None,12.6, 11.2, 0.0, None,0.0,2022-08-13 19:00:00,9.0, None,33
13.3, None, None, None, None,12.0, 11.2, 0.0, None,-1.0,2022-08-13 20:00:00,8.0, None,33
13.3, None, None, None, None,10.6, 10.2, 0.0, None,1.0,2022-08-13 21:00:00,9.0, None,33
13.3, None, None, None, None,9.8, 9.8, 0.0, None,-1.0,2022-08-13 22:00:00,8.0, None,33
13.3, None, None, None, None,10.8, 9.7, 0.0, None,1.0,2022-08-13 23:00:00,9.0, None,33
13.3, None, None, None, None,10.1, 9.7, 0.0, None,0.0,2022-08-14 00:00:00,9.0, None,33
13.3, None, None, None, None,9.7, 9.6, 0.0, None,0.0,2022-08-14 01:00:00,9.0, None,33
13.3, None, None, None, None,9.5, 9.2, 0.0, None,0.0,2022-08-14 02:00:00,9.0, None,33
13.3, None, None, None, None,9.3, 9.1, 0.0, None,0.0,2022-08-14 03:00:00,9.0, None,33
13.3, None, None, None, None,9.5, 9.1, 0.0, None,1.0,2022-08-14 04:00:00,9.0, None,33
13.3, None, None, None, None,9.8, 9.1, 0.0, None,0.0,2022-08-14 05:00:00,9.0, None,33
13.3, None, None, None, None,9.7, 9.1, 0.0, None,-1.0,2022-08-14 06:00:00,8.0, None,33
9.7, None, None, None, None,9.7, 9.2, 0.0, None,0.0,2022-08-14 07:00:00,8.0, None,33
10.4, None, None, None, None,10.1, 9.2, 0.0, None,-3.0,2022-08-14 08:00:00,5.0, None,33
10.4, None, None, None, None,10.4, 9.2, 0.0, None,2.0,2022-08-14 09:00:00,7.0, None,33
10.9, None, None, None, None,10.4, 9.2, 0.0, None,3.0,2022-08-14 10:00:00,10.0, None,33
11.1, None, None, None, None,10.9, 9.2, 0.0, None,0.0,2022-08-14 11:00:00,10.0, None,33
