pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,15.8,15.8, 0.0, None,24.9,98.0,2022-08-13 00:00:00,15.0,33
None,14.9,14.9, 0.0, None,24.9,98.0,2022-08-13 01:00:00,15.0,33
None,14.3,14.2, 0.0, None,24.9,98.0,2022-08-13 02:00:00,14.0,33
None,13.6,13.6, 0.0, None,24.9,98.0,2022-08-13 03:00:00,13.0,33
None,12.8,12.8, 0.0, None,24.9,98.0,2022-08-13 04:00:00,12.0,33
None,12.6,12.5, 0.0, None,24.9,98.0,2022-08-13 05:00:00,12.0,33
None,12.3,12.3, 0.0, None,24.9,98.0,2022-08-13 06:00:00,12.0,33
None,12.1,12.1, 0.0, None,12.4,97.0,2022-08-13 07:00:00,12.0,33
None,11.8,11.7, 0.0, None,12.4,97.0,2022-08-13 08:00:00,11.0,33
None,14.0,11.7, 0.0, None,13.8,96.0,2022-08-13 09:00:00,13.0,33
None,16.0,11.7, 0.0, None,17.0,68.0,2022-08-13 10:00:00,10.0,33
None,18.9,11.7, 0.0, None,19.0,52.0,2022-08-13 11:00:00,8.0,33
None,20.3,11.7, 0.0, None,20.5,39.0,2022-08-13 12:00:00,6.0,33
None,21.0,11.7, 0.0, None,21.2,39.0,2022-08-13 13:00:00,7.0,33
None,22.4,11.7, 0.0, None,22.3,36.0,2022-08-13 14:00:00,7.0,33
None,22.6,11.7, 0.0, None,22.8,34.0,2022-08-13 15:00:00,6.0,33
None,22.5,11.7, 0.0, None,22.9,35.0,2022-08-13 16:00:00,6.0,33
None,22.1,11.7, 0.0, None,22.9,36.0,2022-08-13 17:00:00,6.0,33
None,22.0,11.7, 0.0, None,22.9,38.0,2022-08-13 18:00:00,7.0,33
None,20.4,20.2, 0.0, None,22.1,41.0,2022-08-13 19:00:00,7.0,33
None,17.0,17.0, 0.0, None,22.1,60.0,2022-08-13 20:00:00,9.0,33
None,14.8,14.8, 0.0, None,22.1,70.0,2022-08-13 21:00:00,9.0,33
None,13.1,13.0, 0.0, None,22.1,79.0,2022-08-13 22:00:00,9.0,33
None,11.6,11.6, 0.0, None,22.1,81.0,2022-08-13 23:00:00,8.0,33
None,8.7,8.7, 0.0, None,22.1,91.0,2022-08-14 02:00:00,7.0,33
None,7.8,7.8, 0.0, None,22.1,92.0,2022-08-14 03:00:00,7.0,33
None,7.3,7.2, 0.0, None,22.1,93.0,2022-08-14 04:00:00,6.0,33
None,6.6,6.6, 0.0, None,22.1,94.0,2022-08-14 05:00:00,5.0,33
None,6.2,6.1, 0.0, None,22.1,93.0,2022-08-14 06:00:00,5.0,33
None,6.2,6.0, 0.0, None,6.3,92.0,2022-08-14 07:00:00,5.0,33
None,7.7,6.0, 0.0, None,7.7,86.0,2022-08-14 08:00:00,6.0,33
None,11.9,6.0, 0.0, None,11.8,70.0,2022-08-14 09:00:00,6.0,33
None,15.5,6.0, 0.0, None,15.4,65.0,2022-08-14 10:00:00,9.0,33
None,22.7,6.0, 0.0, None,22.4,38.0,2022-08-14 12:00:00,7.0,33
None,25.5,6.0, 0.0, None,25.8,31.0,2022-08-14 15:00:00,6.0,33
