pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -0.282, 97.5,2022-04-02 00:00:00, 3.5, None, 0.0, -0.3, -0.3, 0.0, 0.0, 98.0, None, None, 46.0, 45.8,14
None, None, -0.74, 97.7,2022-04-02 01:00:00, 3.5, None, -1.0, -0.7, -0.8, 0.0, 0.0, 98.0, None, None, 46.0, 45.83,14
None, None, -0.812, 96.8,2022-04-02 02:00:00, 3.5, None, -1.0, -0.8, -1.0, 0.0, 0.0, 97.0, None, None, 46.0, 45.71,14
None, None, -1.101, 97.0,2022-04-02 03:00:00, 3.5, None, -1.0, -1.1, -1.1, None, None, 97.0, None, None, None, 45.76,14
None, None, -1.416, 96.1,2022-04-02 04:00:00, 3.5, None, -2.0, -1.4, -1.4, 0.0, 0.0, 96.0, None, None, 46.0, 45.67,14
None, None, -1.912, 96.5,2022-04-02 05:00:00, 3.5, None, -2.0, -1.9, -2.0, 0.3, 0.0, 97.0, None, None, 46.0, 45.76,14
None, None, -1.546, 95.0,2022-04-02 06:00:00, 3.5, None, -2.0, -1.5, -2.0, 0.0, 0.0, 95.0, None, None, 46.0, 45.73,14
None, None, -1.614, 94.7,2022-04-02 07:00:00, -1.3, None, -2.0, -1.6, -1.6, 0.0, 0.0, 95.0, None, None, 46.0, 45.71,14
None, None, -1.256, 91.6,2022-04-02 08:00:00, -1.1, None, -2.0, -1.3, -1.7, 0.0, 0.0, 92.0, None, None, 46.0, 45.59,14
None, None, 0.27, 75.51,2022-04-02 09:00:00, 0.3, None, -4.0, 0.3, -1.7, -0.2, 0.0, 76.0, None, None, 46.0, 45.72,14
None, None, 1.275, 69.3,2022-04-02 10:00:00, 1.3, None, -4.0, 1.3, -1.7, -0.1, 0.0, 69.0, None, None, 46.0, 45.68,14
None, None, 2.056, 65.08,2022-04-02 11:00:00, 2.0, None, -4.0, 2.1, -1.7, -0.2, 0.0, 65.0, None, None, 46.0, 45.66,14
