pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.0, 2.182, 69.73, 6.1, None, 24.85, 4.372, 127.5, -3.0, None, 2.2, 1.6, -3.0, 0.0, None, 0.0, 70.0,2022-04-02 00:00:00, None,14
0.0, 2.031, 70.91, 6.1, None, 21.61, 3.603, 118.2, -3.0, None, 2.0, 1.6, -3.0, 0.0, None, 0.0, 71.0,2022-04-02 01:00:00, None,14
0.0, 0.925, 75.92, 6.1, None, 26.34, 2.729, 153.4, -3.0, None, 0.9, 0.9, -3.0, 0.0, None, 0.0, 76.0,2022-04-02 02:00:00, None,14
0.0, 1.076, 75.87, 6.1, None, 28.66, 3.462, 134.8, -3.0, None, 1.1, 0.7, -3.0, 0.0, None, 0.0, 76.0,2022-04-02 03:00:00, None,14
0.0, 2.012, 68.1, 6.1, None, 16.68, 7.494, 119.2, -4.0, None, 2.0, 0.7, -4.0, 0.0, None, 0.0, 68.0,2022-04-02 04:00:00, None,14
0.0, 1.82, 70.06, 6.1, None, 20.04, 10.14, 108.5, -3.0, None, 1.8, 0.7, -3.0, 0.0, None, 0.0, 70.0,2022-04-02 05:00:00, None,14
0.0, 0.957, 77.58, 6.1, None, 39.5, 8.18, 95.9, -2.0, None, 1.0, 0.7, -2.0, 0.0, None, 0.0, 78.0,2022-04-02 06:00:00, None,14
0.0, 1.295, 71.39, 1.5, None, 26.22, 8.54, 114.1, -4.0, None, 1.3, 0.8, -4.0, 0.0, None, 0.0, 71.0,2022-04-02 07:00:00, None,14
0.0, 1.256, 71.88, 1.5, None, 21.8, 9.38, 112.9, -3.0, None, 1.3, 0.8, -3.0, 0.0, None, 0.0, 72.0,2022-04-02 08:00:00, None,14
0.0, 3.172, 62.03, 3.4, None, 29.62, 9.19, 112.5, -3.0, None, 3.2, 0.8, -3.0, 0.0, None, 0.0, 62.0,2022-04-02 09:00:00, None,14
0.0, 3.762, 55.15, 3.6, None, 66.32, 5.548, 344.2, -5.0, None, 3.8, 0.8, -5.0, 0.0, None, 0.0, 55.0,2022-04-02 10:00:00, None,14
0.0, 4.547, 46.61, 4.7, None, 39.51, 10.38, 288.4, -6.0, None, 4.5, 0.8, -6.0, 0.0, None, 0.0, 47.0,2022-04-02 11:00:00, None,14
0.0, 4.519, 41.88, 5.0, None, 47.79, 9.69, 286.4, -7.0, None, 4.5, 0.8, -7.0, 0.0, None, 0.0, 42.0,2022-04-02 12:00:00, None,14
0.0, 4.785, 41.87, 5.1, None, 54.66, 8.77, 297.1, -7.0, None, 4.8, 0.8, -7.0, 0.0, None, 0.0, 42.0,2022-04-02 13:00:00, None,14
0.0, 4.923, 42.3, 5.1, None, 34.83, 10.36, 291.8, -6.0, None, 4.9, 0.8, -6.0, 0.0, None, 0.0, 42.0,2022-04-02 14:00:00, None,14
0.0, 5.852, 40.15, 6.6, None, 54.56, 9.13, 300.7, -6.0, None, 5.9, 0.8, -6.0, 0.0, None, 0.0, 40.0,2022-04-02 15:00:00, None,14
0.0, 5.933, 40.63, 6.6, None, 71.33, 6.744, 92.3, -6.0, None, 5.9, 0.8, -6.0, 0.0, None, 0.0, 41.0,2022-04-02 16:00:00, None,14
0.0, 4.753, 49.35, 6.7, None, 59.54, 8.18, 85.0, -5.0, None, 4.8, 0.8, -5.0, 0.0, None, 0.0, 49.0,2022-04-02 17:00:00, None,14
0.0, 3.884, 53.51, 6.7, None, 53.42, 7.221, 95.5, -5.0, None, 3.9, 0.8, -5.0, 0.0, None, 0.0, 54.0,2022-04-02 18:00:00, None,14
0.0, 3.244, 57.0, 3.9, None, 40.09, 6.712, 97.2, -4.0, None, 3.2, 3.4, -4.0, 0.0, None, 0.0, 57.0,2022-04-02 19:00:00, None,14
