station_observations
TempC, SolarRadiationWm, RH, Wetness, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-3.183, 0.6, 88.2, 5.88, 0.0, 950.95, 0.0, 0.0, 2019-01-01 00:00:00, 127.8, -4.9
-3.183, 0.6, 89.8, 5.88, 0.0, 951.05, 0.0, 0.0, 2019-01-01 01:00:00, 132.0, -4.6
-3.33, 0.6, 89.9, 11.76, 0.0, 951.25, 0.0, 0.0, 2019-01-01 02:00:00, 132.0, -4.8
-3.006, 0.6, 90.6, 14.12, 0.0, 951.15, 0.0, 0.0, 2019-01-01 03:00:00, 132.0, -4.3
-2.742, 0.6, 89.9, 15.29, 0.0, 950.65, 0.0, 0.0, 2019-01-01 04:00:00, 133.4, -4.2
-2.771, 0.6, 90.2, 17.65, 0.0, 950.05, 0.0, 0.0, 2019-01-01 05:00:00, 136.2, -4.2
-2.712, 0.6, 91.4, 20.0, 0.0, 950.05, 0.0, 0.0, 2019-01-01 06:00:00, 119.3, -3.9
-2.508, 0.6, 90.4, 21.18, 0.0, 950.25, 0.0, 0.0, 2019-01-01 07:00:00, 130.6, -3.9
-2.537, 0.6, 92.1, 20.59, 0.0, 949.85, 0.0, 0.0, 2019-01-01 08:00:00, 126.4, -3.6
-2.189, 1.9, 90.3, 21.76, 0.0, 949.35, 0.0, 0.0, 2019-01-01 09:00:00, 136.2, -3.6
-2.073, 11.9, 89.2, 22.35, 0.0, 949.55, 0.0, 0.0, 2019-01-01 10:00:00, 126.4, -3.6
-1.356, 23.1, 88.0, 25.88, 0.0, 949.15, 0.0, 0.0, 2019-01-01 11:00:00, 115.1, -3.1
-1.356, 16.9, 87.2, 30.0, 0.0, 949.05, 0.0, 0.0, 2019-01-01 12:00:00, 119.3, -3.2
-0.873, 21.9, 87.8, 37.65, 0.0, 947.95, 0.0, 0.0, 2019-01-01 13:00:00, 117.9, -2.6
-0.591, 9.4, 86.7, 67.06, 0.0, 947.15, 0.0, 0.0, 2019-01-01 14:00:00, 130.6, -2.5
-0.479, 4.4, 87.0, 53.53, 0.0, 946.55, 0.0, 0.0, 2019-01-01 15:00:00, 129.2, -2.4
-0.591, 0.6, 88.2, 54.12, 0.0, 945.65, 0.0, 0.0, 2019-01-01 16:00:00, 116.5, -2.3
-0.423, 0.6, 87.8, 33.53, 0.0, 945.45, 0.0, 0.0, 2019-01-01 17:00:00, 110.9, -2.2
-0.199, 0.6, 87.3, 21.18, 0.0, 944.55, 0.0, 0.0, 2019-01-01 18:00:00, 110.9, -2.1
0.163, 0.6, 86.3, 12.94, 0.0, 943.75, 0.0, 0.0, 2019-01-01 19:00:00, 124.9, -1.9
0.522, 0.6, 85.3, 8.24, 0.0, 942.75, 0.0, 0.0, 2019-01-01 20:00:00, 129.2, -1.7
0.495, 0.6, 84.4, 5.88, 0.0, 941.85, 0.0, 0.0, 2019-01-01 21:00:00, 136.2, -1.8
0.412, 0.6, 84.3, 5.88, 0.0, 941.05, 0.0, 0.0, 2019-01-01 22:00:00, 140.4, -1.9
0.495, 0.6, 84.5, 5.88, 0.0, 939.85, 0.0, 0.0, 2019-01-01 23:00:00, 127.8, -1.8
0.66, 0.6, 83.7, 5.88, 0.0, 938.95, 0.0, 1.86, 2019-01-02 00:00:00, 130.6, -1.8
0.77, 0.6, 83.2, 5.29, 1.11, 937.85, 0.0, 4.64, 2019-01-02 01:00:00, 140.4, -1.8
1.044, 0.6, 82.2, 5.29, 1.11, 937.55, 0.0, 4.08, 2019-01-02 02:00:00, 143.2, -1.7
1.126, 0.6, 82.0, 5.29, 1.3, 937.75, 0.0, 3.53, 2019-01-02 03:00:00, 144.6, -1.6
1.262, 0.6, 81.6, 5.29, 1.11, 937.45, 0.0, 3.9, 2019-01-02 04:00:00, 146.0, -1.5
1.425, 0.6, 81.8, 5.29, 1.11, 937.05, 0.0, 4.08, 2019-01-02 05:00:00, 146.0, -1.3
1.534, 0.6, 81.2, 5.29, 0.93, 936.65, 0.2, 4.08, 2019-01-02 06:00:00, 144.6, -1.3
1.153, 0.6, 81.9, 9.41, 1.11, 936.95, 0.0, 4.27, 2019-01-02 07:00:00, 147.4, -1.6
1.262, 0.6, 84.8, 5.88, 0.93, 936.45, 0.0, 5.01, 2019-01-02 08:00:00, 143.2, -1.0
1.507, 4.4, 84.7, 5.88, 1.3, 935.75, 0.0, 4.08, 2019-01-02 09:00:00, 143.2, -0.8
1.859, 16.9, 85.4, 5.88, 1.3, 935.05, 0.0, 4.08, 2019-01-02 10:00:00, 144.6, -0.3
2.021, 8.1, 84.8, 5.88, 1.11, 935.25, 0.0, 3.71, 2019-01-02 11:00:00, 146.0, -0.3
2.343, 40.6, 84.2, 5.29, 0.93, 934.85, 0.4, 3.34, 2019-01-02 12:00:00, 146.0, 0.0
1.615, 13.1, 84.9, 100.0, 1.11, 934.25, 0.4, 3.34, 2019-01-02 13:00:00, 143.2, -0.6
1.044, 9.4, 92.2, 100.0, 0.93, 933.55, 0.4, 4.08, 2019-01-02 14:00:00, 139.0, -0.1
0.88, 3.1, 93.5, 100.0, 0.93, 933.35, 0.2, 3.53, 2019-01-02 15:00:00, 144.6, -0.1
0.989, 0.6, 94.1, 100.0, 0.74, 932.95, 0.0, 2.97, 2019-01-02 16:00:00, 144.6, 0.1
1.017, 0.6, 94.2, 100.0, 0.74, 933.05, 0.4, 2.78, 2019-01-02 17:00:00, 148.8, 0.2
1.153, 0.6, 94.5, 100.0, 0.56, 933.15, 0.0, 2.6, 2019-01-02 18:00:00, 150.2, 0.4
1.262, 0.6, 94.5, 100.0, 0.56, 932.95, 0.2, 2.23, 2019-01-02 19:00:00, 143.2, 0.5
1.262, 0.6, 94.4, 100.0, 0.74, 933.25, 0.2, 2.23, 2019-01-02 20:00:00, 147.4, 0.5
1.099, 0.6, 94.8, 100.0, 0.37, 933.45, 0.0, 1.86, 2019-01-02 21:00:00, 117.9, 0.4
1.153, 0.6, 94.9, 100.0, 0.37, 933.25, 0.2, 1.48, 2019-01-02 22:00:00, 154.4, 0.4
1.126, 0.6, 95.0, 100.0, 0.37, 933.25, 0.2, 1.86, 2019-01-02 23:00:00, 139.0, 0.4
0.88, 0.6, 95.3, 100.0, 0.19, 933.25, 0.2, 1.48, 2019-01-03 00:00:00, 71.6, 0.2
0.687, 0.6, 95.6, 100.0, 0.0, 932.95, 0.0, 0.93, 2019-01-03 01:00:00, 59.0, 0.1
0.301, 0.6, 95.9, 100.0, 0.0, 932.75, 0.0, 0.19, 2019-01-03 02:00:00, 53.3, -0.3
0.024, 0.6, 96.1, 100.0, 0.0, 932.85, 0.0, 0.0, 2019-01-03 03:00:00, 53.3, -0.5
-0.032, 0.6, 96.2, 100.0, 0.0, 932.65, 0.0, 0.0, 2019-01-03 04:00:00, 53.3, -0.6
0.024, 0.6, 96.4, 100.0, 0.0, 932.05, 0.0, 0.19, 2019-01-03 05:00:00, 53.3, -0.5
-0.004, 0.6, 96.4, 100.0, 0.0, 931.55, 0.0, 0.37, 2019-01-03 06:00:00, 53.3, -0.5
0.024, 0.6, 96.4, 100.0, 0.0, 931.05, 0.0, 0.56, 2019-01-03 07:00:00, 53.3, -0.5
-0.004, 0.6, 96.5, 100.0, 0.0, 930.85, 0.0, 0.0, 2019-01-03 08:00:00, 53.3, -0.5
0.079, 0.6, 96.5, 100.0, 0.0, 930.15, 0.0, 0.56, 2019-01-03 09:00:00, 36.5, -0.4
0.163, 5.6, 96.6, 100.0, 0.0, 930.15, 0.0, 0.74, 2019-01-03 10:00:00, 322.9, -0.3
0.218, 9.4, 96.7, 100.0, 0.0, 929.95, 0.0, 1.11, 2019-01-03 11:00:00, 310.3, -0.2
0.329, 19.4, 96.7, 100.0, 0.19, 929.25, 0.0, 1.3, 2019-01-03 12:00:00, 329.9, -0.1
0.384, 10.6, 96.7, 100.0, 0.0, 928.95, 0.0, 0.56, 2019-01-03 13:00:00, 336.9, -0.1
0.273, 21.9, 96.7, 100.0, 0.0, 928.65, 0.0, 0.0, 2019-01-03 14:00:00, 336.9, -0.2
0.273, 5.6, 96.7, 100.0, 0.0, 928.55, 0.0, 0.0, 2019-01-03 15:00:00, 336.9, -0.2
0.135, 0.6, 96.8, 100.0, 0.0, 928.55, 0.0, 0.0, 2019-01-03 16:00:00, 336.9, -0.3
0.051, 0.6, 96.7, 100.0, 0.0, 929.05, 0.0, 0.0, 2019-01-03 17:00:00, 336.9, -0.4
0.051, 0.6, 96.8, 100.0, 0.0, 929.05, 0.0, 0.56, 2019-01-03 18:00:00, 341.2, -0.4
-0.06, 0.6, 96.8, 100.0, 0.0, 929.05, 0.0, 0.56, 2019-01-03 19:00:00, 335.5, -0.5
-0.283, 0.6, 96.8, 100.0, 0.0, 929.25, 0.0, 0.19, 2019-01-03 20:00:00, 336.9, -0.7
-0.395, 0.6, 96.9, 100.0, 0.0, 928.75, 0.0, 0.19, 2019-01-03 21:00:00, 352.4, -0.8
-0.76, 0.6, 96.8, 100.0, 0.0, 928.55, 0.0, 0.0, 2019-01-03 22:00:00, 314.5, -1.2
-1.1, 0.6, 96.7, 100.0, 0.0, 928.65, 0.0, 0.0, 2019-01-03 23:00:00, 306.1, -1.6
-1.1, 0.6, 96.6, 100.0, 0.0, 928.25, 0.0, 0.0, 2019-01-04 00:00:00, 317.3, -1.6
-1.213, 0.6, 96.5, 100.0, 0.0, 927.85, 0.0, 0.0, 2019-01-04 01:00:00, 317.3, -1.7
-1.327, 0.6, 96.6, 100.0, 0.0, 927.75, 0.0, 0.0, 2019-01-04 02:00:00, 328.5, -1.8
-1.299, 0.6, 96.4, 100.0, 0.0, 927.65, 0.0, 0.0, 2019-01-04 03:00:00, 335.5, -1.8
-1.498, 0.6, 96.4, 100.0, 0.0, 927.75, 0.0, 0.0, 2019-01-04 04:00:00, 315.9, -2.0
-1.958, 0.6, 96.3, 100.0, 0.0, 928.15, 0.0, 0.0, 2019-01-04 05:00:00, 313.1, -2.5
-2.16, 0.6, 95.9, 100.0, 0.0, 928.55, 0.0, 0.0, 2019-01-04 06:00:00, 299.0, -2.7
-2.189, 0.6, 95.8, 100.0, 0.0, 928.95, 0.0, 0.0, 2019-01-04 07:00:00, 307.5, -2.8
-2.421, 0.6, 95.5, 100.0, 0.0, 929.85, 0.0, 0.0, 2019-01-04 08:00:00, 278.0, -3.0
-2.421, 1.9, 95.4, 100.0, 0.0, 930.55, 0.0, 0.0, 2019-01-04 09:00:00, 315.9, -3.1
-2.537, 5.6, 95.4, 100.0, 0.0, 930.95, 0.0, 0.0, 2019-01-04 10:00:00, 321.5, -3.2
-2.45, 11.9, 95.3, 100.0, 0.0, 931.05, 0.0, 0.0, 2019-01-04 11:00:00, 351.0, -3.1
-2.479, 13.1, 95.1, 100.0, 0.0, 931.35, 0.0, 0.0, 2019-01-04 12:00:00, 315.9, -3.2
-2.305, 6.9, 95.2, 100.0, 0.0, 931.55, 0.0, 0.0, 2019-01-04 13:00:00, 304.7, -3.0
-2.421, 11.9, 95.0, 100.0, 0.0, 931.45, 0.0, 0.0, 2019-01-04 14:00:00, 341.2, -3.1
-2.508, 3.1, 94.8, 100.0, 0.0, 932.05, 0.0, 0.0, 2019-01-04 15:00:00, 304.7, -3.2
-2.596, 0.6, 95.1, 100.0, 0.0, 932.45, 0.0, 0.0, 2019-01-04 16:00:00, 320.1, -3.3
-2.537, 0.6, 95.2, 100.0, 0.0, 932.95, 0.0, 0.0, 2019-01-04 17:00:00, 321.5, -3.2
-2.45, 0.6, 95.5, 100.0, 0.0, 933.25, 0.0, 0.0, 2019-01-04 18:00:00, 321.5, -3.1
-2.479, 0.6, 95.6, 100.0, 0.0, 933.55, 0.0, 0.0, 2019-01-04 19:00:00, 321.5, -3.1
-2.566, 0.6, 95.5, 100.0, 0.0, 933.85, 0.0, 0.0, 2019-01-04 20:00:00, 321.5, -3.2
-2.566, 0.6, 95.5, 100.0, 0.0, 934.05, 0.0, 0.0, 2019-01-04 21:00:00, 321.5, -3.2
-2.566, 0.6, 95.6, 100.0, 0.0, 934.25, 0.0, 0.0, 2019-01-04 22:00:00, 322.9, -3.2
-2.654, 0.6, 95.7, 100.0, 0.0, 934.65, 0.0, 0.0, 2019-01-04 23:00:00, 322.9, -3.3
