WDIR_VECT,time,week_of_year
18.7,2019-11-05 00:00:00,45
22.4,2019-11-05 01:00:00,45
24.7,2019-11-05 02:00:00,45
57.6,2019-11-05 03:00:00,45
60.3,2019-11-05 04:00:00,45
254.4,2019-11-05 17:00:00,45
312.3,2019-11-05 18:00:00,45
7.2,2019-11-05 19:00:00,45
22.1,2019-11-05 20:00:00,45
22.0,2019-11-05 21:00:00,45
22.0,2019-11-05 22:00:00,45
20.3,2019-11-05 23:00:00,45
17.3,2019-11-06 00:00:00,45
8.4,2019-11-06 01:00:00,45
81.3,2019-11-06 09:00:00,45
111.4,2019-11-06 10:00:00,45
164.4,2019-11-06 11:00:00,45
235.1,2019-11-06 12:00:00,45
253.0,2019-11-06 13:00:00,45
257.7,2019-11-06 14:00:00,45
251.0,2019-11-06 15:00:00,45
241.2,2019-11-06 16:00:00,45
272.0,2019-11-06 17:00:00,45
52.7,2019-11-06 18:00:00,45
22.3,2019-11-06 19:00:00,45
70.9,2019-11-06 20:00:00,45
48.3,2019-11-06 21:00:00,45
339.4,2019-11-06 22:00:00,45
89.1,2019-11-08 10:00:00,45
102.1,2019-11-08 11:00:00,45
93.0,2019-11-08 12:00:00,45
156.6,2019-11-08 13:00:00,45
97.9,2019-11-08 14:00:00,45
81.3,2019-11-08 15:00:00,45
72.0,2019-11-08 16:00:00,45
69.0,2019-11-08 17:00:00,45
43.6,2019-11-08 18:00:00,45
22.5,2019-11-08 19:00:00,45
63.4,2019-11-08 20:00:00,45
285.3,2019-11-08 21:00:00,45
247.3,2019-11-08 22:00:00,45
64.6,2019-11-08 23:00:00,45
314.8,2019-11-09 00:00:00,45
20.7,2019-11-09 01:00:00,45
96.6,2019-11-09 12:00:00,45
94.0,2019-11-09 13:00:00,45
100.9,2019-11-09 14:00:00,45
102.3,2019-11-09 15:00:00,45
94.1,2019-11-09 16:00:00,45
99.2,2019-11-09 17:00:00,45
87.0,2019-11-09 18:00:00,45
96.4,2019-11-09 19:00:00,45
86.2,2019-11-09 20:00:00,45
85.4,2019-11-09 21:00:00,45
89.6,2019-11-09 22:00:00,45
7.5,2019-11-09 23:00:00,45
355.0,2019-11-10 00:00:00,45
154.3,2019-11-10 11:00:00,45
213.4,2019-11-10 12:00:00,45
233.3,2019-11-10 13:00:00,45
241.5,2019-11-10 14:00:00,45
272.9,2019-11-10 15:00:00,45
259.9,2019-11-10 16:00:00,45
257.0,2019-11-10 17:00:00,45
26.9,2019-11-10 18:00:00,45
41.6,2019-11-10 19:00:00,45
33.6,2019-11-10 20:00:00,45
25.6,2019-11-10 21:00:00,45
28.0,2019-11-10 22:00:00,45
15.0,2019-11-10 23:00:00,45
340.6,2019-11-11 00:00:00,45
22.0,2019-11-11 01:00:00,45
84.8,2019-11-11 10:00:00,45
215.1,2019-11-11 11:00:00,45
215.9,2019-11-11 12:00:00,45
226.1,2019-11-11 13:00:00,45
249.5,2019-11-11 14:00:00,45
146.2,2019-11-11 15:00:00,45
97.4,2019-11-11 16:00:00,45
296.8,2019-11-11 17:00:00,45
47.9,2019-11-11 18:00:00,45
94.6,2019-11-11 19:00:00,45
301.4,2019-11-11 20:00:00,45
285.9,2019-11-11 21:00:00,45
344.6,2019-11-11 22:00:00,45
20.4,2019-11-11 23:00:00,45
