SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
0.0,6.8, 0.0,0.0,4.6, -0.012,2019-12-03 00:00:00,298.0,100.0,49
None,6.8, None,0.0,4.9, None,2019-12-03 00:15:00,273.0,100.0,49
None,6.9, None,0.0,5.7, None,2019-12-03 00:30:00,295.0,100.0,49
None,7.0, None,0.0,6.0, None,2019-12-03 00:45:00,297.0,100.0,49
0.0,6.9, 1.0,0.0,5.4, -0.006,2019-12-03 01:00:00,303.0,100.0,49
None,7.0, None,0.0,4.6, None,2019-12-03 01:15:00,353.0,100.0,49
None,7.0, None,0.0,5.5, None,2019-12-03 01:30:00,274.0,100.0,49
None,7.0, None,0.0,4.8, None,2019-12-03 01:45:00,267.0,100.0,49
0.0,7.1, -1.0,0.0,4.7, -0.006,2019-12-03 02:00:00,279.0,100.0,49
None,7.1, None,0.0,5.9, None,2019-12-03 02:15:00,275.0,100.0,49
None,7.3, None,0.0,7.8, None,2019-12-03 02:30:00,264.0,100.0,49
None,7.3, None,0.0,6.9, None,2019-12-03 02:45:00,257.0,100.0,49
0.0,7.2, 0.0,0.0,7.7, -0.005,2019-12-03 03:00:00,273.0,99.0,49
None,7.2, None,0.0,7.6, None,2019-12-03 03:15:00,244.0,99.0,49
None,7.0, None,0.0,5.5, None,2019-12-03 03:30:00,304.0,99.0,49
None,7.0, None,0.0,7.1, None,2019-12-03 03:45:00,256.0,100.0,49
0.0,7.0, 0.0,0.0,5.5, -0.004,2019-12-03 04:00:00,268.0,100.0,49
None,7.1, None,0.0,7.2, None,2019-12-03 04:15:00,279.0,99.0,49
None,7.1, None,0.0,6.5, None,2019-12-03 04:30:00,307.0,99.0,49
None,7.0, None,0.0,6.3, None,2019-12-03 04:45:00,311.0,99.0,49
0.0,7.2, 0.0,0.0,6.1, -0.004,2019-12-03 05:00:00,281.0,99.0,49
None,7.4, None,0.0,6.8, None,2019-12-03 05:15:00,254.0,98.0,49
None,7.5, None,0.0,6.8, None,2019-12-03 05:30:00,243.0,98.0,49
None,7.5, None,0.0,8.1, None,2019-12-03 05:45:00,236.0,98.0,49
0.0,7.4, 0.0,0.0,7.8, -0.003,2019-12-03 06:00:00,275.0,99.0,49
None,7.4, None,0.0,6.7, None,2019-12-03 06:15:00,260.0,99.0,49
None,7.4, None,0.0,7.9, None,2019-12-03 06:30:00,266.0,98.0,49
None,7.4, None,0.0,7.3, None,2019-12-03 06:45:00,282.0,98.0,49
0.0,7.3, 0.0,0.0,7.9, -0.005,2019-12-03 07:00:00,285.0,98.0,49
None,7.2, None,0.0,6.7, None,2019-12-03 07:15:00,266.0,99.0,49
None,7.3, None,0.0,9.7, None,2019-12-03 07:30:00,261.0,99.0,49
