WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, 18.5,2.293,0.0,59.29,2018-07-09 00:00:00, 60.6,18.8,28
None, 18.8,1.637,0.0,67.0,2018-07-09 01:00:00, 59.3,17.29,28
None, 17.3,1.82,0.0,71.8,2018-07-09 02:00:00, 67.0,16.28,28
None, 16.3,2.672,0.0,80.7,2018-07-09 03:00:00, 71.8,14.79,28
None, 14.8,1.6,0.0,84.9,2018-07-09 04:00:00, 80.7,14.12,28
None, 14.1,1.826,0.0,84.9,2018-07-09 05:00:00, 84.9,14.13,28
None, 14.1,1.96,0.0,82.7,2018-07-09 06:00:00, 84.9,14.41,28
None, 14.4,1.619,0.0,78.5,2018-07-09 07:00:00, 82.7,15.18,28
None, 15.2,1.137,0.0,73.3,2018-07-09 08:00:00, 78.5,16.33,28
None, 16.3,1.882,0.0,70.5,2018-07-09 09:00:00, 73.3,16.93,28
None, 16.9,2.076,0.0,65.42,2018-07-09 10:00:00, 70.5,18.29,28
None, 18.3,2.655,0.0,61.69,2018-07-09 11:00:00, 65.4,19.07,28
None, 19.1,3.417,0.0,60.33,2018-07-09 12:00:00, 61.7,19.11,28
None, 19.1,3.435,0.0,61.13,2018-07-09 13:00:00, 60.3,18.78,28
None, 18.8,3.511,0.0,61.47,2018-07-09 14:00:00, 61.1,19.23,28
None, 19.2,4.322,0.0,69.0,2018-07-09 15:00:00, 61.5,18.41,28
None, 18.4,3.312,0.0,74.7,2018-07-09 16:00:00, 69.0,18.02,28
None, 18.0,3.24,0.0,71.9,2018-07-09 17:00:00, 74.7,17.43,28
None, 17.4,3.621,0.0,67.63,2018-07-09 18:00:00, 71.9,17.0,28
None, 17.0,3.856,0.0,60.51,2018-07-09 19:00:00, 67.6,17.1,28
None, 17.1,3.628,0.0,59.95,2018-07-09 20:00:00, 60.5,16.97,28
None, 17.0,3.975,0.0,63.06,2018-07-09 21:00:00, 60.0,16.51,28
None, 16.5,3.752,0.0,66.43,2018-07-09 22:00:00, 63.1,15.94,28
None, 15.9,3.622,0.0,67.82,2018-07-09 23:00:00, 66.4,15.57,28
None, 15.6,3.089,0.0,69.1,2018-07-10 00:00:00, 67.8,15.41,28
None, 15.4,3.991,0.0,73.9,2018-07-10 01:00:00, 69.1,14.81,28
None, 14.8,2.089,0.0,73.1,2018-07-10 02:00:00, 73.9,14.91,28
None, 14.9,2.9,0.0,75.2,2018-07-10 03:00:00, 73.1,14.79,28
None, 14.8,3.502,0.0,79.3,2018-07-10 04:00:00, 75.2,14.46,28
None, 14.5,3.163,0.0,81.5,2018-07-10 05:00:00, 79.3,14.32,28
None, 14.3,3.13,0.0,80.6,2018-07-10 06:00:00, 81.5,14.28,28
None, 14.3,2.873,0.0,78.6,2018-07-10 07:00:00, 80.6,14.56,28
None, 14.6,3.388,0.0,70.8,2018-07-10 08:00:00, 78.6,16.13,28
