wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
346.0, 50.0, 4.6,0.0, -7.8,9.3, 1.5,0.3, 30.0, 0.0, 0.0,47.0,2020-04-01 00:00:00, 0.0,14
51.0, 46.0, 8.2,0.0, -9.2,4.3, 1.1,-0.8, 358.0, 0.0, 0.0,52.0,2020-04-01 01:00:00, 0.0,14
342.0, 47.0, 9.3,0.0, -9.7,5.9, 0.3,-0.7, 346.0, 0.0, 0.0,50.0,2020-04-01 02:00:00, 0.0,14
353.0, 52.0, 4.3,0.0, -9.4,6.2, -0.8,-0.9, 51.0, 0.0, 0.0,49.0,2020-04-01 03:00:00, 0.0,14
342.0, 50.0, 5.9,0.0, -9.8,10.4, -0.7,-1.1, 342.0, 0.0, 0.0,45.0,2020-04-01 04:00:00, 0.0,14
352.0, 49.0, 6.2,0.0, -10.3,8.4, -0.9,-1.8, 353.0, 0.0, 0.0,46.0,2020-04-01 05:00:00, 0.0,14
356.0, 45.0, 10.4,0.0, -11.5,4.8, -1.1,-2.1, 342.0, 0.0, 0.0,45.0,2020-04-01 06:00:00, 0.0,14
317.0, 46.0, 8.4,0.0, -11.9,8.9, -1.8,-1.0, 352.0, 0.0, 0.0,45.0,2020-04-01 07:00:00, 0.0,14
297.0, 45.0, 4.8,0.0, -12.4,11.0, -2.1,0.5, 356.0, 0.0, 0.0,41.0,2020-04-01 08:00:00, 0.0,14
328.0, 45.0, 8.9,0.0, -11.4,12.0, -1.0,1.1, 317.0, 0.0, 0.0,40.0,2020-04-01 09:00:00, 0.0,14
290.0, 41.0, 11.0,0.0, -11.2,10.8, 0.5,2.0, 297.0, 0.0, 0.0,35.0,2020-04-01 10:00:00, 0.0,14
289.0, 40.0, 12.0,0.0, -11.0,9.9, 1.1,3.6, 328.0, 0.0, 0.0,34.0,2020-04-01 11:00:00, 0.0,14
296.0, 35.0, 10.8,0.0, -11.9,9.7, 2.0,4.8, 290.0, 0.0, 0.0,29.0,2020-04-01 12:00:00, 0.0,14
300.0, 34.0, 9.9,0.0, -10.8,9.7, 3.6,5.5, 289.0, 0.0, 0.0,28.0,2020-04-01 13:00:00, 0.0,14
310.0, 29.0, 9.7,0.0, -11.7,11.8, 4.8,4.9, 296.0, 0.0, 0.0,30.0,2020-04-01 14:00:00, 0.0,14
294.0, 28.0, 9.7,0.0, -11.6,10.6, 5.5,5.3, 300.0, 0.0, 0.0,29.0,2020-04-01 15:00:00, 0.0,14
294.0, 30.0, 11.8,0.0, -11.2,11.5, 4.9,4.7, 310.0, 0.0, 0.0,28.0,2020-04-01 16:00:00, 0.0,14
338.0, 29.0, 10.6,0.0, -11.3,8.5, 5.3,2.8, 294.0, 0.0, 0.0,29.0,2020-04-01 17:00:00, 0.0,14
