station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, min_air_temp_snc_last_reset, time, dwpt_temp
1.3, 1.328, 91.9, 2.4, 92.0, -2.1, 2021-01-04 13:00:00, 0.0
1.9, 1.867, 92.1, 2.4, 92.0, -2.1, 2021-01-04 14:00:00, 1.0
1.2, 1.156, 94.3, 2.4, 94.0, -2.1, 2021-01-04 15:00:00, 0.0
2.0, 2.041, 85.7, 2.4, 86.0, -2.1, 2021-01-04 16:00:00, 0.0
2.0, 1.962, 77.03, 2.6, 77.0, -2.1, 2021-01-04 17:00:00, -2.0
2.0, 1.99, 71.71, 2.6, 72.0, -2.1, 2021-01-04 18:00:00, -3.0
1.6, 1.57, 74.02, 2.1, 74.0, 1.6, 2021-01-04 19:00:00, -2.0
0.4, 0.428, 81.2, 2.1, 81.0, 0.4, 2021-01-04 20:00:00, -3.0
0.5, 0.498, 82.0, 2.1, 82.0, -0.3, 2021-01-04 21:00:00, -2.0
-0.7, -0.689, 90.6, 2.1, 91.0, -0.7, 2021-01-04 22:00:00, -2.0
-1.6, -1.588, 93.9, 2.1, 94.0, -1.6, 2021-01-04 23:00:00, -2.0
-2.3, -2.311, 92.2, 2.1, 92.0, -2.3, 2021-01-05 00:00:00, -3.0
-2.4, -2.441, 87.4, 2.1, 87.0, -2.7, 2021-01-05 01:00:00, -4.0
-2.8, -2.793, 91.3, 2.1, 91.0, -2.8, 2021-01-05 02:00:00, -4.0
-2.8, -2.828, 89.0, 2.1, 89.0, -2.9, 2021-01-05 03:00:00, -4.0
-3.2, -3.211, 90.2, 2.1, 90.0, -3.3, 2021-01-05 04:00:00, -5.0
-2.8, -2.772, 94.1, 2.1, 94.0, -3.4, 2021-01-05 05:00:00, -3.0
-1.7, -1.698, 84.4, 2.1, 84.0, -3.4, 2021-01-05 06:00:00, -4.0
-1.1, -1.106, 73.13, -0.4, 73.0, -1.9, 2021-01-05 07:00:00, -5.0
-1.7, -1.678, 82.0, -0.4, 82.0, -2.0, 2021-01-05 08:00:00, -4.0
-0.1, -0.123, 70.54, -0.1, 71.0, -2.0, 2021-01-05 09:00:00, -4.0
1.0, 0.965, 61.44, 1.1, 61.0, -2.0, 2021-01-05 10:00:00, -5.0
1.9, 1.936, 56.48, 1.9, 56.0, -2.0, 2021-01-05 11:00:00, -6.0
2.4, 2.439, 55.82, 2.5, 56.0, -2.0, 2021-01-05 12:00:00, -5.0
2.5, 2.537, 55.71, 2.5, 56.0, -2.0, 2021-01-05 13:00:00, -6.0
2.8, 2.769, 58.0, 3.0, 58.0, -2.0, 2021-01-05 14:00:00, -4.0
1.6, 1.624, 67.03, 3.0, 67.0, -2.0, 2021-01-05 15:00:00, -4.0
2.0, 2.017, 63.76, 3.0, 64.0, -2.0, 2021-01-05 16:00:00, -4.0
1.6, 1.613, 67.12, 3.0, 67.0, -2.0, 2021-01-05 17:00:00, -4.0
1.9, 1.875, 67.41, 3.0, 67.0, -2.0, 2021-01-05 18:00:00, -4.0
0.6, 0.63, 86.6, 1.9, 87.0, 0.7, 2021-01-05 19:00:00, -2.0
1.1, 1.082, 82.0, 1.9, 82.0, 0.5, 2021-01-05 20:00:00, -2.0
1.4, 1.409, 78.77, 1.9, 79.0, 0.5, 2021-01-05 21:00:00, -2.0
1.5, 1.47, 79.48, 1.9, 79.0, 0.5, 2021-01-05 22:00:00, -2.0
1.9, 1.851, 77.12, 2.0, 77.0, 0.5, 2021-01-05 23:00:00, -2.0
1.8, 1.793, 81.6, 2.0, 82.0, 0.5, 2021-01-06 00:00:00, -1.0
2.0, 2.03, 83.4, 2.2, 83.0, 0.5, 2021-01-06 01:00:00, 0.0
2.1, 2.073, 83.0, 2.3, 83.0, 0.5, 2021-01-06 02:00:00, -1.0
2.1, 2.061, 83.8, 2.4, 84.0, 0.5, 2021-01-06 03:00:00, 0.0
1.0, 0.955, 92.2, 2.4, 92.0, 0.5, 2021-01-06 04:00:00, 0.0
0.5, 0.458, 93.6, 2.4, 94.0, 0.5, 2021-01-06 05:00:00, 0.0
0.0, 0.044, 95.4, 2.4, 95.0, -0.1, 2021-01-06 06:00:00, -1.0
0.3, 0.342, 92.4, 0.8, 92.0, -0.3, 2021-01-06 07:00:00, 0.0
-0.1, -0.095, 96.2, 0.8, 96.0, -0.3, 2021-01-06 08:00:00, -1.0
-0.2, -0.222, 95.4, 0.8, 95.0, -0.4, 2021-01-06 09:00:00, -1.0
0.9, 0.907, 88.4, 1.4, 88.0, -0.4, 2021-01-06 10:00:00, -1.0
0.4, 0.448, 94.7, 1.4, 95.0, -0.4, 2021-01-06 11:00:00, 0.0
0.7, 0.704, 90.4, 1.4, 90.0, -0.4, 2021-01-06 12:00:00, -1.0
1.7, 1.714, 75.95, 1.8, 76.0, -0.4, 2021-01-06 13:00:00, -2.0
1.9, 1.945, 71.58, 2.0, 72.0, -0.4, 2021-01-06 14:00:00, -3.0
3.2, 3.155, 55.99, 3.3, 56.0, -0.4, 2021-01-06 15:00:00, -5.0
-0.1, -0.104, 84.6, 3.3, 85.0, -0.9, 2021-01-06 16:00:00, -2.0
-1.0, -1.022, 90.9, 3.3, 91.0, -1.0, 2021-01-06 17:00:00, -2.0
-1.1, -1.144, 90.0, 3.3, 90.0, -1.9, 2021-01-06 18:00:00, -2.0
-2.4, -2.447, 92.6, -0.8, 93.0, -2.5, 2021-01-06 19:00:00, -3.0
-2.6, -2.61, 92.1, -0.8, 92.0, -2.8, 2021-01-06 20:00:00, -4.0
-2.8, -2.843, 93.3, -0.8, 93.0, -3.3, 2021-01-06 21:00:00, -4.0
-3.1, -3.085, 93.5, -0.8, 94.0, -3.3, 2021-01-06 22:00:00, -4.0
-2.9, -2.852, 93.5, -0.8, 94.0, -3.3, 2021-01-06 23:00:00, -4.0
-2.6, -2.591, 94.9, -0.8, 95.0, -3.3, 2021-01-07 00:00:00, -3.0
-3.5, -3.511, 94.6, -0.8, 95.0, -4.0, 2021-01-07 01:00:00, -4.0
-4.4, -4.377, 94.7, -0.8, 95.0, -4.7, 2021-01-07 02:00:00, -5.0
-4.7, -4.734, 94.6, -0.8, 95.0, -5.2, 2021-01-07 03:00:00, -5.0
-5.4, -5.376, 94.6, -0.8, 95.0, -5.5, 2021-01-07 04:00:00, -6.0
-5.7, -5.693, 95.1, -0.8, 95.0, -6.1, 2021-01-07 05:00:00, -6.0
-6.7, -6.697, 94.2, -0.8, 94.0, -6.7, 2021-01-07 06:00:00, -7.0
-7.1, -7.117, 93.5, -6.3, 94.0, -7.1, 2021-01-07 07:00:00, -8.0
-6.3, -6.26, 94.1, -6.1, 94.0, -7.2, 2021-01-07 08:00:00, -7.0
-5.4, -5.364, 94.6, -5.0, 95.0, -7.2, 2021-01-07 09:00:00, -6.0
-4.2, -4.206, 95.0, -4.2, 95.0, -7.2, 2021-01-07 10:00:00, -5.0
-3.8, -3.82, 94.8, -3.9, 95.0, -7.2, 2021-01-07 11:00:00, -5.0
-3.5, -3.534, 92.2, -3.3, 92.0, -7.2, 2021-01-07 12:00:00, -4.0
-2.4, -2.426, 86.8, -2.3, 87.0, -7.2, 2021-01-07 13:00:00, -4.0
-2.2, -2.221, 84.9, -1.9, 85.0, -7.2, 2021-01-07 14:00:00, -4.0
-2.1, -2.067, 82.3, -1.7, 82.0, -7.2, 2021-01-07 15:00:00, -4.0
-2.9, -2.932, 85.6, -1.7, 86.0, -7.2, 2021-01-07 16:00:00, -5.0
-3.8, -3.835, 90.3, -1.7, 90.0, -7.2, 2021-01-07 17:00:00, -5.0
-4.3, -4.27, 91.9, -1.7, 92.0, -7.2, 2021-01-07 18:00:00, -5.0
-5.1, -5.103, 93.3, -4.3, 93.0, -5.2, 2021-01-07 19:00:00, -6.0
-5.9, -5.852, 93.6, -4.3, 94.0, -5.9, 2021-01-07 20:00:00, -7.0
-5.6, -5.63, 94.5, -4.3, 95.0, -6.1, 2021-01-07 21:00:00, -6.0
-6.5, -6.479, 94.1, -4.3, 94.0, -6.5, 2021-01-07 22:00:00, -7.0
-6.1, -6.145, 94.7, -4.3, 95.0, -6.7, 2021-01-07 23:00:00, -7.0
-6.1, -6.11, 94.2, -4.3, 94.0, -6.7, 2021-01-08 00:00:00, -7.0
-6.6, -6.633, 93.9, -4.3, 94.0, -7.2, 2021-01-08 01:00:00, -7.0
-6.9, -6.883, 94.2, -4.3, 94.0, -7.4, 2021-01-08 02:00:00, -7.0
-7.3, -7.292, 93.9, -4.3, 94.0, -7.6, 2021-01-08 03:00:00, -8.0
-6.9, -6.93, 94.1, -4.3, 94.0, -7.6, 2021-01-08 04:00:00, -8.0
-7.0, -6.968, 94.2, -4.3, 94.0, -7.6, 2021-01-08 05:00:00, -7.0
-6.1, -6.058, 94.3, -4.3, 94.0, -7.6, 2021-01-08 06:00:00, -7.0
-5.7, -5.689, 94.0, -5.3, 94.0, -6.4, 2021-01-08 07:00:00, -6.0
-5.3, -5.289, 94.6, -4.9, 95.0, -6.4, 2021-01-08 08:00:00, -6.0
-4.5, -4.456, 94.5, -3.9, 95.0, -6.4, 2021-01-08 09:00:00, -5.0
-3.2, -3.187, 95.7, -3.2, 96.0, -6.4, 2021-01-08 10:00:00, -4.0
-2.9, -2.937, 94.8, -2.5, 95.0, -6.4, 2021-01-08 11:00:00, -4.0
-2.6, -2.583, 95.9, -2.5, 96.0, -6.4, 2021-01-08 12:00:00, -3.0
-1.3, -1.28, 95.7, -1.3, 96.0, -6.4, 2021-01-08 13:00:00, -2.0
-0.7, -0.703, 94.5, -0.4, 95.0, -6.4, 2021-01-08 14:00:00, -1.0
-0.5, -0.456, 94.6, -0.4, 95.0, -6.4, 2021-01-08 15:00:00, -1.0
-0.7, -0.733, 95.5, 0.0, 96.0, -6.4, 2021-01-08 16:00:00, -1.0
-1.2, -1.249, 95.8, 0.0, 96.0, -6.4, 2021-01-08 17:00:00, -2.0
-1.8, -1.834, 96.7, 0.0, 97.0, -6.4, 2021-01-08 18:00:00, -2.0
-1.6, -1.608, 97.3, -1.4, 97.0, -2.0, 2021-01-08 19:00:00, -2.0
-2.2, -2.246, 97.1, -1.4, 97.0, -2.4, 2021-01-08 20:00:00, -3.0
-2.6, -2.58, 97.2, -1.4, 97.0, -3.2, 2021-01-08 21:00:00, -3.0
-3.3, -3.291, 96.7, -1.4, 97.0, -3.5, 2021-01-08 22:00:00, -4.0
-4.2, -4.155, 96.2, -1.4, 96.0, -4.1, 2021-01-08 23:00:00, -4.0
-4.1, -4.127, 96.1, -1.4, 96.0, -4.5, 2021-01-09 00:00:00, -5.0
-4.9, -4.869, 95.4, -1.4, 95.0, -4.9, 2021-01-09 01:00:00, -5.0
-5.0, -5.027, 95.6, -1.4, 96.0, -5.7, 2021-01-09 02:00:00, -6.0
-5.7, -5.693, 94.9, -1.4, 95.0, -6.0, 2021-01-09 03:00:00, -6.0
-6.7, -6.748, 94.1, -1.4, 94.0, -6.9, 2021-01-09 04:00:00, -7.0
-7.7, -7.681, 92.9, -1.4, 93.0, -7.5, 2021-01-09 05:00:00, -8.0
-7.3, -7.339, 93.2, -1.4, 93.0, -7.7, 2021-01-09 06:00:00, -8.0
-7.7, -7.676, 93.1, -6.9, 93.0, -7.7, 2021-01-09 07:00:00, -8.0
-7.4, -7.359, 93.1, -6.9, 93.0, -7.8, 2021-01-09 08:00:00, -8.0
-6.4, -6.415, 94.0, -6.4, 94.0, -7.8, 2021-01-09 09:00:00, -7.0
-6.1, -6.074, 94.4, -5.8, 94.0, -7.8, 2021-01-09 10:00:00, -7.0
-5.8, -5.781, 94.5, -5.6, 95.0, -7.8, 2021-01-09 11:00:00, -6.0
-5.8, -5.835, 94.5, -5.6, 95.0, -7.8, 2021-01-09 12:00:00, -6.0
-5.6, -5.639, 94.7, -5.6, 95.0, -7.8, 2021-01-09 13:00:00, -6.0
-5.3, -5.276, 94.9, -5.2, 95.0, -7.8, 2021-01-09 14:00:00, -6.0
-5.2, -5.193, 94.8, -4.9, 95.0, -7.8, 2021-01-09 15:00:00, -6.0
-5.8, -5.821, 94.4, -4.9, 94.0, -7.8, 2021-01-09 16:00:00, -7.0
-6.9, -6.927, 93.6, -4.9, 94.0, -7.8, 2021-01-09 17:00:00, -8.0
-6.5, -6.455, 93.9, -4.9, 94.0, -7.8, 2021-01-09 18:00:00, -7.0
-6.1, -6.082, 94.4, -5.8, 94.0, -6.6, 2021-01-09 19:00:00, -7.0
-5.3, -5.305, 95.1, -5.3, 95.0, -6.6, 2021-01-09 20:00:00, -6.0
-5.1, -5.071, 94.8, -4.7, 95.0, -6.6, 2021-01-09 21:00:00, -6.0
-4.7, -4.71, 94.7, -4.4, 95.0, -6.6, 2021-01-09 22:00:00, -5.0
-4.7, -4.658, 95.0, -4.4, 95.0, -6.6, 2021-01-09 23:00:00, -5.0
-4.0, -4.016, 95.3, -3.9, 95.0, -6.6, 2021-01-10 00:00:00, -5.0
-3.8, -3.79, 94.6, -3.7, 95.0, -6.6, 2021-01-10 01:00:00, -4.0
-3.8, -3.81, 94.5, -3.5, 95.0, -6.6, 2021-01-10 02:00:00, -5.0
-3.6, -3.616, 95.4, -3.5, 95.0, -6.6, 2021-01-10 03:00:00, -4.0
-3.8, -3.754, 94.3, -3.1, 94.0, -6.6, 2021-01-10 04:00:00, -5.0
-3.6, -3.568, 95.4, -3.1, 95.0, -6.6, 2021-01-10 05:00:00, -4.0
-3.2, -3.225, 93.6, -3.0, 94.0, -6.6, 2021-01-10 06:00:00, -4.0
-3.0, -2.974, 93.6, -2.9, 94.0, -3.4, 2021-01-10 07:00:00, -4.0
-3.3, -3.274, 93.7, -2.9, 94.0, -3.4, 2021-01-10 08:00:00, -4.0
-2.7, -2.654, 94.3, -2.5, 94.0, -3.5, 2021-01-10 09:00:00, -3.0
-1.6, -1.627, 90.6, -1.7, 91.0, -3.5, 2021-01-10 10:00:00, -3.0
0.0, -0.007, 82.5, 0.0, 83.0, -3.5, 2021-01-10 11:00:00, -2.0
0.6, 0.55, 82.6, 0.7, 83.0, -3.5, 2021-01-10 12:00:00, -2.0
1.5, 1.532, 81.8, 1.7, 82.0, -3.5, 2021-01-10 13:00:00, -1.0
1.2, 1.204, 91.2, 1.7, 91.0, -3.5, 2021-01-10 14:00:00, 0.0
1.8, 1.848, 87.4, 2.1, 87.0, -3.5, 2021-01-10 15:00:00, 0.0
1.4, 1.379, 88.0, 2.3, 88.0, -3.5, 2021-01-10 16:00:00, 0.0
0.5, 0.454, 93.2, 2.3, 93.0, -3.5, 2021-01-10 17:00:00, 0.0
0.3, 0.261, 95.4, 2.3, 95.0, -3.5, 2021-01-10 18:00:00, 0.0
-0.1, -0.056, 96.1, 0.5, 96.0, -0.2, 2021-01-10 19:00:00, -1.0
1.7, 1.709, 81.5, 1.5, 82.0, -0.2, 2021-01-10 20:00:00, -1.0
2.7, 2.701, 70.19, 2.8, 70.0, -0.2, 2021-01-10 21:00:00, -2.0
1.2, 1.157, 79.38, 2.8, 79.0, -0.2, 2021-01-10 22:00:00, -2.0
0.6, 0.59, 81.5, 2.8, 82.0, -0.2, 2021-01-10 23:00:00, -2.0
0.2, 0.198, 80.7, 2.8, 81.0, -0.2, 2021-01-11 00:00:00, -3.0
1.3, 1.273, 74.57, 2.8, 75.0, -0.2, 2021-01-11 01:00:00, -3.0
0.9, 0.867, 78.18, 2.8, 78.0, -0.2, 2021-01-11 02:00:00, -2.0
1.6, 1.606, 72.99, 2.8, 73.0, -0.2, 2021-01-11 03:00:00, -3.0
2.6, 2.563, 68.3, 2.8, 68.0, -0.2, 2021-01-11 04:00:00, -3.0
2.9, 2.929, 66.03, 2.9, 66.0, -0.2, 2021-01-11 05:00:00, -3.0
3.1, 3.074, 64.4, 3.1, 64.0, -0.2, 2021-01-11 06:00:00, -3.0
3.0, 3.024, 62.93, 3.2, 63.0, 2.7, 2021-01-11 07:00:00, -3.0
3.2, 3.186, 65.13, 3.3, 65.0, 2.7, 2021-01-11 08:00:00, -2.0
2.6, 2.61, 72.11, 3.4, 72.0, 2.6, 2021-01-11 09:00:00, -2.0
2.2, 2.248, 81.6, 3.4, 82.0, 2.0, 2021-01-11 10:00:00, -1.0
3.7, 3.669, 70.02, 3.7, 70.0, 1.7, 2021-01-11 11:00:00, -1.0
3.5, 3.536, 71.5, 4.0, 72.0, 1.7, 2021-01-11 12:00:00, -1.0
3.4, 3.378, 72.98, 4.0, 73.0, 1.7, 2021-01-11 13:00:00, -1.0
4.1, 4.075, 70.26, 4.2, 70.0, 1.7, 2021-01-11 14:00:00, -1.0
2.1, 2.059, 82.2, 4.2, 82.0, 1.7, 2021-01-11 15:00:00, -1.0
2.2, 2.241, 80.6, 4.2, 81.0, 1.7, 2021-01-11 16:00:00, -1.0
0.7, 0.701, 89.2, 4.2, 89.0, 0.8, 2021-01-11 17:00:00, -1.0
0.2, 0.214, 92.1, 4.2, 92.0, 0.2, 2021-01-11 18:00:00, -1.0
0.5, 0.509, 89.5, 1.5, 90.0, 0.2, 2021-01-11 19:00:00, -1.0
1.4, 1.444, 84.2, 1.5, 84.0, 0.2, 2021-01-11 20:00:00, -1.0
0.6, 0.626, 89.0, 1.5, 89.0, 0.2, 2021-01-11 21:00:00, -1.0
0.1, 0.053, 94.0, 1.5, 94.0, 0.1, 2021-01-11 22:00:00, -1.0
-0.2, -0.199, 95.8, 1.5, 96.0, -0.2, 2021-01-11 23:00:00, -1.0
-0.3, -0.261, 96.8, 1.5, 97.0, -0.4, 2021-01-12 00:00:00, -1.0
-0.2, -0.248, 96.9, 1.5, 97.0, -0.4, 2021-01-12 01:00:00, -1.0
0.1, 0.064, 96.6, 1.5, 97.0, -0.4, 2021-01-12 02:00:00, 0.0
0.5, 0.46, 92.7, 1.5, 93.0, -0.4, 2021-01-12 03:00:00, -1.0
0.5, 0.483, 93.4, 1.5, 93.0, -0.4, 2021-01-12 04:00:00, -1.0
0.4, 0.366, 94.9, 1.5, 95.0, -0.4, 2021-01-12 05:00:00, 0.0
0.8, 0.833, 93.2, 1.5, 93.0, -0.4, 2021-01-12 06:00:00, 0.0
0.6, 0.55, 94.3, 1.1, 94.0, 0.4, 2021-01-12 07:00:00, 0.0
0.5, 0.516, 94.2, 1.1, 94.0, 0.3, 2021-01-12 08:00:00, 0.0
0.5, 0.489, 96.2, 1.1, 96.0, 0.3, 2021-01-12 09:00:00, 0.0
1.2, 1.238, 97.1, 1.3, 97.0, 0.3, 2021-01-12 10:00:00, 1.0
1.1, 1.134, 96.4, 1.8, 96.0, 0.3, 2021-01-12 11:00:00, 1.0
2.2, 2.195, 96.7, 3.5, 97.0, 0.3, 2021-01-12 12:00:00, 2.0
2.8, 2.772, 97.8, 3.5, 98.0, 0.3, 2021-01-12 13:00:00, 3.0
2.7, 2.692, 97.0, 3.8, 97.0, 0.3, 2021-01-12 14:00:00, 2.0
3.8, 3.764, 93.3, 4.2, 93.0, 0.3, 2021-01-12 15:00:00, 3.0
3.0, 2.981, 90.3, 5.2, 90.0, 0.3, 2021-01-12 16:00:00, 1.0
1.3, 1.298, 93.0, 5.2, 93.0, 0.3, 2021-01-12 17:00:00, 0.0
4.1, 4.114, 80.8, 5.2, 81.0, 0.3, 2021-01-12 18:00:00, 1.0
1.3, 1.312, 94.1, 4.1, 94.0, 1.2, 2021-01-12 19:00:00, 1.0
4.4, 4.419, 81.6, 5.8, 82.0, 1.0, 2021-01-12 20:00:00, 2.0
