station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -4.807, 94.8, None, None, None, 0.0, 30.73, 0.0, 132.7, -5.0, 0.0, -4.8, -5.6, None, None, 133.0, -4.7, None, None, 95.0, None, 2021-01-02 16:00:00, None, None
None, -4.842, 94.8, None, None, None, 0.0, 37.83, 0.0, 135.7, -5.0, 0.0, -4.8, -5.6, None, None, 136.0, -4.7, None, None, 95.0, None, 2021-01-02 17:00:00, None, None
None, -4.897, 94.7, None, None, None, 0.0, 41.06, 0.0, 132.4, -5.0, 0.0, -4.9, -5.6, None, None, 132.0, -4.7, None, None, 95.0, None, 2021-01-02 18:00:00, None, None
None, -4.656, 94.9, None, None, None, 0.0, 39.01, 0.0, 130.2, -5.0, 0.0, -4.7, -4.9, None, None, 130.0, -4.6, None, None, 95.0, None, 2021-01-02 19:00:00, None, None
None, -4.65, 94.9, None, None, None, 0.0, 35.32, 0.0, 127.8, -5.0, 0.0, -4.7, -4.9, None, None, 128.0, -4.5, None, None, 95.0, None, 2021-01-02 20:00:00, None, None
None, -4.605, 95.0, None, None, None, 0.0, 57.79, 0.0, 134.5, -5.0, 0.0, -4.6, -4.9, None, None, 135.0, -4.5, None, None, 95.0, None, 2021-01-02 21:00:00, None, None
None, -4.337, 95.2, None, None, None, 0.0, 31.67, 0.0, 127.7, -5.0, 0.0, -4.3, -4.9, None, None, 128.0, -4.3, None, None, 95.0, None, 2021-01-02 22:00:00, None, None
None, -4.254, 95.3, None, None, None, 0.0, 30.92, 0.0, 127.8, -5.0, 0.0, -4.3, -4.9, None, None, 128.0, -4.2, None, None, 95.0, None, 2021-01-02 23:00:00, None, None
None, -4.242, 95.3, None, None, None, 0.0, 15.95, 0.0, 126.6, -5.0, 0.0, -4.2, -4.9, None, None, 127.0, -4.2, None, None, 95.0, None, 2021-01-03 00:00:00, None, None
None, -4.218, 95.3, None, None, None, 0.0, 16.69, 0.0, 129.3, -5.0, 0.0, -4.2, -4.9, None, None, 129.0, -4.1, None, None, 95.0, None, 2021-01-03 01:00:00, None, None
None, -4.336, 95.2, None, None, None, 0.0, 55.27, 0.0, 140.6, -5.0, 0.0, -4.3, -4.9, None, None, 141.0, -4.1, None, None, 95.0, None, 2021-01-03 02:00:00, None, None
None, -4.385, 95.2, None, None, None, 0.0, 57.75, 0.0, 134.8, -5.0, 0.0, -4.4, -4.9, None, None, 135.0, -4.1, None, None, 95.0, None, 2021-01-03 03:00:00, None, None
None, -4.313, 95.3, None, None, None, 0.0, 61.12, 0.0, 140.4, -5.0, 0.0, -4.3, -4.9, None, None, 140.0, -4.1, None, None, 95.0, None, 2021-01-03 04:00:00, None, None
None, -4.443, 95.1, None, None, None, 0.0, 7.599, 0.0, 131.3, -5.0, 0.0, -4.4, -4.9, None, None, 131.0, -4.1, None, None, 95.0, None, 2021-01-03 05:00:00, None, None
None, -6.293, 93.3, None, None, None, 0.0, 17.97, 0.0, 174.2, -7.0, 0.0, -6.3, -6.3, None, None, 174.0, -4.1, None, None, 93.0, None, 2021-01-03 06:00:00, None, None
None, -7.01, 92.8, None, None, None, 0.0, 5.172, 0.0, 189.2, -8.0, 0.0, -7.0, -7.1, None, None, 189.0, -6.2, None, None, 93.0, None, 2021-01-03 07:00:00, None, None
None, -7.16, 92.8, None, None, None, 0.0, 14.62, 0.0, 180.1, -8.0, 0.0, -7.2, -7.2, None, None, 180.0, -6.2, None, None, 93.0, None, 2021-01-03 08:00:00, None, None
None, -6.852, 92.7, None, None, None, 0.0, 18.18, 0.0, 173.3, -8.0, 0.0, -6.9, -7.4, None, None, 173.0, -6.2, None, None, 93.0, None, 2021-01-03 09:00:00, None, None
None, -6.394, 92.5, None, None, None, 0.0, 0.0, 0.0, 144.6, -7.0, 0.0, -6.4, -7.4, None, None, 145.0, -6.2, None, None, 93.0, None, 2021-01-03 10:00:00, None, None
None, -5.257, 93.8, None, None, None, 0.0, 0.04, 0.0, 144.6, -6.0, 0.0, -5.3, -7.4, None, None, 145.0, -5.3, None, None, 94.0, None, 2021-01-03 11:00:00, None, None
None, -5.151, 94.1, None, None, None, 0.0, 0.04, 0.0, 144.6, -6.0, 0.0, -5.2, -7.4, None, None, 145.0, -4.9, None, None, 94.0, None, 2021-01-03 12:00:00, None, None
None, -6.05, 93.4, None, None, None, 0.0, 0.048, 0.0, 144.6, -7.0, 0.0, -6.1, -7.4, None, None, 145.0, -4.9, None, None, 93.0, None, 2021-01-03 13:00:00, None, None
None, -6.83, 92.8, None, None, None, 0.0, 0.034, 0.0, 144.6, -8.0, 0.0, -6.8, -7.4, None, None, 145.0, -4.9, None, None, 93.0, None, 2021-01-03 14:00:00, None, None
None, -7.149, 92.5, None, None, None, 0.0, 0.063, 0.0, 144.5, -8.0, 0.0, -7.1, -7.4, None, None, 145.0, -4.9, None, None, 93.0, None, 2021-01-03 15:00:00, None, None
None, -7.538, 92.3, None, None, None, 0.0, 0.0, 0.0, 144.5, -9.0, 0.0, -7.5, -7.6, None, None, 145.0, -4.9, None, None, 92.0, None, 2021-01-03 16:00:00, None, None
None, -7.559, 92.5, None, None, None, 0.0, 8.68, 0.0, 142.0, -8.0, 0.0, -7.6, -7.7, None, None, 142.0, -4.9, None, None, 93.0, None, 2021-01-03 17:00:00, None, None
None, -7.376, 92.6, None, None, None, 0.0, 0.0, 0.0, 142.1, -8.0, 0.0, -7.4, -7.7, None, None, 142.0, -4.9, None, None, 93.0, None, 2021-01-03 18:00:00, None, None
None, -7.26, 92.7, None, None, None, 0.0, 0.0, 0.0, 142.1, -8.0, 0.0, -7.3, -7.4, None, None, 142.0, -7.1, None, None, 93.0, None, 2021-01-03 19:00:00, None, None
None, -7.169, 92.8, None, None, None, 0.0, 0.0, 0.0, 142.0, -8.0, 0.0, -7.2, -7.4, None, None, 142.0, -7.1, None, None, 93.0, None, 2021-01-03 20:00:00, None, None
None, -7.076, 92.8, None, None, None, 0.0, 0.0, 0.0, 142.0, -8.0, 0.0, -7.1, -7.4, None, None, 142.0, -7.0, None, None, 93.0, None, 2021-01-03 21:00:00, None, None
None, -6.864, 93.0, None, None, None, 0.0, 0.0, 0.0, 141.9, -8.0, 0.0, -6.9, -7.4, None, None, 142.0, -6.8, None, None, 93.0, None, 2021-01-03 22:00:00, None, None
None, -6.713, 93.2, None, None, None, 0.0, 0.048, 0.0, 141.8, -7.0, 0.0, -6.7, -7.4, None, None, 142.0, -6.7, None, None, 93.0, None, 2021-01-03 23:00:00, None, None
None, -6.454, 93.4, None, None, None, 0.0, 0.0, 0.0, 141.8, -7.0, 0.0, -6.5, -7.4, None, None, 142.0, -6.5, None, None, 93.0, None, 2021-01-04 00:00:00, None, None
None, -6.392, 93.5, None, None, None, 0.0, 0.0, 0.0, 141.8, -7.0, 0.0, -6.4, -7.4, None, None, 142.0, -6.3, None, None, 94.0, None, 2021-01-04 01:00:00, None, None
None, -6.15, 93.6, None, None, None, 0.0, 0.02, 0.0, 141.8, -7.0, 0.0, -6.2, -7.4, None, None, 142.0, -6.1, None, None, 94.0, None, 2021-01-04 02:00:00, None, None
None, -6.221, 93.4, None, None, None, 0.0, 0.0, 0.0, 141.8, -7.0, 0.0, -6.2, -7.4, None, None, 142.0, -6.1, None, None, 93.0, None, 2021-01-04 03:00:00, None, None
None, -6.425, 93.3, None, None, None, 0.0, 0.048, 0.0, 141.8, -7.0, 0.0, -6.4, -7.4, None, None, 142.0, -6.1, None, None, 93.0, None, 2021-01-04 04:00:00, None, None
None, -6.272, 93.4, None, None, None, 0.0, 0.095, 0.0, 141.7, -7.0, 0.0, -6.3, -7.4, None, None, 142.0, -6.1, None, None, 93.0, None, 2021-01-04 05:00:00, None, None
None, -6.118, 94.0, None, None, None, 0.0, 0.0, 0.0, 141.6, -7.0, 0.0, -6.1, -7.4, None, None, 142.0, -6.1, None, None, 94.0, None, 2021-01-04 06:00:00, None, None
None, -5.788, 94.0, None, None, None, 0.0, 0.063, 0.0, 141.6, -7.0, 0.0, -5.8, -6.3, None, None, 142.0, -5.6, None, None, 94.0, None, 2021-01-04 07:00:00, None, None
None, -5.874, 94.0, None, None, None, 0.0, 11.48, 0.0, 155.8, -7.0, 0.0, -5.9, -6.3, None, None, 156.0, -5.6, None, None, 94.0, None, 2021-01-04 08:00:00, None, None
None, -5.299, 94.6, None, None, None, 0.0, 0.034, 0.0, 166.2, -6.0, 0.0, -5.3, -6.3, None, None, 166.0, -5.1, None, None, 95.0, None, 2021-01-04 09:00:00, None, None
None, -5.105, 94.6, None, None, None, 0.0, 0.11, 0.0, 166.3, -6.0, 0.0, -5.1, -6.3, None, None, 166.0, -5.0, None, None, 95.0, None, 2021-01-04 10:00:00, None, None
None, -5.095, 94.6, None, None, None, 40.9, 13.41, 4.362, 163.2, -6.0, 4.4, -5.1, -6.3, None, None, 163.0, -5.0, None, None, 95.0, None, 2021-01-04 11:00:00, None, None
None, -4.708, 94.8, None, None, None, 46.5, 10.48, 33.95, 132.4, -5.0, 34.0, -4.7, -6.3, None, None, 132.0, -4.6, None, None, 95.0, None, 2021-01-04 12:00:00, None, None
None, -4.455, 95.2, None, None, None, 48.3, 10.29, 35.45, 138.4, -5.0, 35.5, -4.5, -6.3, None, None, 138.0, -4.4, None, None, 95.0, None, 2021-01-04 13:00:00, None, None
None, -4.441, 95.1, None, None, None, 45.0, 14.55, 29.1, 142.2, -5.0, 29.1, -4.4, -6.3, None, None, 142.0, -4.3, None, None, 95.0, None, 2021-01-04 14:00:00, None, None
None, -4.359, 95.2, None, None, None, 40.4, 16.21, 26.62, 158.2, -5.0, 26.6, -4.4, -6.3, None, None, 158.0, -4.2, None, None, 95.0, None, 2021-01-04 15:00:00, None, None
None, -4.21, 95.3, None, None, None, 40.6, 15.76, 25.89, 165.8, -5.0, 25.9, -4.2, -6.3, None, None, 166.0, -4.2, None, None, 95.0, None, 2021-01-04 16:00:00, None, None
None, -3.989, 95.6, None, None, None, 37.0, 17.46, 23.68, 164.7, -5.0, 23.7, -4.0, -6.3, None, None, 165.0, -4.0, None, None, 96.0, None, 2021-01-04 17:00:00, None, None
None, -4.056, 95.6, None, None, None, 36.4, 15.26, 25.01, 178.6, -4.0, 25.0, -4.1, -6.3, None, None, 179.0, -4.0, None, None, 96.0, None, 2021-01-04 18:00:00, None, None
None, -4.14, 95.5, None, None, None, 31.1, 11.82, 23.07, 202.3, -5.0, 23.1, -4.1, -4.1, None, None, 202.0, -3.9, None, None, 96.0, None, 2021-01-04 19:00:00, None, None
None, -4.404, 95.2, None, None, None, 34.4, 6.928, 24.9, 218.6, -5.0, 24.9, -4.4, -4.4, None, None, 219.0, -3.9, None, None, 95.0, None, 2021-01-04 20:00:00, None, None
None, -6.121, 93.5, None, None, None, 55.3, 26.16, 29.73, 253.4, -7.0, 29.7, -6.1, -6.1, None, None, 253.0, -3.9, None, None, 94.0, None, 2021-01-04 21:00:00, None, None
None, -5.983, 94.0, None, None, None, 45.0, 15.01, 28.4, 274.0, -7.0, 28.4, -6.0, -6.6, None, None, 274.0, -3.9, None, None, 94.0, None, 2021-01-04 22:00:00, None, None
None, -5.741, 94.0, None, None, None, 41.2, 14.75, 22.97, 251.6, -6.0, 23.0, -5.7, -6.6, None, None, 252.0, -3.9, None, None, 94.0, None, 2021-01-04 23:00:00, None, None
None, -5.981, 93.9, None, None, None, 31.5, 12.49, 20.83, 244.8, -7.0, 20.8, -6.0, -6.6, None, None, 245.0, -3.9, None, None, 94.0, None, 2021-01-05 00:00:00, None, None
None, -6.339, 93.5, None, None, None, 26.8, 11.52, 17.81, 241.4, -7.0, 17.8, -6.3, -6.6, None, None, 241.0, -3.9, None, None, 94.0, None, 2021-01-05 01:00:00, None, None
None, -6.418, 93.4, None, None, None, 20.0, 8.95, 13.24, 230.9, -7.0, 13.2, -6.4, -6.6, None, None, 231.0, -3.9, None, None, 93.0, None, 2021-01-05 02:00:00, None, None
None, -6.457, 93.4, None, None, None, 16.6, 12.19, 11.42, 228.7, -7.0, 11.4, -6.5, -6.6, None, None, 229.0, -3.9, None, None, 93.0, None, 2021-01-05 03:00:00, None, None
None, -6.479, 93.5, None, None, None, 17.7, 12.98, 11.19, 243.6, -7.0, 11.2, -6.5, -6.7, None, None, 244.0, -3.9, None, None, 94.0, None, 2021-01-05 04:00:00, None, None
None, -6.772, 93.1, None, None, None, 14.0, 13.22, 9.37, 250.3, -8.0, 9.4, -6.8, -6.9, None, None, 250.0, -3.9, None, None, 93.0, None, 2021-01-05 05:00:00, None, None
None, -6.914, 93.1, None, None, None, 13.5, 13.36, 7.976, 242.2, -8.0, 8.0, -6.9, -7.0, None, None, 242.0, -3.9, None, None, 93.0, None, 2021-01-05 06:00:00, None, None
None, -7.26, 92.7, None, None, None, 10.1, 13.47, 5.881, 243.4, -8.0, 5.9, -7.3, -7.2, None, None, 243.0, -6.9, None, None, 93.0, None, 2021-01-05 07:00:00, None, None
None, -7.064, 92.9, None, None, None, 5.9, 12.36, 3.47, 225.4, -8.0, 3.5, -7.1, -7.4, None, None, 225.0, -6.9, None, None, 93.0, None, 2021-01-05 08:00:00, None, None
None, -6.699, 93.1, None, None, None, 3.2, 28.65, 0.477, 200.5, -8.0, 0.5, -6.7, -7.4, None, None, 201.0, -6.7, None, None, 93.0, None, 2021-01-05 09:00:00, None, None
None, -5.855, 94.1, None, None, None, 0.0, 26.27, 0.0, 180.9, -6.0, 0.0, -5.9, -7.4, None, None, 181.0, -5.3, None, None, 94.0, None, 2021-01-05 10:00:00, None, None
None, -6.067, 93.5, None, None, None, 0.0, 11.92, 0.0, 197.2, -7.0, 0.0, -6.1, -7.4, None, None, 197.0, -5.3, None, None, 94.0, None, 2021-01-05 11:00:00, None, None
None, -6.578, 92.9, None, None, None, 0.0, 12.41, 0.0, 198.9, -7.0, 0.0, -6.6, -7.4, None, None, 199.0, -5.3, None, None, 93.0, None, 2021-01-05 12:00:00, None, None
None, -6.812, 92.7, None, None, None, 0.0, 12.65, 0.0, 197.9, -8.0, 0.0, -6.8, -7.4, None, None, 198.0, -5.3, None, None, 93.0, None, 2021-01-05 13:00:00, None, None
None, -6.943, 92.9, None, None, None, 0.0, 13.27, 0.0, 195.3, -8.0, 0.0, -6.9, -7.4, None, None, 195.0, -5.3, None, None, 93.0, None, 2021-01-05 14:00:00, None, None
None, -7.532, 92.4, None, None, None, 0.4, 12.94, 0.003, 184.2, -8.0, 0.0, -7.5, -7.6, None, None, 184.0, -5.3, None, None, 92.0, None, 2021-01-05 15:00:00, None, None
None, -7.483, 92.5, None, None, None, 0.4, 14.83, 0.007, 199.4, -8.0, 0.0, -7.5, -7.7, None, None, 199.0, -5.3, None, None, 93.0, None, 2021-01-05 16:00:00, None, None
None, -7.446, 92.6, None, None, None, 0.5, 15.17, 0.02, 199.6, -8.0, 0.0, -7.4, -7.7, None, None, 200.0, -5.3, None, None, 93.0, None, 2021-01-05 17:00:00, None, None
None, -7.387, 92.6, None, None, None, 1.8, 13.82, 0.132, 186.3, -8.0, 0.1, -7.4, -7.7, None, None, 186.0, -5.3, None, None, 93.0, None, 2021-01-05 18:00:00, None, None
None, -7.746, 92.3, None, None, None, 0.6, 12.81, 0.048, 182.6, -9.0, 0.0, -7.7, -7.7, None, None, 183.0, -7.4, None, None, 92.0, None, 2021-01-05 19:00:00, None, None
None, -7.498, 92.5, None, None, None, 2.3, 16.17, 0.149, 184.7, -8.0, 0.1, -7.5, -7.9, None, None, 185.0, -7.4, None, None, 93.0, None, 2021-01-05 20:00:00, None, None
None, -7.286, 92.8, None, None, None, 2.5, 13.7, 0.333, 187.1, -8.0, 0.3, -7.3, -7.9, None, None, 187.0, -7.3, None, None, 93.0, None, 2021-01-05 21:00:00, None, None
None, -7.035, 92.9, None, None, None, 0.7, 13.17, 0.082, 187.7, -8.0, 0.1, -7.0, -7.9, None, None, 188.0, -7.0, None, None, 93.0, None, 2021-01-05 22:00:00, None, None
None, -6.969, 93.0, None, None, None, 0.6, 10.64, 0.029, 189.3, -8.0, 0.0, -7.0, -7.9, None, None, 189.0, -6.9, None, None, 93.0, None, 2021-01-05 23:00:00, None, None
None, -6.469, 93.4, None, None, None, 0.5, 10.26, 0.007, 194.3, -7.0, 0.0, -6.5, -7.9, None, None, 194.0, -6.4, None, None, 93.0, None, 2021-01-06 00:00:00, None, None
None, -5.779, 94.0, None, None, None, 0.4, 10.11, 0.007, 191.3, -7.0, 0.0, -5.8, -7.9, None, None, 191.0, -5.8, None, None, 94.0, None, 2021-01-06 01:00:00, None, None
None, -5.313, 94.3, None, None, None, 0.8, 13.56, 0.067, 189.4, -6.0, 0.1, -5.3, -7.9, None, None, 189.0, -5.3, None, None, 94.0, None, 2021-01-06 02:00:00, None, None
None, -4.887, 94.7, None, None, None, 0.7, 14.26, 0.084, 183.5, -5.0, 0.1, -4.9, -7.9, None, None, 184.0, -4.8, None, None, 95.0, None, 2021-01-06 03:00:00, None, None
None, -4.497, 95.2, None, None, None, 0.6, 15.08, 0.07, 192.3, -5.0, 0.1, -4.5, -7.9, None, None, 192.0, -4.5, None, None, 95.0, None, 2021-01-06 04:00:00, None, None
None, -4.498, 95.1, None, None, None, 0.8, 14.74, 0.069, 198.7, -5.0, 0.1, -4.5, -7.9, None, None, 199.0, -4.4, None, None, 95.0, None, 2021-01-06 05:00:00, None, None
None, -4.598, 95.0, None, None, None, 0.4, 15.01, 0.016, 195.8, -5.0, 0.0, -4.6, -7.9, None, None, 196.0, -4.4, None, None, 95.0, None, 2021-01-06 06:00:00, None, None
None, -4.864, 94.8, None, None, None, 0.5, 14.42, 0.02, 188.2, -5.0, 0.0, -4.9, -4.9, None, None, 188.0, -4.5, None, None, 95.0, None, 2021-01-06 07:00:00, None, None
None, -4.633, 95.0, None, None, None, 0.4, 14.33, 0.01, 194.7, -5.0, 0.0, -4.6, -4.9, None, None, 195.0, -4.5, None, None, 95.0, None, 2021-01-06 08:00:00, None, None
None, -4.649, 94.9, None, None, None, 0.3, 14.46, 0.006, 198.7, -5.0, 0.0, -4.6, -4.9, None, None, 199.0, -4.5, None, None, 95.0, None, 2021-01-06 09:00:00, None, None
