station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
None, 6.0, 6.02, 3.4, -3.8, 7.8, -6999.0, 2021-01-06 04:00:00, -6999.0
None, 5.6, 5.644, 3.4, -0.2, 7.8, -6999.0, 2021-01-06 05:00:00, -6999.0
None, 5.6, 5.606, 3.4, 0.3, 7.8, -6999.0, 2021-01-06 06:00:00, -6999.0
None, 5.6, 5.588, 5.6, 0.4, 6.0, -6999.0, 2021-01-06 07:00:00, -6999.0
None, 5.5, 5.498, 5.4, -0.2, 6.0, -6999.0, 2021-01-06 08:00:00, -6999.0
None, 5.9, 5.89, 5.4, 1.1, 6.0, -6999.0, 2021-01-06 09:00:00, -6999.0
None, 6.2, 6.167, 5.4, 1.1, 6.2, -6999.0, 2021-01-06 10:00:00, -6999.0
None, 7.8, 7.763, 5.4, 3.0, 7.9, -6999.0, 2021-01-06 11:00:00, -6999.0
None, 7.7, 7.667, 5.4, -1.2, 7.9, -6999.0, 2021-01-06 12:00:00, -6999.0
None, 8.3, 8.33, 5.4, 2.5, 8.5, -6999.0, 2021-01-06 13:00:00, -6999.0
None, 9.2, 9.17, 5.4, -0.2, 10.6, -6999.0, 2021-01-06 14:00:00, -6999.0
None, 9.4, 9.35, 5.4, -3.5, 10.6, -6999.0, 2021-01-06 15:00:00, -6999.0
None, 6.6, 6.59, 5.4, -3.6, 10.6, -6999.0, 2021-01-06 16:00:00, -6999.0
None, 5.5, 5.46, 5.4, 0.1, 10.6, -6999.0, 2021-01-06 17:00:00, -6999.0
None, 4.9, 4.869, 4.9, 0.2, 10.6, -6999.0, 2021-01-06 18:00:00, -6999.0
None, 4.8, 4.818, 4.8, -0.1, 5.0, -6999.0, 2021-01-06 19:00:00, -6999.0
None, 4.8, 4.777, 4.7, 0.0, 5.2, -6999.0, 2021-01-06 20:00:00, -6999.0
None, 4.3, 4.328, 4.1, -0.1, 5.2, -6999.0, 2021-01-06 21:00:00, -6999.0
None, 4.4, 4.393, 4.1, 0.2, 5.2, -6999.0, 2021-01-06 22:00:00, -6999.0
None, 4.6, 4.598, 4.1, -0.1, 5.2, -6999.0, 2021-01-06 23:00:00, -6999.0
None, 3.6, 3.633, 3.7, 0.0, 5.2, -6999.0, 2021-01-07 00:00:00, -6999.0
None, 3.7, 3.658, 3.3, 0.0, 5.2, -6999.0, 2021-01-07 01:00:00, -6999.0
None, 3.1, 3.132, 3.0, -0.3, 5.2, -6999.0, 2021-01-07 02:00:00, -6999.0
None, 3.1, 3.053, 2.9, 0.2, 5.2, -6999.0, 2021-01-07 03:00:00, -6999.0
None, 3.1, 3.065, 2.8, 0.3, 5.2, -6999.0, 2021-01-07 04:00:00, -6999.0
None, 3.6, 3.6, 2.8, 1.0, 5.2, -6999.0, 2021-01-07 05:00:00, -6999.0
None, 3.6, 3.637, 2.8, 0.0, 5.2, -6999.0, 2021-01-07 06:00:00, -6999.0
None, 3.1, 3.112, 3.0, -0.9, 3.7, -6999.0, 2021-01-07 07:00:00, -6999.0
None, 3.8, 3.823, 3.0, 1.0, 4.0, -6999.0, 2021-01-07 08:00:00, -6999.0
None, 3.8, 3.768, 3.0, 0.1, 4.0, -6999.0, 2021-01-07 09:00:00, -6999.0
None, 4.5, 4.504, 3.0, 0.5, 4.5, -6999.0, 2021-01-07 10:00:00, -6999.0
None, 4.8, 4.821, 3.0, 0.8, 4.9, -6999.0, 2021-01-07 11:00:00, -6999.0
None, 5.3, 5.283, 3.0, 0.5, 5.4, -6999.0, 2021-01-07 12:00:00, -6999.0
None, 5.8, 5.756, 3.0, -0.3, 5.9, -6999.0, 2021-01-07 13:00:00, -6999.0
None, 5.9, 5.921, 3.0, 0.7, 6.3, -6999.0, 2021-01-07 14:00:00, -6999.0
None, 6.2, 6.177, 3.0, -1.5, 6.5, -6999.0, 2021-01-07 15:00:00, -6999.0
None, 6.1, 6.076, 3.0, -1.2, 6.5, -6999.0, 2021-01-07 16:00:00, -6999.0
None, 5.5, 5.503, 3.0, -0.7, 6.5, -6999.0, 2021-01-07 17:00:00, -6999.0
None, 5.2, 5.162, 3.0, -0.2, 6.5, -6999.0, 2021-01-07 18:00:00, -6999.0
None, 5.1, 5.149, 5.1, 0.1, 5.4, -6999.0, 2021-01-07 19:00:00, -6999.0
None, 5.3, 5.323, 4.9, 0.1, 5.4, -6999.0, 2021-01-07 20:00:00, -6999.0
None, 4.6, 4.603, 4.5, 0.0, 5.7, -6999.0, 2021-01-07 21:00:00, -6999.0
None, 4.9, 4.871, 3.9, 0.2, 5.7, -6999.0, 2021-01-07 22:00:00, -6999.0
None, 5.1, 5.074, 3.9, 1.1, 5.7, -6999.0, 2021-01-07 23:00:00, -6999.0
None, 4.8, 4.764, 3.9, -1.0, 5.7, -6999.0, 2021-01-08 00:00:00, -6999.0
None, 4.6, 4.644, 3.9, 0.1, 5.7, -6999.0, 2021-01-08 01:00:00, -6999.0
None, 4.6, 4.55, 3.9, -0.3, 5.7, -6999.0, 2021-01-08 02:00:00, -6999.0
None, 4.7, 4.711, 3.9, 0.5, 5.7, -6999.0, 2021-01-08 03:00:00, -6999.0
None, 4.5, 4.453, 3.9, 0.0, 5.7, -6999.0, 2021-01-08 04:00:00, -6999.0
None, 4.6, 4.582, 3.9, 0.2, 5.7, -6999.0, 2021-01-08 05:00:00, -6999.0
None, 3.3, 3.334, 3.4, 0.5, 5.7, -6999.0, 2021-01-08 06:00:00, -6999.0
None, 3.2, 3.167, 3.1, 1.5, 3.4, -6999.0, 2021-01-08 07:00:00, -6999.0
None, 3.1, 3.1, 3.0, 2.0, 3.4, -6999.0, 2021-01-08 08:00:00, -6999.0
None, 2.8, 2.782, 2.8, 1.3, 3.4, -6999.0, 2021-01-08 09:00:00, -6999.0
None, 3.1, 3.06, 2.7, 1.3, 3.4, -6999.0, 2021-01-08 10:00:00, -6999.0
None, 3.4, 3.392, 2.7, 0.5, 3.4, -6999.0, 2021-01-08 11:00:00, -6999.0
None, 3.7, 3.733, 2.7, 0.2, 3.7, -6999.0, 2021-01-08 12:00:00, -6999.0
None, 3.8, 3.791, 2.7, 0.8, 3.9, -6999.0, 2021-01-08 13:00:00, -6999.0
None, 3.9, 3.94, 2.7, 0.9, 4.0, -6999.0, 2021-01-08 14:00:00, -6999.0
None, 4.6, 4.633, 2.7, 0.0, 4.5, -6999.0, 2021-01-08 15:00:00, -6999.0
None, 5.4, 5.413, 2.7, 0.9, 6.3, -6999.0, 2021-01-08 16:00:00, -6999.0
None, 3.8, 3.827, 2.7, -2.7, 6.3, -6999.0, 2021-01-08 17:00:00, -6999.0
None, 4.0, 4.032, 2.7, 0.6, 6.3, -6999.0, 2021-01-08 18:00:00, -6999.0
None, 4.1, 4.07, 4.0, 0.5, 4.2, -6999.0, 2021-01-08 19:00:00, -6999.0
None, 4.0, 4.02, 4.0, -0.8, 4.2, -6999.0, 2021-01-08 20:00:00, -6999.0
None, 4.1, 4.051, 4.0, -0.1, 4.2, -6999.0, 2021-01-08 21:00:00, -6999.0
None, 3.8, 3.79, 3.8, 0.0, 4.2, -6999.0, 2021-01-08 22:00:00, -6999.0
None, 2.8, 2.8, 2.8, -0.3, 4.2, -6999.0, 2021-01-08 23:00:00, -6999.0
None, 2.3, 2.271, 2.1, -0.1, 4.2, -6999.0, 2021-01-09 00:00:00, -6999.0
None, 1.9, 1.864, 1.8, -0.1, 4.2, -6999.0, 2021-01-09 01:00:00, -6999.0
None, 2.0, 1.967, 1.7, 0.5, 4.2, -6999.0, 2021-01-09 02:00:00, -6999.0
None, 1.8, 1.803, 1.6, -0.5, 4.2, -6999.0, 2021-01-09 03:00:00, -6999.0
None, 1.8, 1.81, 1.6, 0.0, 4.2, -6999.0, 2021-01-09 04:00:00, -6999.0
None, 1.4, 1.442, 1.3, 0.2, 4.2, -6999.0, 2021-01-09 05:00:00, -6999.0
None, 2.0, 1.95, 1.3, 0.5, 4.2, -6999.0, 2021-01-09 06:00:00, -6999.0
None, 2.4, 2.368, 1.8, 0.5, 2.5, -6999.0, 2021-01-09 07:00:00, -6999.0
None, 1.4, 1.376, 1.4, -1.1, 2.5, -6999.0, 2021-01-09 08:00:00, -6999.0
None, 1.6, 1.617, 1.0, 0.6, 2.5, -6999.0, 2021-01-09 09:00:00, -6999.0
None, 2.4, 2.402, 1.0, 0.6, 2.5, -6999.0, 2021-01-09 10:00:00, -6999.0
None, 3.0, 2.991, 1.0, 0.4, 3.0, -6999.0, 2021-01-09 11:00:00, -6999.0
None, 3.7, 3.676, 1.0, 1.1, 3.9, -6999.0, 2021-01-09 12:00:00, -6999.0
None, 4.1, 4.068, 1.0, 0.6, 4.4, -6999.0, 2021-01-09 13:00:00, -6999.0
None, 4.6, 4.631, 1.0, 1.6, 4.9, -6999.0, 2021-01-09 14:00:00, -6999.0
None, 4.6, 4.639, 1.0, -0.5, 4.9, -6999.0, 2021-01-09 15:00:00, -6999.0
None, 4.4, 4.398, 1.0, -2.3, 4.9, -6999.0, 2021-01-09 16:00:00, -6999.0
None, 4.3, 4.305, 1.0, 0.3, 4.9, -6999.0, 2021-01-09 17:00:00, -6999.0
None, 4.5, 4.46, 1.0, 0.6, 4.9, -6999.0, 2021-01-09 18:00:00, -6999.0
None, 3.4, 3.359, 3.3, -1.7, 4.5, -6999.0, 2021-01-09 19:00:00, -6999.0
None, 2.8, 2.805, 2.6, 0.1, 4.5, -6999.0, 2021-01-09 20:00:00, -6999.0
None, 3.1, 3.098, 2.6, -0.2, 4.5, -6999.0, 2021-01-09 21:00:00, -6999.0
None, 2.8, 2.783, 2.6, 0.5, 4.5, -6999.0, 2021-01-09 22:00:00, -6999.0
None, 3.0, 3.04, 2.6, -0.2, 4.5, -6999.0, 2021-01-09 23:00:00, -6999.0
None, 3.3, 3.332, 2.6, 0.9, 4.5, -6999.0, 2021-01-10 00:00:00, -6999.0
None, 3.6, 3.632, 2.6, 1.2, 4.5, -6999.0, 2021-01-10 01:00:00, -6999.0
None, 3.3, 3.33, 2.6, 0.0, 4.5, -6999.0, 2021-01-10 02:00:00, -6999.0
None, 3.4, 3.403, 2.6, 1.5, 4.5, -6999.0, 2021-01-10 03:00:00, -6999.0
None, 3.2, 3.225, 2.6, 0.6, 4.5, -6999.0, 2021-01-10 04:00:00, -6999.0
None, 3.1, 3.123, 2.6, 0.2, 4.5, -6999.0, 2021-01-10 05:00:00, -6999.0
None, 3.3, 3.257, 2.6, 0.4, 4.5, -6999.0, 2021-01-10 06:00:00, -6999.0
None, 3.3, 3.25, 3.3, 0.8, 3.4, -6999.0, 2021-01-10 07:00:00, -6999.0
None, 3.3, 3.31, 3.2, 0.4, 3.4, -6999.0, 2021-01-10 08:00:00, -6999.0
None, 3.5, 3.479, 3.2, 0.1, 3.5, -6999.0, 2021-01-10 09:00:00, -6999.0
None, 3.7, 3.653, 3.2, -0.1, 3.7, -6999.0, 2021-01-10 10:00:00, -6999.0
None, 3.9, 3.875, 3.2, 1.2, 4.0, -6999.0, 2021-01-10 11:00:00, -6999.0
None, 4.2, 4.22, 3.2, 1.6, 4.2, -6999.0, 2021-01-10 12:00:00, -6999.0
None, 4.4, 4.433, 3.2, 1.5, 4.6, -6999.0, 2021-01-10 13:00:00, -6999.0
None, 4.7, 4.736, 3.2, 1.5, 5.1, -6999.0, 2021-01-10 14:00:00, -6999.0
None, 4.9, 4.947, 3.2, 0.9, 5.1, -6999.0, 2021-01-10 15:00:00, -6999.0
None, 5.4, 5.36, 3.2, -0.5, 5.4, -6999.0, 2021-01-10 16:00:00, -6999.0
None, 5.0, 5.03, 3.2, 0.0, 5.6, -6999.0, 2021-01-10 17:00:00, -6999.0
None, 4.8, 4.762, 3.2, -0.1, 5.6, -6999.0, 2021-01-10 18:00:00, -6999.0
None, 4.9, 4.931, 4.8, -0.8, 5.3, -6999.0, 2021-01-10 19:00:00, -6999.0
None, 5.0, 5.03, 4.8, 0.4, 5.4, -6999.0, 2021-01-10 20:00:00, -6999.0
None, 5.2, 5.172, 4.8, -1.4, 5.4, -6999.0, 2021-01-10 21:00:00, -6999.0
None, 5.1, 5.139, 4.8, 2.0, 5.4, -6999.0, 2021-01-10 22:00:00, -6999.0
None, 5.1, 5.127, 4.8, 1.3, 5.5, -6999.0, 2021-01-10 23:00:00, -6999.0
None, 5.6, 5.576, 4.8, 0.2, 5.9, -6999.0, 2021-01-11 00:00:00, -6999.0
None, 5.5, 5.52, 4.8, 1.0, 6.2, -6999.0, 2021-01-11 01:00:00, -6999.0
None, 5.6, 5.612, 4.8, -0.5, 6.3, -6999.0, 2021-01-11 02:00:00, -6999.0
None, 6.4, 6.416, 4.8, 1.1, 6.5, -6999.0, 2021-01-11 03:00:00, -6999.0
None, 6.5, 6.491, 4.8, 0.2, 6.8, -6999.0, 2021-01-11 04:00:00, -6999.0
None, 6.8, 6.772, 4.8, 1.2, 6.8, -6999.0, 2021-01-11 05:00:00, -6999.0
None, 6.7, 6.721, 4.8, 2.1, 7.1, -6999.0, 2021-01-11 06:00:00, -6999.0
None, 7.2, 7.185, 6.7, 5.0, 7.3, -6999.0, 2021-01-11 07:00:00, -6999.0
None, 7.0, 6.978, 6.7, 2.7, 7.6, -6999.0, 2021-01-11 08:00:00, -6999.0
None, 6.6, 6.58, 6.5, -2.9, 7.6, -6999.0, 2021-01-11 09:00:00, -6999.0
None, 6.8, 6.844, 6.5, 1.1, 7.6, -6999.0, 2021-01-11 10:00:00, -6999.0
None, 7.1, 7.085, 6.5, 1.5, 7.6, -6999.0, 2021-01-11 11:00:00, -6999.0
None, 7.9, 7.92, 6.5, 1.5, 7.9, -6999.0, 2021-01-11 12:00:00, -6999.0
None, 8.2, 8.22, 6.5, 0.5, 8.3, -6999.0, 2021-01-11 13:00:00, -6999.0
None, 7.7, 7.701, 6.5, -1.9, 8.3, -6999.0, 2021-01-11 14:00:00, -6999.0
None, 7.4, 7.421, 6.5, -0.5, 8.3, -6999.0, 2021-01-11 15:00:00, -6999.0
None, 7.0, 7.02, 6.5, -1.6, 8.3, -6999.0, 2021-01-11 16:00:00, -6999.0
None, 6.8, 6.784, 6.5, -0.2, 8.3, -6999.0, 2021-01-11 17:00:00, -6999.0
None, 7.0, 6.968, 6.5, 0.0, 8.3, -6999.0, 2021-01-11 18:00:00, -6999.0
None, 6.8, 6.779, 6.7, 0.2, 7.0, -6999.0, 2021-01-11 19:00:00, -6999.0
None, 6.7, 6.685, 6.6, 1.9, 7.0, -6999.0, 2021-01-11 20:00:00, -6999.0
None, 6.9, 6.852, 6.6, 1.9, 7.0, -6999.0, 2021-01-11 21:00:00, -6999.0
None, 6.6, 6.551, 6.5, 1.2, 7.0, -6999.0, 2021-01-11 22:00:00, -6999.0
None, 6.4, 6.35, 6.3, 0.8, 7.0, -6999.0, 2021-01-11 23:00:00, -6999.0
None, 6.2, 6.233, 6.2, 0.9, 7.0, -6999.0, 2021-01-12 00:00:00, -6999.0
None, 5.9, 5.93, 5.9, 0.5, 7.0, -6999.0, 2021-01-12 01:00:00, -6999.0
None, 6.0, 6.01, 5.9, 1.4, 7.0, -6999.0, 2021-01-12 02:00:00, -6999.0
None, 5.9, 5.931, 5.7, 2.2, 7.0, -6999.0, 2021-01-12 03:00:00, -6999.0
None, 6.0, 6.015, 5.7, 3.5, 7.0, -6999.0, 2021-01-12 04:00:00, -6999.0
None, 5.6, 5.641, 5.6, 3.2, 7.0, -6999.0, 2021-01-12 05:00:00, -6999.0
None, 5.8, 5.766, 5.6, 2.5, 7.0, -6999.0, 2021-01-12 06:00:00, -6999.0
None, 5.7, 5.662, 5.7, 1.0, 5.8, -6999.0, 2021-01-12 07:00:00, -6999.0
None, 5.6, 5.559, 5.5, 1.6, 5.8, -6999.0, 2021-01-12 08:00:00, -6999.0
None, 5.5, 5.549, 5.4, 0.5, 5.8, -6999.0, 2021-01-12 09:00:00, -6999.0
