station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-6.969, 95.5, None, None, 13.4, 0.063, 4.048, 354.5, -7.0, 4.0, -7.0, -8.5, 0.0, -7.0, 355.0, -7.0, None, None, 96.0, None, 2021-01-01 00:00:00, -6999.0, None, -6999.0, -6999.0
-6.734, 95.7, None, None, 11.4, 0.028, 4.126, 354.5, -7.0, 4.1, -6.7, -8.5, 0.0, -7.0, 355.0, -6.7, None, None, 96.0, None, 2021-01-01 01:00:00, -6999.0, None, -6999.0, -6999.0
-6.694, 95.7, None, None, 10.0, 0.084, 3.047, 354.5, -7.0, 3.0, -6.7, -8.5, 0.0, -7.0, 355.0, -6.6, None, None, 96.0, None, 2021-01-01 02:00:00, -6999.0, None, -6999.0, -6999.0
-6.746, 95.9, None, None, 10.3, 0.04, 1.855, 354.5, -7.0, 1.9, -6.7, -8.5, 0.0, -7.0, 355.0, -6.6, None, None, 96.0, None, 2021-01-01 03:00:00, -6999.0, None, -6999.0, -6999.0
-6.407, 96.0, None, None, 11.2, 0.088, 3.057, 354.5, -7.0, 3.1, -6.4, -8.5, 0.0, -7.0, 355.0, -6.4, None, None, 96.0, None, 2021-01-01 04:00:00, -6999.0, None, -6999.0, -6999.0
-6.359, 96.0, None, None, 13.3, 0.063, 3.623, 354.5, -7.0, 3.6, -6.4, -8.5, 0.0, -7.0, 355.0, -6.3, None, None, 96.0, None, 2021-01-01 05:00:00, -6999.0, None, -6999.0, -6999.0
-6.456, 96.2, None, None, 12.2, 0.0, 3.935, 354.5, -7.0, 3.9, -6.5, -8.5, 0.0, -7.0, 355.0, -6.3, None, None, 96.0, None, 2021-01-01 06:00:00, -6999.0, None, -6999.0, -6999.0
-6.456, 95.7, None, None, 11.5, 0.0, 3.448, 354.5, -7.0, 3.4, -6.5, -6.7, 0.0, -7.0, 355.0, -6.5, None, None, 96.0, None, 2021-01-01 07:00:00, -6999.0, None, -6999.0, -6999.0
-6.846, 95.8, None, None, 9.3, 0.056, 1.378, 354.5, -7.0, 1.4, -6.8, -6.8, 0.0, -7.0, 355.0, -6.5, None, None, 96.0, None, 2021-01-01 08:00:00, -6999.0, None, -6999.0, -6999.0
-6.359, 95.9, None, None, 9.3, 0.028, 2.118, 354.5, -7.0, 2.1, -6.4, -6.9, 0.0, -7.0, 355.0, -6.4, None, None, 96.0, None, 2021-01-01 09:00:00, -6999.0, None, -6999.0, -6999.0
-6.018, 96.0, None, None, 11.6, 0.079, 3.454, 354.5, -6.0, 3.5, -6.0, -6.9, 0.0, -6.0, 355.0, -6.0, None, None, 96.0, None, 2021-01-01 10:00:00, -6999.0, None, -6999.0, -6999.0
-6.067, 95.8, None, None, 9.0, 0.0, 1.984, 354.5, -7.0, 2.0, -6.1, -6.9, 0.0, -7.0, 355.0, -5.8, None, None, 96.0, None, 2021-01-01 11:00:00, -6999.0, None, -6999.0, -6999.0
-5.824, 96.2, None, None, 10.2, 0.477, 1.743, 353.2, -6.0, 1.7, -5.8, -6.9, 0.0, -6.0, 353.0, -5.7, None, None, 96.0, None, 2021-01-01 12:00:00, -6999.0, None, -6999.0, -6999.0
-5.532, 96.3, None, None, 6.1, 0.074, 1.064, 353.1, -6.0, 1.1, -5.5, -6.9, 0.0, -6.0, 353.0, -5.5, None, None, 96.0, None, 2021-01-01 13:00:00, -6999.0, None, -6999.0, -6999.0
-5.532, 96.3, None, None, 3.0, 0.0, 0.347, 353.0, -6.0, 0.3, -5.5, -6.9, 0.0, -6.0, 353.0, -5.5, None, None, 96.0, None, 2021-01-01 14:00:00, -6999.0, None, -6999.0, -6999.0
-5.824, 96.5, None, None, 9.9, 0.0, 2.044, 352.9, -6.0, 2.0, -5.8, -6.9, 0.0, -6.0, 353.0, -5.5, None, None, 97.0, None, 2021-01-01 15:00:00, -6999.0, None, -6999.0, -6999.0
-5.532, 96.1, None, None, 10.7, 0.0, 2.921, 352.9, -6.0, 2.9, -5.5, -6.9, 0.0, -6.0, 353.0, -5.5, None, None, 96.0, None, 2021-01-01 16:00:00, -6999.0, None, -6999.0, -6999.0
-5.434, 96.3, None, None, 4.4, 0.048, 2.179, 352.8, -6.0, 2.2, -5.4, -6.9, 0.0, -6.0, 353.0, -5.3, None, None, 96.0, None, 2021-01-01 17:00:00, -6999.0, None, -6999.0, -6999.0
-4.802, 97.1, None, None, 16.0, 0.028, 2.368, 352.9, -5.0, 2.4, -4.8, -6.9, 0.0, -5.0, 353.0, -4.8, None, None, 97.0, None, 2021-01-01 18:00:00, -6999.0, None, -6999.0, -6999.0
-4.899, 97.2, None, None, 19.6, 0.0, 3.836, 352.9, -5.0, 3.8, -4.9, -5.2, 0.0, -5.0, 353.0, -4.5, None, None, 97.0, None, 2021-01-01 19:00:00, -6999.0, None, -6999.0, -6999.0
-4.802, 97.0, None, None, 16.4, 0.0, 4.718, 352.9, -5.0, 4.7, -4.8, -5.2, 0.0, -5.0, 353.0, -4.5, None, None, 97.0, None, 2021-01-01 20:00:00, -6999.0, None, -6999.0, -6999.0
-5.58, 96.7, None, None, 14.8, 0.028, 6.009, 352.9, -6.0, 6.0, -5.6, -5.6, 0.0, -6.0, 353.0, -4.5, None, None, 97.0, None, 2021-01-01 21:00:00, -6999.0, None, -6999.0, -6999.0
-5.191, 97.1, None, None, 17.4, 0.048, 5.471, 353.0, -6.0, 5.5, -5.2, -5.6, 0.0, -6.0, 353.0, -4.5, None, None, 97.0, None, 2021-01-01 22:00:00, -6999.0, None, -6999.0, -6999.0
-5.678, 96.9, None, None, 20.6, 0.76, 6.224, 352.0, -6.0, 6.2, -5.7, -6.0, 0.0, -6.0, 352.0, -4.5, None, None, 97.0, None, 2021-01-01 23:00:00, -6999.0, None, -6999.0, -6999.0
-5.629, 97.0, None, None, 23.9, 2.664, 8.11, 350.5, -6.0, 8.1, -5.6, -6.0, 0.0, -6.0, 351.0, -4.5, None, None, 97.0, None, 2021-01-02 00:00:00, -6999.0, None, -6999.0, -6999.0
-5.726, 96.7, None, None, 45.4, 79.0, 0.731, 75.4, -6.0, 0.7, -5.7, -6.0, 0.0, -6.0, 75.0, -4.5, None, None, 97.0, None, 2021-01-02 01:00:00, -6999.0, None, -6999.0, -6999.0
-5.921, 96.5, None, None, 45.2, 52.89, 9.29, 187.3, -6.0, 9.3, -5.9, -6.0, 0.0, -6.0, 187.0, -4.5, None, None, 97.0, None, 2021-01-02 02:00:00, -6999.0, None, -6999.0, -6999.0
-6.164, 96.4, None, None, 58.6, 29.35, 18.73, 88.5, -7.0, 18.7, -6.2, -6.2, 0.0, -7.0, 89.0, -4.5, None, None, 96.0, None, 2021-01-02 03:00:00, -6999.0, None, -6999.0, -6999.0
-6.164, 96.5, None, None, 30.7, 7.21, 9.58, 62.11, -7.0, 9.6, -6.2, -6.3, 0.0, -7.0, 62.0, -4.5, None, None, 97.0, None, 2021-01-02 04:00:00, -6999.0, None, -6999.0, -6999.0
-6.164, 96.5, None, None, 32.4, 2.628, 10.31, 46.59, -7.0, 10.3, -6.2, -6.3, 0.0, -7.0, 47.0, -4.5, None, None, 97.0, None, 2021-01-02 05:00:00, -6999.0, None, -6999.0, -6999.0
-5.921, 96.6, None, None, 28.5, 2.665, 8.0, 53.14, -6.0, 8.0, -5.9, -6.3, 0.0, -6.0, 53.0, -4.5, None, None, 97.0, None, 2021-01-02 06:00:00, -6999.0, None, -6999.0, -6999.0
-5.97, 96.7, None, None, 27.2, 2.656, 10.54, 55.07, -6.0, 10.5, -6.0, -6.0, 0.0, -6.0, 55.0, -5.9, None, None, 97.0, None, 2021-01-02 07:00:00, -6999.0, None, -6999.0, -6999.0
