station_observations
air_temp, min_air_temp_snc_last_reset, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, time, avg_wnd_spd_10m_pst10mts, dwpt_temp
-24.8, -26.8, 269.0, -24.8, -6999.0, 2.3, 2021-02-01 07:00:00, 0.2, -6999.0
-25.0, -26.8, 190.0, -24.7, -6999.0, 1.5, 2021-02-01 08:00:00, 0.2, -6999.0
-24.7, -26.8, 196.0, -24.7, -6999.0, 3.2, 2021-02-01 09:00:00, 0.4, -6999.0
-22.5, -26.8, 90.0, -22.6, -6999.0, 3.2, 2021-02-01 10:00:00, 0.7, -6999.0
-19.4, -26.8, 41.0, -19.5, -6999.0, 3.2, 2021-02-01 11:00:00, 0.5, -6999.0
-17.5, -26.8, 67.0, -17.5, -6999.0, 18.4, 2021-02-01 12:00:00, 5.0, -6999.0
-17.2, -26.8, 56.0, -17.0, -6999.0, 22.6, 2021-02-01 13:00:00, 8.7, -6999.0
-17.0, -26.8, 48.0, -17.0, -6999.0, 18.1, 2021-02-01 14:00:00, 8.5, -6999.0
-17.6, -26.8, 38.0, -16.8, -6999.0, 16.2, 2021-02-01 15:00:00, 8.3, -6999.0
-17.8, -26.8, 53.0, -16.8, -6999.0, 23.9, 2021-02-01 16:00:00, 11.7, -6999.0
-18.3, -26.8, 55.0, -16.8, -6999.0, 26.2, 2021-02-01 17:00:00, 11.4, -6999.0
-18.5, -26.8, 60.0, -16.8, -6999.0, 21.9, 2021-02-01 18:00:00, 9.8, -6999.0
-18.7, -18.8, 62.0, -18.5, -6999.0, 21.1, 2021-02-01 19:00:00, 10.0, -6999.0
-19.1, -19.1, 64.0, -18.5, -6999.0, 24.1, 2021-02-01 20:00:00, 9.6, -6999.0
-19.3, -19.4, 61.0, -18.5, -6999.0, 23.7, 2021-02-01 21:00:00, 8.7, -6999.0
-19.5, -19.5, 54.0, -18.5, -6999.0, 22.8, 2021-02-01 22:00:00, 9.1, -6999.0
-19.3, -19.5, 59.0, -18.5, -6999.0, 27.1, 2021-02-01 23:00:00, 12.7, -6999.0
-19.5, -19.5, 65.0, -18.5, -6999.0, 27.5, 2021-02-02 00:00:00, 13.5, -6999.0
-19.8, -19.8, 67.0, -18.5, -6999.0, 29.6, 2021-02-02 01:00:00, 14.7, -6999.0
-20.0, -20.0, 68.0, -18.5, -6999.0, 27.0, 2021-02-02 02:00:00, 14.3, -6999.0
-20.3, -20.3, 69.0, -18.5, -6999.0, 30.0, 2021-02-02 03:00:00, 13.8, -6999.0
-20.6, -20.6, 71.0, -18.5, -6999.0, 26.4, 2021-02-02 04:00:00, 12.8, -6999.0
-20.7, -20.7, 75.0, -18.5, -6999.0, 27.2, 2021-02-02 05:00:00, 12.2, -6999.0
-20.9, -20.9, 72.0, -18.5, -6999.0, 25.5, 2021-02-02 06:00:00, 11.7, -6999.0
-21.2, -21.2, 71.0, -20.9, -6999.0, 28.1, 2021-02-02 07:00:00, 12.5, -6999.0
-21.4, -21.4, 67.0, -20.9, -6999.0, 27.3, 2021-02-02 08:00:00, 13.6, -6999.0
-21.6, -21.6, 64.0, -20.9, -6999.0, 22.9, 2021-02-02 09:00:00, 12.1, -6999.0
-21.4, -21.7, 63.0, -20.9, -6999.0, 29.3, 2021-02-02 10:00:00, 11.8, -6999.0
-21.5, -21.7, 66.0, -20.9, -6999.0, 26.7, 2021-02-02 11:00:00, 13.7, -6999.0
-21.1, -21.7, 70.0, -20.9, -6999.0, 27.3, 2021-02-02 12:00:00, 12.7, -6999.0
-20.8, -21.7, 72.0, -20.7, -6999.0, 25.3, 2021-02-02 13:00:00, 12.4, -6999.0
-21.1, -21.7, 71.0, -20.7, -6999.0, 30.3, 2021-02-02 14:00:00, 12.8, -6999.0
-20.9, -21.7, 67.0, -20.7, -6999.0, 25.5, 2021-02-02 15:00:00, 12.2, -6999.0
-21.2, -21.7, 66.0, -20.7, -6999.0, 19.6, 2021-02-02 16:00:00, 9.9, -6999.0
-21.9, -21.9, 64.0, -20.7, -6999.0, 16.9, 2021-02-02 17:00:00, 8.5, -6999.0
-22.4, -22.8, 48.0, -20.7, -6999.0, 15.2, 2021-02-02 18:00:00, 5.9, -6999.0
-22.7, -22.7, 39.0, -22.3, -6999.0, 12.3, 2021-02-02 19:00:00, 4.4, -6999.0
-25.2, -25.1, 9.0, -22.3, -6999.0, 7.0, 2021-02-02 20:00:00, 1.7, -6999.0
-27.1, -27.1, 285.0, -22.3, -6999.0, 4.0, 2021-02-02 21:00:00, 1.6, -6999.0
-28.9, -29.0, 271.0, -22.3, -6999.0, 2.3, 2021-02-02 22:00:00, 0.5, -6999.0
-30.2, -30.1, 206.0, -22.3, -6999.0, 2.6, 2021-02-02 23:00:00, 0.2, -6999.0
-31.4, -31.6, 257.0, -22.3, -6999.0, 1.7, 2021-02-03 00:00:00, 0.2, -6999.0
-31.7, -32.0, 241.0, -22.3, -6999.0, 2.4, 2021-02-03 01:00:00, 0.4, -6999.0
-30.7, -32.0, 203.0, -22.3, -6999.0, 2.4, 2021-02-03 02:00:00, 0.4, -6999.0
-30.4, -32.0, 246.0, -22.3, -6999.0, 3.7, 2021-02-03 03:00:00, 0.4, -6999.0
-28.9, -32.0, 76.0, -22.3, -6999.0, 3.0, 2021-02-03 04:00:00, 0.5, -6999.0
-27.7, -32.0, 174.0, -22.3, -6999.0, 1.8, 2021-02-03 05:00:00, 0.1, -6999.0
-26.8, -32.0, 131.0, -22.3, -6999.0, 2.8, 2021-02-03 06:00:00, 0.5, -6999.0
-26.1, -26.9, 72.0, -26.1, -6999.0, 4.0, 2021-02-03 07:00:00, 0.4, -6999.0
-25.4, -26.9, 99.0, -25.4, -6999.0, 1.8, 2021-02-03 08:00:00, 0.1, -6999.0
-24.8, -26.9, 177.0, -24.8, -6999.0, 2.3, 2021-02-03 09:00:00, 0.2, -6999.0
-23.5, -26.9, 42.0, -23.6, -6999.0, 1.8, 2021-02-03 10:00:00, 0.1, -6999.0
-22.4, -26.9, 72.0, -22.4, -6999.0, 3.9, 2021-02-03 11:00:00, 1.2, -6999.0
-21.5, -26.9, 69.0, -21.5, -6999.0, 7.7, 2021-02-03 12:00:00, 2.2, -6999.0
-20.9, -26.9, 73.0, -20.9, -6999.0, 6.6, 2021-02-03 13:00:00, 2.7, -6999.0
-20.3, -26.9, 76.0, -20.3, -6999.0, 7.1, 2021-02-03 14:00:00, 2.4, -6999.0
-20.5, -26.9, 75.0, -20.3, -6999.0, 9.7, 2021-02-03 15:00:00, 3.7, -6999.0
-20.7, -26.9, 79.0, -20.3, -6999.0, 8.8, 2021-02-03 16:00:00, 3.0, -6999.0
-20.8, -26.9, 69.0, -20.3, -6999.0, 8.4, 2021-02-03 17:00:00, 3.2, -6999.0
-21.1, -26.9, 70.0, -20.3, -6999.0, 6.8, 2021-02-03 18:00:00, 2.9, -6999.0
-21.0, -21.1, 66.0, -21.0, -6999.0, 8.0, 2021-02-03 19:00:00, 2.3, -6999.0
-21.0, -21.1, 69.0, -21.0, -6999.0, 7.7, 2021-02-03 20:00:00, 2.1, -6999.0
-20.9, -21.1, 68.0, -20.9, -6999.0, 5.9, 2021-02-03 21:00:00, 1.9, -6999.0
-20.8, -21.1, 72.0, -20.8, -6999.0, 8.7, 2021-02-03 22:00:00, 2.4, -6999.0
-20.8, -21.1, 71.0, -20.8, -6999.0, 6.9, 2021-02-03 23:00:00, 2.0, -6999.0
-20.6, -21.1, 64.0, -20.6, -6999.0, 5.8, 2021-02-04 00:00:00, 1.8, -6999.0
-21.8, -21.8, 46.0, -20.5, -6999.0, 2.2, 2021-02-04 01:00:00, 0.4, -6999.0
-21.1, -21.9, 339.0, -20.5, -6999.0, 2.1, 2021-02-04 02:00:00, 0.2, -6999.0
-22.2, -22.1, 71.0, -20.5, -6999.0, 7.1, 2021-02-04 03:00:00, 2.0, -6999.0
-23.5, -23.5, 17.0, -20.5, -6999.0, 4.0, 2021-02-04 04:00:00, 0.8, -6999.0
-25.9, -25.9, 359.0, -20.5, -6999.0, 3.6, 2021-02-04 05:00:00, 0.3, -6999.0
-26.9, -27.1, 296.0, -20.5, -6999.0, 1.8, 2021-02-04 06:00:00, 0.2, -6999.0
-28.5, -28.4, 200.0, -26.9, -6999.0, 2.5, 2021-02-04 07:00:00, 0.1, -6999.0
-29.1, -29.1, 250.0, -26.9, -6999.0, 2.3, 2021-02-04 08:00:00, 0.2, -6999.0
-28.8, -29.6, 320.0, -26.9, -6999.0, 1.9, 2021-02-04 09:00:00, 0.1, -6999.0
-26.2, -29.6, 147.0, -26.2, -6999.0, 4.1, 2021-02-04 10:00:00, 1.0, -6999.0
-23.6, -29.6, 197.0, -23.7, -6999.0, 3.3, 2021-02-04 11:00:00, 0.6, -6999.0
-20.8, -29.6, 39.0, -20.8, -6999.0, 4.1, 2021-02-04 12:00:00, 0.7, -6999.0
-17.9, -29.6, 40.0, -18.0, -6999.0, 5.9, 2021-02-04 13:00:00, 1.1, -6999.0
-17.3, -29.6, 76.0, -16.8, -6999.0, 7.3, 2021-02-04 14:00:00, 2.8, -6999.0
-18.3, -29.6, 77.0, -16.8, -6999.0, 14.0, 2021-02-04 15:00:00, 4.6, -6999.0
-19.3, -29.6, 75.0, -16.8, -6999.0, 10.7, 2021-02-04 16:00:00, 4.1, -6999.0
-21.5, -29.6, 41.0, -16.8, -6999.0, 5.0, 2021-02-04 17:00:00, 1.2, -6999.0
-23.8, -29.6, 291.0, -16.8, -6999.0, 3.7, 2021-02-04 18:00:00, 1.1, -6999.0
-25.2, -25.1, 263.0, -23.4, -6999.0, 2.8, 2021-02-04 19:00:00, 0.7, -6999.0
-26.1, -26.2, 255.0, -23.4, -6999.0, 3.3, 2021-02-04 20:00:00, 0.5, -6999.0
-25.5, -26.2, 295.0, -23.4, -6999.0, 3.6, 2021-02-04 21:00:00, 0.5, -6999.0
-25.6, -26.2, 278.0, -23.4, -6999.0, 3.6, 2021-02-04 22:00:00, 0.9, -6999.0
-25.0, -26.2, 323.0, -23.4, -6999.0, 3.0, 2021-02-04 23:00:00, 0.9, -6999.0
-26.4, -26.4, 294.0, -23.4, -6999.0, 3.7, 2021-02-05 00:00:00, 1.0, -6999.0
-27.7, -27.8, 269.0, -23.4, -6999.0, 7.1, 2021-02-05 01:00:00, 1.0, -6999.0
-26.3, -27.8, 256.0, -23.4, -6999.0, 4.9, 2021-02-05 02:00:00, 1.5, -6999.0
-26.4, -27.8, 263.0, -23.4, -6999.0, 6.2, 2021-02-05 03:00:00, 1.4, -6999.0
-27.2, -27.8, 262.0, -23.4, -6999.0, 4.8, 2021-02-05 04:00:00, 1.3, -6999.0
-27.1, -27.9, 254.0, -23.4, -6999.0, 6.6, 2021-02-05 05:00:00, 2.0, -6999.0
-26.9, -27.9, 245.0, -23.4, -6999.0, 6.7, 2021-02-05 06:00:00, 2.2, -6999.0
-27.3, -28.1, 233.0, -26.6, -6999.0, 5.5, 2021-02-05 07:00:00, 1.4, -6999.0
-29.2, -29.4, 274.0, -26.6, -6999.0, 4.6, 2021-02-05 08:00:00, 0.9, -6999.0
-29.8, -30.2, 297.0, -26.6, -6999.0, 6.8, 2021-02-05 09:00:00, 1.6, -6999.0
-30.2, -30.4, 259.0, -26.6, -6999.0, 2.3, 2021-02-05 10:00:00, 0.3, -6999.0
-27.8, -30.4, 190.0, -26.6, -6999.0, 3.0, 2021-02-05 11:00:00, 0.2, -6999.0
-23.4, -30.4, 165.0, -23.5, -6999.0, 1.9, 2021-02-05 12:00:00, 0.3, -6999.0
-16.8, -30.4, 70.0, -16.6, -6999.0, 11.3, 2021-02-05 14:00:00, 3.4, -6999.0
-16.5, -30.4, 76.0, -16.3, -6999.0, 12.8, 2021-02-05 15:00:00, 5.3, -6999.0
-17.2, -30.4, 77.0, -16.3, -6999.0, 10.7, 2021-02-05 16:00:00, 4.5, -6999.0
-20.1, -30.4, 55.0, -16.3, -6999.0, 10.3, 2021-02-05 17:00:00, 4.7, -6999.0
-23.2, -30.4, 26.0, -16.3, -6999.0, 7.3, 2021-02-05 18:00:00, 2.2, -6999.0
-24.9, -24.9, 280.0, -23.1, -6999.0, 3.9, 2021-02-05 19:00:00, 1.5, -6999.0
-26.5, -26.5, 268.0, -23.1, -6999.0, 4.2, 2021-02-05 20:00:00, 0.9, -6999.0
-25.9, -26.5, 292.0, -23.1, -6999.0, 1.3, 2021-02-05 21:00:00, 0.0, -6999.0
-25.1, -26.5, 40.0, -23.1, -6999.0, 2.4, 2021-02-05 22:00:00, 0.2, -6999.0
-24.6, -26.5, 263.0, -23.1, -6999.0, 1.9, 2021-02-05 23:00:00, 0.2, -6999.0
-24.3, -26.5, 252.0, -23.1, -6999.0, 2.2, 2021-02-06 00:00:00, 0.3, -6999.0
-25.1, -26.5, 311.0, -23.1, -6999.0, 1.6, 2021-02-06 01:00:00, 0.1, -6999.0
-25.1, -26.5, 259.0, -23.1, -6999.0, 3.7, 2021-02-06 02:00:00, 0.5, -6999.0
-25.4, -26.5, 264.0, -23.1, -6999.0, 3.3, 2021-02-06 03:00:00, 0.8, -6999.0
-26.3, -26.5, 284.0, -23.1, -6999.0, 5.2, 2021-02-06 04:00:00, 2.1, -6999.0
-27.7, -27.6, 260.0, -23.1, -6999.0, 3.4, 2021-02-06 05:00:00, 1.3, -6999.0
-29.2, -29.3, 241.0, -23.1, -6999.0, 3.7, 2021-02-06 06:00:00, 0.8, -6999.0
-31.1, -31.0, 240.0, -29.1, -6999.0, 1.3, 2021-02-06 07:00:00, 0.1, -6999.0
-32.0, -32.0, 245.0, -29.1, -6999.0, 4.0, 2021-02-06 08:00:00, 0.2, -6999.0
-31.9, -32.1, 280.0, -29.1, -6999.0, 0.9, 2021-02-06 09:00:00, 0.0, -6999.0
-31.4, -32.2, 320.0, -29.1, -6999.0, 0.0, 2021-02-06 10:00:00, 0.0, -6999.0
-29.7, -32.2, 203.0, -29.1, -6999.0, 1.7, 2021-02-06 11:00:00, 0.2, -6999.0
-26.2, -32.2, 138.0, -26.2, -6999.0, 4.3, 2021-02-06 12:00:00, 0.7, -6999.0
-23.4, -32.2, 63.0, -23.4, -6999.0, 4.0, 2021-02-06 13:00:00, 2.1, -6999.0
-21.9, -32.2, 66.0, -21.9, -6999.0, 6.1, 2021-02-06 14:00:00, 2.4, -6999.0
-22.0, -32.2, 73.0, -21.9, -6999.0, 6.6, 2021-02-06 15:00:00, 2.4, -6999.0
-23.8, -32.2, 68.0, -21.7, -6999.0, 3.9, 2021-02-06 16:00:00, 1.5, -6999.0
-26.9, -32.2, 18.0, -21.7, -6999.0, 3.0, 2021-02-06 17:00:00, 0.8, -6999.0
-29.6, -32.2, 284.0, -21.7, -6999.0, 2.6, 2021-02-06 18:00:00, 0.5, -6999.0
-31.3, -31.2, None, -29.5, -6999.0, None, 2021-02-06 19:00:00, None, -6999.0
-32.1, -32.3, 297.0, -29.5, -6999.0, 6.3, 2021-02-06 20:00:00, 1.3, -6999.0
-33.9, -33.9, 352.0, -29.5, -6999.0, 5.0, 2021-02-06 21:00:00, 1.0, -6999.0
-35.2, -35.1, 3.0, -29.5, -6999.0, 2.5, 2021-02-06 22:00:00, 0.2, -6999.0
-35.8, -36.1, 341.0, -29.5, -6999.0, 6.8, 2021-02-06 23:00:00, 0.9, -6999.0
-36.3, -36.4, 336.0, -29.5, -6999.0, 3.9, 2021-02-07 00:00:00, 1.0, -6999.0
-36.1, -36.5, 341.0, -29.5, -6999.0, 3.5, 2021-02-07 01:00:00, 0.6, -6999.0
-36.6, -36.7, 32.0, -29.5, -6999.0, 3.0, 2021-02-07 02:00:00, 0.7, -6999.0
-37.0, -37.1, 299.0, -29.5, -6999.0, 5.7, 2021-02-07 03:00:00, 1.6, -6999.0
-37.5, -37.5, 1.0, -29.5, -6999.0, 4.3, 2021-02-07 04:00:00, 0.8, -6999.0
-37.3, -37.6, 167.0, -29.5, -6999.0, 2.4, 2021-02-07 05:00:00, 0.2, -6999.0
-37.1, -37.6, 252.0, -29.5, -6999.0, 2.0, 2021-02-07 06:00:00, 0.1, -6999.0
-37.2, -37.1, 283.0, -36.8, -6999.0, 3.8, 2021-02-07 07:00:00, 1.0, -6999.0
-37.6, -37.9, 277.0, -36.8, -6999.0, 3.6, 2021-02-07 08:00:00, 1.0, -6999.0
-37.6, -38.1, 286.0, -36.8, -6999.0, 1.6, 2021-02-07 09:00:00, 0.2, -6999.0
-36.9, -38.1, 312.0, -36.8, -6999.0, 3.9, 2021-02-07 10:00:00, 0.3, -6999.0
-33.3, -38.1, 90.0, -32.6, -6999.0, 4.7, 2021-02-07 11:00:00, 0.5, -6999.0
-28.4, -38.1, 42.0, -28.5, -6999.0, 3.1, 2021-02-07 12:00:00, 0.4, -6999.0
-25.3, -38.1, 67.0, -25.2, -6999.0, 5.3, 2021-02-07 13:00:00, 1.1, -6999.0
-22.8, -38.1, 69.0, -22.7, -6999.0, 9.0, 2021-02-07 14:00:00, 3.2, -6999.0
-21.7, -38.1, 83.0, -21.6, -6999.0, 11.5, 2021-02-07 15:00:00, 4.2, -6999.0
-21.8, -38.1, 98.0, -21.6, -6999.0, 10.4, 2021-02-07 16:00:00, 3.3, -6999.0
-22.8, -38.1, 94.0, -21.6, -6999.0, 9.2, 2021-02-07 17:00:00, 3.2, -6999.0
-24.6, -38.1, 99.0, -21.6, -6999.0, 11.2, 2021-02-07 18:00:00, 3.0, -6999.0
-28.0, -28.0, 49.0, -24.6, -6999.0, 7.3, 2021-02-07 19:00:00, 1.4, -6999.0
-29.4, -29.5, 356.0, -24.6, -6999.0, 4.3, 2021-02-07 20:00:00, 1.4, -6999.0
-30.4, -30.4, 282.0, -24.6, -6999.0, 5.0, 2021-02-07 21:00:00, 1.8, -6999.0
-31.9, -32.0, 245.0, -24.6, -6999.0, 3.6, 2021-02-07 22:00:00, 0.9, -6999.0
-32.3, -32.3, 242.0, -24.6, -6999.0, 4.5, 2021-02-07 23:00:00, 0.7, -6999.0
-32.8, -32.8, 81.0, -24.6, -6999.0, 4.6, 2021-02-08 00:00:00, 0.7, -6999.0
-33.8, -33.8, 325.0, -24.6, -6999.0, 7.9, 2021-02-08 01:00:00, 1.0, -6999.0
-34.9, -35.4, 250.0, -24.6, -6999.0, 6.6, 2021-02-08 02:00:00, 0.9, -6999.0
-34.6, -35.4, 191.0, -24.6, -6999.0, 6.3, 2021-02-08 03:00:00, 1.4, -6999.0
-29.3, -35.4, 343.0, -24.6, -6999.0, 11.4, 2021-02-08 04:00:00, 3.4, -6999.0
-29.8, -35.4, 357.0, -24.6, -6999.0, 11.4, 2021-02-08 05:00:00, 4.4, -6999.0
-29.7, -35.4, 1.0, -24.6, -6999.0, 12.8, 2021-02-08 06:00:00, 5.0, -6999.0
-30.5, -30.5, 14.0, -29.6, -6999.0, 15.5, 2021-02-08 07:00:00, 5.4, -6999.0
-35.8, -35.7, 359.0, -29.6, -6999.0, 11.7, 2021-02-08 08:00:00, 3.0, -6999.0
-31.2, -36.7, 350.0, -29.6, -6999.0, 13.3, 2021-02-08 09:00:00, 3.0, -6999.0
-30.3, -36.7, 29.0, -29.6, -6999.0, 16.1, 2021-02-08 10:00:00, 6.0, -6999.0
-29.6, -36.7, 62.0, -29.6, -6999.0, 23.6, 2021-02-08 11:00:00, 10.6, -6999.0
-29.1, -36.7, 72.0, -29.0, -6999.0, 26.7, 2021-02-08 12:00:00, 10.1, -6999.0
-28.7, -36.7, 77.0, -28.5, -6999.0, 22.7, 2021-02-08 13:00:00, 10.7, -6999.0
-28.8, -36.7, 78.0, -28.5, -6999.0, 24.1, 2021-02-08 14:00:00, 10.5, -6999.0
-28.8, -36.7, 83.0, -28.5, -6999.0, 24.1, 2021-02-08 15:00:00, 10.4, -6999.0
-29.2, -36.7, 86.0, -28.5, -6999.0, 24.8, 2021-02-08 16:00:00, 10.4, -6999.0
-29.9, -36.7, 79.0, -28.5, -6999.0, 19.2, 2021-02-08 17:00:00, 8.4, -6999.0
-30.5, -36.7, 71.0, -28.5, -6999.0, 17.8, 2021-02-08 18:00:00, 9.0, -6999.0
-31.0, -31.1, 67.0, -30.5, -6999.0, 16.9, 2021-02-08 19:00:00, 8.9, -6999.0
-31.1, -31.2, 67.0, -30.5, -6999.0, 19.7, 2021-02-08 20:00:00, 8.6, -6999.0
-30.5, -31.2, 76.0, -30.5, -6999.0, 13.8, 2021-02-08 21:00:00, 6.3, -6999.0
-30.4, -31.2, 72.0, -30.4, -6999.0, 17.6, 2021-02-08 22:00:00, 8.0, -6999.0
-30.6, -32.5, 62.0, -30.3, -6999.0, 17.8, 2021-02-08 23:00:00, 6.3, -6999.0
-30.6, -32.5, 72.0, -30.3, -6999.0, 19.6, 2021-02-09 00:00:00, 7.7, -6999.0
-30.6, -32.5, 66.0, -30.3, -6999.0, 19.8, 2021-02-09 01:00:00, 9.3, -6999.0
-30.8, -32.5, 67.0, -30.3, -6999.0, 20.7, 2021-02-09 02:00:00, 11.1, -6999.0
-31.4, -32.5, 42.0, -30.3, -6999.0, 20.6, 2021-02-09 03:00:00, 7.1, -6999.0
-31.3, -32.5, 62.0, -30.3, -6999.0, 22.2, 2021-02-09 04:00:00, 10.3, -6999.0
-31.5, -32.5, 64.0, -30.3, -6999.0, 20.0, 2021-02-09 05:00:00, 10.2, -6999.0
-31.8, -32.5, 52.0, -30.3, -6999.0, 17.9, 2021-02-09 06:00:00, 8.5, -6999.0
-32.6, -32.8, 45.0, -31.4, -6999.0, 19.3, 2021-02-09 07:00:00, 7.4, -6999.0
-31.3, -33.1, 50.0, -31.3, -6999.0, 20.9, 2021-02-09 08:00:00, 8.2, -6999.0
-32.0, -33.8, 39.0, -31.0, -6999.0, 20.3, 2021-02-09 09:00:00, 7.1, -6999.0
-30.1, -33.8, 59.0, -30.1, -6999.0, 24.6, 2021-02-09 10:00:00, 9.0, -6999.0
-29.7, -33.8, 76.0, -29.6, -6999.0, 22.8, 2021-02-09 11:00:00, 10.7, -6999.0
-29.4, -33.8, 73.0, -29.3, -6999.0, 27.6, 2021-02-09 12:00:00, 10.8, -6999.0
-29.1, -33.8, 75.0, -29.0, -6999.0, 24.4, 2021-02-09 13:00:00, 11.7, -6999.0
-28.4, -33.8, 72.0, -28.4, -6999.0, 22.8, 2021-02-09 14:00:00, 11.6, -6999.0
-28.3, -33.8, 70.0, -28.2, -6999.0, 24.1, 2021-02-09 15:00:00, 11.8, -6999.0
-28.2, -33.8, 66.0, -28.1, -6999.0, 26.1, 2021-02-09 16:00:00, 11.2, -6999.0
-28.9, -33.8, 49.0, -28.1, -6999.0, 20.8, 2021-02-09 17:00:00, 8.0, -6999.0
-29.8, -33.8, 350.0, -28.1, -6999.0, 14.1, 2021-02-09 18:00:00, 5.0, -6999.0
-32.7, -32.8, 274.0, -29.7, -6999.0, 9.3, 2021-02-09 19:00:00, 1.6, -6999.0
-34.8, -34.8, 262.0, -29.7, -6999.0, 4.2, 2021-02-09 20:00:00, 0.8, -6999.0
-36.6, -36.6, 249.0, -29.7, -6999.0, 2.6, 2021-02-09 21:00:00, 0.3, -6999.0
-38.1, -38.1, 228.0, -29.7, -6999.0, 3.0, 2021-02-09 22:00:00, 0.3, -6999.0
-39.1, -39.1, 161.0, -29.7, -6999.0, 1.8, 2021-02-09 23:00:00, 0.1, -6999.0
-39.7, -39.7, 232.0, -29.7, -6999.0, 1.9, 2021-02-10 00:00:00, 0.1, -6999.0
-40.4, -40.4, 264.0, -29.7, -6999.0, 2.9, 2021-02-10 01:00:00, 0.2, -6999.0
-41.3, -41.3, None, -29.7, -6999.0, None, 2021-02-10 02:00:00, None, -6999.0
-41.6, -41.7, 255.0, -29.7, -6999.0, 1.9, 2021-02-10 03:00:00, 0.1, -6999.0
-42.2, -42.3, 354.0, -29.7, -6999.0, 2.6, 2021-02-10 04:00:00, 0.1, -6999.0
-42.3, -42.5, 288.0, -29.7, -6999.0, 2.3, 2021-02-10 05:00:00, 0.2, -6999.0
-42.8, -43.0, 304.0, -29.7, -6999.0, 2.0, 2021-02-10 06:00:00, 0.0, -6999.0
-43.2, -43.2, 239.0, -42.8, -6999.0, 1.3, 2021-02-10 07:00:00, 0.0, -6999.0
-41.7, -43.3, 239.0, -41.7, -6999.0, 1.6, 2021-02-10 08:00:00, 0.1, -6999.0
-39.8, -43.3, 67.0, -39.8, -6999.0, 1.6, 2021-02-10 09:00:00, 0.1, -6999.0
-38.6, -43.3, 180.0, -38.6, -6999.0, 1.9, 2021-02-10 10:00:00, 0.2, -6999.0
-35.7, -43.3, 81.0, -35.8, -6999.0, 3.7, 2021-02-10 11:00:00, 1.1, -6999.0
-30.6, -43.3, 135.0, -30.8, -6999.0, 4.3, 2021-02-10 12:00:00, 1.4, -6999.0
-25.6, -43.3, 134.0, -25.3, -6999.0, 3.5, 2021-02-10 13:00:00, 0.6, -6999.0
-23.6, -43.3, 74.0, -23.5, -6999.0, 4.5, 2021-02-10 14:00:00, 2.1, -6999.0
-22.3, -43.3, 80.0, -22.2, -6999.0, 5.9, 2021-02-10 15:00:00, 2.3, -6999.0
-21.8, -43.3, 79.0, -21.7, -6999.0, 10.7, 2021-02-10 16:00:00, 3.2, -6999.0
-21.7, -43.3, 68.0, -21.7, -6999.0, 10.4, 2021-02-10 17:00:00, 3.6, -6999.0
-22.9, -43.3, 24.0, -21.7, -6999.0, 3.7, 2021-02-10 18:00:00, 0.6, -6999.0
-23.3, -23.6, 10.0, -22.9, -6999.0, 3.4, 2021-02-10 19:00:00, 0.6, -6999.0
-26.3, -26.3, 278.0, -22.9, -6999.0, 4.6, 2021-02-10 20:00:00, 1.0, -6999.0
-28.1, -28.0, 260.0, -22.9, -6999.0, 5.7, 2021-02-10 21:00:00, 1.6, -6999.0
-29.3, -29.5, 261.0, -22.9, -6999.0, 6.3, 2021-02-10 22:00:00, 1.6, -6999.0
-31.0, -31.1, 259.0, -22.9, -6999.0, 3.1, 2021-02-10 23:00:00, 0.5, -6999.0
-30.6, -31.9, 286.0, -22.9, -6999.0, 5.0, 2021-02-11 00:00:00, 1.5, -6999.0
-33.1, -33.1, 258.0, -22.9, -6999.0, 5.2, 2021-02-11 01:00:00, 1.1, -6999.0
-34.2, -34.2, 239.0, -22.9, -6999.0, 3.1, 2021-02-11 02:00:00, 0.8, -6999.0
-35.1, -35.3, 268.0, -22.9, -6999.0, 2.8, 2021-02-11 03:00:00, 0.5, -6999.0
-36.1, -36.1, 246.0, -22.9, -6999.0, 3.5, 2021-02-11 04:00:00, 0.7, -6999.0
-37.3, -37.3, 256.0, -22.9, -6999.0, 3.1, 2021-02-11 05:00:00, 0.2, -6999.0
-38.2, -38.2, 30.0, -22.9, -6999.0, 2.3, 2021-02-11 06:00:00, 0.1, -6999.0
-38.8, -38.8, 252.0, -38.1, -6999.0, 2.9, 2021-02-11 07:00:00, 0.2, -6999.0
-39.3, -39.3, 254.0, -38.1, -6999.0, 3.1, 2021-02-11 08:00:00, 0.2, -6999.0
-39.8, -39.8, 302.0, -38.1, -6999.0, 2.2, 2021-02-11 09:00:00, 0.2, -6999.0
-38.3, -39.8, 249.0, -38.1, -6999.0, 1.8, 2021-02-11 10:00:00, 0.1, -6999.0
-33.9, -39.8, 139.0, -34.0, -6999.0, 2.8, 2021-02-11 11:00:00, 0.6, -6999.0
-28.4, -39.8, 116.0, -28.5, -6999.0, 3.2, 2021-02-11 12:00:00, 1.0, -6999.0
-24.8, -39.8, 66.0, -24.9, -6999.0, 4.7, 2021-02-11 13:00:00, 1.5, -6999.0
-22.2, -39.8, 68.0, -22.2, -6999.0, 6.5, 2021-02-11 14:00:00, 2.8, -6999.0
-21.5, -39.8, 83.0, -21.3, -6999.0, 9.5, 2021-02-11 15:00:00, 3.5, -6999.0
