station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, time, DEW_POINT
-7.898, 92.0, 2021-01-25 01:00:00, -9.0
-8.01, 91.8, 2021-01-25 02:00:00, -9.0
-7.783, 92.1, 2021-01-25 03:00:00, -9.0
-7.811, 92.0, 2021-01-25 04:00:00, -9.0
-7.904, 92.0, 2021-01-25 05:00:00, -9.0
-7.808, 92.0, 2021-01-25 06:00:00, -9.0
-8.27, 91.7, 2021-01-25 07:00:00, -9.0
-8.18, 91.8, 2021-01-25 08:00:00, -9.0
-7.441, 92.4, 2021-01-25 09:00:00, -9.0
-7.148, 92.5, 2021-01-25 10:00:00, -8.0
-6.618, 92.7, 2021-01-25 11:00:00, -7.0
-6.576, 92.7, 2021-01-25 12:00:00, -7.0
-5.696, 93.4, 2021-01-25 13:00:00, -6.0
-6.047, 93.4, 2021-01-25 14:00:00, -7.0
-5.818, 93.5, 2021-01-25 15:00:00, -7.0
-5.996, 93.5, 2021-01-25 16:00:00, -7.0
-6.571, 93.2, 2021-01-25 17:00:00, -7.0
-6.659, 93.1, 2021-01-25 18:00:00, -7.0
-6.882, 92.8, 2021-01-25 19:00:00, -8.0
-6.954, 92.8, 2021-01-25 20:00:00, -8.0
-6.847, 93.0, 2021-01-25 21:00:00, -8.0
-6.835, 92.9, 2021-01-25 22:00:00, -8.0
-6.806, 93.0, 2021-01-25 23:00:00, -7.0
-6.98, 93.0, 2021-01-26 00:00:00, -8.0
-7.437, 92.5, 2021-01-26 01:00:00, -8.0
-7.069, 92.6, 2021-01-26 02:00:00, -8.0
-7.171, 92.7, 2021-01-26 03:00:00, -8.0
-7.669, 92.2, 2021-01-26 04:00:00, -9.0
-7.646, 92.2, 2021-01-26 05:00:00, -9.0
-7.973, 92.0, 2021-01-26 06:00:00, -9.0
-8.07, 91.9, 2021-01-26 07:00:00, -9.0
-8.25, 91.7, 2021-01-26 08:00:00, -9.0
-8.29, 91.7, 2021-01-26 09:00:00, -9.0
-8.38, 91.5, 2021-01-26 10:00:00, -9.0
-7.561, 92.2, 2021-01-26 11:00:00, -9.0
-7.489, 92.0, 2021-01-26 12:00:00, -9.0
-6.792, 92.5, 2021-01-26 13:00:00, -8.0
-7.055, 92.4, 2021-01-26 14:00:00, -8.0
-6.914, 92.8, 2021-01-26 15:00:00, -8.0
-6.829, 92.9, 2021-01-26 16:00:00, -8.0
-6.857, 92.9, 2021-01-26 17:00:00, -8.0
-6.877, 92.9, 2021-01-26 18:00:00, -8.0
-7.094, 92.7, 2021-01-26 19:00:00, -8.0
-7.009, 92.8, 2021-01-26 20:00:00, -8.0
-7.169, 92.6, 2021-01-26 21:00:00, -8.0
-7.591, 92.1, 2021-01-26 22:00:00, -8.0
-8.07, 91.9, 2021-01-26 23:00:00, -9.0
-7.649, 92.4, 2021-01-27 00:00:00, -9.0
-7.66, 92.3, 2021-01-27 01:00:00, -8.0
-7.539, 92.1, 2021-01-27 02:00:00, -9.0
-7.418, 92.4, 2021-01-27 03:00:00, -9.0
-7.953, 91.9, 2021-01-27 04:00:00, -9.0
-7.761, 92.2, 2021-01-27 05:00:00, -9.0
-8.17, 91.7, 2021-01-27 06:00:00, -9.0
-8.65, 91.5, 2021-01-27 07:00:00, -9.0
-7.313, 92.6, 2021-01-27 08:00:00, -8.0
-6.76, 93.2, 2021-01-27 09:00:00, -8.0
-6.137, 93.5, 2021-01-27 10:00:00, -7.0
-5.584, 93.9, 2021-01-27 11:00:00, -6.0
-4.751, 94.3, 2021-01-27 12:00:00, -5.0
-4.31, 94.6, 2021-01-27 13:00:00, -5.0
-4.535, 94.6, 2021-01-27 14:00:00, -5.0
-4.463, 94.8, 2021-01-27 15:00:00, -5.0
-4.425, 94.8, 2021-01-27 16:00:00, -5.0
-4.816, 94.8, 2021-01-27 17:00:00, -6.0
-4.964, 94.6, 2021-01-27 18:00:00, -6.0
-4.854, 94.7, 2021-01-27 19:00:00, -5.0
-5.321, 94.4, 2021-01-27 21:00:00, -6.0
-4.869, 94.7, 2021-01-27 22:00:00, -6.0
-5.106, 94.5, 2021-01-27 23:00:00, -6.0
-4.912, 94.6, 2021-01-28 00:00:00, -6.0
-5.555, 94.0, 2021-01-28 01:00:00, -6.0
-6.288, 93.4, 2021-01-28 02:00:00, -7.0
-7.031, 92.8, 2021-01-28 03:00:00, -8.0
-7.054, 92.9, 2021-01-28 04:00:00, -8.0
-7.61, 92.3, 2021-01-28 05:00:00, -9.0
-8.02, 91.9, 2021-01-28 06:00:00, -9.0
-8.99, 91.1, 2021-01-28 07:00:00, -10.0
-9.81, 90.6, 2021-01-28 08:00:00, -11.0
-9.93, 90.4, 2021-01-28 09:00:00, -11.0
-10.08, 90.2, 2021-01-28 10:00:00, -11.0
-9.43, 90.5, 2021-01-28 11:00:00, -11.0
-9.28, 90.7, 2021-01-28 12:00:00, -10.0
-9.23, 90.6, 2021-01-28 13:00:00, -10.0
-8.9, 91.0, 2021-01-28 14:00:00, -10.0
-8.52, 91.3, 2021-01-28 15:00:00, -10.0
-8.92, 90.5, 2021-01-28 16:00:00, -10.0
-8.86, 90.3, 2021-01-28 17:00:00, -10.0
-8.89, 89.9, 2021-01-28 18:00:00, -10.0
-9.34, 89.3, 2021-01-28 19:00:00, -11.0
-9.54, 89.3, 2021-01-28 20:00:00, -11.0
-9.57, 88.8, 2021-01-28 21:00:00, -11.0
-9.71, 89.0, 2021-01-28 22:00:00, -11.0
-10.24, 88.6, 2021-01-28 23:00:00, -11.0
-10.26, 88.6, 2021-01-29 00:00:00, -12.0
-10.38, 89.6, 2021-01-29 01:00:00, -12.0
-10.4, 90.4, 2021-01-29 02:00:00, -12.0
-10.27, 90.2, 2021-01-29 03:00:00, -12.0
-10.15, 90.2, 2021-01-29 04:00:00, -12.0
-10.18, 90.2, 2021-01-29 05:00:00, -12.0
-10.05, 90.2, 2021-01-29 06:00:00, -11.0
-10.37, 90.1, 2021-01-29 07:00:00, -11.0
-10.13, 90.2, 2021-01-29 08:00:00, -11.0
-9.76, 90.6, 2021-01-29 09:00:00, -11.0
-9.05, 91.0, 2021-01-29 10:00:00, -10.0
-8.11, 91.5, 2021-01-29 11:00:00, -9.0
-7.496, 92.1, 2021-01-29 12:00:00, -8.0
-6.894, 92.3, 2021-01-29 13:00:00, -8.0
-5.979, 92.2, 2021-01-29 14:00:00, -7.0
-5.713, 90.7, 2021-01-29 15:00:00, -7.0
-6.224, 91.0, 2021-01-29 16:00:00, -7.0
-7.433, 91.5, 2021-01-29 17:00:00, -9.0
-7.041, 93.2, 2021-01-29 18:00:00, -8.0
-7.274, 92.8, 2021-01-29 19:00:00, -8.0
-6.977, 93.0, 2021-01-29 20:00:00, -8.0
-7.013, 93.0, 2021-01-29 21:00:00, -8.0
-7.303, 92.7, 2021-01-29 22:00:00, -8.0
-7.017, 92.9, 2021-01-29 23:00:00, -8.0
-7.024, 92.9, 2021-01-30 00:00:00, -8.0
-7.021, 92.9, 2021-01-30 01:00:00, -8.0
-7.064, 92.8, 2021-01-30 02:00:00, -8.0
-7.129, 92.8, 2021-01-30 03:00:00, -8.0
-7.218, 92.7, 2021-01-30 04:00:00, -8.0
-7.118, 92.7, 2021-01-30 05:00:00, -8.0
-6.992, 93.0, 2021-01-30 06:00:00, -8.0
-6.938, 93.1, 2021-01-30 07:00:00, -8.0
-6.173, 93.6, 2021-01-30 08:00:00, -7.0
-6.405, 93.3, 2021-01-30 09:00:00, -7.0
-6.186, 93.4, 2021-01-30 10:00:00, -7.0
-4.876, 94.0, 2021-01-30 11:00:00, -5.0
-3.464, 95.2, 2021-01-30 12:00:00, -4.0
-3.58, 95.2, 2021-01-30 13:00:00, -4.0
-3.201, 95.4, 2021-01-30 14:00:00, -3.0
-3.196, 94.4, 2021-01-30 15:00:00, -4.0
-3.096, 93.3, 2021-01-30 16:00:00, -4.0
-3.161, 94.7, 2021-01-30 17:00:00, -4.0
-2.905, 95.1, 2021-01-30 18:00:00, -4.0
-2.986, 95.4, 2021-01-30 19:00:00, -3.0
-3.056, 94.8, 2021-01-30 20:00:00, -3.0
-2.901, 93.9, 2021-01-30 21:00:00, -3.0
-2.846, 93.8, 2021-01-30 22:00:00, -3.0
-2.851, 94.2, 2021-01-30 23:00:00, -4.0
-2.985, 94.8, 2021-01-31 00:00:00, -3.0
-2.804, 94.9, 2021-01-31 01:00:00, -4.0
-2.561, 93.9, 2021-01-31 02:00:00, -4.0
-2.579, 94.0, 2021-01-31 03:00:00, -3.0
-3.22, 95.1, 2021-01-31 04:00:00, -4.0
-2.49, 94.9, 2021-01-31 05:00:00, -3.0
-2.495, 96.3, 2021-01-31 06:00:00, -3.0
-2.121, 96.4, 2021-01-31 07:00:00, -2.0
-1.948, 95.9, 2021-01-31 08:00:00, -2.0
-0.288, 93.1, 2021-01-31 09:00:00, -1.0
0.523, 89.5, 2021-01-31 10:00:00, -1.0
0.976, 88.7, 2021-01-31 11:00:00, -1.0
1.601, 84.9, 2021-01-31 12:00:00, -1.0
1.577, 86.3, 2021-01-31 13:00:00, 0.0
1.586, 89.2, 2021-01-31 14:00:00, 0.0
1.912, 88.0, 2021-01-31 15:00:00, 1.0
1.595, 89.8, 2021-01-31 16:00:00, 0.0
0.579, 95.4, 2021-01-31 17:00:00, 0.0
1.519, 91.2, 2021-01-31 18:00:00, 0.0
1.763, 88.7, 2021-01-31 19:00:00, 0.0
1.312, 90.5, 2021-01-31 20:00:00, 0.0
1.193, 90.4, 2021-01-31 21:00:00, 0.0
0.497, 95.3, 2021-01-31 22:00:00, 0.0
0.256, 97.1, 2021-01-31 23:00:00, 0.0
0.293, 97.6, 2021-02-01 00:00:00, 0.0
0.346, 96.6, 2021-02-01 01:00:00, 0.0
0.346, 96.2, 2021-02-01 02:00:00, 0.0
0.499, 94.4, 2021-02-01 03:00:00, 0.0
0.269, 94.1, 2021-02-01 04:00:00, 0.0
0.117, 96.5, 2021-02-01 05:00:00, -1.0
0.007, 98.0, 2021-02-01 06:00:00, 0.0
-0.294, 98.3, 2021-02-01 07:00:00, 0.0
-0.227, 98.4, 2021-02-01 08:00:00, 0.0
-0.157, 98.5, 2021-02-01 09:00:00, 0.0
0.021, 98.5, 2021-02-01 10:00:00, 0.0
0.142, 98.6, 2021-02-01 11:00:00, 0.0
0.376, 98.6, 2021-02-01 12:00:00, 0.0
0.183, 98.5, 2021-02-01 13:00:00, 0.0
0.145, 98.6, 2021-02-01 14:00:00, 0.0
0.203, 98.8, 2021-02-01 15:00:00, 0.0
0.267, 98.8, 2021-02-01 16:00:00, 0.0
0.485, 98.9, 2021-02-01 17:00:00, 0.0
0.779, 98.7, 2021-02-01 18:00:00, 1.0
0.866, 98.1, 2021-02-01 19:00:00, 0.0
0.789, 98.2, 2021-02-01 20:00:00, 1.0
1.827, 94.0, 2021-02-01 21:00:00, 1.0
0.903, 97.6, 2021-02-01 22:00:00, 0.0
0.685, 97.8, 2021-02-01 23:00:00, 0.0
0.422, 98.3, 2021-02-02 00:00:00, 0.0
0.306, 98.5, 2021-02-02 01:00:00, 0.0
0.295, 98.7, 2021-02-02 02:00:00, 0.0
0.787, 98.4, 2021-02-02 03:00:00, 0.0
0.435, 97.8, 2021-02-02 04:00:00, 0.0
-0.131, 97.9, 2021-02-02 05:00:00, -1.0
-0.25, 97.8, 2021-02-02 06:00:00, -1.0
-0.562, 90.2, 2021-02-02 07:00:00, -2.0
-1.304, 90.2, 2021-02-02 08:00:00, -2.0
-1.57, 91.2, 2021-02-02 09:00:00, -2.0
0.341, 74.18, 2021-02-02 10:00:00, -3.0
0.608, 81.1, 2021-02-02 11:00:00, -2.0
1.586, 73.04, 2021-02-02 12:00:00, -2.0
0.685, 74.03, 2021-02-02 13:00:00, -3.0
0.845, 71.94, 2021-02-02 14:00:00, -3.0
0.541, 73.34, 2021-02-02 15:00:00, -4.0
0.047, 76.66, 2021-02-02 16:00:00, -3.0
-0.504, 76.86, 2021-02-02 17:00:00, -4.0
-2.432, 86.1, 2021-02-02 18:00:00, -4.0
-3.758, 93.1, 2021-02-02 19:00:00, -5.0
-4.246, 91.6, 2021-02-02 20:00:00, -5.0
-5.645, 92.0, 2021-02-02 21:00:00, -7.0
-7.488, 92.1, 2021-02-02 22:00:00, -9.0
-5.208, 94.7, 2021-02-02 23:00:00, -6.0
-6.002, 94.1, 2021-02-03 00:00:00, -7.0
-7.843, 92.4, 2021-02-03 01:00:00, -9.0
-5.209, 94.2, 2021-02-03 02:00:00, -6.0
-4.066, 93.0, 2021-02-03 03:00:00, -5.0
-4.312, 91.8, 2021-02-03 04:00:00, -5.0
-5.141, 91.7, 2021-02-03 05:00:00, -6.0
-5.261, 91.6, 2021-02-03 06:00:00, -6.0
-5.693, 90.3, 2021-02-03 07:00:00, -7.0
-6.556, 91.0, 2021-02-03 08:00:00, -8.0
-6.816, 89.3, 2021-02-03 09:00:00, -8.0
-6.559, 88.4, 2021-02-03 10:00:00, -8.0
-5.569, 84.1, 2021-02-03 11:00:00, -8.0
-5.08, 78.22, 2021-02-03 12:00:00, -8.0
-4.562, 76.99, 2021-02-03 13:00:00, -8.0
-4.128, 75.06, 2021-02-03 14:00:00, -8.0
-3.551, 72.34, 2021-02-03 15:00:00, -7.0
-3.728, 72.06, 2021-02-03 16:00:00, -7.0
-5.257, 77.9, 2021-02-03 17:00:00, -8.0
-8.12, 87.7, 2021-02-03 18:00:00, -10.0
-9.58, 88.6, 2021-02-03 19:00:00, -11.0
-10.44, 89.9, 2021-02-03 20:00:00, -11.0
-10.35, 88.9, 2021-02-03 21:00:00, -12.0
-10.72, 88.4, 2021-02-03 22:00:00, -12.0
-11.16, 89.7, 2021-02-03 23:00:00, -13.0
-11.61, 87.9, 2021-02-04 00:00:00, -13.0
-11.67, 88.6, 2021-02-04 01:00:00, -13.0
-11.09, 88.6, 2021-02-04 02:00:00, -12.0
-8.34, 91.9, 2021-02-04 03:00:00, -9.0
-7.786, 91.9, 2021-02-04 04:00:00, -9.0
-8.25, 90.5, 2021-02-04 05:00:00, -9.0
-7.649, 92.1, 2021-02-04 06:00:00, -9.0
-6.719, 92.7, 2021-02-04 07:00:00, -7.0
-5.968, 93.7, 2021-02-04 08:00:00, -7.0
-5.324, 94.2, 2021-02-04 09:00:00, -6.0
-4.316, 94.5, 2021-02-04 10:00:00, -5.0
-3.363, 93.6, 2021-02-04 11:00:00, -4.0
-2.482, 92.4, 2021-02-04 12:00:00, -3.0
-1.391, 90.6, 2021-02-04 13:00:00, -3.0
-1.136, 90.9, 2021-02-04 14:00:00, -2.0
-0.999, 95.0, 2021-02-04 15:00:00, -1.0
-1.063, 95.1, 2021-02-04 16:00:00, -2.0
-1.28, 93.5, 2021-02-04 17:00:00, -2.0
-1.137, 91.5, 2021-02-04 18:00:00, -2.0
-1.428, 94.8, 2021-02-04 19:00:00, -2.0
-1.553, 96.3, 2021-02-04 20:00:00, -2.0
-1.872, 96.9, 2021-02-04 21:00:00, -2.0
-1.926, 97.2, 2021-02-04 22:00:00, -2.0
-1.824, 97.2, 2021-02-04 23:00:00, -2.0
-1.876, 97.2, 2021-02-05 00:00:00, -2.0
-1.325, 97.5, 2021-02-05 01:00:00, -1.0
-0.642, 97.5, 2021-02-05 02:00:00, -1.0
0.324, 91.2, 2021-02-05 03:00:00, -1.0
0.019, 91.9, 2021-02-05 04:00:00, -1.0
-0.866, 88.0, 2021-02-05 05:00:00, -2.0
-1.362, 89.5, 2021-02-05 06:00:00, -3.0
-1.636, 86.1, 2021-02-05 07:00:00, -3.0
-2.313, 88.6, 2021-02-05 08:00:00, -4.0
-2.246, 85.8, 2021-02-05 09:00:00, -4.0
1.35, 68.32, 2021-02-05 10:00:00, -4.0
1.591, 66.88, 2021-02-05 11:00:00, -4.0
2.428, 56.37, 2021-02-05 12:00:00, -5.0
2.852, 54.71, 2021-02-05 13:00:00, -5.0
2.552, 56.69, 2021-02-05 14:00:00, -5.0
2.049, 55.34, 2021-02-05 15:00:00, -6.0
1.282, 57.6, 2021-02-05 16:00:00, -6.0
0.425, 59.61, 2021-02-05 17:00:00, -6.0
-3.089, 82.6, 2021-02-05 18:00:00, -6.0
-4.331, 87.4, 2021-02-05 19:00:00, -6.0
-4.714, 89.1, 2021-02-05 20:00:00, -6.0
-5.196, 89.9, 2021-02-05 21:00:00, -6.0
-5.624, 90.3, 2021-02-05 22:00:00, -7.0
-5.475, 90.2, 2021-02-05 23:00:00, -6.0
-5.056, 90.4, 2021-02-06 00:00:00, -6.0
-4.423, 91.5, 2021-02-06 01:00:00, -6.0
-4.324, 93.2, 2021-02-06 02:00:00, -5.0
-3.973, 93.9, 2021-02-06 03:00:00, -5.0
-3.907, 94.5, 2021-02-06 04:00:00, -5.0
-3.784, 95.0, 2021-02-06 05:00:00, -5.0
-3.784, 95.2, 2021-02-06 06:00:00, -5.0
-3.721, 95.2, 2021-02-06 07:00:00, -5.0
-3.75, 95.1, 2021-02-06 08:00:00, -4.0
-3.606, 94.8, 2021-02-06 09:00:00, -4.0
-3.262, 94.8, 2021-02-06 10:00:00, -4.0
-2.982, 92.5, 2021-02-06 11:00:00, -4.0
-2.68, 86.7, 2021-02-06 12:00:00, -4.0
-2.557, 84.2, 2021-02-06 13:00:00, -5.0
-3.212, 86.1, 2021-02-06 14:00:00, -5.0
-4.307, 82.9, 2021-02-06 15:00:00, -7.0
-4.747, 81.8, 2021-02-06 16:00:00, -7.0
-6.044, 81.4, 2021-02-06 17:00:00, -9.0
-6.711, 80.9, 2021-02-06 18:00:00, -9.0
-7.949, 81.7, 2021-02-06 19:00:00, -10.0
-8.32, 83.0, 2021-02-06 20:00:00, -11.0
-9.46, 85.3, 2021-02-06 21:00:00, -12.0
-11.3, 84.7, 2021-02-06 22:00:00, -13.0
-13.99, 87.5, 2021-02-06 23:00:00, -15.0
-14.81, 86.4, 2021-02-07 00:00:00, -17.0
-13.77, 87.7, 2021-02-07 01:00:00, -15.0
-12.99, 88.1, 2021-02-07 02:00:00, -14.0
-11.77, 87.3, 2021-02-07 03:00:00, -13.0
-11.72, 87.3, 2021-02-07 04:00:00, -13.0
-12.3, 88.2, 2021-02-07 05:00:00, -14.0
-12.83, 87.9, 2021-02-07 06:00:00, -15.0
-14.52, 86.3, 2021-02-07 07:00:00, -16.0
-15.22, 86.5, 2021-02-07 08:00:00, -17.0
-13.7, 86.4, 2021-02-07 09:00:00, -15.0
-12.41, 84.6, 2021-02-07 10:00:00, -14.0
-11.24, 80.2, 2021-02-07 11:00:00, -13.0
-10.04, 77.76, 2021-02-07 12:00:00, -13.0
-9.61, 74.33, 2021-02-07 13:00:00, -13.0
-9.54, 74.75, 2021-02-07 14:00:00, -13.0
-9.14, 75.04, 2021-02-07 15:00:00, -12.0
-9.55, 76.59, 2021-02-07 16:00:00, -12.0
-10.78, 77.92, 2021-02-07 17:00:00, -14.0
-11.74, 79.57, 2021-02-07 18:00:00, -14.0
-12.25, 81.7, 2021-02-07 19:00:00, -14.0
-12.78, 83.4, 2021-02-07 20:00:00, -15.0
-14.87, 77.92, 2021-02-07 21:00:00, -17.0
-14.76, 82.3, 2021-02-07 22:00:00, -17.0
-15.84, 82.5, 2021-02-07 23:00:00, -18.0
-15.77, 81.5, 2021-02-08 00:00:00, -18.0
-16.63, 76.98, 2021-02-08 01:00:00, -19.0
-17.21, 77.12, 2021-02-08 02:00:00, -20.0
-18.39, 79.21, 2021-02-08 03:00:00, -21.0
-18.99, 80.5, 2021-02-08 04:00:00, -21.0
-19.49, 80.2, 2021-02-08 05:00:00, -22.0
-20.65, 79.25, 2021-02-08 06:00:00, -23.0
-22.02, 80.9, 2021-02-08 07:00:00, -24.0
-22.8, 80.1, 2021-02-08 08:00:00, -25.0
-19.36, 76.96, 2021-02-08 09:00:00, -22.0
-17.78, 63.83, 2021-02-08 10:00:00, -23.0
-16.65, 63.3, 2021-02-08 11:00:00, -22.0
-15.54, 58.63, 2021-02-08 12:00:00, -21.0
-15.13, 53.57, 2021-02-08 13:00:00, -22.0
-15.02, 55.08, 2021-02-08 14:00:00, -21.0
-14.85, 56.64, 2021-02-08 15:00:00, -21.0
-15.97, 53.71, 2021-02-08 16:00:00, -23.0
-17.8, 65.88, 2021-02-08 17:00:00, -22.0
-21.13, 77.91, 2021-02-08 18:00:00, -24.0
-23.51, 78.84, 2021-02-08 19:00:00, -26.0
-26.29, 77.61, 2021-02-08 20:00:00, -29.0
-28.28, 76.13, 2021-02-08 21:00:00, -31.0
-29.92, 75.35, 2021-02-08 22:00:00, -32.0
-31.26, 73.88, 2021-02-08 23:00:00, -34.0
-31.95, 73.71, 2021-02-09 00:00:00, -35.0
-32.85, 72.88, 2021-02-09 01:00:00, -35.0
-33.32, 72.73, 2021-02-09 02:00:00, -36.0
-34.58, 71.91, 2021-02-09 03:00:00, -37.0
-34.84, 71.57, 2021-02-09 04:00:00, -38.0
-35.45, 71.12, 2021-02-09 05:00:00, -38.0
-35.81, 71.02, 2021-02-09 06:00:00, -39.0
-35.99, 70.89, 2021-02-09 07:00:00, -39.0
-35.79, 70.85, 2021-02-09 08:00:00, -39.0
-31.31, 72.67, 2021-02-09 09:00:00, -34.0
-24.87, 75.2, 2021-02-09 10:00:00, -28.0
-21.08, 68.54, 2021-02-09 11:00:00, -25.0
-19.2, 64.34, 2021-02-09 12:00:00, -24.0
-17.88, 62.5, 2021-02-09 13:00:00, -22.0
-16.62, 60.7, 2021-02-09 14:00:00, -22.0
-15.86, 60.08, 2021-02-09 15:00:00, -21.0
-15.42, 61.17, 2021-02-09 16:00:00, -20.0
-16.55, 66.98, 2021-02-09 17:00:00, -21.0
-18.02, 73.39, 2021-02-09 18:00:00, -21.0
-19.27, 75.02, 2021-02-09 19:00:00, -22.0
-20.85, 74.74, 2021-02-09 20:00:00, -24.0
-20.75, 76.68, 2021-02-09 21:00:00, -23.0
-21.09, 75.64, 2021-02-09 22:00:00, -24.0
-21.85, 75.46, 2021-02-09 23:00:00, -25.0
-22.38, 72.79, 2021-02-10 00:00:00, -25.0
-22.69, 74.24, 2021-02-10 01:00:00, -26.0
-23.89, 73.2, 2021-02-10 02:00:00, -27.0
-25.41, 73.06, 2021-02-10 03:00:00, -29.0
-26.06, 72.83, 2021-02-10 04:00:00, -29.0
-26.91, 73.39, 2021-02-10 05:00:00, -30.0
-29.35, 74.28, 2021-02-10 06:00:00, -32.0
-31.21, 74.89, 2021-02-10 07:00:00, -34.0
-32.33, 73.11, 2021-02-10 08:00:00, -35.0
-27.49, 71.9, 2021-02-10 09:00:00, -31.0
-25.14, 63.82, 2021-02-10 10:00:00, -30.0
-24.22, 59.87, 2021-02-10 11:00:00, -29.0
-22.86, 57.88, 2021-02-10 12:00:00, -28.0
-21.8, 57.44, 2021-02-10 13:00:00, -27.0
-21.1, 57.06, 2021-02-10 14:00:00, -27.0
-20.72, 57.92, 2021-02-10 15:00:00, -26.0
-21.16, 58.99, 2021-02-10 16:00:00, -27.0
-22.44, 61.33, 2021-02-10 17:00:00, -28.0
-25.04, 70.91, 2021-02-10 18:00:00, -28.0
-27.72, 76.05, 2021-02-10 19:00:00, -31.0
-29.83, 75.33, 2021-02-10 20:00:00, -33.0
-31.51, 74.38, 2021-02-10 21:00:00, -34.0
-33.49, 72.13, 2021-02-10 22:00:00, -36.0
-34.02, 72.53, 2021-02-10 23:00:00, -37.0
-35.04, 71.39, 2021-02-11 00:00:00, -38.0
-35.72, 70.92, 2021-02-11 01:00:00, -39.0
-35.89, 70.97, 2021-02-11 02:00:00, -39.0
-36.27, 70.89, 2021-02-11 03:00:00, -40.0
-36.73, 70.26, 2021-02-11 04:00:00, -40.0
-37.32, 69.49, 2021-02-11 05:00:00, -40.0
-37.54, 69.38, 2021-02-11 06:00:00, -41.0
-38.04, 68.96, 2021-02-11 07:00:00, -41.0
-37.75, 69.18, 2021-02-11 08:00:00, -41.0
-31.63, 72.35, 2021-02-11 09:00:00, -34.0
-25.82, 69.18, 2021-02-11 10:00:00, -29.0
-24.04, 65.05, 2021-02-11 11:00:00, -28.0
-22.59, 62.31, 2021-02-11 12:00:00, -27.0
-21.36, 60.7, 2021-02-11 13:00:00, -26.0
-20.73, 59.54, 2021-02-11 14:00:00, -26.0
-19.97, 57.94, 2021-02-11 15:00:00, -26.0
-20.09, 57.55, 2021-02-11 16:00:00, -26.0
-21.97, 66.25, 2021-02-11 17:00:00, -26.0
-25.97, 74.69, 2021-02-11 18:00:00, -29.0
-28.87, 74.48, 2021-02-11 19:00:00, -32.0
-30.95, 73.54, 2021-02-11 20:00:00, -34.0
