station_observations
pcpn_amt_pst24hrs, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp, stn_pres
None, 30.2, 12.3, None, 0.0, 0.0, 31.2, 28.0, 2021-07-29 13:00:00, 9.0, 916.0
None, 32.7, 12.3, None, 0.0, 0.0, 32.6, 23.0, 2021-07-29 15:00:00, 10.0, 916.0
None, 33.4, 12.3, None, 0.0, 0.0, 33.3, 20.0, 2021-07-29 16:00:00, 7.0, 915.0
None, 32.8, 12.3, None, 0.0, 0.0, 33.6, 20.0, 2021-07-29 17:00:00, 6.0, 916.0
None, 33.2, 12.3, None, 0.0, 0.0, 33.6, 19.0, 2021-07-29 18:00:00, 7.0, 914.0
None, 30.3, 30.8, None, 0.0, 0.0, 33.3, 31.0, 2021-07-29 19:00:00, 11.0, 915.0
None, 25.2, 25.2, None, 0.0, 0.0, 33.3, 47.0, 2021-07-29 20:00:00, 13.0, 914.0
None, 20.7, 20.7, None, 0.0, 0.0, 33.3, 56.0, 2021-07-29 21:00:00, 12.0, 915.0
None, 18.5, 18.6, None, 0.0, 0.0, 33.3, 56.0, 2021-07-29 22:00:00, 10.0, 916.0
None, 16.1, 16.1, None, 0.0, 0.0, 33.3, 60.0, 2021-07-29 23:00:00, 8.0, 917.0
None, 15.3, 15.2, None, 0.0, 0.0, 33.3, 63.0, 2021-07-30 00:00:00, 8.0, 918.0
None, 13.9, 14.0, 1018.7, 0.0, 0.0, 33.3, 67.0, 2021-07-30 01:00:00, 8.0, 917.0
None, 12.9, 12.9, None, 0.0, 0.0, 33.3, 72.0, 2021-07-30 02:00:00, 8.0, 918.0
None, 12.1, 12.1, 1020.8, 0.0, 0.0, 33.3, 74.0, 2021-07-30 03:00:00, 8.0, 919.0
None, 11.6, 11.7, 1019.7, 0.0, 0.0, 33.3, 77.0, 2021-07-30 04:00:00, 8.0, 918.0
None, 11.6, 11.5, 1019.8, 0.0, 0.0, 33.3, 77.0, 2021-07-30 05:00:00, 8.0, 918.0
None, 11.9, 10.9, 1020.8, 0.0, 0.0, 33.3, 76.0, 2021-07-30 06:00:00, 8.0, 919.0
None, 14.3, 11.6, 1020.9, 0.0, 0.0, 14.3, 68.0, 2021-07-30 07:00:00, 9.0, 919.0
None, 17.3, 11.6, 1021.1, 0.0, 0.0, 17.2, 59.0, 2021-07-30 08:00:00, 9.0, 919.0
None, 21.3, 11.6, 1021.1, 0.0, 0.0, 21.2, 48.0, 2021-07-30 09:00:00, 10.0, 919.0
None, 26.2, 11.6, 1021.9, 0.0, 0.0, 26.1, 38.0, 2021-07-30 10:00:00, 11.0, 920.0
None, 29.3, 11.6, 1020.8, 0.0, 0.0, 29.3, 30.0, 2021-07-30 11:00:00, 11.0, 919.0
None, 32.0, 11.6, 1019.5, 0.0, 0.0, 32.0, 24.0, 2021-07-30 12:00:00, 9.0, 918.0
None, 33.4, 11.6, 1018.3, 0.0, 0.0, 33.2, 20.0, 2021-07-30 13:00:00, 8.0, 917.0
0.0, 34.3, 11.6, 1019.5, 0.0, 0.0, 34.3, 17.0, 2021-07-30 14:00:00, 6.0, 918.0
0.0, 34.7, 11.6, 1018.4, 0.0, 0.0, 34.9, 18.0, 2021-07-30 15:00:00, 7.0, 917.0
0.0, 35.4, 11.6, 1018.4, 0.0, 0.0, 35.3, 14.0, 2021-07-30 16:00:00, 4.0, 917.0
0.0, 35.1, 11.6, 1017.3, 0.0, 0.0, 35.4, 18.0, 2021-07-30 17:00:00, 7.0, 916.0
0.0, 32.1, 11.6, 1017.6, 0.0, 0.0, 35.4, 33.0, 2021-07-30 18:00:00, 12.0, 916.0
0.0, 29.4, 29.4, 1017.6, 0.0, 0.0, 32.1, 36.0, 2021-07-30 19:00:00, 13.0, 916.0
0.0, 24.5, 24.6, 1017.8, 0.0, 0.0, 32.1, 52.0, 2021-07-30 20:00:00, 14.0, 916.0
0.0, 21.2, 21.1, 1018.8, 0.0, 0.0, 32.1, 48.0, 2021-07-30 21:00:00, 10.0, 917.0
0.0, 18.9, 19.0, 1018.6, 0.0, 0.0, 32.1, 56.0, 2021-07-30 22:00:00, 10.0, 917.0
0.0, 17.4, 17.4, 1019.5, 0.0, 0.0, 32.1, 58.0, 2021-07-30 23:00:00, 9.0, 918.0
0.0, 16.3, 16.0, 1019.4, 0.0, 0.0, 32.1, 61.0, 2021-07-31 00:00:00, 9.0, 918.0
0.0, 15.1, 15.2, 1020.5, 0.0, 0.0, 32.1, 67.0, 2021-07-31 01:00:00, 9.0, 919.0
0.0, 14.2, 14.2, 1020.5, 0.0, 0.0, 32.1, 70.0, 2021-07-31 02:00:00, 9.0, 919.0
0.0, 14.0, 13.8, 1021.6, 0.0, 0.0, 32.1, 71.0, 2021-07-31 03:00:00, 9.0, 920.0
0.0, 14.1, 13.2, 1020.4, 0.0, 0.0, 32.1, 70.0, 2021-07-31 04:00:00, 9.0, 919.0
0.0, 13.8, 13.2, 1021.5, 0.0, 0.0, 32.1, 72.0, 2021-07-31 05:00:00, 9.0, 920.0
0.0, 14.0, 13.2, 1022.9, 0.0, 0.0, 32.1, 72.0, 2021-07-31 06:00:00, 9.0, 921.0
0.0, 15.6, 13.8, 1021.9, 0.0, 0.0, 15.6, 71.0, 2021-07-31 07:00:00, 10.0, 920.0
0.0, 18.6, 13.8, 1023.2, 0.0, 0.0, 18.6, 62.0, 2021-07-31 08:00:00, 11.0, 921.0
0.0, 22.9, 13.8, 1023.1, 0.0, 0.0, 22.8, 47.0, 2021-07-31 09:00:00, 11.0, 921.0
0.0, 26.4, 13.8, 1021.9, 0.0, 0.0, 26.3, 38.0, 2021-07-31 10:00:00, 11.0, 920.0
0.0, 29.3, 13.8, 1021.7, 0.0, 0.0, 29.3, 30.0, 2021-07-31 11:00:00, 10.0, 920.0
0.0, 31.8, 13.8, 1020.5, 0.0, 0.0, 32.1, 27.0, 2021-07-31 12:00:00, 11.0, 919.0
0.0, 34.2, 13.8, 1019.3, 0.0, 0.0, 34.6, 24.0, 2021-07-31 13:00:00, 12.0, 918.0
0.0, 34.9, 13.8, 1019.3, 0.0, 0.0, 35.2, 24.0, 2021-07-31 14:00:00, 12.0, 918.0
0.0, 35.9, 13.8, 1019.2, 0.0, 0.0, 35.8, 20.0, 2021-07-31 15:00:00, 9.0, 918.0
0.0, 36.0, 13.8, 1017.0, 0.0, 0.0, 36.3, 19.0, 2021-07-31 16:00:00, 9.0, 916.0
0.0, 36.2, 13.8, 1017.0, 0.0, 0.0, 36.3, 20.0, 2021-07-31 17:00:00, 10.0, 916.0
0.0, 35.8, 13.8, 1015.9, 0.0, 0.0, 36.3, 21.0, 2021-07-31 18:00:00, 10.0, 915.0
0.0, 34.2, 34.3, 1017.0, 0.0, 0.0, 35.9, 24.0, 2021-07-31 19:00:00, 11.0, 916.0
0.0, 30.7, 30.8, 1015.9, 0.0, 0.0, 35.9, 31.0, 2021-07-31 20:00:00, 12.0, 915.0
0.0, 28.1, 28.1, 1018.0, 0.0, 0.0, 35.9, 37.0, 2021-07-31 21:00:00, 12.0, 917.0
0.0, 29.3, 27.4, 1016.4, 0.0, 0.0, 35.9, 30.0, 2021-07-31 22:00:00, 10.0, 916.0
0.0, 23.9, 23.8, 1017.8, 0.0, 0.0, 35.9, 49.0, 2021-07-31 23:00:00, 12.0, 917.0
0.0, 21.7, 21.7, 1017.8, 0.0, 0.0, 35.9, 53.0, 2021-08-01 00:00:00, 11.0, 917.0
0.0, 21.3, 20.7, 1018.7, 0.0, 0.0, 35.9, 52.0, 2021-08-01 01:00:00, 11.0, 918.0
0.0, 21.0, 19.9, 1018.7, 0.0, 0.0, 35.9, 52.0, 2021-08-01 02:00:00, 11.0, 918.0
0.0, 20.3, 19.9, 1018.6, 0.0, 0.0, 35.9, 57.0, 2021-08-01 03:00:00, 12.0, 918.0
0.0, 19.5, 19.5, 1017.6, 0.0, 0.0, 35.9, 64.0, 2021-08-01 04:00:00, 12.0, 917.0
0.0, 19.0, 18.9, 1018.7, 0.0, 0.0, 35.9, 60.0, 2021-08-01 05:00:00, 11.0, 918.0
0.0, 18.2, 18.2, 1018.8, 0.0, 0.0, 35.9, 65.0, 2021-08-01 06:00:00, 12.0, 918.0
0.0, 19.8, 17.9, 1018.8, 0.0, 0.0, 19.7, 62.0, 2021-08-01 07:00:00, 13.0, 918.0
0.0, 23.8, 17.9, 1017.7, 0.0, 0.0, 23.7, 49.0, 2021-08-01 08:00:00, 12.0, 917.0
