station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -1.513, 99.4, None, None, None, 18.1, 21.34, 0.0, 11.51, 329.4, -1.0, 11.5, -1.5, -2.6, 0.5, None, 329.0, -1.3, None, None, 99.0, None, 2021-01-01 10:00:00, 127.0, None, 126.6
None, None, -1.122, 99.5, None, None, None, 19.2, 12.85, 0.0, 14.1, 348.5, -1.0, 14.1, -1.1, -2.6, 0.2, None, 349.0, -0.9, None, None, 100.0, None, 2021-01-01 11:00:00, 127.0, None, 126.6
None, None, -0.776, 99.4, None, None, None, 23.2, 7.747, 0.0, 17.79, 14.77, -1.0, 17.8, -0.8, -2.6, 0.3, None, 15.0, -0.5, None, None, 99.0, None, 2021-01-01 12:00:00, 127.0, None, 126.5
None, None, -0.363, 99.2, None, None, None, 28.8, 7.153, 0.0, 19.59, 28.87, 0.0, 19.6, -0.4, -2.6, 0.1, None, 29.0, 0.1, None, None, 99.0, None, 2021-01-01 13:00:00, 126.0, None, 126.3
None, None, -0.191, 99.3, None, None, None, 27.4, 11.47, 0.0, 18.98, 35.05, 0.0, 19.0, -0.2, -2.6, 0.4, None, 35.0, 0.1, None, None, 99.0, None, 2021-01-01 14:00:00, 127.0, None, 126.5
None, None, -0.184, 99.5, None, None, None, 28.2, 14.22, 0.0, 18.59, 57.74, 0.0, 18.6, -0.2, -2.6, 1.1, None, 58.0, 0.1, None, None, 100.0, None, 2021-01-01 15:00:00, 126.0, None, 125.6
None, None, -0.265, 99.7, None, None, None, 34.9, 13.87, 0.0, 19.23, 87.7, 0.0, 19.2, -0.3, -2.6, 0.9, None, 88.0, 0.1, None, None, 100.0, None, 2021-01-01 16:00:00, 125.0, None, 125.2
None, None, -0.534, 99.8, None, None, None, 27.5, 10.85, 0.0, 19.46, 119.9, -1.0, 19.5, -0.5, -2.6, 1.8, None, 120.0, 0.1, None, None, 100.0, None, 2021-01-01 17:00:00, 125.0, None, 124.9
None, None, -0.855, 99.9, None, None, None, 26.4, 9.65, 0.0, 18.21, 131.0, -1.0, 18.2, -0.9, -2.6, 1.4, None, 131.0, 0.1, None, None, 100.0, None, 2021-01-01 18:00:00, 124.0, None, 124.0
None, None, -1.003, 100.0, None, None, None, 37.6, 7.872, 0.0, 23.15, 144.6, -1.0, 23.2, -1.0, -1.1, 0.7, None, 145.0, -0.8, None, None, 100.0, None, 2021-01-01 19:00:00, 125.0, None, 124.6
None, None, -1.26, 99.9, None, None, None, 45.2, 55.42, 0.0, 18.49, 226.9, -1.0, 18.5, -1.3, -1.4, 1.5, None, 227.0, -0.8, None, None, 100.0, None, 2021-01-01 20:00:00, 124.0, None, 123.6
None, None, -1.545, 99.9, None, None, None, 22.2, 12.58, 0.0, 12.4, 254.3, -2.0, 12.4, -1.5, -1.7, 4.6, None, 254.0, -0.8, None, None, 100.0, None, 2021-01-01 21:00:00, 131.0, None, 130.9
None, None, -1.868, 99.8, None, None, None, 16.5, 48.49, 0.0, 7.769, 230.0, -2.0, 7.8, -1.9, -2.0, 1.6, None, 230.0, -0.8, None, None, 100.0, None, 2021-01-01 22:00:00, 132.0, None, 131.8
None, None, -2.175, 99.6, None, None, None, 24.9, 45.42, 0.0, 8.97, 148.4, -3.0, 9.0, -2.2, -2.5, 0.0, None, 148.0, -0.8, None, None, 100.0, None, 2021-01-01 23:00:00, 132.0, None, 131.8
None, None, -2.388, 99.3, None, None, None, 36.6, 30.93, 1.0, 13.72, 228.9, -3.0, 13.7, -2.4, -2.7, 0.0, None, 229.0, -0.8, None, None, 99.0, None, 2021-01-02 00:00:00, 132.0, None, None
None, None, -2.299, 99.2, None, None, None, 27.5, 21.01, 0.0, 17.37, 225.6, -3.0, 17.4, -2.3, -2.7, 0.0, None, 226.0, -0.8, None, None, 99.0, None, 2021-01-02 01:00:00, 132.0, None, 132.0
20.7, None, -2.299, 99.1, None, None, None, 31.0, 21.29, 0.0, 16.4, 272.1, -3.0, 16.4, -2.3, -2.7, 0.4, None, 272.0, -0.8, None, None, 99.0, None, 2021-01-02 02:00:00, 132.0, None, 131.5
20.3, None, -2.346, 99.0, None, None, None, 29.1, 24.52, 0.0, 17.88, 317.3, -3.0, 17.9, -2.3, -2.7, 0.1, None, 317.0, -0.8, None, None, 99.0, None, 2021-01-02 03:00:00, 132.0, None, 132.2
20.1, None, -2.354, 98.9, None, None, None, 27.3, 25.72, 0.0, 15.0, 3.129, -2.0, 15.0, -2.4, -2.7, 0.3, None, 3.0, -0.8, None, None, 99.0, None, 2021-01-02 04:00:00, 132.0, None, 131.9
19.2, None, -2.418, 98.9, None, None, None, 29.0, 19.72, 0.0, 16.72, 8.94, -2.0, 16.7, -2.4, -2.7, 0.0, None, 9.0, -0.8, None, None, 99.0, None, 2021-01-02 05:00:00, 131.0, None, 130.9
18.5, None, -2.335, 98.6, None, None, None, 42.8, 31.3, 0.0, 16.34, 33.96, -3.0, 16.3, -2.3, -2.7, 0.3, None, 34.0, -0.8, None, None, 99.0, None, 2021-01-02 06:00:00, 132.0, None, 131.6
17.9, None, -2.285, 98.6, None, None, None, 34.4, 35.07, 0.0, 15.84, 7.579, -3.0, 15.8, -2.3, -2.5, 0.4, None, 8.0, -2.2, None, None, 99.0, None, 2021-01-02 07:00:00, 132.0, None, 131.5
17.8, None, -2.431, 98.8, None, None, None, 40.7, 25.15, 0.0, 21.17, 52.58, -3.0, 21.2, -2.4, -2.6, 0.4, None, 53.0, -2.2, None, None, 99.0, None, 2021-01-02 08:00:00, 132.0, None, 131.6
17.3, None, -2.556, 98.8, None, None, None, 36.3, 11.75, 0.0, 23.07, 65.87, -2.0, 23.1, -2.6, -2.7, 0.5, None, 66.0, -2.2, None, None, 99.0, None, 2021-01-02 09:00:00, 132.0, None, 131.8
17.4, None, -2.521, 98.8, None, None, None, 41.7, 11.19, 0.0, 30.86, 45.2, -3.0, 30.9, -2.5, -2.7, 0.6, None, 45.0, -2.2, None, None, 99.0, None, 2021-01-02 10:00:00, 131.0, None, 130.7
17.6, None, -2.525, 98.7, None, None, None, 43.6, 15.12, 0.0, 29.33, 20.79, -2.0, 29.3, -2.5, -2.7, 0.4, None, 21.0, -2.2, None, None, 99.0, None, 2021-01-02 11:00:00, 130.0, None, 130.3
18.0, None, -2.377, 98.8, None, None, None, 44.2, 13.06, 0.0, 29.95, 6.909, -2.0, 30.0, -2.4, -2.7, 0.7, None, 7.0, -2.2, None, None, 99.0, None, 2021-01-02 12:00:00, 133.0, None, 132.5
18.8, None, -2.438, 98.8, None, None, None, 40.7, 10.36, 0.0, 28.98, 15.82, -3.0, 29.0, -2.4, -2.7, 0.8, None, 16.0, -2.2, None, None, 99.0, None, 2021-01-02 13:00:00, 133.0, None, 133.1
19.7, None, -2.413, 98.9, None, None, None, 37.3, 15.19, 0.0, 26.21, 22.06, -3.0, 26.2, -2.4, -2.7, 1.3, None, 22.0, -2.2, None, None, 99.0, None, 2021-01-02 14:00:00, 137.0, None, 136.8
19.7, None, -2.48, 98.8, None, None, None, 36.0, 10.88, 0.0, 26.03, 26.6, -3.0, 26.0, -2.5, -2.7, 1.1, None, 27.0, -2.2, None, None, 99.0, None, 2021-01-02 15:00:00, 142.0, None, 141.7
20.2, None, -2.411, 98.9, None, None, None, 35.7, 11.71, 0.0, 24.36, 28.66, -3.0, 24.4, -2.4, -2.7, 1.4, None, 29.0, -2.2, None, None, 99.0, None, 2021-01-02 16:00:00, 144.0, None, 143.9
19.9, None, -2.401, 99.0, None, None, None, 36.1, 14.76, 0.0, 24.11, 45.6, -3.0, 24.1, -2.4, -2.7, 1.5, None, 46.0, -2.2, None, None, 99.0, None, 2021-01-02 17:00:00, 147.0, None, 147.1
20.5, None, -2.44, 99.0, None, None, None, None, 11.21, 0.0, 22.69, 43.36, -2.0, None, -2.4, -2.7, 2.0, None, None, -2.2, None, None, 99.0, None, 2021-01-02 18:00:00, 153.0, None, 153.4
22.9, None, -2.372, 99.0, None, None, None, 26.6, 7.799, 0.0, 18.46, 51.35, -2.0, 18.5, -2.4, -2.5, 3.1, None, 51.0, -2.2, None, None, 99.0, None, 2021-01-02 19:00:00, 158.0, None, 157.5
24.8, None, -2.37, 98.9, None, None, None, 24.7, 10.35, 2.0, 14.42, 58.71, -2.0, 14.4, -2.4, -2.5, 3.4, None, 59.0, -2.2, None, None, 99.0, None, 2021-01-02 20:00:00, 159.0, None, 159.4
22.8, None, -2.539, 98.6, None, None, None, 45.4, 30.8, 0.0, 18.86, 139.6, -3.0, 18.9, -2.5, -2.7, 2.6, None, 140.0, -2.2, None, None, 99.0, None, 2021-01-02 21:00:00, 162.0, None, 162.0
23.5, None, -3.399, 97.8, None, None, None, 29.8, 65.23, 0.0, 8.8, 108.2, -4.0, 8.8, -3.4, -4.0, 2.3, None, 108.0, -2.2, None, None, 98.0, None, 2021-01-02 22:00:00, 165.0, None, 164.5
24.8, None, -4.412, 97.0, None, None, None, 30.6, 68.97, 0.0, 8.82, 76.22, -5.0, 8.8, -4.4, -4.7, 1.3, None, 76.0, -2.2, None, None, 97.0, None, 2021-01-02 23:00:00, 165.0, None, 164.6
25.8, None, -4.818, 96.8, None, None, None, 10.9, 69.32, 0.0, 3.588, 147.7, -5.0, 3.6, -4.8, -4.9, 1.0, None, 148.0, -2.2, None, None, 97.0, None, 2021-01-03 00:00:00, 163.0, None, 162.6
26.2, None, -4.986, 96.6, None, None, None, 12.6, 27.62, 0.0, 6.491, 190.1, -5.0, 6.5, -5.0, -5.3, 0.4, None, 190.0, -2.2, None, None, 97.0, None, 2021-01-03 01:00:00, 163.0, None, 162.9
25.8, None, -5.179, 96.4, None, None, None, 13.8, 25.4, 0.0, 5.62, 233.6, -5.0, 5.6, -5.2, -5.3, 0.1, None, 234.0, -2.2, None, None, 96.0, None, 2021-01-03 02:00:00, 163.0, None, 162.6
25.8, None, -5.259, 96.2, None, None, None, 13.2, 36.45, 0.0, 4.027, 203.1, -6.0, 4.0, -5.3, -5.3, 0.1, None, 203.0, -2.2, None, None, 96.0, None, 2021-01-03 03:00:00, 162.0, None, 161.7
25.5, None, -5.646, 95.7, None, None, None, 15.7, 19.9, 0.0, 10.68, 278.3, -6.0, 10.7, -5.6, -5.9, 0.0, None, 278.0, -2.2, None, None, 96.0, None, 2021-01-03 04:00:00, 161.0, None, 161.1
25.5, None, -6.321, 95.1, None, None, None, 16.7, 28.19, 0.0, 11.86, 2.558, -7.0, 11.9, -6.3, -6.7, 0.0, None, 3.0, -2.2, None, None, 95.0, None, 2021-01-03 05:00:00, 160.0, None, 160.4
25.2, None, -6.825, 94.8, None, None, None, 21.9, 20.43, 0.0, 13.34, 12.39, -7.0, 13.3, -6.8, -7.1, 0.0, None, 12.0, -2.2, None, None, 95.0, None, 2021-01-03 06:00:00, 160.0, None, 159.9
None, None, -7.177, 94.6, None, None, None, 25.5, 52.46, 0.0, 7.728, 18.9, -8.0, 7.7, -7.2, -7.4, -0.1, None, 19.0, -7.0, None, None, 95.0, None, 2021-01-03 07:00:00, 160.0, None, 159.6
None, None, -6.923, 95.0, None, None, None, 21.1, 52.72, 0.0, 11.7, 280.7, -7.0, 11.7, -6.9, -7.4, -0.1, None, 281.0, -6.6, None, None, 95.0, None, 2021-01-03 08:00:00, 159.0, None, 159.2
None, None, -6.316, 95.6, None, None, None, 24.3, 27.09, 0.0, 16.38, 257.5, -7.0, 16.4, -6.3, -7.4, 0.0, None, 258.0, -6.1, None, None, 96.0, None, 2021-01-03 09:00:00, 158.0, None, 158.4
None, None, -5.887, 95.8, None, None, None, 21.5, 12.97, 0.0, 15.72, 281.3, -6.0, 15.7, -5.9, -7.4, 0.3, None, 281.0, -5.4, None, None, 96.0, None, 2021-01-03 10:00:00, 157.0, None, 156.9
None, None, -5.259, 96.1, None, None, None, 32.1, 12.94, 0.0, 17.75, 277.9, -6.0, 17.8, -5.3, -7.4, 0.4, None, 278.0, -4.8, None, None, 96.0, None, 2021-01-03 11:00:00, 157.0, None, None
None, None, -4.328, 96.5, None, None, None, 27.9, 37.81, -1.0, 17.7, 322.2, -4.0, 17.7, -4.3, -7.4, 0.1, None, 322.0, -3.8, None, None, 97.0, None, 2021-01-03 12:00:00, 156.0, None, 155.8
None, None, -3.963, 96.9, None, None, None, 23.7, 17.02, 0.0, 14.31, 18.98, -4.0, 14.3, -4.0, -7.4, 1.1, None, 19.0, -3.8, None, None, 97.0, None, 2021-01-03 13:00:00, 156.0, None, 155.7
None, None, -3.939, 97.0, None, None, None, 13.6, 44.89, 3.0, 5.567, 2.426, -4.0, 5.6, -3.9, -7.4, 1.3, None, 2.0, -3.8, None, None, 97.0, None, 2021-01-03 14:00:00, 159.0, None, 158.5
None, None, -4.139, 96.7, None, None, None, 11.2, 52.97, 0.0, 3.767, 341.1, -5.0, 3.8, -4.1, -7.4, 2.1, None, 341.0, -3.7, None, None, 97.0, None, 2021-01-03 15:00:00, 160.0, None, 159.9
None, None, -4.313, 96.8, None, None, None, 8.0, 74.86, 0.0, 2.469, 302.3, -5.0, 2.5, -4.3, -7.4, 2.4, None, 302.0, -3.7, None, None, 97.0, None, 2021-01-03 16:00:00, 164.0, None, 164.3
None, None, -4.311, 97.0, None, None, None, 22.6, 20.6, 0.0, 12.3, 43.17, -5.0, 12.3, -4.3, -7.4, 0.9, None, 43.0, -3.7, None, None, 97.0, None, 2021-01-03 17:00:00, 164.0, None, 164.1
None, None, -4.513, 96.7, None, None, None, 31.5, 29.26, 0.0, 13.33, 97.4, -5.0, 13.3, -4.5, -7.4, 0.2, None, 97.0, -3.7, None, None, 97.0, None, 2021-01-03 18:00:00, 164.0, None, 163.8
None, None, -4.893, 96.1, None, None, None, 26.3, 19.94, 0.0, 13.71, 85.6, -6.0, 13.7, -4.9, -5.1, 0.0, None, 86.0, -4.6, None, None, 96.0, None, 2021-01-03 19:00:00, 163.0, None, 162.8
None, None, -5.276, 95.9, None, None, None, 25.6, 53.3, 0.0, 13.88, 0.823, -6.0, 13.9, -5.3, -5.5, 0.0, None, 1.0, -4.6, None, None, 96.0, None, 2021-01-03 20:00:00, 162.0, None, 162.4
None, None, -5.551, 95.9, None, None, None, 22.9, 25.31, 0.0, 13.16, 31.44, -6.0, 13.2, -5.6, -5.7, 0.0, None, 31.0, -4.6, None, None, 96.0, None, 2021-01-03 21:00:00, 162.0, None, 161.7
None, None, -5.519, 96.1, None, None, None, 16.6, 26.89, 0.0, 11.6, 351.6, -6.0, 11.6, -5.5, -5.8, 0.0, None, 352.0, -4.6, None, None, 96.0, None, 2021-01-03 22:00:00, 161.0, None, 161.1
None, None, -5.348, 96.3, None, None, None, 27.0, 8.17, 0.0, 19.52, 293.8, -6.0, 19.5, -5.3, -5.8, 0.0, None, 294.0, -4.6, None, None, 96.0, None, 2021-01-03 23:00:00, 161.0, None, 160.9
None, None, -5.31, 96.2, None, None, None, 25.5, 7.739, 0.0, 20.23, 289.1, -6.0, 20.2, -5.3, -5.8, 0.0, None, 289.0, -4.6, None, None, 96.0, None, 2021-01-04 00:00:00, 160.0, None, 160.4
None, None, -5.576, 95.8, None, None, None, 36.5, 6.465, 0.0, 25.85, 284.8, -7.0, 25.9, -5.6, -5.8, 0.0, None, 285.0, -4.6, None, None, 96.0, None, 2021-01-04 01:00:00, 160.0, None, 160.0
None, None, -5.836, 95.7, None, None, None, 38.0, 5.208, 0.0, 30.98, 284.0, -6.0, 31.0, -5.8, -6.0, 0.0, None, 284.0, -4.6, None, None, 96.0, None, 2021-01-04 02:00:00, 160.0, None, 160.2
None, None, -5.599, 96.2, None, None, None, 41.1, 9.62, 0.0, 31.69, 272.7, -6.0, 31.7, -5.6, -6.0, 0.1, None, 273.0, -4.6, None, None, 96.0, None, 2021-01-04 03:00:00, 160.0, None, 160.1
None, None, -5.126, 96.7, None, None, None, 39.0, 9.01, 0.0, 33.94, 253.1, -5.0, 33.9, -5.1, -6.0, 0.3, None, 253.0, -4.6, None, None, 97.0, None, 2021-01-04 04:00:00, 161.0, None, 160.8
None, None, -4.729, 97.1, None, None, None, 38.0, 4.069, 0.0, 30.79, 240.4, -5.0, 30.8, -4.7, -6.0, 0.4, None, 240.0, -4.6, None, None, 97.0, None, 2021-01-04 05:00:00, 160.0, None, 160.3
None, None, -4.455, 97.3, None, None, None, 31.9, 3.588, 0.0, 25.17, 247.9, -5.0, 25.2, -4.5, -6.0, 0.9, None, 248.0, -4.2, None, None, 97.0, None, 2021-01-04 06:00:00, 161.0, None, 160.8
None, None, -3.99, 97.7, None, None, None, 33.0, 10.98, 0.0, 21.88, 253.6, -4.0, 21.9, -4.0, -4.3, 0.7, None, 254.0, -3.7, None, None, 98.0, None, 2021-01-04 07:00:00, 160.0, None, 159.8
11.6, None, -3.757, 97.9, None, None, None, 30.5, 12.35, 0.0, 19.3, 292.2, -4.0, 19.3, -3.8, -4.3, 0.6, None, 292.0, -3.6, None, None, 98.0, None, 2021-01-04 08:00:00, 162.0, None, 161.5
11.9, None, -3.589, 97.9, None, None, None, 22.9, 15.0, 0.0, 16.53, 313.5, -4.0, 16.5, -3.6, -4.3, 0.3, None, 314.0, -3.4, None, None, 98.0, None, 2021-01-04 09:00:00, 161.0, None, 161.3
12.0, None, -3.335, 98.0, None, None, None, 21.6, 12.96, 0.0, 15.41, 341.1, -3.0, 15.4, -3.3, -4.3, 0.4, None, 341.0, -3.1, None, None, 98.0, None, 2021-01-04 10:00:00, 161.0, None, 161.1
11.9, None, -3.078, 98.1, None, None, None, 18.2, 11.86, 0.0, 14.48, 342.3, -3.0, 14.5, -3.1, -4.3, 0.3, None, 342.0, -2.9, None, None, 98.0, None, 2021-01-04 11:00:00, 161.0, None, 160.9
12.7, None, -2.954, 97.9, None, None, None, 15.7, 9.1, 0.0, 12.08, 343.0, -3.0, 12.1, -3.0, -4.3, 0.8, None, 343.0, -2.7, None, None, 98.0, None, 2021-01-04 12:00:00, 161.0, None, 160.8
12.0, None, -2.694, 98.0, None, None, None, 14.6, 9.36, 0.0, 11.41, 353.2, -3.0, 11.4, -2.7, -4.3, 0.4, None, 353.0, -2.6, None, None, 98.0, None, 2021-01-04 13:00:00, 161.0, None, 160.7
11.7, None, -2.18, 98.7, None, None, None, 13.5, 18.27, 0.0, 9.34, 31.68, -2.0, 9.3, -2.2, -4.3, 1.0, None, 32.0, -1.8, None, None, 99.0, None, 2021-01-04 14:00:00, 161.0, None, 160.9
11.9, None, -1.961, 98.7, None, None, None, 37.3, 64.85, 0.0, 13.49, 178.6, -2.0, 13.5, -2.0, -4.3, 2.3, None, 179.0, -1.5, None, None, 99.0, None, 2021-01-04 15:00:00, 161.0, None, 161.2
10.4, None, -2.565, 98.1, None, None, None, 33.7, 51.04, 0.0, 16.76, 168.8, -3.0, 16.8, -2.6, -4.3, 0.9, None, 169.0, -1.5, None, None, 98.0, None, 2021-01-04 16:00:00, 163.0, None, 163.3
9.8, None, -2.565, 97.4, None, None, None, 34.0, 52.83, 0.0, 11.56, 69.08, -4.0, 11.6, -2.6, -4.3, 0.3, None, 69.0, -1.5, None, None, 97.0, None, 2021-01-04 17:00:00, 163.0, None, 162.8
9.6, None, -4.042, 97.2, None, None, None, 26.8, 60.81, 0.0, 8.43, 53.23, -4.0, 8.4, -4.0, -4.3, 0.0, None, 53.0, -1.5, None, None, 97.0, None, 2021-01-04 18:00:00, 161.0, None, 161.0
9.6, None, -4.549, 96.8, None, None, None, 33.5, 44.88, 0.0, 12.57, 33.01, -5.0, 12.6, -4.5, -4.8, 0.0, None, 33.0, -4.2, None, None, 97.0, None, 2021-01-04 19:00:00, 161.0, None, 160.7
None, None, -5.011, 96.5, None, None, None, 28.5, 35.21, 0.0, 11.82, 33.2, -6.0, 11.8, -5.0, -5.3, -0.1, None, 33.0, -4.2, None, None, 97.0, None, 2021-01-04 20:00:00, 160.0, None, 160.4
None, None, -5.333, 96.4, None, None, None, 33.0, 33.03, 0.0, 13.93, 26.81, -6.0, 13.9, -5.3, -5.6, -0.2, None, 27.0, -4.2, None, None, 96.0, None, 2021-01-04 21:00:00, 161.0, None, 160.5
None, None, -5.219, 96.7, None, None, None, 21.7, 72.73, 0.0, 5.89, 75.52, -5.0, 5.9, -5.2, -5.6, 1.6, None, 76.0, -4.2, None, None, 97.0, None, 2021-01-04 22:00:00, 164.0, None, 164.0
None, None, -4.991, 96.8, None, None, None, 12.3, 62.27, 0.0, 4.921, 40.4, -5.0, 4.9, -5.0, -5.6, 0.6, None, 40.0, -4.2, None, None, 97.0, None, 2021-01-04 23:00:00, 164.0, None, 164.2
None, None, -4.924, 96.6, None, None, None, 15.6, 69.14, 0.0, 5.18, 4.774, -5.0, 5.2, -4.9, -5.6, 0.0, None, 5.0, -4.2, None, None, 97.0, None, 2021-01-05 00:00:00, 164.0, None, 163.6
None, None, -5.35, 95.8, None, None, None, 16.1, 34.93, 0.0, 7.447, 13.32, -6.0, 7.4, -5.4, -5.7, 0.0, None, 13.0, -4.2, None, None, 96.0, None, 2021-01-05 01:00:00, 163.0, None, 163.1
None, None, -5.811, 95.4, None, None, None, 20.3, 34.06, 0.0, 8.62, 26.8, -7.0, 8.6, -5.8, -6.0, 0.0, None, 27.0, -4.2, None, None, 95.0, None, 2021-01-05 02:00:00, 163.0, None, 162.8
None, None, -5.871, 95.6, None, None, None, 20.5, 47.08, 0.0, 10.37, 267.0, -6.0, 10.4, -5.9, -6.1, 0.0, None, 267.0, -4.2, None, None, 96.0, None, 2021-01-05 03:00:00, 162.0, None, 162.3
None, None, -5.983, 95.1, None, None, None, 30.1, 12.55, 0.0, 20.35, 332.6, -7.0, 20.4, -6.0, -6.4, 0.0, None, 333.0, -4.2, None, None, 95.0, None, 2021-01-05 04:00:00, 162.0, None, 161.8
None, None, -6.702, 94.3, None, None, None, 29.8, 11.37, 0.0, 16.87, 326.2, -7.0, 16.9, -6.7, -7.0, 0.0, None, 326.0, -4.2, None, None, 94.0, None, 2021-01-05 05:00:00, 161.0, None, 161.3
None, None, -7.201, 94.4, None, None, None, 22.4, 9.52, 0.0, 13.46, 328.7, -8.0, 13.5, -7.2, -7.6, 0.0, None, 329.0, -4.2, None, None, 94.0, None, 2021-01-05 06:00:00, 161.0, None, 161.2
None, None, -7.197, 94.6, None, None, None, 17.6, 7.967, 0.0, 12.88, 310.2, -7.0, 12.9, -7.2, -7.5, -0.1, None, 310.0, -6.9, None, None, 95.0, None, 2021-01-05 07:00:00, 161.0, None, 160.7
None, None, -6.886, 95.0, None, None, None, 18.5, 23.85, 0.0, 10.04, 287.6, -8.0, 10.0, -6.9, -7.5, 0.0, None, 288.0, -6.8, None, None, 95.0, None, 2021-01-05 08:00:00, 160.0, None, 160.4
None, None, -6.464, 95.8, None, None, None, 17.2, 22.77, 0.0, 10.2, 298.4, -7.0, 10.2, -6.5, -7.5, -0.1, None, 298.0, -6.2, None, None, 96.0, None, 2021-01-05 09:00:00, 160.0, None, 160.0
None, None, -5.594, 96.3, None, None, None, 18.2, 23.13, 0.0, 9.77, 293.2, -6.0, 9.8, -5.6, -7.5, 0.0, None, 293.0, -5.0, None, None, 96.0, None, 2021-01-05 10:00:00, 159.0, None, 159.4
None, None, -4.415, 96.0, None, None, None, 17.9, 14.13, 0.0, 10.54, 319.3, -5.0, 10.5, -4.4, -7.5, 0.1, None, 319.0, -4.0, None, None, 96.0, None, 2021-01-05 11:00:00, 159.0, None, 158.9
None, None, -3.86, 96.2, None, None, None, 24.8, 14.2, 0.0, 13.45, 320.7, -4.0, 13.5, -3.9, -7.5, 0.1, None, 321.0, -3.6, None, None, 96.0, None, 2021-01-05 12:00:00, 158.0, None, 158.3
None, None, -4.003, 95.7, None, None, None, 32.0, 18.14, 0.0, 15.59, 331.3, -5.0, 15.6, -4.0, -7.5, 0.3, None, 331.0, -3.5, None, None, 96.0, None, 2021-01-05 13:00:00, 159.0, None, 158.8
