station_observations
pcpn_amt_pst24hrs, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp, stn_pres
None, 29.5, 15.3, None, 0.0, 0.0, 29.8, 31.0, 2021-07-29 14:00:00, 11.0, 985.0
None, 31.7, 15.3, None, None, None, 31.7, 30.0, 2021-07-29 15:00:00, 11.0, 985.0
None, 31.1, 15.3, None, 0.0, 0.0, 31.7, 30.0, 2021-07-29 16:00:00, 11.0, 983.0
None, 30.3, 30.4, None, 0.0, 0.0, 31.2, 27.0, 2021-07-29 19:00:00, 9.0, 983.0
None, 25.6, 25.7, None, 0.0, 0.0, 31.2, 40.0, 2021-07-29 21:00:00, 11.0, 982.0
None, 23.3, 23.5, None, 0.0, 0.0, 31.2, 45.0, 2021-07-29 22:00:00, 11.0, 983.0
None, 21.4, 21.4, None, 0.0, 0.0, 31.2, 52.0, 2021-07-29 23:00:00, 11.0, 984.0
None, 19.1, 19.2, None, 0.0, 0.0, 31.2, 69.0, 2021-07-30 01:00:00, 13.0, 983.0
None, 17.4, 17.4, 1018.2, 0.0, 0.0, 31.2, 79.0, 2021-07-30 02:00:00, 14.0, 983.0
None, 17.7, 17.3, 1019.1, 0.0, 0.0, 31.2, 80.0, 2021-07-30 03:00:00, 14.0, 984.0
None, 13.9, 13.9, 1018.2, 0.0, 0.0, 14.4, 96.0, 2021-07-30 07:00:00, 13.0, 983.0
None, 21.2, 13.7, 1019.3, 0.0, 0.0, 21.2, 64.0, 2021-07-30 10:00:00, 14.0, 984.0
None, 27.6, 13.7, 1019.2, 0.0, 0.0, 27.4, 40.0, 2021-07-30 12:00:00, 13.0, 984.0
None, 31.5, 13.7, 1018.1, 0.0, 0.0, 31.7, 23.0, 2021-07-30 14:00:00, 8.0, 983.0
None, 31.8, 13.7, 1018.1, 0.0, 0.0, 31.9, 25.0, 2021-07-30 15:00:00, 9.0, 983.0
None, 32.4, 13.7, None, 0.0, 0.0, 33.3, 21.0, 2021-07-30 18:00:00, 8.0, 983.0
None, 26.4, 26.5, None, 0.0, 0.0, 32.5, 37.0, 2021-07-30 21:00:00, 11.0, 981.0
None, 23.7, 23.7, 1018.2, 0.0, 0.0, 32.5, 47.0, 2021-07-30 22:00:00, 12.0, 983.0
None, 20.2, 20.2, 1017.1, 0.0, 0.0, 32.5, 59.0, 2021-07-31 00:00:00, 12.0, 982.0
None, 15.1, 15.1, None, 0.0, 0.0, 32.5, 85.0, 2021-07-31 05:00:00, 13.0, 983.0
None, 20.5, 14.3, 1019.3, 0.0, 0.0, 20.4, 65.0, 2021-07-31 10:00:00, 14.0, 984.0
None, 23.2, 14.3, None, 0.0, 0.0, 23.1, 55.0, 2021-07-31 11:00:00, 13.0, 984.0
None, 25.5, 14.3, 1021.3, 0.0, 0.0, 25.5, 48.0, 2021-07-31 12:00:00, 14.0, 986.0
None, 25.7, 14.3, None, 0.0, 0.0, 26.1, 47.0, 2021-07-31 13:00:00, 14.0, 985.0
None, 28.9, 14.3, None, 0.0, 0.0, 29.9, 36.0, 2021-07-31 15:00:00, 12.0, 985.0
None, 30.7, 14.3, 1019.2, None, None, 32.0, 28.0, 2021-07-31 17:00:00, 10.0, 984.0
None, 25.7, 25.0, None, 0.4, 0.0, 30.4, 51.0, 2021-07-31 19:00:00, 14.0, 984.0
None, 18.7, 18.7, 1018.2, None, None, 30.4, 66.0, 2021-08-01 00:00:00, 12.0, 983.0
None, 14.6, 14.7, None, None, None, 30.4, 81.0, 2021-08-01 03:00:00, 11.0, None
None, 13.2, 13.1, 1018.2, 0.0, 0.0, 30.4, 88.0, 2021-08-01 05:00:00, 11.0, 983.0
None, 12.9, 12.8, None, 0.0, 0.0, 30.4, 90.0, 2021-08-01 06:00:00, 11.0, 983.0
None, 15.0, 15.0, None, 0.0, 0.0, 26.5, 81.0, 2021-08-02 00:00:00, 12.0, 986.0
None, 14.4, 14.5, None, 0.0, 0.0, 26.5, 83.0, 2021-08-02 01:00:00, 12.0, 986.0
None, 15.1, 12.7, None, 0.0, 0.0, 15.1, 81.0, 2021-08-02 09:00:00, 12.0, 987.0
None, 12.6, 12.0, None, 0.0, 0.0, 12.6, 86.0, 2021-08-03 08:00:00, 11.0, 986.0
None, 27.4, 12.0, None, 0.0, 0.0, 28.0, 21.0, 2021-08-03 14:00:00, 3.0, 985.0
None, 28.3, 12.0, None, 0.0, 0.0, 30.4, 30.0, 2021-08-03 18:00:00, 9.0, 984.0
None, 22.5, 22.5, None, 0.0, 0.0, 28.5, 56.0, 2021-08-03 22:00:00, 14.0, 984.0
None, 27.2, 17.0, None, 0.0, 0.0, 28.1, 44.0, 2021-08-04 13:00:00, 14.0, 983.0
None, 28.6, 17.0, None, 0.0, 0.0, 29.3, 41.0, 2021-08-04 14:00:00, 14.0, 982.0
None, 29.7, 17.0, None, 0.0, 0.0, 30.3, 35.0, 2021-08-04 17:00:00, 13.0, 981.0
