station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth
0.9, 1.553, 92.1, 3.1, 18.0, 54.34, 5.443, 138.4, 0.0, 5.4, 1.6, 1.5, 0.0, 0.6, 138.0, 0.0, 92.0, 2021-01-01 20:00:00, -6999.0
0.9, 1.864, 91.6, 3.1, 17.9, 20.03, 7.687, 116.3, 1.0, 7.7, 1.9, 1.5, 1.0, 0.0, 116.0, 0.0, 92.0, 2021-01-01 21:00:00, -6999.0
0.9, 1.374, 92.5, 3.1, 16.7, 17.28, 8.35, 122.2, 0.0, 8.4, 1.4, 1.3, 0.0, 0.0, 122.0, 0.0, 93.0, 2021-01-01 22:00:00, -6999.0
0.9, 1.645, 90.0, 3.1, 21.0, 19.06, 8.34, 118.8, 0.0, 8.3, 1.6, 1.1, 0.0, 0.0, 119.0, 0.0, 90.0, 2021-01-01 23:00:00, -6999.0
0.9, 1.999, 89.5, 3.1, 24.8, 33.11, 11.23, 103.3, 0.0, 11.2, 2.0, 1.1, 0.0, 0.0, 103.0, 0.0, 90.0, 2021-01-02 00:00:00, -6999.0
0.9, 1.649, 89.4, 3.1, 26.9, 14.85, 14.2, 108.3, 0.0, 14.2, 1.6, 1.1, 0.0, 0.0, 108.0, 0.0, 89.0, 2021-01-02 01:00:00, -6999.0
0.9, 1.864, 86.2, 3.1, 21.4, 17.7, 11.01, 111.4, 0.0, 11.0, 1.9, 1.1, 0.0, 0.0, 111.0, 0.0, 86.0, 2021-01-02 02:00:00, -6999.0
0.9, 2.381, 86.4, 3.1, 20.4, 28.52, 7.024, 114.1, 0.0, 7.0, 2.4, 1.1, 0.0, 0.0, 114.0, 0.0, 86.0, 2021-01-02 03:00:00, -6999.0
0.9, 3.367, 75.42, 3.3, 34.4, 22.78, 12.51, 108.2, 0.0, 12.5, 3.4, 1.1, 0.0, 0.0, 108.0, 0.0, 75.0, 2021-01-02 04:00:00, -6999.0
0.9, 2.89, 77.72, 3.4, 36.0, 18.15, 11.67, 106.3, 0.0, 11.7, 2.9, 1.1, 0.0, 0.0, 106.0, 0.0, 78.0, 2021-01-02 05:00:00, -6999.0
0.9, 3.613, 72.83, 3.8, 27.6, 14.42, 12.68, 106.2, -1.0, 12.7, 3.6, 1.1, -1.0, 0.0, 106.0, 0.0, 73.0, 2021-01-02 06:00:00, -6999.0
0.9, 3.82, 69.44, 3.8, 31.9, 19.96, 14.5, 105.3, -2.0, 14.5, 3.8, 3.0, -2.0, 0.0, 105.0, 0.0, 69.0, 2021-01-02 07:00:00, -6999.0
0.9, 3.449, 72.92, 4.2, 26.2, 19.96, 11.84, 108.1, -1.0, 11.8, 3.4, 3.0, -1.0, 0.0, 108.0, 0.0, 73.0, 2021-01-02 08:00:00, -6999.0
0.9, 3.061, 74.37, 4.2, 25.3, 13.92, 14.53, 108.5, -1.0, 14.5, 3.1, 2.8, -1.0, 0.0, 109.0, 0.0, 74.0, 2021-01-02 09:00:00, -6999.0
0.9, 2.906, 74.91, 4.2, 22.2, 17.29, 10.41, 110.6, -1.0, 10.4, 2.9, 2.8, -1.0, 0.0, 111.0, 0.0, 75.0, 2021-01-02 10:00:00, -6999.0
0.9, 4.89, 63.35, 4.9, 29.6, 21.97, 12.3, 106.3, -2.0, 12.3, 4.9, 2.8, -2.0, 0.0, 106.0, 0.0, 63.0, 2021-01-02 11:00:00, -6999.0
0.9, 5.602, 60.22, 5.9, 35.5, 27.99, 13.11, 115.4, -2.0, 13.1, 5.6, 2.8, -2.0, 0.0, 115.0, 0.0, 60.0, 2021-01-02 12:00:00, -6999.0
0.9, 5.452, 62.22, 5.9, 28.9, 29.28, 10.36, 115.7, -1.0, 10.4, 5.5, 2.8, -1.0, 0.0, 116.0, 0.0, 62.0, 2021-01-02 13:00:00, -6999.0
0.9, 4.995, 64.68, 5.9, 27.8, 29.22, 10.19, 109.7, -1.0, 10.2, 5.0, 2.8, -1.0, 0.0, 110.0, 0.0, 65.0, 2021-01-02 14:00:00, -6999.0
0.9, 4.116, 73.66, 5.9, 25.4, 26.21, 10.87, 113.9, 0.0, 10.9, 4.1, 2.8, 0.0, 0.0, 114.0, 0.0, 74.0, 2021-01-02 15:00:00, -6999.0
0.9, 4.061, 75.42, 5.9, 23.6, 24.62, 10.6, 113.7, 0.0, 10.6, 4.1, 2.8, 0.0, 0.0, 114.0, 0.0, 75.0, 2021-01-02 16:00:00, -6999.0
0.9, 3.888, 78.14, 5.9, 28.2, 21.1, 11.06, 110.0, 1.0, 11.1, 3.9, 2.8, 1.0, 0.0, 110.0, 0.0, 78.0, 2021-01-02 17:00:00, -6999.0
0.6, 3.351, 83.3, 5.9, 22.9, 21.33, 10.16, 107.1, 1.0, 10.2, 3.4, 2.8, 1.0, 0.1, 107.0, 0.0, 83.0, 2021-01-02 18:00:00, -6999.0
0.9, 3.323, 85.5, 3.6, 22.2, 19.27, 8.63, 106.8, 1.0, 8.6, 3.3, 2.9, 1.0, 0.3, 107.0, 0.0, 86.0, 2021-01-02 19:00:00, -6999.0
0.6, 2.95, 88.0, 3.6, 19.6, 25.87, 5.938, 109.4, 1.0, 5.9, 3.0, 2.7, 1.0, 0.3, 109.0, 0.0, 88.0, 2021-01-02 20:00:00, -6999.0
1.1, 2.408, 90.1, 3.6, 21.8, 21.66, 8.9, 107.2, 1.0, 8.9, 2.4, 2.2, 1.0, 0.5, 107.0, 0.0, 90.0, 2021-01-02 21:00:00, -6999.0
1.7, 0.265, 93.9, 3.6, 33.7, 71.1, 10.97, 103.1, -1.0, 11.0, 0.3, 0.2, -1.0, 0.6, 103.0, 1.0, 94.0, 2021-01-02 22:00:00, -6999.0
1.9, 0.456, 88.5, 3.6, 20.7, 74.47, 6.961, 210.3, -1.0, 7.0, 0.5, 0.2, -1.0, 0.2, 210.0, 0.0, 89.0, 2021-01-02 23:00:00, -6999.0
1.9, 0.639, 84.1, 3.6, 19.1, 18.7, 8.97, 121.8, -1.0, 9.0, 0.6, 0.2, -1.0, 0.0, 122.0, 0.0, 84.0, 2021-01-03 00:00:00, -6999.0
1.9, 0.4, 83.3, 3.6, 21.0, 29.87, 8.22, 105.7, -2.0, 8.2, 0.4, 0.2, -2.0, 0.0, 106.0, 0.0, 83.0, 2021-01-03 01:00:00, -6999.0
1.9, -0.26, 84.7, 3.6, 13.0, 35.19, 4.499, 120.1, -2.0, 4.5, -0.3, -0.6, -2.0, 0.0, 120.0, 0.0, 85.0, 2021-01-03 02:00:00, -6999.0
1.9, -0.443, 81.0, 3.6, 28.2, 16.54, 12.18, 112.9, -3.0, 12.2, -0.4, -0.8, -3.0, 0.0, 113.0, 0.0, 81.0, 2021-01-03 03:00:00, -6999.0
1.9, -1.508, 86.3, 3.6, 14.0, 29.48, 4.307, 129.3, -4.0, 4.3, -1.5, -1.5, -4.0, 0.0, 129.0, 0.0, 86.0, 2021-01-03 04:00:00, -6999.0
1.9, -1.516, 83.0, 3.6, 12.1, 27.0, 4.353, 131.4, -4.0, 4.4, -1.5, -2.0, -4.0, 0.0, 131.0, 0.0, 83.0, 2021-01-03 05:00:00, -6999.0
1.9, -1.654, 83.6, 3.6, 12.1, 49.07, 5.121, 148.2, -4.0, 5.1, -1.7, -2.5, -4.0, 0.0, 148.0, 0.0, 84.0, 2021-01-03 06:00:00, -6999.0
1.9, -1.777, 80.1, -0.9, 16.3, 15.66, 8.53, 119.1, -4.0, 8.5, -1.8, -2.2, -4.0, 0.0, 119.0, 0.0, 80.0, 2021-01-03 07:00:00, -6999.0
1.9, -1.427, 78.38, -0.9, 23.2, 18.94, 9.13, 113.7, -4.0, 9.1, -1.4, -2.3, -4.0, 0.0, 114.0, 0.0, 78.0, 2021-01-03 08:00:00, -6999.0
1.9, -1.387, 77.89, -0.9, 16.9, 23.36, 7.015, 127.8, -4.0, 7.0, -1.4, -2.3, -4.0, 0.0, 128.0, 0.0, 78.0, 2021-01-03 09:00:00, -6999.0
1.9, -0.997, 76.48, -0.9, 18.9, 22.45, 7.018, 120.6, -4.0, 7.0, -1.0, -2.3, -4.0, 0.0, 121.0, 0.0, 76.0, 2021-01-03 10:00:00, -6999.0
1.9, -0.007, 75.61, 0.1, 24.6, 18.03, 10.31, 108.6, -4.0, 10.3, 0.0, -2.3, -4.0, 0.0, 109.0, 0.0, 76.0, 2021-01-03 11:00:00, -6999.0
1.9, 0.891, 68.97, 0.7, 15.8, 20.62, 6.915, 113.3, -4.0, 6.9, 0.9, -2.3, -4.0, 0.0, 113.0, 0.0, 69.0, 2021-01-03 12:00:00, -6999.0
1.9, 1.549, 67.73, 1.7, 21.2, 30.88, 8.72, 110.9, -4.0, 8.7, 1.5, -2.3, -4.0, 0.0, 111.0, 0.0, 68.0, 2021-01-03 13:00:00, -6999.0
1.9, 1.144, 72.04, 1.7, 21.0, 39.79, 6.339, 118.0, -3.0, 6.3, 1.1, -2.3, -3.0, 0.0, 118.0, 0.0, 72.0, 2021-01-03 14:00:00, -6999.0
1.9, 1.247, 73.59, 1.8, 20.1, 39.22, 6.102, 118.1, -3.0, 6.1, 1.2, -2.3, -3.0, 0.0, 118.0, 0.0, 74.0, 2021-01-03 15:00:00, -6999.0
1.9, 0.32, 78.22, 1.8, 16.6, 30.35, 4.947, 121.7, -3.0, 4.9, 0.3, -2.3, -3.0, 0.0, 122.0, 0.0, 78.0, 2021-01-03 16:00:00, -6999.0
1.9, 0.017, 83.0, 1.8, 20.3, 41.11, 4.703, 112.2, -2.0, 4.7, 0.0, -2.3, -2.0, 0.0, 112.0, 0.0, 83.0, 2021-01-03 17:00:00, -6999.0
1.9, -0.255, 80.7, 1.8, 17.4, 28.35, 6.262, 121.0, -3.0, 6.3, -0.3, -2.3, -3.0, 0.0, 121.0, 0.0, 81.0, 2021-01-03 18:00:00, -6999.0
1.6, -1.151, 84.4, -0.1, 10.9, 46.72, 3.137, 157.4, -3.0, 3.1, -1.2, -1.4, -3.0, 0.0, 157.0, 0.0, 84.0, 2021-01-03 19:00:00, -6999.0
1.3, -0.236, 84.4, -0.1, 8.9, 39.69, 2.274, 160.0, -2.0, 2.3, -0.2, -1.4, -2.0, 0.0, 160.0, 0.0, 84.0, 2021-01-03 20:00:00, -6999.0
0.8, -0.757, 85.8, 0.1, 9.6, 44.61, 2.419, 157.7, -3.0, 2.4, -0.8, -1.4, -3.0, 0.0, 158.0, 0.0, 86.0, 2021-01-03 21:00:00, -6999.0
0.2, -0.817, 86.3, 0.1, 8.1, 51.57, 1.922, 190.0, -3.0, 1.9, -0.8, -1.4, -3.0, 0.0, 190.0, 0.0, 86.0, 2021-01-03 22:00:00, -6999.0
0.0, -0.026, 78.42, 0.2, 7.8, 44.55, 2.123, 200.3, -3.0, 2.1, 0.0, -1.4, -3.0, 0.0, 200.0, 0.0, 78.0, 2021-01-03 23:00:00, -6999.0
0.0, -1.215, 80.7, 0.2, 10.0, 77.42, 2.252, 133.3, -4.0, 2.3, -1.2, -1.7, -4.0, 0.0, 133.0, 0.0, 81.0, 2021-01-04 00:00:00, -6999.0
0.0, -1.241, 82.6, 0.2, 5.1, 67.51, 1.258, 149.2, -4.0, 1.3, -1.2, -1.7, -4.0, 0.0, 149.0, 0.0, 83.0, 2021-01-04 01:00:00, -6999.0
0.0, -1.694, 86.4, 0.2, 5.1, 56.51, 1.367, 113.0, -4.0, 1.4, -1.7, -2.5, -4.0, 0.0, 113.0, 0.0, 86.0, 2021-01-04 02:00:00, -6999.0
0.0, -1.105, 79.68, 0.2, 7.3, 48.58, 2.216, 119.9, -4.0, 2.2, -1.1, -2.5, -4.0, 0.0, 120.0, 0.0, 80.0, 2021-01-04 03:00:00, -6999.0
0.0, -1.954, 86.0, 0.2, 9.8, 76.38, 1.497, 21.33, -4.0, 1.5, -2.0, -2.5, -4.0, 0.0, 21.0, 0.0, 86.0, 2021-01-04 04:00:00, -6999.0
0.0, -2.507, 92.3, 0.2, 4.4, 43.29, 1.138, 278.8, -3.0, 1.1, -2.5, -2.5, -3.0, 0.1, 279.0, 0.0, 92.0, 2021-01-04 05:00:00, -6999.0
0.0, -2.03, 95.5, 0.2, 5.9, 24.25, 2.499, 280.5, -3.0, 2.5, -2.0, -2.7, -3.0, 0.1, 281.0, 0.0, 96.0, 2021-01-04 06:00:00, -6999.0
0.0, -2.272, 95.7, -1.8, 5.8, 30.02, 1.808, 286.6, -2.0, 1.8, -2.3, -2.4, -2.0, 0.0, 287.0, 0.0, 96.0, 2021-01-04 07:00:00, -6999.0
0.0, -2.124, 96.3, -1.8, 3.7, 45.93, 1.065, 258.1, -2.0, 1.1, -2.1, -2.4, -2.0, 0.0, 258.0, 0.0, 96.0, 2021-01-04 08:00:00, -6999.0
0.0, -1.799, 96.7, -1.7, 4.7, 35.49, 1.308, 261.5, -2.0, 1.3, -1.8, -2.4, -2.0, 0.0, 262.0, 0.0, 97.0, 2021-01-04 09:00:00, -6999.0
0.0, 1.438, 79.96, 1.5, 17.1, 41.28, 3.701, 271.5, -1.0, 3.7, 1.4, -2.4, -1.0, 0.0, 272.0, 0.0, 80.0, 2021-01-04 10:00:00, -6999.0
0.0, 1.919, 77.83, 2.3, 14.5, 39.64, 4.674, 252.2, -2.0, 4.7, 1.9, -2.4, -2.0, 0.0, 252.0, 0.0, 78.0, 2021-01-04 11:00:00, -6999.0
0.0, 2.381, 77.18, 2.5, 9.3, 41.33, 3.753, 276.2, -2.0, 3.8, 2.4, -2.4, -2.0, 0.1, 276.0, 0.0, 77.0, 2021-01-04 12:00:00, -6999.0
0.0, 1.752, 81.7, 2.8, 10.7, 32.27, 3.837, 265.9, -1.0, 3.8, 1.8, -2.4, -1.0, 0.1, 266.0, 0.0, 82.0, 2021-01-04 13:00:00, -6999.0
0.0, 1.783, 83.0, 2.8, 9.6, 34.71, 3.606, 271.1, -1.0, 3.6, 1.8, -2.4, -1.0, 0.0, 271.0, 0.0, 83.0, 2021-01-04 14:00:00, -6999.0
0.0, 3.162, 76.79, 3.2, 8.0, 41.44, 2.876, 303.6, -1.0, 2.9, 3.2, -2.4, -1.0, 0.0, 304.0, 0.0, 77.0, 2021-01-04 15:00:00, -6999.0
0.0, 3.189, 75.41, 3.5, 19.7, 32.15, 7.352, 109.4, -1.0, 7.4, 3.2, -2.4, -1.0, 0.0, 109.0, 0.0, 75.0, 2021-01-04 16:00:00, -6999.0
0.0, 2.178, 74.9, 3.5, 24.8, 22.31, 10.31, 111.8, -2.0, 10.3, 2.2, -2.4, -2.0, 0.0, 112.0, 0.0, 75.0, 2021-01-04 17:00:00, -6999.0
0.0, 1.907, 70.19, 3.5, 22.9, 34.58, 7.781, 110.4, -2.0, 7.8, 1.9, -2.4, -2.0, 0.0, 110.0, 0.0, 70.0, 2021-01-04 18:00:00, -6999.0
0.0, 1.585, 70.83, 2.0, 24.7, 39.43, 8.1, 112.1, -4.0, 8.1, 1.6, 1.5, -4.0, 0.0, 112.0, 0.0, 71.0, 2021-01-04 19:00:00, -6999.0
0.0, 1.335, 69.65, 2.0, 32.0, 49.09, 7.859, 90.2, -3.0, 7.9, 1.3, 1.2, -3.0, 0.0, 90.0, 0.0, 70.0, 2021-01-04 20:00:00, -6999.0
0.0, 1.179, 70.9, 2.0, 27.8, 23.86, 10.87, 106.2, -4.0, 10.9, 1.2, 0.9, -4.0, 0.0, 106.0, 0.0, 71.0, 2021-01-04 21:00:00, -6999.0
0.0, 0.185, 75.9, 2.0, 20.5, 55.57, 5.189, 130.9, -4.0, 5.2, 0.2, -0.3, -4.0, 0.0, 131.0, 0.0, 76.0, 2021-01-04 22:00:00, -6999.0
0.0, 0.006, 76.77, 2.0, 9.7, 41.56, 3.697, 149.5, -3.0, 3.7, 0.0, -0.3, -3.0, 0.0, 150.0, 0.0, 77.0, 2021-01-04 23:00:00, -6999.0
0.0, -0.696, 79.47, 2.0, 13.1, 22.75, 4.608, 131.8, -3.0, 4.6, -0.7, -1.1, -3.0, 0.0, 132.0, 0.0, 79.0, 2021-01-05 00:00:00, -6999.0
0.0, -0.558, 73.37, 2.0, 14.8, 23.66, 6.11, 125.3, -5.0, 6.1, -0.6, -1.1, -5.0, 0.0, 125.0, 0.0, 73.0, 2021-01-05 01:00:00, -6999.0
0.0, -1.514, 78.68, 2.0, 15.2, 33.18, 5.062, 129.0, -5.0, 5.1, -1.5, -2.0, -5.0, 0.0, 129.0, 0.0, 79.0, 2021-01-05 02:00:00, -6999.0
0.0, -1.48, 74.87, 2.0, 13.3, 43.45, 5.603, 139.1, -5.0, 5.6, -1.5, -2.1, -5.0, 0.0, 139.0, 0.0, 75.0, 2021-01-05 03:00:00, -6999.0
0.0, -1.315, 74.58, 2.0, 8.0, 30.58, 3.394, 160.7, -5.0, 3.4, -1.3, -2.6, -5.0, 0.0, 161.0, 0.0, 75.0, 2021-01-05 04:00:00, -6999.0
0.0, -2.043, 79.34, 2.0, 10.6, 19.91, 4.652, 130.7, -5.0, 4.7, -2.0, -2.6, -5.0, 0.0, 131.0, 0.0, 79.0, 2021-01-05 05:00:00, -6999.0
0.0, -1.765, 75.33, 2.0, 16.5, 20.27, 6.706, 117.4, -5.0, 6.7, -1.8, -3.1, -5.0, 0.0, 117.0, 0.0, 75.0, 2021-01-05 06:00:00, -6999.0
0.0, -2.672, 79.81, -1.3, 14.3, 45.68, 4.782, 121.3, -5.0, 4.8, -2.7, -2.6, -5.0, 0.0, 121.0, 0.0, 80.0, 2021-01-05 07:00:00, -6999.0
0.0, -1.741, 75.13, -1.1, 17.6, 63.79, 3.431, 135.9, -6.0, 3.4, -1.7, -3.0, -6.0, 0.0, 136.0, 0.0, 75.0, 2021-01-05 08:00:00, -6999.0
0.0, -0.925, 67.29, -0.4, 9.3, 72.54, 1.885, 192.4, -6.0, 1.9, -0.9, -3.0, -6.0, 0.0, 192.0, 0.0, 67.0, 2021-01-05 09:00:00, -6999.0
0.0, -0.767, 67.47, -0.4, 9.8, 58.88, 2.892, 223.2, -5.0, 2.9, -0.8, -3.0, -5.0, 0.0, 223.0, 0.0, 67.0, 2021-01-05 10:00:00, -6999.0
0.0, 0.281, 64.72, 0.6, 10.3, 35.23, 4.106, 264.7, -5.0, 4.1, 0.3, -3.0, -5.0, 0.0, 265.0, 0.0, 65.0, 2021-01-05 11:00:00, -6999.0
0.0, 2.281, 52.18, 2.2, 18.6, 68.24, 4.421, 116.6, -7.0, 4.4, 2.3, -3.0, -7.0, 0.0, 117.0, 0.0, 52.0, 2021-01-05 12:00:00, -6999.0
0.0, 2.975, 48.08, 3.4, 17.8, 26.99, 7.727, 109.1, -7.0, 7.7, 3.0, -3.0, -7.0, 0.0, 109.0, 0.0, 48.0, 2021-01-05 13:00:00, -6999.0
0.0, 3.23, 47.88, 3.5, 19.1, 34.31, 6.908, 104.7, -6.0, 6.9, 3.2, -3.0, -6.0, 0.0, 105.0, 0.0, 48.0, 2021-01-05 14:00:00, -6999.0
0.0, 1.657, 62.93, 3.5, 26.5, 34.83, 7.093, 112.4, -5.0, 7.1, 1.7, -3.0, -5.0, 0.0, 112.0, 0.0, 63.0, 2021-01-05 15:00:00, -6999.0
0.0, 1.247, 64.14, 3.5, 20.7, 52.43, 5.152, 138.5, -5.0, 5.2, 1.2, -3.0, -5.0, 0.0, 139.0, 0.0, 64.0, 2021-01-05 16:00:00, -6999.0
0.0, 1.016, 67.87, 3.5, 23.1, 58.18, 4.691, 128.2, -5.0, 4.7, 1.0, -3.0, -5.0, 0.0, 128.0, 0.0, 68.0, 2021-01-05 17:00:00, -6999.0
0.0, 0.985, 67.29, 3.5, 22.0, 60.4, 5.035, 147.7, -4.0, 5.0, 1.0, -3.0, -4.0, 0.0, 148.0, 0.0, 67.0, 2021-01-05 18:00:00, -6999.0
0.0, 0.937, 75.94, 1.4, 18.2, 65.82, 3.9, 137.8, -3.0, 3.9, 0.9, 0.7, -3.0, 0.0, 138.0, 0.0, 76.0, 2021-01-05 19:00:00, -6999.0
0.6, 0.503, 83.5, 1.4, 16.0, 60.45, 3.7, 210.1, -2.0, 3.7, 0.5, 0.3, -2.0, 0.6, 210.0, 1.0, 84.0, 2021-01-05 20:00:00, -6999.0
0.6, 1.358, 72.92, 1.4, 26.7, 57.82, 5.766, 171.9, -2.0, 5.8, 1.4, 0.3, -2.0, 0.0, 172.0, 0.0, 73.0, 2021-01-05 21:00:00, -6999.0
0.6, 1.215, 74.26, 1.4, 21.3, 60.31, 5.507, 180.7, -3.0, 5.5, 1.2, 0.3, -3.0, 0.1, 181.0, 0.0, 74.0, 2021-01-05 22:00:00, -6999.0
0.6, 1.593, 70.73, 1.9, 20.7, 56.18, 6.484, 143.6, -3.0, 6.5, 1.6, 0.3, -3.0, 0.0, 144.0, 0.0, 71.0, 2021-01-05 23:00:00, -6999.0
0.9, 0.949, 83.6, 1.9, 23.3, 54.33, 6.239, 131.4, -2.0, 6.2, 0.9, 0.3, -2.0, 0.3, 131.0, 0.0, 84.0, 2021-01-06 00:00:00, -6999.0
0.9, 1.394, 81.4, 1.9, 19.6, 69.24, 4.243, 180.1, -1.0, 4.2, 1.4, 0.3, -1.0, 0.1, 180.0, 0.0, 81.0, 2021-01-06 01:00:00, -6999.0
0.9, 1.724, 79.12, 2.0, 16.8, 65.46, 5.237, 137.4, -1.0, 5.2, 1.7, 0.3, -1.0, 0.0, 137.0, 0.0, 79.0, 2021-01-06 02:00:00, -6999.0
0.9, 1.641, 78.94, 2.0, 13.7, 61.96, 3.609, 140.6, -2.0, 3.6, 1.6, 0.3, -2.0, 0.0, 141.0, 0.0, 79.0, 2021-01-06 03:00:00, -6999.0
0.9, 0.595, 82.1, 2.0, 10.5, 68.28, 2.625, 130.4, -2.0, 2.6, 0.6, 0.3, -2.0, 0.0, 130.0, 0.0, 82.0, 2021-01-06 04:00:00, -6999.0
0.9, 0.949, 80.6, 2.0, 4.0, 63.76, 0.782, 206.7, -2.0, 0.8, 0.9, 0.3, -2.0, 0.0, 207.0, 0.0, 81.0, 2021-01-06 05:00:00, -6999.0
0.9, 1.08, 79.4, 2.0, 14.5, 27.93, 4.022, 130.7, -2.0, 4.0, 1.1, 0.3, -2.0, 0.0, 131.0, 0.0, 79.0, 2021-01-06 06:00:00, -6999.0
0.9, 1.044, 79.09, 1.3, 11.7, 27.8, 4.565, 126.9, -2.0, 4.6, 1.0, 0.8, -2.0, 0.0, 127.0, 0.0, 79.0, 2021-01-06 07:00:00, -6999.0
0.9, 1.06, 77.55, 1.3, 11.9, 64.03, 3.272, 169.4, -2.0, 3.3, 1.1, 0.0, -2.0, 0.0, 169.0, 0.0, 78.0, 2021-01-06 08:00:00, -6999.0
