station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, None, None, 11.1, None, None, None, None, 11.0, None, None, 2021-09-11 08:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 11.59, None, 11.7, None, None, None, None, 11.6, 0.0, None, 2021-09-11 09:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 12.3, None, 12.3, None, None, None, None, 12.3, 0.0, None, 2021-09-11 10:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 12.08, None, 12.4, None, None, None, None, 12.1, 0.0, None, 2021-09-11 11:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, None, None, 13.6, None, None, None, None, 13.1, 0.0, None, 2021-09-11 14:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 15.94, None, 15.9, None, None, None, None, 15.9, 0.0, None, 2021-09-11 15:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 14.65, None, 16.1, None, None, None, None, 14.7, 0.0, None, 2021-09-11 16:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 14.05, None, 16.1, None, None, None, None, 14.1, 0.0, None, 2021-09-11 17:00:00, None
None, None, None, None, None, None, None, 10.6, None, None, None, None, None, None, None, None, None, 13.91, None, 16.1, None, None, None, None, 13.9, 0.0, None, 2021-09-11 18:00:00, None
None, None, None, None, None, None, None, 13.5, None, None, None, None, None, None, None, None, None, 13.56, None, 14.0, None, None, None, None, 13.6, -0.1, None, 2021-09-11 19:00:00, None
