station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
92.4, None, None, 4.9, 0.504, 223.4, -7.0, -6.7, None, None, 223.0, None, None, 160.0, None, 160.1, None, None, -6.162, None, -6.2, 92.0, None, 38.32, 0.5, -6.2, 0.1, 0.0, 2021-01-01 00:00:00
92.7, None, None, 4.0, 0.572, 155.3, -7.0, -6.7, None, None, 155.0, None, None, 160.0, None, 159.9, None, None, -5.779, None, -5.8, 93.0, None, 44.53, 0.6, -5.8, 0.0, 0.0, 2021-01-01 01:00:00
93.2, None, None, 6.1, 2.079, 137.9, -6.0, -6.7, None, None, 138.0, None, None, 160.0, None, 160.1, None, None, -5.685, None, -5.7, 93.0, None, 35.9, 2.1, -5.7, 0.0, 0.0, 2021-01-01 02:00:00
92.7, None, None, 5.7, 1.824, 106.5, -7.0, -6.7, None, None, 107.0, None, None, 160.0, None, 159.9, None, None, -5.779, None, -5.5, 93.0, None, 35.66, 1.8, -5.8, 0.0, 0.0, 2021-01-01 03:00:00
92.9, None, None, 6.4, 1.181, 287.0, -7.0, -6.7, None, None, 287.0, None, None, 159.0, None, 159.4, None, None, -5.945, None, -5.5, 93.0, None, 79.16, 1.2, -5.9, 0.0, 0.0, 2021-01-01 04:00:00
92.9, None, None, 8.2, 1.899, 98.7, -7.0, -6.7, None, None, 99.0, None, None, 160.0, None, 159.8, None, None, -5.852, None, -5.5, 93.0, None, 64.58, 1.9, -5.9, 0.3, 1.0, 2021-01-01 05:00:00
93.2, None, None, 9.2, 3.009, 111.7, -7.0, -6.7, None, None, 112.0, None, None, 160.0, None, 159.6, None, None, -5.821, None, -5.5, 93.0, None, 33.06, 3.0, -5.8, 0.1, 0.0, 2021-01-01 06:00:00
93.4, None, None, 10.0, 2.96, 88.1, -7.0, -6.2, None, None, 88.0, None, None, 158.0, None, 158.3, None, None, -5.771, None, -5.7, 93.0, None, 35.4, 3.0, -5.8, 0.4, -1.0, 2021-01-01 07:00:00
93.4, None, None, 8.2, 3.024, 123.4, -6.0, -6.2, None, None, 123.0, None, None, 159.0, None, 158.9, None, None, -5.39, None, -5.4, 93.0, None, 27.05, 3.0, -5.4, 0.4, 1.0, 2021-01-01 08:00:00
93.7, None, None, 9.3, 3.588, 121.4, -6.0, -6.2, None, None, 121.0, None, None, 159.0, None, 158.9, None, None, -4.871, None, -4.9, 94.0, None, 24.73, 3.6, -4.9, 0.5, 0.0, 2021-01-01 09:00:00
93.8, None, None, 11.6, 3.689, 123.9, -5.0, -6.2, None, None, 124.0, None, None, 158.0, None, 158.4, None, None, -4.627, None, -4.6, 94.0, None, 24.71, 3.7, -4.6, 0.7, 0.0, 2021-01-01 10:00:00
93.7, None, None, 7.7, 2.763, 124.6, -5.0, -6.2, None, None, 125.0, None, None, 160.0, None, 160.0, None, None, -4.612, None, -4.5, 94.0, None, 29.46, 2.8, -4.6, 0.4, 2.0, 2021-01-01 11:00:00
93.7, None, None, 12.0, 2.647, 109.2, -5.0, -6.2, None, None, 109.0, None, None, 159.0, None, 159.3, None, None, -4.055, None, -4.0, 94.0, None, 34.41, 2.6, -4.1, 0.6, -1.0, 2021-01-01 12:00:00
92.9, None, None, 9.4, 2.787, 98.8, -6.0, -6.2, None, None, 99.0, None, None, 160.0, None, 160.4, None, None, -4.755, None, -3.8, 93.0, None, 36.51, 2.8, -4.8, 0.7, 2.0, 2021-01-01 13:00:00
93.9, None, None, 10.9, 3.93, 124.4, -5.0, -6.2, None, None, 124.0, None, None, 160.0, None, 159.7, None, None, -4.269, None, -3.8, 94.0, None, 26.38, 3.9, -4.3, 0.3, -1.0, 2021-01-01 14:00:00
93.7, None, None, 14.3, 3.839, 114.5, -6.0, -6.2, None, None, 115.0, None, None, 164.0, None, 163.6, None, None, -4.749, None, -3.8, 94.0, None, 33.0, 3.8, -4.7, 0.3, 4.0, 2021-01-01 15:00:00
93.6, None, None, 12.5, 4.23, 108.9, -5.0, -6.2, None, None, 109.0, None, None, 163.0, None, 162.5, None, None, -4.687, None, -3.8, 94.0, None, 31.27, 4.2, -4.7, 0.2, -1.0, 2021-01-01 16:00:00
93.4, None, None, 14.5, 4.212, 83.2, -6.0, -6.2, None, None, 83.0, None, None, 163.0, None, 163.1, None, None, -5.0, None, -3.8, 93.0, None, 37.56, 4.2, -5.0, -0.1, 1.0, 2021-01-01 17:00:00
93.4, None, None, 15.6, 6.018, 63.1, -6.0, -6.2, None, None, 63.0, None, None, 163.0, None, 163.3, None, None, -5.107, None, -3.8, 93.0, None, 32.77, 6.0, -5.1, 0.3, 0.0, 2021-01-01 18:00:00
93.5, None, None, 13.0, 5.406, 68.59, -6.0, -5.3, None, None, 69.0, None, None, 163.0, None, 163.0, None, None, -5.086, None, -5.0, 94.0, None, 34.31, 5.4, -5.1, 0.3, 0.0, 2021-01-01 19:00:00
94.3, None, None, 11.7, 4.083, 87.5, -5.0, -5.3, None, None, 88.0, None, None, 163.0, None, 162.8, None, None, -4.4, None, -4.4, 94.0, None, 37.89, 4.1, -4.4, 0.3, 0.0, 2021-01-01 20:00:00
94.2, None, None, 12.5, 4.256, 131.5, -5.0, -5.3, None, None, 132.0, None, None, 161.0, None, 160.8, None, None, -4.122, None, -4.1, 94.0, None, 32.38, 4.3, -4.1, 0.4, -2.0, 2021-01-01 21:00:00
93.9, None, None, 11.9, 3.944, 181.4, -5.0, -5.3, None, None, 181.0, None, None, 162.0, None, 161.6, None, None, -4.513, None, -4.1, 94.0, None, 40.46, 3.9, -4.5, 1.0, 1.0, 2021-01-01 22:00:00
93.8, None, None, 17.1, 6.262, 182.0, -5.0, -5.3, None, None, 182.0, None, None, 166.0, None, 166.4, None, None, -4.515, None, -4.1, 94.0, None, 21.04, 6.3, -4.5, 1.0, 5.0, 2021-01-01 23:00:00
93.7, None, None, 10.2, 4.729, 194.5, -6.0, -5.3, None, None, 195.0, None, None, 167.0, None, 167.1, None, None, -4.92, None, -4.1, 94.0, None, 28.75, 4.7, -4.9, 1.2, 1.0, 2021-01-02 00:00:00
93.7, None, None, 11.9, 4.765, 218.8, -6.0, -5.3, None, None, 219.0, None, None, 168.0, None, 167.5, None, None, -5.063, None, -4.1, 94.0, None, 27.2, 4.8, -5.1, 0.8, 1.0, 2021-01-02 01:00:00
93.6, None, None, 10.4, 4.309, 218.1, -6.0, -5.3, None, None, 218.0, None, None, 167.0, None, 167.3, None, None, -5.049, None, -4.1, 94.0, None, 29.41, 4.3, -5.0, 0.1, 0.0, 2021-01-02 02:00:00
93.5, None, None, 7.4, 2.896, 224.5, -6.0, -5.3, None, None, 225.0, None, None, 168.0, None, 168.2, None, None, -5.092, None, -4.1, 94.0, None, 34.59, 2.9, -5.1, 0.0, 1.0, 2021-01-02 03:00:00
93.3, None, None, 9.4, 3.142, 224.7, -6.0, -5.3, None, None, 225.0, None, None, 167.0, None, 167.4, None, None, -5.208, None, -4.1, 93.0, None, 27.5, 3.1, -5.2, 0.1, -1.0, 2021-01-02 04:00:00
93.3, None, None, 6.0, 2.425, 208.2, -6.0, -5.3, None, None, 208.0, None, None, 167.0, None, 167.3, None, None, -5.263, None, -4.1, 93.0, None, 24.03, 2.4, -5.3, 0.0, 0.0, 2021-01-02 05:00:00
93.1, None, None, 6.4, 2.726, 194.0, -6.0, -5.3, None, None, 194.0, None, None, 167.0, None, 166.8, None, None, -5.159, None, -4.1, 93.0, None, 25.37, 2.7, -5.2, 0.1, 0.0, 2021-01-02 06:00:00
93.5, None, None, 5.6, 2.615, 148.6, -6.0, -5.2, None, None, 149.0, None, None, 167.0, None, 166.9, None, None, -4.92, None, -4.9, 94.0, None, 17.11, 2.6, -4.9, 0.2, 0.0, 2021-01-02 07:00:00
93.4, None, None, 5.3, 2.206, 145.7, -6.0, -5.2, None, None, 146.0, None, None, 164.0, None, 163.8, None, None, -5.037, None, -4.9, 93.0, None, 25.99, 2.2, -5.0, 0.0, -3.0, 2021-01-02 08:00:00
93.6, None, None, 4.3, 2.318, 163.1, -6.0, -5.2, None, None, 163.0, None, None, 166.0, None, 165.5, None, None, -4.825, None, -4.8, 94.0, None, 21.42, 2.3, -4.8, 0.2, 2.0, 2021-01-02 09:00:00
