station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, -2.15, 83.1, -2.2, 83.0, -4.0, -2.2, -6.7, -4.0, 0.3, 1.0, 2021-01-01 00:00:00, 61.0, 60.91
None, -2.613, 87.7, -2.1, 88.0, -4.0, -2.6, -6.7, -4.0, 0.2, 0.0, 2021-01-01 01:00:00, 61.0, 60.7
None, -2.239, 84.0, -1.7, 84.0, -5.0, -2.2, -6.7, -5.0, 0.1, 0.0, 2021-01-01 02:00:00, 61.0, 60.85
None, -2.576, 85.6, -1.7, 86.0, -5.0, -2.6, -6.7, -5.0, -0.1, 0.0, 2021-01-01 03:00:00, 61.0, 60.93
None, -1.372, 80.8, -1.6, 81.0, -4.0, -1.4, -6.7, -4.0, 0.1, 1.0, 2021-01-01 04:00:00, 61.0, 61.3
None, 0.039, 76.47, 0.3, 76.0, -3.0, 0.0, -6.7, -3.0, 0.2, 0.0, 2021-01-01 05:00:00, 61.0, 61.4
None, -0.421, 81.5, 0.3, 82.0, -3.0, -0.4, -6.7, -3.0, -0.1, 0.0, 2021-01-01 06:00:00, 62.0, 61.58
None, 0.134, 79.96, 0.5, 80.0, -3.0, 0.1, -0.7, -3.0, 0.1, 0.0, 2021-01-01 07:00:00, 61.0, 61.41
None, -0.675, 96.2, 0.6, 96.0, -1.0, -0.7, -0.7, -1.0, 0.5, -1.0, 2021-01-01 08:00:00, 61.0, 60.82
None, 0.387, 91.9, 0.6, 92.0, -1.0, 0.4, -0.7, -1.0, 0.4, 1.0, 2021-01-01 09:00:00, 61.0, 61.21
None, 1.56, 81.7, 1.5, 82.0, -1.0, 1.6, -0.7, -1.0, 0.0, 2.0, 2021-01-01 10:00:00, 62.0, 62.49
None, 1.591, 82.6, 1.9, 83.0, -1.0, 1.6, -0.7, -1.0, 0.0, 1.0, 2021-01-01 11:00:00, 63.0, 62.78
None, 2.304, 77.12, 2.7, 77.0, -2.0, 2.3, -0.7, -2.0, 0.1, -1.0, 2021-01-01 12:00:00, 62.0, 62.25
None, 3.477, 67.43, 3.4, 67.0, -2.0, 3.5, -0.7, -2.0, 0.1, 1.0, 2021-01-01 13:00:00, 63.0, 62.85
None, 3.343, 71.3, 3.7, 71.0, -1.0, 3.3, -0.7, -1.0, -0.3, 0.0, 2021-01-01 14:00:00, 63.0, 62.72
None, 3.669, 68.19, 4.1, 68.0, -2.0, 3.7, -0.7, -2.0, 0.2, 0.0, 2021-01-01 15:00:00, 62.0, 62.32
None, 2.825, 71.82, 4.1, 72.0, -2.0, 2.8, -0.7, -2.0, -0.1, 0.0, 2021-01-01 16:00:00, 62.0, 62.39
None, 3.001, 72.37, 4.2, 72.0, -1.0, 3.0, -0.7, -1.0, 0.0, 0.0, 2021-01-01 17:00:00, 62.0, 62.3
None, 3.224, 73.9, 4.2, 74.0, -1.0, 3.2, -0.7, -1.0, -0.1, 1.0, 2021-01-01 18:00:00, 63.0, 62.63
None, 3.43, 75.15, 3.6, 75.0, 0.0, 3.4, 2.8, 0.0, 0.0, 0.0, 2021-01-01 19:00:00, 63.0, 62.68
None, 2.336, 86.4, 3.6, 86.0, 0.0, 2.3, 2.3, 0.0, 0.0, -1.0, 2021-01-01 20:00:00, 62.0, 62.06
