station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, None, -4.968, 102.2, None, None, None, -6999.0, None, -6999.0, None, None, -5.0, -6999.0, -5.0, -6.2, -0.1, -5.0, None, -6999.0, -4.9, 102.0, None, 2021-01-01 00:00:00, -6999.0, None, None, -6999.0
None, None, -4.852, 101.9, None, None, None, -6999.0, None, -6999.0, None, None, -5.0, -6999.0, -4.9, -6.2, 0.0, -5.0, None, -6999.0, -4.9, 102.0, None, 2021-01-01 01:00:00, -6999.0, None, None, -6999.0
None, None, -4.641, 102.4, None, None, None, -6999.0, None, -6999.0, None, None, -5.0, -6999.0, -4.6, -6.2, 0.0, -5.0, None, -6999.0, -4.6, 102.0, None, 2021-01-01 02:00:00, -6999.0, None, None, -6999.0
None, None, -4.517, 102.4, None, None, None, -6999.0, None, -6999.0, None, None, -5.0, -6999.0, -4.5, -6.2, -0.1, -5.0, None, -6999.0, -4.5, 102.0, None, 2021-01-01 03:00:00, -6999.0, None, None, -6999.0
None, None, -4.413, 102.4, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -4.4, -6.2, -0.2, -4.0, None, -6999.0, -4.4, 102.0, None, 2021-01-01 04:00:00, -6999.0, None, None, -6999.0
None, None, -4.336, 102.4, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -4.3, -6.2, -0.4, -4.0, None, -6999.0, -4.3, 102.0, None, 2021-01-01 05:00:00, -6999.0, None, None, -6999.0
None, None, -4.336, 102.0, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -4.3, -6.2, 0.4, -4.0, None, -6999.0, -4.2, 102.0, None, 2021-01-01 06:00:00, -6999.0, None, None, -6999.0
None, None, -4.346, 102.1, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -4.3, -4.4, 0.0, -4.0, None, -6999.0, -4.3, 102.0, None, 2021-01-01 07:00:00, -6999.0, None, None, -6999.0
None, None, -4.193, 102.4, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -4.2, -4.4, -0.3, -4.0, None, -6999.0, -4.1, 102.0, None, 2021-01-01 08:00:00, -6999.0, None, None, -6999.0
None, None, -3.916, 102.9, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -3.9, -4.4, 0.1, -4.0, None, -6999.0, -3.9, 103.0, None, 2021-01-01 09:00:00, -6999.0, None, None, -6999.0
None, None, -3.535, None, None, None, None, -6999.0, None, -6999.0, None, None, -4.0, -6999.0, -3.5, -4.4, 0.8, -4.0, None, -6999.0, -3.5, 103.0, None, 2021-01-01 10:00:00, -6999.0, None, None, -6999.0
None, None, -3.24, 102.9, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -3.2, -4.4, 0.8, -3.0, None, -6999.0, -3.2, 103.0, None, 2021-01-01 11:00:00, -6999.0, None, None, -6999.0
None, None, -3.097, 101.9, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -3.1, -4.4, -0.1, -3.0, None, -6999.0, -3.0, 102.0, None, 2021-01-01 12:00:00, -6999.0, None, None, -6999.0
None, None, -2.841, 101.5, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.8, -4.4, 0.0, -3.0, None, -6999.0, -2.8, 102.0, None, 2021-01-01 13:00:00, -6999.0, None, None, -6999.0
None, None, -2.634, 101.1, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -4.4, 0.9, -3.0, None, -6999.0, -2.6, 101.0, None, 2021-01-01 14:00:00, -6999.0, None, None, -6999.0
None, None, -2.645, 101.0, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -4.4, 1.4, -3.0, None, -6999.0, -2.6, 101.0, None, 2021-01-01 15:00:00, -6999.0, None, None, -6999.0
None, None, -2.815, 100.2, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.8, -4.4, 0.0, -3.0, None, -6999.0, -2.6, 100.0, None, 2021-01-01 16:00:00, -6999.0, None, None, -6999.0
None, None, -3.033, 101.2, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -3.0, -4.4, 0.0, -3.0, None, -6999.0, -2.6, 101.0, None, 2021-01-01 17:00:00, -6999.0, None, None, -6999.0
None, None, -3.178, 101.9, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -3.2, -4.4, -0.1, -3.0, None, -6999.0, -2.6, 102.0, None, 2021-01-01 18:00:00, -6999.0, None, None, -6999.0
None, None, -3.159, 102.4, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -3.2, -3.2, 0.9, -3.0, None, -6999.0, -3.1, 102.0, None, 2021-01-01 19:00:00, -6999.0, None, None, -6999.0
None, None, -2.902, None, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.9, -3.2, 0.1, -3.0, None, -6999.0, -2.9, 104.0, None, 2021-01-01 20:00:00, -6999.0, None, None, -6999.0
None, None, -2.712, None, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.7, -3.2, 0.8, -3.0, None, -6999.0, -2.7, 104.0, None, 2021-01-01 21:00:00, -6999.0, None, None, -6999.0
None, None, -2.551, None, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -3.2, 1.5, -3.0, None, -6999.0, -2.6, 105.0, None, 2021-01-01 22:00:00, -6999.0, None, None, -6999.0
None, None, -2.39, None, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.4, -3.2, 1.0, -2.0, None, -6999.0, -2.4, 105.0, None, 2021-01-01 23:00:00, -6999.0, None, None, -6999.0
None, None, -2.475, None, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.5, -3.2, 0.5, -2.0, None, -6999.0, -2.4, 105.0, None, 2021-01-02 00:00:00, -6999.0, None, None, -6999.0
None, None, -2.571, None, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -3.2, 0.3, -3.0, None, -6999.0, -2.4, 104.0, None, 2021-01-02 01:00:00, -6999.0, None, None, -6999.0
None, None, -2.494, 103.0, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.5, -3.2, 0.2, -2.0, None, -6999.0, -2.4, 103.0, None, 2021-01-02 02:00:00, -6999.0, None, None, -6999.0
None, None, -2.485, 102.1, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.5, -3.2, 0.1, -2.0, None, -6999.0, -2.4, 102.0, None, 2021-01-02 03:00:00, -6999.0, None, None, -6999.0
None, None, -2.571, 100.7, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -3.2, 0.2, -3.0, None, -6999.0, -2.4, 101.0, None, 2021-01-02 04:00:00, -6999.0, None, None, -6999.0
None, None, -2.665, 101.2, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.7, -3.2, 0.2, -3.0, None, -6999.0, -2.4, 101.0, None, 2021-01-02 05:00:00, -6999.0, None, None, -6999.0
None, None, -2.493, 102.2, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.5, -3.2, 0.4, -2.0, None, -6999.0, -2.4, 102.0, None, 2021-01-02 06:00:00, -6999.0, None, None, -6999.0
None, None, -2.552, 102.9, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -2.6, 0.5, -3.0, None, -6999.0, -2.5, 103.0, None, 2021-01-02 07:00:00, -6999.0, None, None, -6999.0
None, None, -2.571, 103.0, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -2.6, 0.4, -3.0, None, -6999.0, -2.5, 103.0, None, 2021-01-02 08:00:00, -6999.0, None, None, -6999.0
None, None, -2.561, 102.5, None, None, None, -6999.0, None, -6999.0, None, None, -3.0, -6999.0, -2.6, -2.6, 0.4, -3.0, None, -6999.0, -2.5, 103.0, None, 2021-01-02 09:00:00, -6999.0, None, None, -6999.0
None, None, -2.361, 102.9, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.4, -2.6, 0.2, -2.0, None, -6999.0, -2.3, 103.0, None, 2021-01-02 10:00:00, -6999.0, None, None, -6999.0
None, None, -2.106, 101.1, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -2.1, -2.6, -0.3, -2.0, None, -6999.0, -2.1, 101.0, None, 2021-01-02 11:00:00, -6999.0, None, None, -6999.0
None, None, -1.691, 95.6, None, None, None, -6999.0, None, -6999.0, None, None, -2.0, -6999.0, -1.7, -2.6, 0.0, -2.0, None, -6999.0, -1.6, 96.0, None, 2021-01-02 12:00:00, -6999.0, None, None, -6999.0
