station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, 31.5, 16.34, 111.7, -6999.0, -1.4, None, None, 112.0, None, None, -6999.0, None, None, None, -1.229, None, -0.2, -6999.0, None, 17.36, 16.3, -1.2, 0.0, -6999.0, 2021-01-01 00:00:00, -6999.0
None, None, None, 40.1, 23.49, 87.4, -6999.0, -2.0, None, None, 87.0, None, None, -6999.0, None, None, None, -1.519, None, -0.2, -6999.0, None, 18.93, 23.5, -1.5, 0.0, -6999.0, 2021-01-01 01:00:00, -6999.0
None, None, None, 41.5, 21.76, 95.5, -6999.0, -2.0, None, None, 96.0, None, None, -6999.0, None, None, None, -1.518, None, -0.2, -6999.0, None, 24.98, 21.8, -1.5, 0.0, -6999.0, 2021-01-01 02:00:00, -6999.0
None, None, None, 48.9, 27.13, 106.8, -6999.0, -2.0, None, None, 107.0, None, None, -6999.0, None, None, None, -1.158, None, -0.2, -6999.0, None, 24.16, 27.1, -1.2, 0.0, -6999.0, 2021-01-01 03:00:00, -6999.0
None, None, None, 54.4, 29.14, 107.2, -6999.0, -2.0, None, None, 107.0, None, None, -6999.0, None, None, None, -1.091, None, -0.2, -6999.0, None, 24.19, 29.1, -1.1, 0.0, -6999.0, 2021-01-01 04:00:00, -6999.0
None, None, None, 56.0, 27.84, 113.7, -6999.0, -2.0, None, None, 114.0, None, None, -6999.0, None, None, None, -1.13, None, -0.2, -6999.0, None, 25.92, 27.8, -1.1, 0.0, -6999.0, 2021-01-01 05:00:00, -6999.0
None, None, None, 50.8, 28.78, 113.0, -6999.0, -2.0, None, None, 113.0, None, None, -6999.0, None, None, None, -0.438, None, -0.2, -6999.0, None, 27.11, 28.8, -0.4, 0.0, -6999.0, 2021-01-01 06:00:00, -6999.0
None, None, None, 51.8, 28.9, 113.7, -6999.0, -1.2, None, None, 114.0, None, None, -6999.0, None, None, None, -0.697, None, -0.4, -6999.0, None, 24.45, 28.9, -0.7, 0.0, -6999.0, 2021-01-01 07:00:00, -6999.0
None, None, None, 52.7, 28.88, 115.3, -6999.0, -1.2, None, None, 115.0, None, None, -6999.0, None, None, None, -0.544, None, -0.3, -6999.0, None, 26.35, 28.9, -0.5, 0.0, -6999.0, 2021-01-01 08:00:00, -6999.0
None, None, None, 52.6, 28.32, 112.4, -6999.0, -1.2, None, None, 112.0, None, None, -6999.0, None, None, None, -0.285, None, 0.1, -6999.0, None, 26.11, 28.3, -0.3, 0.0, -6999.0, 2021-01-01 09:00:00, -6999.0
