station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
94.8, None, None, 20.7, 9.66, 158.6, -2.0, -5.4, -2.0, 861.0, 159.0, None, None, 55.0, None, 55.05, None, None, -1.598, None, -1.6, None, None, 22.7, 9.7, -1.6, 1013.7, 0.3, 0.0, 95.0, 2021-01-01 00:00:00, 861.0
94.9, None, None, 16.9, 11.99, 147.8, -2.0, -5.4, -2.0, 861.0, 148.0, None, None, 56.0, None, 56.44, None, None, -1.263, None, -1.2, None, None, 9.32, 12.0, -1.3, 1013.5, 0.0, 2.0, 95.0, 2021-01-01 01:00:00, 861.0
93.3, None, None, 22.4, 13.55, 155.8, -1.0, -5.4, -1.0, 860.0, 156.0, None, None, 56.0, None, 55.82, None, None, -0.506, None, -0.5, None, None, 11.44, 13.6, -0.5, 1012.1, -0.1, -1.0, 93.0, 2021-01-01 02:00:00, 860.0
92.6, None, None, 30.8, 20.59, 163.2, -2.0, -5.4, -2.0, 859.0, 163.0, None, None, 55.0, None, 55.18, None, None, -0.703, None, -0.4, None, None, 11.85, 20.6, -0.7, 1011.1, -0.8, -1.0, 93.0, 2021-01-01 03:00:00, 859.0
94.5, None, None, 33.5, 18.93, 150.6, -2.0, -5.4, -2.0, 859.0, 151.0, None, None, 56.0, None, 56.47, None, None, -1.334, None, -0.4, None, None, 12.89, 18.9, -1.3, 1011.3, 0.1, 2.0, 95.0, 2021-01-01 04:00:00, 859.0
94.1, None, None, 32.2, 19.24, 154.9, -2.0, -5.4, -2.0, 858.0, 155.0, None, None, 56.0, None, 55.83, None, None, -1.625, None, -0.4, None, None, 12.26, 19.2, -1.6, 1010.5, -0.1, -1.0, 94.0, 2021-01-01 05:00:00, 858.0
91.6, None, None, 39.9, 25.74, 167.2, -3.0, -5.4, -3.0, 857.0, 167.0, None, None, 56.0, None, 55.52, None, None, -1.619, None, -0.4, None, None, 11.64, 25.7, -1.6, 1009.1, 0.1, 0.0, 92.0, 2021-01-01 06:00:00, 857.0
89.7, None, None, 35.9, 20.79, 157.9, -4.0, -2.2, -4.0, 858.0, 158.0, None, None, 55.0, None, 55.1, None, None, -2.226, None, -1.6, None, None, 11.52, 20.8, -2.2, 1010.3, 0.6, 0.0, 90.0, 2021-01-01 07:00:00, 858.0
90.7, None, None, 26.3, 10.69, 149.0, -3.0, -2.4, -3.0, 857.0, 149.0, None, None, 55.0, None, 55.3, None, None, -1.429, None, -1.4, None, None, 15.1, 10.7, -1.4, 1008.9, -0.1, 0.0, 91.0, 2021-01-01 08:00:00, 857.0
93.1, None, None, 19.3, 8.3, 139.2, -3.0, -2.4, -3.0, 857.0, 139.0, None, None, 55.0, None, 54.94, None, None, -2.002, None, -1.4, None, None, 17.73, 8.3, -2.0, 1008.9, 0.1, 0.0, 93.0, 2021-01-01 09:00:00, 857.0
92.6, None, None, 26.7, 13.1, 138.3, -2.0, -2.4, -2.0, 856.0, 138.0, None, None, 55.0, None, 54.78, None, None, -0.888, None, -0.9, None, None, 17.82, 13.1, -0.9, 1007.4, 0.1, 0.0, 93.0, 2021-01-01 10:00:00, 856.0
89.3, None, None, 31.4, 16.65, 150.0, -2.0, -2.4, -2.0, 855.0, 150.0, None, None, 55.0, None, 55.31, None, None, -0.369, None, -0.2, None, None, 14.45, 16.7, -0.4, 1006.4, -0.3, 1.0, 89.0, 2021-01-01 11:00:00, 855.0
91.4, None, None, 34.9, 19.64, 149.7, -1.0, -2.4, -1.0, 855.0, 150.0, None, None, 55.0, None, 54.51, None, None, -0.006, None, -0.1, None, None, 13.64, 19.6, 0.0, 1005.8, -0.1, -1.0, 91.0, 2021-01-01 12:00:00, 855.0
88.3, None, None, 32.6, 18.17, 148.2, -1.0, -2.4, -1.0, 853.0, 148.0, None, None, 54.0, None, 54.43, None, None, 0.48, None, 0.5, None, None, 14.49, 18.2, 0.5, 1003.3, 0.0, 0.0, 88.0, 2021-01-01 13:00:00, 853.0
87.9, None, None, 32.0, 17.93, 153.5, -1.0, -2.4, -1.0, 852.0, 154.0, None, None, 55.0, None, 54.53, None, None, 0.52, None, 0.6, None, None, 12.97, 17.9, 0.5, 1002.0, 0.6, 0.0, 88.0, 2021-01-01 14:00:00, 852.0
90.1, None, None, 23.4, 11.11, 143.8, -1.0, -2.4, -1.0, 851.0, 144.0, None, None, 54.0, None, 54.41, None, None, 0.14, None, 0.6, None, None, 19.04, 11.1, 0.1, 1000.9, -0.2, 0.0, 90.0, 2021-01-01 15:00:00, 851.0
93.2, None, None, 22.2, 10.0, 139.5, -1.0, -2.4, -1.0, 851.0, 140.0, None, None, 55.0, None, 54.55, None, None, -0.181, None, 0.6, None, None, 19.98, 10.0, -0.2, 1001.1, 0.1, 0.0, 93.0, 2021-01-01 16:00:00, 851.0
92.6, None, None, 25.2, 11.98, 161.5, -1.0, -2.4, -1.0, 850.0, 162.0, None, None, 54.0, None, 54.19, None, None, -0.375, None, 0.6, None, None, 18.69, 12.0, -0.4, 1000.0, -0.1, 0.0, 93.0, 2021-01-01 17:00:00, 850.0
93.8, None, None, 33.8, 15.69, 165.4, -1.0, -2.4, -1.0, 849.0, 165.0, None, None, 55.0, None, 54.79, None, None, -0.475, None, 0.6, None, None, 18.15, 15.7, -0.5, 998.8, -0.3, 1.0, 94.0, 2021-01-01 18:00:00, 849.0
