station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, time, max_air_temp_snc_last_reset, MINIMUM_AIR_TEMPERATURE, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, snw_dpth, HEIGHT_OF_SNOW
None, None, 0.118, None, 2021-01-03 11:00:00, 0.2, None, -6999.0, 0.1, -0.2, None, None, -6999.0, None, None, None, 61.05
None, None, 0.32, None, 2021-01-03 12:00:00, 0.3, None, -6999.0, 0.3, -0.2, 0.2, -1.0, -6999.0, None, None, 60.0, 60.39
None, None, 0.178, None, 2021-01-03 13:00:00, 0.4, None, -6999.0, 0.2, -0.2, 0.4, -1.0, -6999.0, None, None, 60.0, 59.63
None, None, 0.432, None, 2021-01-03 14:00:00, 0.5, None, -6999.0, 0.4, -0.2, None, None, -6999.0, None, None, None, 61.06
None, None, 0.196, None, 2021-01-03 15:00:00, 0.5, None, -6999.0, 0.2, -0.2, 0.2, 0.0, -6999.0, None, None, 61.0, 60.83
None, None, 0.11, None, 2021-01-03 16:00:00, 0.5, None, -6999.0, 0.1, -0.2, 0.7, -1.0, -6999.0, None, None, 60.0, 60.27
None, None, 0.07, None, 2021-01-03 17:00:00, 0.5, None, -6999.0, 0.1, -0.2, 0.4, 0.0, -6999.0, None, None, 60.0, 60.38
None, None, 0.03, None, 2021-01-03 18:00:00, 0.5, None, -6999.0, 0.0, -0.2, None, None, -6999.0, None, None, None, 60.19
None, None, -0.088, None, 2021-01-03 19:00:00, 0.0, None, -6999.0, -0.1, -0.1, 0.1, 0.0, -6999.0, None, None, 60.0, 60.03
None, None, -0.229, None, 2021-01-03 20:00:00, 0.0, None, -6999.0, -0.2, -0.2, 0.0, 0.0, -6999.0, None, None, 60.0, 59.79
None, None, -0.576, None, 2021-01-03 21:00:00, 0.0, None, -6999.0, -0.6, -0.6, None, None, -6999.0, None, None, None, 59.66
None, None, -1.062, None, 2021-01-03 22:00:00, 0.0, None, -6999.0, -1.1, -1.0, -0.1, 0.0, -6999.0, None, None, 60.0, 59.52
None, None, -1.877, None, 2021-01-03 23:00:00, 0.0, None, -6999.0, -1.9, -1.8, 0.1, 0.0, -6999.0, None, None, 59.0, 59.22
None, None, -2.404, None, 2021-01-04 00:00:00, 0.0, None, -6999.0, -2.4, -2.5, -0.1, 0.0, -6999.0, None, None, 59.0, 59.28
None, None, -2.427, None, 2021-01-04 01:00:00, 0.0, None, -6999.0, -2.4, -2.6, -0.1, 0.0, -6999.0, None, None, 59.0, 59.01
None, None, -2.131, None, 2021-01-04 02:00:00, 0.0, None, -6999.0, -2.1, -2.6, 0.1, 0.0, -6999.0, None, None, 59.0, 59.16
None, None, -2.124, None, 2021-01-04 03:00:00, 0.0, None, -6999.0, -2.1, -2.6, None, None, -6999.0, None, None, None, 59.07
None, None, -2.057, None, 2021-01-04 04:00:00, 0.0, None, -6999.0, -2.1, -2.6, None, None, -6999.0, None, None, None, 58.96
None, None, -1.796, None, 2021-01-04 05:00:00, 0.0, None, -6999.0, -1.8, -2.6, 0.0, 0.0, -6999.0, None, None, 59.0, 58.9
None, None, -2.17, None, 2021-01-04 06:00:00, 0.0, None, -6999.0, -2.2, -2.6, 0.0, 0.0, -6999.0, None, None, 59.0, 58.65
None, None, -2.243, None, 2021-01-04 07:00:00, -1.4, None, -6999.0, -2.2, -2.3, 0.0, 0.0, -6999.0, None, None, 59.0, 58.66
None, None, -2.931, None, 2021-01-04 08:00:00, -1.4, None, -6999.0, -2.9, -3.5, None, None, -6999.0, None, None, None, 58.54
None, None, -2.077, None, 2021-01-04 09:00:00, -1.4, None, -6999.0, -2.1, -3.5, -0.1, 0.0, -6999.0, None, None, 59.0, 58.52
None, None, -1.818, None, 2021-01-04 10:00:00, -1.4, None, -6999.0, -1.8, -3.5, 0.0, None, -6999.0, None, None, None, 58.54
None, None, -1.882, None, 2021-01-04 11:00:00, -1.4, None, -6999.0, -1.9, -3.5, 0.1, 0.0, -6999.0, None, None, 59.0, 58.59
None, None, -1.49, None, 2021-01-04 12:00:00, -1.4, None, -6999.0, -1.5, -3.5, 0.0, 0.0, -6999.0, None, None, 58.0, 58.44
None, None, -0.964, None, 2021-01-04 13:00:00, -1.0, None, -6999.0, -1.0, -3.5, 0.0, 0.0, -6999.0, None, None, 58.0, 58.31
None, None, -0.552, None, 2021-01-04 14:00:00, -0.4, None, -6999.0, -0.6, -3.5, 0.1, 0.0, -6999.0, None, None, 58.0, 58.14
None, None, -0.127, None, 2021-01-04 15:00:00, 0.2, None, -6999.0, -0.1, -3.5, -0.1, 0.0, -6999.0, None, None, 58.0, 57.98
None, None, -0.542, None, 2021-01-04 16:00:00, 0.2, None, -6999.0, -0.5, -3.5, 0.1, 0.0, -6999.0, None, None, 58.0, 58.19
None, None, -0.664, None, 2021-01-04 17:00:00, 0.2, None, -6999.0, -0.7, -3.5, 0.1, 0.0, -6999.0, None, None, 58.0, 57.97
None, None, -0.915, None, 2021-01-04 18:00:00, 0.2, None, -6999.0, -0.9, -3.5, 0.0, 0.0, -6999.0, None, None, 58.0, 57.73
None, None, -0.549, None, 2021-01-04 19:00:00, -0.4, None, -6999.0, -0.5, -0.9, -0.1, 0.0, -6999.0, None, None, 58.0, 57.63
None, None, -0.372, None, 2021-01-04 20:00:00, -0.3, None, -6999.0, -0.4, -0.9, 0.1, 0.0, -6999.0, None, None, 58.0, 57.54
None, None, 0.151, None, 2021-01-04 21:00:00, 0.3, None, -6999.0, 0.2, -0.9, 0.2, 1.0, -6999.0, None, None, 58.0, 58.03
None, None, -0.598, None, 2021-01-04 22:00:00, 0.3, None, -6999.0, -0.6, -0.9, 0.2, 0.0, -6999.0, None, None, 58.0, 57.87
None, None, -0.938, None, 2021-01-04 23:00:00, 0.3, None, -6999.0, -0.9, -0.9, 0.0, 0.0, -6999.0, None, None, 58.0, 57.57
None, None, -0.581, None, 2021-01-05 00:00:00, 0.3, None, -6999.0, -0.6, -1.1, 0.0, 0.0, -6999.0, None, None, 57.0, 57.39
None, None, -0.628, None, 2021-01-05 01:00:00, 0.3, None, -6999.0, -0.6, -1.1, 0.2, -1.0, -6999.0, None, None, 56.0, 56.39
None, None, -0.615, None, 2021-01-05 02:00:00, 0.3, None, -6999.0, -0.6, -1.1, 0.2, 1.0, -6999.0, None, None, 57.0, 57.12
None, None, -0.685, None, 2021-01-05 03:00:00, 0.3, None, -6999.0, -0.7, -1.1, 0.3, 2.0, -6999.0, None, None, 58.0, 58.23
None, None, -0.461, None, 2021-01-05 04:00:00, 0.3, None, -6999.0, -0.5, -1.1, 0.2, 0.0, -6999.0, None, None, 58.0, 58.42
None, None, -0.454, None, 2021-01-05 05:00:00, 0.3, None, -6999.0, -0.5, -1.1, 0.0, -1.0, -6999.0, None, None, 58.0, 57.84
None, None, -0.65, None, 2021-01-05 06:00:00, 0.3, None, -6999.0, -0.7, -1.1, 0.0, 0.0, -6999.0, None, None, 58.0, 57.9
None, None, -0.585, None, 2021-01-05 07:00:00, -0.5, None, -6999.0, -0.6, -0.8, 0.1, None, -6999.0, None, None, None, 58.51
None, None, -0.635, None, 2021-01-05 08:00:00, -0.4, None, -6999.0, -0.6, -0.8, 0.0, 0.0, -6999.0, None, None, 58.0, 58.49
None, None, 0.167, None, 2021-01-05 09:00:00, 0.2, None, -6999.0, 0.2, -0.8, -0.1, 0.0, -6999.0, None, None, 59.0, 58.65
None, None, -0.136, None, 2021-01-05 10:00:00, 0.3, None, -6999.0, -0.1, -0.8, None, None, -6999.0, None, None, None, 58.87
None, None, -0.372, None, 2021-01-05 11:00:00, 0.3, None, -6999.0, -0.4, -0.8, 0.0, 1.0, -6999.0, None, None, 59.0, 59.43
None, None, -0.402, None, 2021-01-05 12:00:00, 0.3, None, -6999.0, -0.4, -0.8, 0.2, 0.0, -6999.0, None, None, 60.0, 59.59
None, None, -0.468, None, 2021-01-05 13:00:00, 0.3, None, -6999.0, -0.5, -0.8, 0.3, 0.0, -6999.0, None, None, 60.0, 59.51
None, None, -0.474, None, 2021-01-05 14:00:00, 0.3, None, -6999.0, -0.5, -0.8, 0.1, 0.0, -6999.0, None, None, 59.0, 59.25
None, None, -0.347, None, 2021-01-05 15:00:00, 0.3, None, -6999.0, -0.3, -0.8, None, None, -6999.0, None, None, None, 59.51
None, None, -0.552, None, 2021-01-05 16:00:00, 0.3, None, -6999.0, -0.6, -0.8, None, None, -6999.0, None, None, None, 59.22
None, None, -0.46, None, 2021-01-05 17:00:00, 0.3, None, -6999.0, -0.5, -0.8, 0.1, -1.0, -6999.0, None, None, 59.0, 58.54
None, None, -0.378, None, 2021-01-05 18:00:00, 0.3, None, -6999.0, -0.4, -0.8, 0.1, 1.0, -6999.0, None, None, 59.0, 59.33
None, None, -0.401, None, 2021-01-05 19:00:00, -0.3, None, -6999.0, -0.4, -0.5, 0.0, -1.0, -6999.0, None, None, 59.0, 58.67
None, None, -0.553, None, 2021-01-05 20:00:00, -0.3, None, -6999.0, -0.6, -0.5, 0.0, 1.0, -6999.0, None, None, 59.0, 59.02
None, None, -0.557, None, 2021-01-05 21:00:00, -0.3, None, -6999.0, -0.6, -0.7, -0.1, 0.0, -6999.0, None, None, 59.0, 59.08
None, None, -0.664, None, 2021-01-05 22:00:00, -0.3, None, -6999.0, -0.7, -0.7, 0.0, 0.0, -6999.0, None, None, 59.0, 58.63
None, None, -1.39, None, 2021-01-05 23:00:00, -0.3, None, -6999.0, -1.4, -1.4, 0.0, 0.0, -6999.0, None, None, 59.0, 58.74
None, None, -1.86, None, 2021-01-06 00:00:00, -0.3, None, -6999.0, -1.9, -1.9, 0.0, 0.0, -6999.0, None, None, 59.0, 58.51
None, None, -2.252, None, 2021-01-06 01:00:00, -0.3, None, -6999.0, -2.3, -2.2, 0.0, 0.0, -6999.0, None, None, 58.0, 58.35
None, None, -2.24, None, 2021-01-06 02:00:00, -0.3, None, -6999.0, -2.2, -2.3, 0.0, 0.0, -6999.0, None, None, 58.0, 58.39
None, None, -2.188, None, 2021-01-06 05:00:00, -0.3, None, -6999.0, -2.2, -2.4, 0.0, 0.0, -6999.0, None, None, 58.0, 57.9
None, None, -2.791, None, 2021-01-06 06:00:00, -0.3, None, -6999.0, -2.8, -2.8, 0.0, 0.0, -6999.0, None, None, 58.0, 57.6
None, None, -2.887, None, 2021-01-06 07:00:00, -2.6, None, -6999.0, -2.9, -2.9, 0.0, 0.0, -6999.0, None, None, 57.0, 57.3
None, None, -3.224, None, 2021-01-06 08:00:00, -2.6, None, -6999.0, -3.2, -3.5, 0.0, 0.0, -6999.0, None, None, 57.0, 57.19
None, None, -1.92, None, 2021-01-06 09:00:00, -1.9, None, -6999.0, -1.9, -3.5, 0.0, None, -6999.0, None, None, None, 57.14
None, None, -1.792, None, 2021-01-06 10:00:00, -1.7, None, -6999.0, -1.8, -3.5, 0.3, 1.0, -6999.0, None, None, 58.0, 57.96
None, None, -0.973, None, 2021-01-06 11:00:00, -1.0, None, -6999.0, -1.0, -3.5, 0.0, -1.0, -6999.0, None, None, 57.0, 57.38
None, None, -0.93, None, 2021-01-06 12:00:00, -0.8, None, -6999.0, -0.9, -3.5, 0.1, 4.0, -6999.0, None, None, 61.0, 60.51
None, None, -0.583, None, 2021-01-06 13:00:00, -0.6, None, -6999.0, -0.6, -3.5, 0.5, 0.0, -6999.0, None, None, 60.0, 60.41
None, None, 0.313, None, 2021-01-06 14:00:00, 0.3, None, -6999.0, 0.3, -3.5, 0.1, 0.0, -6999.0, None, None, 60.0, 60.24
None, None, 0.613, None, 2021-01-06 15:00:00, 0.7, None, -6999.0, 0.6, -3.5, 0.1, -2.0, -6999.0, None, None, 58.0, 57.79
None, None, -0.362, None, 2021-01-06 16:00:00, 0.7, None, -6999.0, -0.4, -3.5, 0.1, 0.0, -6999.0, None, None, 58.0, 57.54
None, None, -1.213, None, 2021-01-06 17:00:00, 0.7, None, -6999.0, -1.2, -3.5, 0.2, 0.0, -6999.0, None, None, 58.0, 57.65
None, None, -1.63, None, 2021-01-06 18:00:00, 0.7, None, -6999.0, -1.6, -3.5, 0.0, 1.0, -6999.0, None, None, 58.0, 58.01
None, None, -1.71, None, 2021-01-06 19:00:00, -1.6, None, -6999.0, -1.7, -1.9, 0.0, -1.0, -6999.0, None, None, 58.0, 57.52
None, None, -1.741, None, 2021-01-06 20:00:00, -1.5, None, -6999.0, -1.7, -1.9, 0.0, 2.0, -6999.0, None, None, 59.0, 58.57
None, None, -1.328, None, 2021-01-06 21:00:00, -1.3, None, -6999.0, -1.3, -1.9, 0.0, 1.0, -6999.0, None, None, 59.0, 59.42
None, None, -1.272, None, 2021-01-06 22:00:00, -0.9, None, -6999.0, -1.3, -1.9, 0.1, 1.0, -6999.0, None, None, 60.0, 59.77
None, None, -2.044, None, 2021-01-06 23:00:00, -0.9, None, -6999.0, -2.0, -2.1, 0.0, 0.0, -6999.0, None, None, 60.0, 59.8
None, None, -2.21, None, 2021-01-07 00:00:00, -0.9, None, -6999.0, -2.2, -2.4, 0.0, 0.0, -6999.0, None, None, 59.0, 59.43
None, None, -1.467, None, 2021-01-07 01:00:00, -0.9, None, -6999.0, -1.5, -2.4, 0.0, -1.0, -6999.0, None, None, 58.0, 58.3
None, None, -2.182, None, 2021-01-07 02:00:00, -0.9, None, -6999.0, -2.2, -2.4, 0.0, -1.0, -6999.0, None, None, 57.0, 57.08
1.0, None, -2.001, None, 2021-01-07 03:00:00, -0.9, None, -6999.0, -2.0, -2.4, 0.0, 0.0, -6999.0, None, None, 57.0, 57.27
1.0, None, -1.795, None, 2021-01-07 04:00:00, -0.9, None, -6999.0, -1.8, -2.5, 0.0, 0.0, -6999.0, None, None, 57.0, 57.18
1.0, None, -1.085, None, 2021-01-07 05:00:00, -0.9, None, -6999.0, -1.1, -2.5, 0.0, 1.0, -6999.0, None, None, 58.0, 57.87
1.0, None, -1.395, None, 2021-01-07 06:00:00, -0.9, None, -6999.0, -1.4, -2.5, 0.0, None, -6999.0, None, None, None, 57.93
1.0, None, -1.41, None, 2021-01-07 07:00:00, -1.1, None, -6999.0, -1.4, -1.5, 0.0, 0.0, -6999.0, None, None, 58.0, 57.95
1.0, None, -0.406, None, 2021-01-07 08:00:00, -0.4, None, -6999.0, -0.4, -1.5, 0.0, 0.0, -6999.0, None, None, 58.0, 58.05
1.0, None, 0.255, None, 2021-01-07 09:00:00, 0.4, None, -6999.0, 0.3, -1.5, 0.0, 0.0, -6999.0, None, None, 58.0, 57.79
0.7, None, 0.175, None, 2021-01-07 10:00:00, 0.7, None, -6999.0, 0.2, -1.5, 0.0, -2.0, -6999.0, None, None, 56.0, 55.89
0.7, None, 1.001, None, 2021-01-07 11:00:00, 1.2, None, -6999.0, 1.0, -1.5, 0.1, 3.0, -6999.0, None, None, 59.0, 58.82
0.7, None, 1.106, None, 2021-01-07 12:00:00, 1.5, None, -6999.0, 1.1, -1.5, 0.0, 1.0, -6999.0, None, None, 59.0, 59.28
0.5, None, 1.488, None, 2021-01-07 13:00:00, 1.8, None, -6999.0, 1.5, -1.5, 0.3, 0.0, -6999.0, None, None, 59.0, 59.13
None, None, 1.478, None, 2021-01-07 14:00:00, 2.2, None, -6999.0, 1.5, -1.5, None, None, -6999.0, None, None, None, 59.46
None, None, 0.88, None, 2021-01-07 15:00:00, 2.2, None, -6999.0, 0.9, -1.5, 0.1, 0.0, -6999.0, None, None, 60.0, 59.57
None, None, 0.654, None, 2021-01-07 16:00:00, 2.2, None, -6999.0, 0.7, -1.5, None, None, -6999.0, None, None, None, 60.02
None, None, 0.61, None, 2021-01-07 17:00:00, 2.2, None, -6999.0, 0.6, -1.5, 0.0, None, -6999.0, None, None, None, 59.85
None, None, 1.15, None, 2021-01-07 18:00:00, 2.2, None, -6999.0, 1.2, -1.5, None, None, -6999.0, None, None, None, 59.86
None, None, 0.999, None, 2021-01-07 19:00:00, 1.2, None, -6999.0, 1.0, 0.9, 0.0, 0.0, -6999.0, None, None, 60.0, 59.79
None, None, 0.957, None, 2021-01-07 20:00:00, 1.3, None, -6999.0, 1.0, 0.8, 0.0, 0.0, -6999.0, None, None, 60.0, 59.6
None, None, 1.078, None, 2021-01-07 21:00:00, 1.5, None, -6999.0, 1.1, 0.8, 0.0, 0.0, -6999.0, None, None, 60.0, 59.55
None, None, 1.176, None, 2021-01-07 22:00:00, 1.6, None, -6999.0, 1.2, 0.8, 0.0, 0.0, -6999.0, None, None, 60.0, 59.54
None, None, 1.328, None, 2021-01-07 23:00:00, 1.6, None, -6999.0, 1.3, 0.8, 0.0, None, -6999.0, None, None, None, 59.38
None, None, 0.465, None, 2021-01-08 00:00:00, 1.6, None, -6999.0, 0.5, 0.5, 0.0, 0.0, -6999.0, None, None, 59.0, 59.39
None, None, 1.316, None, 2021-01-08 01:00:00, 1.7, None, -6999.0, 1.3, 0.5, 0.0, None, -6999.0, None, None, None, 59.31
None, None, 0.646, None, 2021-01-08 02:00:00, 1.7, None, -6999.0, 0.6, 0.3, None, None, -6999.0, None, None, None, 59.52
None, None, 0.317, None, 2021-01-08 03:00:00, 1.7, None, -6999.0, 0.3, 0.3, 0.0, 0.0, -6999.0, None, None, 59.0, 59.31
None, None, 1.188, None, 2021-01-08 04:00:00, 1.7, None, -6999.0, 1.2, 0.2, None, None, -6999.0, None, None, None, 59.18
None, None, 0.865, None, 2021-01-08 05:00:00, 1.7, None, -6999.0, 0.9, 0.2, -0.1, 0.0, -6999.0, None, None, 59.0, 59.18
None, None, 0.825, None, 2021-01-08 06:00:00, 1.7, None, -6999.0, 0.8, 0.2, 0.1, 0.0, -6999.0, None, None, 59.0, 59.14
None, None, 0.36, None, 2021-01-08 07:00:00, 0.9, None, -6999.0, 0.4, 0.0, None, None, -6999.0, None, None, None, 59.43
None, None, 0.395, None, 2021-01-08 08:00:00, 1.2, None, -6999.0, 0.4, 0.0, None, None, -6999.0, None, None, None, 59.14
None, None, -0.225, None, 2021-01-08 09:00:00, 1.2, None, -6999.0, -0.2, -0.4, -0.1, 0.0, -6999.0, None, None, 59.0, 58.98
