CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-5.084, None, None, 4.0, 14.82, 0.667, 356.8, -6999.0, 0.7, -5.1, -5.7, 0.0, 357.0, -4.6, None, None, -6999.0, None,2020-10-21 00:00:00, -6999.0, None, -6999.0, -6999.0,43
-5.772, None, None, 90.4, 15.32, 5.903, 324.4, -6999.0, 5.9, -5.8, -5.8, 0.0, 324.0, -4.6, None, None, -6999.0, None,2020-10-21 01:00:00, -6999.0, None, -6999.0, -6999.0,43
-6.582, None, None, 114.7, 15.58, 18.08, 315.6, -6999.0, 18.1, -6.6, -6.6, 0.0, 316.0, -4.6, None, None, -6999.0, None,2020-10-21 02:00:00, -6999.0, None, -6999.0, -6999.0,43
-7.27, None, None, 102.5, 20.35, 10.61, 322.4, -6999.0, 10.6, -7.3, -7.3, 0.0, 322.0, -4.6, None, None, -6999.0, None,2020-10-21 03:00:00, -6999.0, None, -6999.0, -6999.0,43
-8.06, None, None, 78.8, 20.35, 10.0, 303.9, -6999.0, 10.0, -8.1, -8.2, 0.0, 304.0, -4.6, None, None, -6999.0, None,2020-10-21 04:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.03, None, None, 87.3, 14.67, 9.7, 11.04, -6999.0, 9.7, -9.0, -9.2, 0.0, 11.0, -4.6, None, None, -6999.0, None,2020-10-21 05:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.6, None, None, 49.9, 29.2, 2.094, 346.9, -6999.0, 2.1, -9.6, -9.6, 0.0, 347.0, -4.6, None, None, -6999.0, None,2020-10-21 06:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.82, None, None, 96.7, 24.56, 8.26, 0.846, -6999.0, 8.3, -9.8, -10.1, 0.0, 1.0, -9.5, None, None, -6999.0, None,2020-10-21 07:00:00, -6999.0, None, -6999.0, -6999.0,43
-10.3, None, None, 89.2, 12.4, 9.45, 355.2, -6999.0, 9.5, -10.3, -10.5, 0.0, 355.0, -9.5, None, None, -6999.0, None,2020-10-21 08:00:00, -6999.0, None, -6999.0, -6999.0,43
-10.75, None, None, 61.3, 24.05, 2.322, 345.0, -6999.0, 2.3, -10.8, -10.8, 0.0, 345.0, -9.5, None, None, -6999.0, None,2020-10-21 09:00:00, -6999.0, None, -6999.0, -6999.0,43
-10.0, None, None, 14.5, 15.58, 0.787, 319.0, -6999.0, 0.8, -10.0, -10.8, 0.0, 319.0, -9.5, None, None, -6999.0, None,2020-10-21 10:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.35, None, None, 40.7, 30.32, 1.16, 353.7, -6999.0, 1.2, -9.4, -10.8, 0.0, 354.0, -9.4, None, None, -6999.0, None,2020-10-21 11:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.13, None, None, 48.3, 39.67, 1.391, 36.79, -6999.0, 1.4, -9.1, -10.8, 0.0, 37.0, -8.2, None, None, -6999.0, None,2020-10-21 12:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.09, None, None, 83.1, 17.23, 3.635, 16.56, -6999.0, 3.6, -9.1, -10.8, 0.0, 17.0, -7.2, None, None, -6999.0, None,2020-10-21 13:00:00, -6999.0, None, -6999.0, -6999.0,43
-8.76, None, None, 86.7, 23.39, 3.09, 4.801, -6999.0, 3.1, -8.8, -10.8, 0.0, 5.0, -7.2, None, None, -6999.0, None,2020-10-21 14:00:00, -6999.0, None, -6999.0, -6999.0,43
-7.66, None, None, 8.4, 31.2, 0.399, 309.0, -6999.0, 0.4, -7.7, -10.8, 0.0, 309.0, -7.2, None, None, -6999.0, None,2020-10-21 15:00:00, -6999.0, None, -6999.0, -6999.0,43
-8.24, None, None, 47.9, 22.71, 1.062, 352.0, -6999.0, 1.1, -8.2, -10.8, 0.0, 352.0, -7.2, None, None, -6999.0, None,2020-10-21 16:00:00, -6999.0, None, -6999.0, -6999.0,43
-8.55, None, None, 83.5, 14.95, 7.79, 328.9, -6999.0, 7.8, -8.6, -10.8, 0.0, 329.0, -7.2, None, None, -6999.0, None,2020-10-21 17:00:00, -6999.0, None, -6999.0, -6999.0,43
-8.7, None, None, 80.9, 13.62, 10.97, 335.6, -6999.0, 11.0, -8.7, -10.8, 0.0, 336.0, -7.2, None, None, -6999.0, None,2020-10-21 18:00:00, -6999.0, None, -6999.0, -6999.0,43
-8.91, None, None, 110.7, 10.62, 9.15, 332.8, -6999.0, 9.2, -8.9, -8.9, 0.0, 333.0, -8.7, None, None, -6999.0, None,2020-10-21 19:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.0, None, None, 89.0, 7.97, 19.07, 337.6, -6999.0, 19.1, -9.0, -9.0, 0.0, 338.0, -8.7, None, None, -6999.0, None,2020-10-21 20:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.28, None, None, 91.2, 8.28, 17.25, 340.8, -6999.0, 17.3, -9.3, -9.3, 0.0, 341.0, -8.7, None, None, -6999.0, None,2020-10-21 21:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.33, None, None, 81.3, 8.04, 13.82, 337.1, -6999.0, 13.8, -9.3, -9.4, 0.0, 337.0, -8.7, None, None, -6999.0, None,2020-10-21 22:00:00, -6999.0, None, -6999.0, -6999.0,43
-9.64, None, None, 94.1, 7.07, 18.83, 336.9, -6999.0, 18.8, -9.6, -9.6, 0.0, 337.0, -8.7, None, None, -6999.0, None,2020-10-21 23:00:00, -6999.0, None, -6999.0, -6999.0,43
-10.03, None, None, 84.2, 9.83, 37.32, 334.7, -6999.0, 37.3, -10.0, -10.0, 0.0, 335.0, -8.7, None, None, -6999.0, None,2020-10-22 00:00:00, -6999.0, None, -6999.0, -6999.0,43
-10.14, None, None, 118.5, 7.56, 41.01, 342.9, -6999.0, 41.0, -10.1, -10.1, 0.0, 343.0, -8.7, None, None, -6999.0, None,2020-10-22 01:00:00, -6999.0, None, -6999.0, -6999.0,43
-10.48, None, None, 96.9, 7.69, 34.76, 347.6, -6999.0, 34.8, -10.5, -10.5, 0.0, 348.0, -8.7, None, None, -6999.0, None,2020-10-22 02:00:00, -6999.0, None, -6999.0, -6999.0,43
