CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.565, None, None, None, None, None, None, None, None, -3.6, -3.8, None, 0.0, None, -2.7, None, None,2020-10-21 00:00:00, None, None, None,43
-3.662, None, None, None, None, None, None, None, None, -3.7, -3.8, None, 0.1, None, -2.7, None, None,2020-10-21 01:00:00, None, None, None,43
-3.842, None, None, None, None, None, None, None, None, -3.8, -3.8, None, 0.0, None, -2.7, None, None,2020-10-21 02:00:00, None, None, None,43
-3.642, None, None, None, None, None, None, None, None, -3.6, -4.0, None, 0.0, None, -2.7, None, None,2020-10-21 03:00:00, None, None, None,43
-4.051, None, None, None, None, None, None, None, None, -4.1, -4.1, None, -0.1, None, -2.7, None, None,2020-10-21 04:00:00, None, None, None,43
-4.663, None, None, None, None, None, None, None, None, -4.7, -4.8, None, -0.1, None, -2.7, None, None,2020-10-21 05:00:00, None, None, None,43
-4.758, None, None, None, None, None, None, None, None, -4.8, -5.0, None, -1.0, None, -2.7, None, None,2020-10-21 06:00:00, None, None, None,43
-5.354, None, None, None, None, None, None, None, None, -5.4, -5.5, None, -0.1, None, -4.8, None, None,2020-10-21 07:00:00, None, None, None,43
-4.634, None, None, None, None, None, None, None, None, -4.6, -5.5, None, -0.1, None, -4.6, None, None,2020-10-21 08:00:00, None, None, None,43
-4.567, None, None, None, None, None, None, None, None, -4.6, -5.5, None, 0.1, None, -4.4, None, None,2020-10-21 09:00:00, None, None, None,43
-4.127, None, None, None, None, None, None, None, None, -4.1, -5.5, None, 0.1, None, -4.0, None, None,2020-10-21 10:00:00, None, None, None,43
-3.643, None, None, None, None, None, None, None, None, -3.6, -5.5, None, 1.0, None, -3.6, None, None,2020-10-21 11:00:00, None, None, None,43
-2.44, None, None, None, None, None, None, None, None, -2.4, -5.5, None, 1.0, None, -2.4, None, None,2020-10-21 12:00:00, None, None, None,43
-2.44, None, None, None, None, None, None, None, None, -2.4, -5.5, None, 0.1, None, -2.3, None, None,2020-10-21 13:00:00, None, None, None,43
-2.772, None, None, None, None, None, None, None, None, -2.8, -5.5, None, 0.1, None, -2.3, None, None,2020-10-21 14:00:00, None, None, None,43
-2.241, None, None, None, None, None, None, None, None, -2.2, -5.5, None, 0.1, None, -2.2, None, None,2020-10-21 15:00:00, None, None, None,43
-1.601, None, None, None, None, None, None, None, None, -1.6, -5.5, None, 0.1, None, -1.4, None, None,2020-10-21 16:00:00, None, None, None,43
-4.058, None, None, None, None, None, None, None, None, -4.1, -5.5, None, 1.0, None, -1.4, None, None,2020-10-21 17:00:00, None, None, None,43
-4.561, None, None, None, None, None, None, None, None, -4.6, -5.5, None, -1.0, None, -1.4, None, None,2020-10-21 18:00:00, None, None, None,43
-4.608, None, None, None, None, None, None, None, None, -4.6, -4.7, None, -1.0, None, -4.5, None, None,2020-10-21 19:00:00, None, None, None,43
-4.749, None, None, None, None, None, None, None, None, -4.7, -4.8, None, -1.0, None, -4.5, None, None,2020-10-21 20:00:00, None, None, None,43
-5.412, None, None, None, None, None, None, None, None, -5.4, -5.5, None, -0.1, None, -4.5, None, None,2020-10-21 21:00:00, None, None, None,43
-5.373, None, None, None, None, None, None, None, None, -5.4, -5.5, None, -0.1, None, -4.5, None, None,2020-10-21 22:00:00, None, None, None,43
-5.547, None, None, None, None, None, None, None, None, -5.5, -5.6, None, -0.1, None, -4.5, None, None,2020-10-21 23:00:00, None, None, None,43
-5.74, None, None, None, None, None, None, None, None, -5.7, -5.7, None, -0.1, None, -4.5, None, None,2020-10-22 00:00:00, None, None, None,43
-5.953, None, None, None, None, None, None, None, None, -6.0, -6.1, None, 0.0, None, -4.5, None, None,2020-10-22 01:00:00, None, None, None,43
-6.321, None, None, None, None, None, None, None, None, -6.3, -6.3, None, -0.1, None, -4.5, None, None,2020-10-22 02:00:00, None, None, None,43
-6.623, None, None, None, None, None, None, None, None, -6.6, -6.6, None, -0.1, None, -4.5, None, None,2020-10-22 03:00:00, None, None, None,43
-6.926, None, None, None, None, None, None, None, None, -6.9, -7.0, None, -0.1, None, -4.5, None, None,2020-10-22 04:00:00, None, None, None,43
-7.18, None, None, None, None, None, None, None, None, -7.2, -7.2, None, -0.1, None, -4.5, None, None,2020-10-22 05:00:00, None, None, None,43
-7.34, None, None, None, None, None, None, None, None, -7.3, -7.5, None, -0.1, None, -4.5, None, None,2020-10-22 06:00:00, None, None, None,43
-7.66, None, None, None, None, None, None, None, None, -7.7, -7.7, None, -0.1, None, -7.3, None, None,2020-10-22 07:00:00, None, None, None,43
