RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
93.4, None, None, 10.0, 4.558, 185.3, -6.0, -5.3, None, None, 185.0, None, None, 70.0, None, 69.68, None, None, -5.327, None, -4.3, 93.0, None, 19.97, 4.6, -5.3, 0.0, 1.0,2020-10-21 00:00:00,43
93.7, None, None, 16.5, 5.181, 199.4, -6.0, -5.3, None, None, 199.0, None, None, 71.0, None, 71.37, None, None, -5.156, None, -4.3, 94.0, None, 35.62, 5.2, -5.2, 0.2, 2.0,2020-10-21 01:00:00,43
93.5, None, None, 10.7, 3.157, 278.3, -6.0, -5.3, None, None, 278.0, None, None, 73.0, None, 72.67, None, None, -5.272, None, -4.3, 94.0, None, 30.47, 3.2, -5.3, 1.6, 2.0,2020-10-21 02:00:00,43
93.3, None, None, 18.8, 2.809, 316.7, -7.0, -5.7, None, None, 317.0, None, None, 77.0, None, 77.09, None, None, -5.752, None, -4.3, 93.0, None, 62.18, 2.8, -5.8, 2.3, 5.0,2020-10-21 03:00:00,43
92.8, None, None, 13.3, 2.734, 5.485, -7.0, -6.4, None, None, 5.0, None, None, 78.0, None, 78.07, None, None, -6.437, None, -4.3, 93.0, None, 54.85, 2.7, -6.4, 0.4, 1.0,2020-10-21 04:00:00,43
92.7, None, None, 15.5, 2.609, 288.2, -7.0, -6.6, None, None, 288.0, None, None, 78.0, None, 77.69, None, None, -6.556, None, -4.3, 93.0, None, 30.98, 2.6, -6.6, 0.1, 0.0,2020-10-21 05:00:00,43
92.4, None, None, 16.5, 6.248, 298.9, -8.0, -6.8, None, None, 299.0, None, None, 77.0, None, 77.21, None, None, -6.75, None, -4.3, 92.0, None, 23.18, 6.2, -6.8, 0.0, 0.0,2020-10-21 06:00:00,43
92.4, None, None, 15.7, 4.5, 291.6, -8.0, -7.2, None, None, 292.0, None, None, 77.0, None, 76.91, None, None, -7.162, None, -6.8, 92.0, None, 23.99, 4.5, -7.2, 0.0, 0.0,2020-10-21 07:00:00,43
92.1, None, None, 16.9, 5.776, 298.1, -8.0, -7.3, None, None, 298.0, None, None, 76.0, None, 76.48, None, None, -7.265, None, -6.8, 92.0, None, 27.67, 5.8, -7.3, 0.0, 0.0,2020-10-21 08:00:00,43
92.7, None, None, 12.0, 3.08, 323.2, -7.0, -7.3, None, None, 323.0, None, None, 76.0, None, 75.5, None, None, -6.545, None, -6.6, 93.0, None, 47.66, 3.1, -6.5, 0.1, -1.0,2020-10-21 09:00:00,43
93.1, None, None, 11.2, 3.069, 327.0, -6.0, -7.3, None, None, 327.0, None, None, 75.0, None, 74.53, None, None, -5.296, None, -5.3, 93.0, None, 43.58, 3.1, -5.3, 0.2, -1.0,2020-10-21 10:00:00,43
93.9, None, None, 11.4, 2.676, 322.3, -4.0, -7.3, None, None, 322.0, None, None, 74.0, None, 74.35, None, None, -3.585, None, -3.7, 94.0, None, 46.4, 2.7, -3.6, 0.2, 0.0,2020-10-21 11:00:00,43
