pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,0.098, None, None,2018-11-19 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.74,47
None, None,0.146, None, None,2018-11-19 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.57,47
None, None,0.24, None, None,2018-11-19 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.09,47
None, None,0.316, None, None,2018-11-19 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.21,47
None, None,0.512, None, None,2018-11-19 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.2,47
None, None,0.731, None, None,2018-11-19 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.6,47
None, None,1.26, None, None,2018-11-19 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.34,47
None, None,0.928, None, None,2018-11-19 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.16,47
None, None,1.211, None, None,2018-11-19 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.62,47
None, None,1.003, None, None,2018-11-19 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.62,47
None, None,0.921, None, None,2018-11-19 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.31,47
None, None,0.806, None, None,2018-11-19 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.56,47
None, None,0.429, None, None,2018-11-19 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.55,47
None, None,0.825, None, None,2018-11-19 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.44,47
None, None,0.911, None, None,2018-11-19 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.3,47
None, None,1.214, None, None,2018-11-19 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.13,47
None, None,1.072, None, None,2018-11-20 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.37,47
None, None,1.544, None, None,2018-11-20 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.21,47
None, None,1.357, None, None,2018-11-20 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.62,47
None, None,1.279, None, None,2018-11-20 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.24,47
None, None,0.891, None, None,2018-11-20 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.11,47
None, None,1.14, None, None,2018-11-20 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.09,47
None, None,1.072, None, None,2018-11-20 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.14,47
None, None,0.778, None, None,2018-11-20 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.03,47
None, None,0.872, None, None,2018-11-20 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.04,47
None, None,0.985, None, None,2018-11-20 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.84,47
None, None,1.071, None, None,2018-11-20 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.77,47
None, None,1.374, None, None,2018-11-20 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.61,47
None, None,0.929, None, None,2018-11-20 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.7,47
None, None,0.667, None, None,2018-11-20 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.55,47
None, None,0.637, None, None,2018-11-20 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.03,47
None, None,0.751, None, None,2018-11-20 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.71,47
None, None,1.186, None, None,2018-11-20 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.93,47
None, None,1.347, None, None,2018-11-20 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.1,47
None, None,1.033, None, None,2018-11-20 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.06,47
None, None,1.136, None, None,2018-11-20 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.68,47
None, None,0.891, None, None,2018-11-20 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.71,47
None, None,0.789, None, None,2018-11-20 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.63,47
None, None,0.672, None, None,2018-11-20 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.77,47
None, None,0.411, None, None,2018-11-20 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.77,47
