CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 0.002,68.26, None, None, None, None, 4.56, 26.87, 286.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 08:00:00, None, None,47
None, 1.024,64.13, None, None, None, None, 5.921, 24.75, 284.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 09:00:00, None, None,47
None, 1.021,67.08, None, None, None, None, 6.071, 19.72, 280.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 10:00:00, None, None,47
None, 0.968,64.88, None, None, None, None, 8.01, 19.34, 276.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 11:00:00, None, None,47
None, 1.407,63.0, None, None, None, None, 8.97, 21.82, 280.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 12:00:00, None, None,47
None, 0.958,47.44, None, None, None, None, 9.75, 17.46, 277.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 13:00:00, None, None,47
None, 1.556,51.85, None, None, None, None, 8.06, 18.59, 271.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 14:00:00, None, None,47
None, 1.701,55.55, None, None, None, None, 4.303, 22.89, 279.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 15:00:00, None, None,47
None, 1.449,57.99, None, None, None, None, 3.897, 23.75, 281.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 16:00:00, None, None,47
None, 1.353,59.97, None, None, None, None, 5.951, 21.3, 270.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 17:00:00, None, None,47
None, 1.549,61.23, None, None, None, None, 4.813, 22.26, 256.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 18:00:00, None, None,47
None, 1.091,55.7, None, None, None, None, 4.882, 20.23, 252.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 19:00:00, None, None,47
None, -0.059,29.15, None, None, None, None, 5.339, 19.09, 242.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 20:00:00, None, None,47
None, 0.507,37.62, None, None, None, None, 4.193, 15.51, 236.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 21:00:00, None, None,47
None, 0.551,28.28, None, None, None, None, 4.12, 17.61, 230.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 22:00:00, None, None,47
None, 0.41,32.82, None, None, None, None, 3.223, 20.29, 229.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-19 23:00:00, None, None,47
None, 0.335,30.47, None, None, None, None, 2.796, 19.91, 228.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 00:00:00, None, None,47
None, 0.687,26.18, None, None, None, None, 3.659, 21.45, 226.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 01:00:00, None, None,47
None, 0.799,41.3, None, None, None, None, 4.702, 22.63, 221.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 02:00:00, None, None,47
None, 0.796,43.5, None, None, None, None, 4.412, 21.14, 220.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 03:00:00, None, None,47
None, -0.198,30.59, None, None, None, None, 6.587, 18.85, 225.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 04:00:00, None, None,47
None, -0.496,23.63, None, None, None, None, 5.808, 17.06, 227.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 05:00:00, None, None,47
None, -0.514,24.29, None, None, None, None, 4.542, 19.68, 226.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 06:00:00, None, None,47
None, -0.2,24.44, None, None, None, None, 3.689, 19.03, 220.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 07:00:00, None, None,47
None, 0.433,34.46, None, None, None, None, 6.086, 18.33, 217.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-11-20 08:00:00, None, None,47
