wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
38.0, 101.3,10.1, 90.0,83.0,13.0,2016-10-07 00:00:00, None, None, None, None, -0.34,41
44.0, 101.2,9.4, 90.0,79.0,12.9,2016-10-07 01:00:00, None, None, 55.0, None, -0.36,41
49.0, 100.9,9.4, 90.0,82.0,12.4,2016-10-07 02:00:00, None, None, None, None, -0.49,41
56.0, 100.8,9.3, 90.0,82.0,12.2,2016-10-07 03:00:00, None, None, 67.0, None, -0.52,41
67.0, 100.5,9.4, 90.0,84.0,12.1,2016-10-07 04:00:00, None, None, 89.0, None, -0.65,41
70.0, 100.3,8.8, 90.0,78.0,12.6,2016-10-07 05:00:00, None, None, 89.0, None, -0.69,41
60.0, 100.0,9.5, 90.0,83.0,12.4,2016-10-07 06:00:00, None, None, 72.0, None, -0.75,41
61.0, 100.1,9.5, 90.0,82.0,12.4,2016-10-07 07:00:00, None, None, 83.0, None, -0.43,41
57.0, 100.2,9.6, 90.0,82.0,12.7,2016-10-07 08:00:00, None, None, 71.0, None, -0.07,41
50.0, 100.1,9.9, 90.0,84.0,12.5,2016-10-07 09:00:00, None, None, 65.0, None, 0.1,41
50.0, 100.2,10.3, 90.0,88.0,12.3,2016-10-07 10:00:00, None, None, 62.0, None, 0.15,41
46.0, 100.2,10.3, 90.0,87.0,12.5,2016-10-07 11:00:00, None, None, None, None, 0.05,41
39.0, 100.3,9.4, 90.0,81.0,12.7,2016-10-07 12:00:00, None, None, 50.0, None, 0.17,41
36.0, 100.4,8.7, 112.5,76.0,12.9,2016-10-07 13:00:00, None, None, 44.0, None, 0.15,41
26.0, 100.5,8.0, 112.5,72.0,12.8,2016-10-07 14:00:00, None, None, None, None, 0.3,41
27.0, 100.7,7.9, 90.0,74.0,12.3,2016-10-07 15:00:00, None, None, None, None, 0.4,41
15.0, 100.8,8.0, 90.0,75.0,12.3,2016-10-07 16:00:00, None, None, 27.0, None, 0.42,41
9.0, 101.0,7.7, 90.0,71.0,12.7,2016-10-07 17:00:00, None, None, None, None, 0.43,41
11.0, 101.1,8.0, 90.0,72.0,13.0,2016-10-07 18:00:00, None, None, None, None, 0.42,41
13.0, 101.2,9.8, 112.5,80.0,13.3,2016-10-07 19:00:00, None, None, None, None, 0.43,41
10.0, 101.3,9.8, 90.0,78.0,13.6,2016-10-07 20:00:00, None, None, None, None, 0.38,41
7.0, 101.4,9.2, 90.0,73.0,13.9,2016-10-07 21:00:00, None, None, None, None, 0.35,41
7.0, 101.5,8.4, 90.0,67.0,14.5,2016-10-07 22:00:00, None, None, None, None, 0.28,41
11.0, 101.6,8.1, 90.0,65.0,14.7,2016-10-07 23:00:00, 11.8, 7.1, 96.0, 13.3, 0.24,41
15.0, 101.6,9.4, 90.0,73.0,14.1,2016-10-08 00:00:00, None, None, None, None, 0.13,41
17.0, 101.6,9.8, 90.0,78.0,13.6,2016-10-08 01:00:00, None, None, None, None, 0.09,41
8.0, 101.7,6.7, 112.5,60.0,14.3,2016-10-08 02:00:00, None, None, None, None, 0.07,41
