AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
6.2,0.0,12.9, None,2017-03-12 00:00:00,223.0,92.0,11
6.3,0.26,10.9, None,2017-03-12 00:15:00,230.0,91.0,11
6.2,0.0,11.8, None,2017-03-12 00:30:00,220.0,91.0,11
6.3,0.0,13.6, None,2017-03-12 00:45:00,218.0,92.0,11
6.1,0.0,10.5, None,2017-03-12 01:00:00,225.0,92.0,11
5.9,0.25,11.3, None,2017-03-12 01:15:00,215.0,94.0,11
5.9,0.0,12.0, None,2017-03-12 01:30:00,221.0,95.0,11
5.8,0.0,8.1, None,2017-03-12 01:45:00,209.0,96.0,11
5.8,0.0,9.4, None,2017-03-12 02:00:00,195.0,97.0,11
5.8,0.0,9.8, None,2017-03-12 02:15:00,211.0,96.0,11
5.9,0.0,10.0, None,2017-03-12 02:30:00,207.0,95.0,11
5.7,0.26,8.9, None,2017-03-12 02:45:00,218.0,96.0,11
5.6,0.0,10.2, None,2017-03-12 03:00:00,239.0,97.0,11
5.6,0.0,8.5, None,2017-03-12 03:15:00,242.0,97.0,11
5.6,0.0,11.7, None,2017-03-12 03:30:00,243.0,95.0,11
5.9,0.0,12.6, None,2017-03-12 03:45:00,255.0,91.0,11
6.3,0.0,16.7, None,2017-03-12 04:00:00,259.0,90.0,11
6.5,0.0,16.2, None,2017-03-12 04:15:00,255.0,85.0,11
6.3,0.0,13.7, None,2017-03-12 04:30:00,248.0,87.0,11
6.1,0.0,9.2, None,2017-03-12 04:45:00,221.0,89.0,11
6.0,0.0,6.7, None,2017-03-12 05:00:00,226.0,90.0,11
5.7,0.0,4.3, None,2017-03-12 05:15:00,248.0,93.0,11
5.6,0.0,4.2, None,2017-03-12 05:30:00,228.0,93.0,11
5.8,0.0,6.6, None,2017-03-12 05:45:00,198.0,91.0,11
5.9,0.0,7.7, None,2017-03-12 06:00:00,221.0,88.0,11
5.8,0.0,6.5, None,2017-03-12 06:15:00,238.0,89.0,11
6.3,0.0,10.7, None,2017-03-12 06:30:00,235.0,86.0,11
6.1,0.0,6.2, None,2017-03-12 06:45:00,165.0,90.0,11
5.6,0.0,6.2, None,2017-03-12 07:00:00,123.0,92.0,11
5.6,0.0,5.1, None,2017-03-12 07:15:00,170.0,93.0,11
5.5,0.0,4.7, None,2017-03-12 07:30:00,116.0,92.0,11
6.1,0.0,8.3, None,2017-03-12 07:45:00,235.0,87.0,11
6.6,0.0,9.1, None,2017-03-12 08:00:00,258.0,84.0,11
5.9,0.0,4.3, None,2017-03-12 08:15:00,76.0,95.0,11
5.8,0.0,4.2, None,2017-03-12 08:30:00,37.0,94.0,11
6.0,0.0,5.1, None,2017-03-12 08:45:00,228.0,93.0,11
6.3,0.0,6.6, None,2017-03-12 09:00:00,229.0,93.0,11
6.4,0.0,6.8, None,2017-03-12 09:15:00,183.0,93.0,11
6.3,0.0,7.1, None,2017-03-12 09:30:00,103.0,95.0,11
6.5,0.0,6.1, None,2017-03-12 09:45:00,95.0,94.0,11
6.8,0.0,5.8, None,2017-03-12 10:00:00,105.0,89.0,11
7.2,0.0,3.5, None,2017-03-12 10:15:00,113.0,90.0,11
7.6,0.0,4.9, None,2017-03-12 10:30:00,152.0,86.0,11
7.8,0.0,4.1, None,2017-03-12 10:45:00,132.0,88.0,11
7.7,0.0,4.6, None,2017-03-12 11:00:00,176.0,88.0,11
7.9,0.0,3.1, None,2017-03-12 11:15:00,157.0,88.0,11
8.2,0.0,3.0, None,2017-03-12 11:30:00,108.0,87.0,11
8.8,0.0,5.3, None,2017-03-12 11:45:00,196.0,85.0,11
8.5,0.0,5.9, None,2017-03-12 12:00:00,188.0,87.0,11
8.4,0.0,5.5, None,2017-03-12 12:15:00,195.0,87.0,11
8.7,0.0,4.5, None,2017-03-12 12:30:00,220.0,85.0,11
9.2,0.0,5.7, None,2017-03-12 12:45:00,227.0,81.0,11
9.5,0.0,5.5, None,2017-03-12 13:00:00,189.0,82.0,11
9.5,0.0,6.2, None,2017-03-12 13:15:00,204.0,83.0,11
9.4,0.0,5.3, None,2017-03-12 13:30:00,175.0,86.0,11
9.1,0.0,5.2, None,2017-03-12 13:45:00,159.0,86.0,11
9.2,0.0,4.0, None,2017-03-12 14:00:00,218.0,87.0,11
9.4,0.0,5.1, None,2017-03-12 14:15:00,90.0,87.0,11
9.8,0.0,4.2, None,2017-03-12 14:30:00,170.0,85.0,11
9.6,0.0,4.4, None,2017-03-12 14:45:00,189.0,84.0,11
9.9,0.0,4.8, None,2017-03-12 15:00:00,209.0,82.0,11
10.1,0.0,3.9, None,2017-03-12 15:15:00,191.0,80.0,11
9.9,0.0,4.5, None,2017-03-12 15:30:00,198.0,81.0,11
9.6,0.0,4.5, None,2017-03-12 15:45:00,216.0,79.0,11
9.6,0.0,2.6, None,2017-03-12 16:00:00,244.0,82.0,11
9.3,0.0,3.1, None,2017-03-12 16:15:00,211.0,83.0,11
9.0,0.25,2.4, None,2017-03-12 16:30:00,201.0,91.0,11
8.5,0.0,2.3, None,2017-03-12 16:45:00,250.0,95.0,11
8.2,0.0,2.0, None,2017-03-12 17:00:00,236.0,96.0,11
7.5,0.0,5.6, None,2017-03-12 17:15:00,298.0,96.0,11
7.2,0.0,4.7, None,2017-03-12 17:30:00,271.0,97.0,11
6.9,0.0,4.2, None,2017-03-12 17:45:00,273.0,97.0,11
6.7,0.0,2.3, None,2017-03-12 18:00:00,231.0,98.0,11
6.5,0.0,2.0, None,2017-03-12 18:15:00,295.0,98.0,11
6.2,0.0,4.9, None,2017-03-12 18:30:00,296.0,98.0,11
6.1,0.0,3.3, None,2017-03-12 18:45:00,309.0,99.0,11
5.8,0.0,6.0, None,2017-03-12 19:00:00,304.0,98.0,11
5.8,0.0,4.6, None,2017-03-12 19:15:00,267.0,99.0,11
5.7,0.0,2.7, None,2017-03-12 19:30:00,252.0,99.0,11
5.8,0.0,2.1, None,2017-03-12 19:45:00,299.0,99.0,11
5.8,0.25,2.9, None,2017-03-12 20:00:00,284.0,99.0,11
5.7,0.26,3.3, None,2017-03-12 20:15:00,276.0,99.0,11
5.7,0.0,4.4, None,2017-03-12 20:30:00,315.0,99.0,11
5.6,0.0,3.4, None,2017-03-12 20:45:00,245.0,99.0,11
5.5,0.0,4.0, None,2017-03-12 21:00:00,276.0,99.0,11
5.6,0.25,2.5, None,2017-03-12 21:15:00,254.0,100.0,11
5.6,0.76,2.6, None,2017-03-12 21:30:00,253.0,100.0,11
5.8,0.77,1.8, None,2017-03-12 21:45:00,206.0,100.0,11
5.7,0.25,0.4, None,2017-03-12 22:00:00,247.0,100.0,11
5.4,0.0,3.0, None,2017-03-12 22:15:00,281.0,100.0,11
5.2,0.0,4.8, None,2017-03-12 22:30:00,293.0,100.0,11
5.3,0.0,6.1, None,2017-03-12 22:45:00,291.0,100.0,11
5.1,0.0,7.2, None,2017-03-12 23:00:00,285.0,100.0,11
5.0,0.25,4.6, None,2017-03-12 23:15:00,285.0,100.0,11
5.3,0.0,3.7, None,2017-03-12 23:30:00,267.0,100.0,11
5.2,0.26,5.0, None,2017-03-12 23:45:00,300.0,100.0,11
5.3,0.0,5.9, None,2017-03-13 00:00:00,288.0,100.0,11
5.2,0.0,3.9, None,2017-03-13 00:15:00,291.0,100.0,11
5.2,0.25,4.1, None,2017-03-13 00:30:00,305.0,100.0,11
5.2,0.51,2.8, None,2017-03-13 00:45:00,232.0,100.0,11
5.4,0.76,2.4, None,2017-03-13 01:00:00,267.0,100.0,11
5.5,0.26,0.8, None,2017-03-13 01:15:00,195.0,100.0,11
5.5,0.5,3.0, None,2017-03-13 01:30:00,311.0,100.0,11
5.3,0.26,2.0, None,2017-03-13 01:45:00,237.0,100.0,11
5.2,0.25,1.6, None,2017-03-13 02:00:00,336.0,100.0,11
5.2,0.26,2.1, None,2017-03-13 02:15:00,310.0,100.0,11
5.2,0.25,3.3, None,2017-03-13 02:30:00,293.0,100.0,11
5.4,0.25,4.3, None,2017-03-13 02:45:00,305.0,100.0,11
5.1,0.26,6.9, None,2017-03-13 03:00:00,281.0,100.0,11
5.4,0.51,0.5, None,2017-03-13 03:15:00,290.0,100.0,11
5.4,0.25,2.1, None,2017-03-13 03:30:00,287.0,100.0,11
5.5,1.02,2.1, None,2017-03-13 03:45:00,185.0,100.0,11
5.7,0.5,0.4, None,2017-03-13 04:00:00,126.0,100.0,11
5.7,0.77,1.5, None,2017-03-13 04:15:00,271.0,100.0,11
5.9,0.76,0.1, None,2017-03-13 04:30:00,199.0,100.0,11
6.0,0.51,4.6, None,2017-03-13 04:45:00,342.0,100.0,11
5.5,0.25,4.9, None,2017-03-13 05:00:00,284.0,100.0,11
5.8,0.25,7.4, None,2017-03-13 05:15:00,169.0,100.0,11
5.6,0.26,2.3, None,2017-03-13 05:30:00,18.0,100.0,11
5.4,0.25,5.0, None,2017-03-13 05:45:00,315.0,100.0,11
5.3,0.0,5.1, None,2017-03-13 06:00:00,260.0,100.0,11
5.2,0.0,1.1, None,2017-03-13 06:15:00,273.0,100.0,11
5.2,0.0,1.2, None,2017-03-13 06:30:00,264.0,100.0,11
5.2,0.0,3.1, None,2017-03-13 06:45:00,296.0,100.0,11
5.4,0.26,2.6, None,2017-03-13 07:00:00,190.0,100.0,11
5.7,0.0,4.3, None,2017-03-13 07:15:00,224.0,100.0,11
6.1,0.0,7.0, None,2017-03-13 07:30:00,156.0,100.0,11
6.1,0.0,3.4, None,2017-03-13 07:45:00,67.0,100.0,11
6.2,0.0,2.7, None,2017-03-13 08:00:00,122.0,100.0,11
6.3,0.0,0.3, None,2017-03-13 08:15:00,186.0,100.0,11
6.1,0.0,3.7, None,2017-03-13 08:30:00,280.0,100.0,11
6.4,0.0,1.4, None,2017-03-13 08:45:00,153.0,100.0,11
6.4,0.0,4.7, None,2017-03-13 09:00:00,329.0,100.0,11
6.4,0.0,1.6, None,2017-03-13 09:15:00,264.0,100.0,11
6.4,0.0,1.5, None,2017-03-13 09:30:00,311.0,100.0,11
6.3,0.0,6.2, None,2017-03-13 09:45:00,310.0,100.0,11
6.5,0.0,6.0, None,2017-03-13 10:00:00,291.0,100.0,11
6.7,0.0,6.6, None,2017-03-13 10:15:00,314.0,100.0,11
7.1,0.0,3.9, None,2017-03-13 10:30:00,317.0,99.0,11
