CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,8.19, None, None,2017-07-02 00:00:00, None, None,39.78,2.866,333.8, None, None, None, None, None, None, None,27
None,8.09, None, None,2017-07-02 01:00:00, None, None,39.34,2.772,350.6, None, None, None, None, None, None, None,27
None,8.13, None, None,2017-07-02 02:00:00, None, None,23.65,3.331,32.13, None, None, None, None, None, None, None,27
None,7.92, None, None,2017-07-02 03:00:00, None, None,56.76,1.259,321.1, None, None, None, None, None, None, None,27
None,7.84, None, None,2017-07-02 04:00:00, None, None,42.02,1.667,283.1, None, None, None, None, None, None, None,27
None,7.66, None, None,2017-07-02 05:00:00, None, None,19.44,3.156,262.9, None, None, None, None, None, None, None,27
None,7.7, None, None,2017-07-02 06:00:00, None, None,23.44,3.887,267.9, None, None, None, None, None, None, None,27
None,7.99, None, None,2017-07-02 07:00:00, None, None,47.64,1.042,215.9, None, None, None, None, None, None, None,27
None,7.93, None, None,2017-07-02 08:00:00, None, None,55.49,0.942,93.9, None, None, None, None, None, None, None,27
None,7.69, None, None,2017-07-02 09:00:00, None, None,27.44,4.893,27.17, None, None, None, None, None, None, None,27
None,7.8, None, None,2017-07-02 10:00:00, None, None,34.49,3.922,48.38, None, None, None, None, None, None, None,27
None,8.56, None, None,2017-07-02 11:00:00, None, None,27.23,3.825,241.5, None, None, None, None, None, None, None,27
None,10.71, None, None,2017-07-02 12:00:00, None, None,31.48,4.043,243.9, None, None, None, None, None, None, None,27
None,10.45, None, None,2017-07-02 13:00:00, None, None,32.76,5.281,227.2, None, None, None, None, None, None, None,27
None,10.86, None, None,2017-07-02 14:00:00, None, None,33.21,4.362,206.3, None, None, None, None, None, None, None,27
None,10.43, None, None,2017-07-02 15:00:00, None, None,29.07,6.987,217.4, None, None, None, None, None, None, None,27
None,8.92, None, None,2017-07-02 17:00:00, None, None,29.5,11.34,242.7, None, None, None, None, None, None, None,27
None,8.29, None, None,2017-07-02 18:00:00, None, None,19.89,16.93,251.6, None, None, None, None, None, None, None,27
None,7.63, None, None,2017-07-02 19:00:00, None, None,20.97,19.07,250.5, None, None, None, None, None, None, None,27
None,6.735, None, None,2017-07-02 21:00:00, None, None,20.43,24.75,247.7, None, None, None, None, None, None, None,27
None,6.603, None, None,2017-07-02 22:00:00, None, None,16.5,25.55,256.7, None, None, None, None, None, None, None,27
None,4.456, None, None,2017-07-03 00:00:00, None, None,17.07,23.43,258.4, None, None, None, None, None, None, None,27
None,4.59, None, None,2017-07-03 01:00:00, None, None,20.78,18.3,260.5, None, None, None, None, None, None, None,27
