station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -8.58, 73.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2012-01-01 00:00:00, None, None, 141.8
None, None, -8.57, 73.9, None, None, None, None, 5.719, None, 32.6, 81.8, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2012-01-01 01:00:00, None, None, 141.5
None, None, -8.26, 74.2, None, None, None, None, 7.73, None, 29.09, 80.5, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2012-01-01 02:00:00, None, None, 141.2
None, None, -8.29, 76.4, None, None, None, None, 7.59, None, 27.54, 82.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2012-01-01 03:00:00, None, None, 141.1
None, None, -8.07, 78.9, None, None, None, None, 6.185, None, 24.71, 87.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2012-01-01 04:00:00, None, None, 140.9
None, None, -7.93, 79.3, None, None, None, None, 6.395, None, 27.11, 85.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2012-01-01 05:00:00, None, None, 140.6
None, None, -8.05, 95.5, None, None, None, None, 6.381, None, 30.51, 84.9, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2012-01-01 06:00:00, None, None, 139.2
None, None, -7.43, 99.9, None, None, None, None, 4.163, None, 29.93, 80.2, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-01 07:00:00, None, None, 140.5
None, None, -7.07, 98.0, None, None, None, None, 4.84, None, 31.05, 79.7, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-01 08:00:00, None, None, 140.3
None, None, -6.604, 96.2, None, None, None, None, 6.753, None, 25.0, 81.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-01 09:00:00, None, None, 140.2
None, None, -5.93, 88.0, None, None, None, None, 5.917, None, 27.0, 80.7, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-01 10:00:00, None, None, 139.8
None, None, -4.617, 84.5, None, None, None, None, 7.98, None, 26.8, 85.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-01 11:00:00, None, None, 139.5
None, None, -2.618, 82.0, None, None, None, None, 9.25, None, 22.21, 91.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-01 12:00:00, None, None, 139.1
None, None, -3.48, 86.6, None, None, None, None, 8.55, None, 24.19, 80.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-01 13:00:00, None, None, 139.1
None, None, -2.927, 90.2, None, None, None, None, 5.937, None, 27.7, 77.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-01 14:00:00, None, None, 138.9
None, None, -2.718, 94.2, None, None, None, None, 6.974, None, 28.37, 78.3, None, None, None, None, None, -3.0, None, None, None, None, None, None, 2012-01-01 15:00:00, None, None, 138.7
None, None, -1.347, 87.4, None, None, None, None, 5.811, None, 25.44, 75.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, 2012-01-01 16:00:00, None, None, 138.5
None, None, -1.66, 87.3, None, None, None, None, 8.07, None, 28.18, 68.96, None, None, None, None, None, -3.0, None, None, None, None, None, None, 2012-01-01 17:00:00, None, None, 138.1
None, None, -1.878, 88.8, None, None, None, None, 7.05, None, 31.88, 88.6, None, None, None, None, None, -3.0, None, None, None, None, None, None, 2012-01-01 18:00:00, None, None, 138.1
None, None, -1.773, 88.3, None, None, None, None, 6.916, None, 29.76, 86.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, 2012-01-01 19:00:00, None, None, 137.9
None, None, -1.725, 84.8, None, None, None, None, 6.565, None, 26.03, 77.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-01 20:00:00, None, None, 137.7
None, None, -1.335, 81.9, None, None, None, None, 9.07, None, 25.23, 71.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-01 21:00:00, None, None, 137.6
None, None, -1.183, 80.2, None, None, None, None, 9.57, None, 24.68, 72.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-01 22:00:00, None, None, 137.3
None, None, -1.345, 77.9, None, None, None, None, 16.28, None, 20.78, 76.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-01 23:00:00, None, None, 137.2
None, None, -0.889, 73.5, None, None, None, None, 6.218, None, 28.37, 78.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-02 00:00:00, None, None, 136.9
None, None, -0.053, 71.1, None, None, None, None, 5.266, None, 29.7, 77.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-02 01:00:00, None, None, 136.5
None, None, -0.803, 73.0, None, None, None, None, 5.271, None, 30.16, 81.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-02 02:00:00, None, None, 136.5
None, None, -0.433, 72.4, None, None, None, None, 8.26, None, 23.06, 89.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-02 03:00:00, None, None, 136.0
None, None, 0.402, 70.7, None, None, None, None, 8.04, None, 19.25, 91.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-02 04:00:00, None, None, 135.7
None, None, 1.901, 64.67, None, None, None, None, 7.73, None, 18.68, 90.3, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-02 05:00:00, None, None, 135.0
None, None, 2.396, 57.02, None, None, None, None, 11.61, None, 17.06, 85.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-02 06:00:00, None, None, 135.1
None, None, 1.379, 60.89, None, None, None, None, 23.05, None, 16.42, 99.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-02 07:00:00, None, None, 134.7
None, None, 2.604, 56.62, None, None, None, None, 26.1, None, 16.58, 135.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2012-01-02 08:00:00, None, None, 134.3
None, None, 3.68, 48.8, None, None, None, None, 14.02, None, 27.5, 169.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2012-01-02 09:00:00, None, None, 133.6
None, None, 5.745, 48.17, None, None, None, None, 17.08, None, 30.83, 179.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-02 10:00:00, None, None, 133.5
None, None, 6.928, 31.19, None, None, None, None, 28.09, None, 29.81, 207.2, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2012-01-02 11:00:00, None, None, 133.5
None, None, 6.28, 38.39, None, None, None, None, 18.57, None, 35.69, 237.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-02 12:00:00, None, None, 133.5
None, None, 6.145, 38.55, None, None, None, None, 14.17, None, 19.35, 244.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2012-01-02 13:00:00, None, None, 132.7
None, None, 4.811, 46.29, None, None, None, None, 26.12, None, 12.99, 201.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2012-01-02 14:00:00, None, None, 133.1
None, None, 2.663, 53.36, None, None, None, None, 32.3, None, 31.35, 202.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2012-01-02 15:00:00, None, None, 134.4
None, None, 0.869, 72.3, None, None, None, None, 26.89, None, 33.73, 199.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, 2012-01-02 16:00:00, None, None, 134.3
None, None, -0.753, 91.0, None, None, None, None, 37.79, None, 9.07, 156.7, None, None, None, None, None, -2.0, None, None, None, None, None, None, 2012-01-02 17:00:00, None, None, 134.7
None, None, -1.463, None, None, None, None, None, 14.64, None, 15.6, 96.6, None, None, None, None, None, -1.0, None, None, None, None, None, None, 2012-01-02 18:00:00, None, None, 134.6
None, None, -1.13, None, None, None, None, None, 19.29, None, 19.32, 95.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, 2012-01-02 19:00:00, None, None, 134.3
None, None, -1.291, None, None, None, None, None, 21.39, None, 18.68, 174.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, 2012-01-02 20:00:00, None, None, 135.9
None, None, -1.328, None, None, None, None, None, 17.14, None, 16.32, 176.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, 2012-01-02 21:00:00, None, None, 137.5
None, None, -1.309, None, None, None, None, None, 20.61, None, 10.69, 187.6, None, None, None, None, None, -1.0, None, None, None, None, None, None, 2012-01-02 22:00:00, None, None, 137.5
